Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_p90,Ast_p90,G+A_p90,G-PK_p90,G+A-PK_p90,xG_p90,xAG_p90,xG+xAG_p90,npxG_p90,npxG+xAG_p90,Squad,PlSqu
Zorhan Bassong,ca CAN,"MF,DF",26-029,13,7,694.0,7.7,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.2,0.2,0.2,0.4,14.0,38.0,22.0,0.13,0.0,0.13,0.13,0.13,0.03,0.02,0.05,0.03,0.05,Sporting Kansas City,Zorhan BassongSporting Kansas City
Khiry Shelton,us USA,DF,31-344,12,7,585.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,12.0,22.0,27.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,Sporting Kansas City,Khiry SheltonSporting Kansas City
Tim Leibold,de GER,DF,31-187,10,4,407.0,4.5,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.5,0.5,0.6,1.1,11.0,17.0,21.0,0.22,0.22,0.44,0.22,0.44,0.11,0.14,0.24,0.11,0.24,Sporting Kansas City,Tim LeiboldSporting Kansas City
Andrew Brody,us USA,DF,30-033,8,4,349.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,11.0,16.0,26.0,0.0,0.0,0.0,0.0,0.0,0.05,0.08,0.13,0.05,0.13,Sporting Kansas City,Andrew BrodySporting Kansas City
Memo Rodriguez,us USA,MF,29-160,10,2,277.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.6,0.8,4.0,37.0,10.0,0.0,0.0,0.0,0.0,0.0,0.05,0.2,0.25,0.05,0.25,Sporting Kansas City,Memo RodriguezSporting Kansas City
Daniel Rosero,co COL,DF,31-242,5,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.0,0.4,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.19,0.19,0.19,Sporting Kansas City,Daniel RoseroSporting Kansas City
Santiago Munoz,mx MEX,"FW,MF",22-295,3,1,105.0,1.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,1.0,1.0,3.0,0.86,0.0,0.86,0.86,0.86,0.22,0.01,0.23,0.22,0.23,Sporting Kansas City,Santiago MunozSporting Kansas City
William Agada,ng NGA,FW,25-261,6,1,99.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.6,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.44,0.15,0.58,0.44,0.58,Sporting Kansas City,William AgadaSporting Kansas City
Mason Toye,us USA,FW,26-232,4,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.83,0.83,0.83,Sporting Kansas City,Mason ToyeSporting Kansas City
Stephen Afrifa,ca CAN,"FW,MF",24-106,2,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sporting Kansas City,Stephen AfrifaSporting Kansas City
Ian James,us USA,MF,16-364,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sporting Kansas City,Ian JamesSporting Kansas City
Ryan Schewe,us USA,GK,23-089,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sporting Kansas City,Ryan ScheweSporting Kansas City
Opponent Total,,,27.6,16,176,1440.0,16.0,26.0,19.0,45.0,24.0,2.0,2.0,36.0,1.0,27.4,25.8,21.0,46.8,240.0,603.0,597.0,1.62,1.19,2.81,1.5,2.69,1.71,1.31,3.02,1.61,2.92,Sporting Kansas City,Opponent TotalSporting Kansas City
Rafael Cabral,br BRA,GK,35-016,17,17,1530.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Real Salt Lake,Rafael CabralReal Salt Lake
Diego Luna,us USA,"MF,FW",21-271,16,16,1335.0,14.8,8.0,2.0,10.0,6.0,2.0,2.0,5.0,1.0,4.6,3.2,2.0,5.2,41.0,81.0,101.0,0.54,0.13,0.67,0.4,0.54,0.31,0.13,0.44,0.22,0.35,Real Salt Lake,Diego LunaReal Salt Lake
Braian Ojeda,py PAR,MF,24-343,17,16,1312.0,14.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.2,1.2,0.3,1.5,18.0,82.0,17.0,0.0,0.0,0.0,0.0,0.0,0.08,0.02,0.1,0.08,0.1,Real Salt Lake,Braian OjedaReal Salt Lake
Justen Glad,us USA,DF,28-097,14,14,1260.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.6,0.6,1.0,1.6,0.0,26.0,6.0,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.12,0.04,0.12,Real Salt Lake,Justen GladReal Salt Lake
Emeka Eneli,us USA,MF,25-230,14,12,1158.0,12.9,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,1.3,1.4,22.0,67.0,20.0,0.0,0.08,0.08,0.0,0.08,0.01,0.1,0.11,0.01,0.11,Real Salt Lake,Emeka EneliReal Salt Lake
Diogo Goncalves,pt POR,"FW,MF",28-119,13,12,967.0,10.7,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.9,2.9,1.2,4.2,20.0,45.0,47.0,0.09,0.09,0.19,0.09,0.19,0.27,0.11,0.39,0.27,0.39,Real Salt Lake,Diogo GoncalvesReal Salt Lake
Alexandros Katranis,gr GRE,DF,27-032,15,12,954.0,10.6,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.9,0.9,2.1,3.0,19.0,42.0,70.0,0.0,0.09,0.09,0.0,0.09,0.09,0.2,0.29,0.09,0.29,Real Salt Lake,Alexandros KatranisReal Salt Lake
Brayan Vera,co COL,DF,26-141,12,10,804.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.9,0.9,0.4,1.3,11.0,37.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.15,0.1,0.15,Real Salt Lake,Brayan VeraReal Salt Lake
Dominik Marczuk,pl POL,FW,21-216,13,10,798.0,8.9,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,1.3,1.3,1.4,2.7,39.0,23.0,94.0,0.11,0.23,0.34,0.11,0.34,0.15,0.16,0.31,0.15,0.31,Real Salt Lake,Dominik MarczukReal Salt Lake
Ariath Piol,au AUS,FW,20-237,12,9,587.0,6.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.8,0.8,0.1,0.9,1.0,6.0,38.0,0.15,0.0,0.15,0.15,0.15,0.12,0.02,0.14,0.12,0.14,Real Salt Lake,Ariath PiolReal Salt Lake
Sam Junqua,us USA,DF,28-208,16,8,930.0,10.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4,0.9,24.0,32.0,36.0,0.1,0.0,0.1,0.1,0.1,0.05,0.04,0.09,0.05,0.09,Real Salt Lake,Sam JunquaReal Salt Lake
Zavier Gozo,us USA,"FW,MF",18-075,12,8,726.0,8.1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.4,1.4,0.9,2.3,27.0,10.0,68.0,0.12,0.0,0.12,0.12,0.12,0.18,0.11,0.29,0.18,0.29,Real Salt Lake,Zavier GozoReal Salt Lake
Philip Quinton,us USA,DF,25-201,10,8,696.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.3,3.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Real Salt Lake,Philip QuintonReal Salt Lake
Bode Hidalgo,us USA,DF,23-103,15,7,705.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.3,0.3,0.2,0.5,17.0,41.0,23.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,Real Salt Lake,Bode HidalgoReal Salt Lake
Noel Caliskan,de GER,DF,24-280,8,6,546.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,5.0,31.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.02,Real Salt Lake,Noel CaliskanReal Salt Lake
William Agada,ng NGA,FW,25-261,7,5,461.0,5.1,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,1.6,1.6,0.3,1.9,3.0,3.0,18.0,0.2,0.0,0.2,0.2,0.2,0.31,0.06,0.38,0.31,0.38,Real Salt Lake,William AgadaReal Salt Lake
Pablo Ruiz,ar ARG,MF,26-167,10,5,428.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,1.2,1.6,9.0,35.0,7.0,0.0,0.0,0.0,0.0,0.0,0.08,0.26,0.34,0.08,0.34,Real Salt Lake,Pablo RuizReal Salt Lake
Nelson Palacio,co COL,MF,23-354,7,3,319.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,2.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,Real Salt Lake,Nelson PalacioReal Salt Lake
Forster Ajago,gh GHA,FW,23-293,6,3,259.0,2.9,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.6,0.6,0.1,0.7,1.0,1.0,15.0,0.35,0.0,0.35,0.35,0.35,0.22,0.03,0.25,0.22,0.25,Real Salt Lake,Forster AjagoReal Salt Lake
Javain Brown,jm JAM,DF,26-088,3,3,194.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.3,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.13,Real Salt Lake,Javain BrownReal Salt Lake
Tyler Wolff,us USA,"FW,MF",22-112,8,2,281.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,7.0,6.0,21.0,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.12,0.04,0.12,Real Salt Lake,Tyler WolffReal Salt Lake
Jesus Barea,es ESP,FW,23-038,7,1,236.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.1,1.5,2.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.56,0.02,0.58,0.56,0.58,Real Salt Lake,Jesus BareaReal Salt Lake
Lachlan Brook,au AUS,FW,24-117,4,0,99.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.3,0.5,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.15,0.27,0.42,0.15,0.42,Real Salt Lake,Lachlan BrookReal Salt Lake
Johnny Russell,sct SCO,"FW,MF",35-058,3,0,59.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Real Salt Lake,Johnny RussellReal Salt Lake
Kobi Henry,us USA,"DF,FW",21-040,3,0,41.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Real Salt Lake,Kobi HenryReal Salt Lake
Aiden Hezarkhani,us USA,MF,17-342,1,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Real Salt Lake,Aiden HezarkhaniReal Salt Lake
Griffin Dillon,us USA,MF,22-041,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Salt Lake,Griffin DillonReal Salt Lake
Zackery Farnsworth,us USA,DF,22-327,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Salt Lake,Zackery FarnsworthReal Salt Lake
Mason Stajduhar,us USA,GK,27-185,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Salt Lake,Mason StajduharReal Salt Lake
Opponent Total,,,27.5,17,187,1530.0,17.0,25.0,18.0,43.0,22.0,3.0,5.0,43.0,0.0,29.9,25.9,20.9,46.9,239.0,628.0,620.0,1.47,1.06,2.53,1.29,2.35,1.76,1.23,2.99,1.53,2.76,Real Salt Lake,Opponent TotalReal Salt Lake
Marcel Hartel,de GER,"MF,FW",29-137,16,16,1411.0,15.7,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,2.2,2.8,5.0,27.0,76.0,73.0,0.13,0.0,0.13,0.06,0.06,0.19,0.18,0.37,0.14,0.32,St Louis City,Marcel HartelSt Louis City
Kyle Hiebert,ca CAN,DF,27-310,15,15,1301.0,14.5,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1.2,1.2,0.2,1.4,7.0,50.0,17.0,0.07,0.07,0.14,0.07,0.14,0.08,0.02,0.1,0.08,0.1,St Louis City,Kyle HiebertSt Louis City
Conrad Wallem,no NOR,"MF,DF",24-361,16,15,1273.0,14.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.9,1.9,0.4,2.4,26.0,37.0,56.0,0.0,0.0,0.0,0.0,0.0,0.14,0.03,0.17,0.14,0.17,St Louis City,Conrad WallemSt Louis City
Cedric Teuchert,de GER,"FW,MF",28-142,15,13,870.0,9.7,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,3.0,3.0,0.6,3.6,18.0,16.0,38.0,0.31,0.1,0.41,0.31,0.41,0.31,0.06,0.37,0.31,0.37,St Louis City,Cedric TeuchertSt Louis City
Akil Watts,us USA,"MF,DF",25-121,15,11,1082.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.9,1.5,25.0,32.0,33.0,0.0,0.0,0.0,0.0,0.0,0.05,0.07,0.13,0.05,0.13,St Louis City,Akil WattsSt Louis City
Joshua Yaro,gh GHA,DF,30-199,15,11,997.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,6.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,St Louis City,Joshua YaroSt Louis City
Klauss,br BRA,FW,28-096,15,11,901.0,10.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,2.9,2.9,1.0,3.9,8.0,18.0,33.0,0.2,0.0,0.2,0.2,0.2,0.29,0.1,0.39,0.29,0.39,St Louis City,KlaussSt Louis City
Benjamin Lundt,de GER,GK,29-254,9,9,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,St Louis City,Benjamin LundtSt Louis City
Timo Baumgartl,de GER,DF,29-093,11,9,805.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,0.2,0.7,3.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08,St Louis City,Timo BaumgartlSt Louis City
Jannes Horn,de GER,DF,28-119,9,9,719.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.1,19.0,24.0,28.0,0.0,0.13,0.13,0.0,0.13,0.01,0.13,0.13,0.01,0.13,St Louis City,Jannes HornSt Louis City
Henry Kessler,us USA,DF,26-345,10,8,778.0,8.6,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.3,0.5,0.0,10.0,0.0,0.0,0.12,0.12,0.0,0.12,0.02,0.04,0.06,0.02,0.06,St Louis City,Henry KesslerSt Louis City
Roman Burki,ch SUI,GK,34-203,7,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,St Louis City,Roman BurkiSt Louis City
Celio Pompeu,br BRA,"MF,FW",25-177,12,6,625.0,6.9,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.4,0.4,0.8,1.3,33.0,19.0,58.0,0.14,0.14,0.29,0.14,0.29,0.06,0.12,0.18,0.06,0.18,St Louis City,Celio PompeuSt Louis City
Chris Durkin,us USA,"MF,DF",25-117,8,6,494.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.2,1.0,22.0,18.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,St Louis City,Chris DurkinSt Louis City
Eduard Lowen,de GER,MF,28-128,7,6,456.0,5.1,2.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,0.3,1.6,1.9,5.0,26.0,6.0,0.39,0.2,0.59,0.2,0.39,0.21,0.32,0.53,0.05,0.37,St Louis City,Eduard LowenSt Louis City
Alfredo Morales,us USA,MF,35-024,11,5,543.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.1,0.1,0.8,0.9,2.0,30.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.13,0.15,0.01,0.15,St Louis City,Alfredo MoralesSt Louis City
Tomas Ostrak,cz CZE,MF,25-120,10,5,438.0,4.9,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,0.5,1.1,10.0,25.0,15.0,0.0,0.21,0.21,0.0,0.21,0.12,0.11,0.22,0.12,0.22,St Louis City,Tomas OstrakSt Louis City
Simon Becher,us USA,"FW,MF",25-320,16,4,595.0,6.6,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,3.1,3.1,0.3,3.5,10.0,9.0,52.0,0.15,0.0,0.15,0.15,0.15,0.47,0.05,0.52,0.47,0.52,St Louis City,Simon BecherSt Louis City
Tomas Totland,no NOR,DF,26-250,5,4,365.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.4,1.2,2.0,15.0,26.0,0.0,0.0,0.0,0.0,0.0,0.21,0.09,0.3,0.21,0.3,St Louis City,Tomas TotlandSt Louis City
Jake Girdwood-Reich,au AUS,MF,21-010,3,2,179.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,St Louis City,Jake Girdwood-ReichSt Louis City
Joakim Nilsson,se SWE,"DF,MF",31-119,6,2,133.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28,St Louis City,Joakim NilssonSt Louis City
Jayden Reid,us USA,DF,23-279,3,1,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,St Louis City,Jayden ReidSt Louis City
Joseph Zalinsky,us USA,DF,22-153,2,1,85.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,St Louis City,Joseph ZalinskySt Louis City
Xande Silva,pt POR,"FW,MF",28-081,6,0,146.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.4,0.6,6.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.08,0.27,0.35,0.08,0.35,St Louis City,Xande SilvaSt Louis City
Mykhi Joyner,us USA,"MF,FW",18-279,4,0,73.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.18,0.09,0.18,St Louis City,Mykhi JoynerSt Louis City
Rasmus Alm,se SWE,DF,29-292,1,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.59,0.59,0.59,St Louis City,Rasmus AlmSt Louis City
Cam Cilley,us USA,MF,24-200,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,St Louis City,Cam CilleySt Louis City
Emil Jaaskelainen,fi FIN,FW,24-081,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,St Louis City,Emil JaaskelainenSt Louis City
Brendan McSorley,us USA,FW,23-124,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,St Louis City,Brendan McSorleySt Louis City
Christian Olivares,us USA,GK,23-121,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,St Louis City,Christian OlivaresSt Louis City
Michael Wentzel,de GER,DF,23-056,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,St Louis City,Michael WentzelSt Louis City
Opponent Total,,,27.1,16,176,1440.0,16.0,21.0,18.0,39.0,20.0,1.0,2.0,35.0,0.0,23.1,21.5,18.0,39.5,275.0,735.0,723.0,1.31,1.13,2.44,1.25,2.37,1.44,1.13,2.57,1.34,2.47,St Louis City,Opponent TotalSt Louis City
Diego Fagundez,uy URU,"FW,MF",30-111,17,16,1316.0,14.6,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,1.3,1.3,1.5,2.8,24.0,87.0,65.0,0.21,0.0,0.21,0.21,0.21,0.09,0.1,0.19,0.09,0.19,LA Galaxy,Diego FagundezLA Galaxy
Edwin Cerrillo,us USA,MF,24-245,16,16,1315.0,14.6,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.3,0.3,0.6,0.8,5.0,89.0,11.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,LA Galaxy,Edwin CerrilloLA Galaxy
Gabriel Chaves,br BRA,FW,24-114,14,14,1243.0,13.8,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,3.5,3.5,1.4,4.9,69.0,47.0,133.0,0.07,0.0,0.07,0.07,0.07,0.25,0.1,0.35,0.25,0.35,LA Galaxy,Gabriel ChavesLA Galaxy
Maya Yoshida,jp JPN,DF,36-285,14,13,1174.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.7,1.7,0.5,2.2,3.0,44.0,3.0,0.0,0.0,0.0,0.0,0.0,0.13,0.04,0.17,0.13,0.17,LA Galaxy,Maya YoshidaLA Galaxy
John Nelson,us USA,DF,26-329,14,13,1024.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.2,0.5,18.0,39.0,40.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,LA Galaxy,John NelsonLA Galaxy
Miki Yamane,jp JPN,DF,31-165,14,12,1121.0,12.5,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,1.9,2.2,19.0,53.0,71.0,0.0,0.16,0.16,0.0,0.16,0.02,0.15,0.18,0.02,0.18,LA Galaxy,Miki YamaneLA Galaxy
Carlos Garces,co COL,DF,23-237,14,12,1045.0,11.6,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.3,0.3,0.1,0.4,4.0,46.0,1.0,0.09,0.0,0.09,0.09,0.09,0.03,0.01,0.03,0.03,0.03,LA Galaxy,Carlos GarcesLA Galaxy
John McCarthy,us USA,GK,32-336,11,11,990.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LA Galaxy,John McCarthyLA Galaxy
Christian Ramirez,us USA,FW,34-062,16,10,806.0,9.0,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,3.2,3.2,1.5,4.6,0.0,22.0,30.0,0.45,0.11,0.56,0.45,0.56,0.35,0.16,0.52,0.35,0.52,LA Galaxy,Christian RamirezLA Galaxy
Mathias Jorgensen,dk DEN,DF,35-043,10,9,743.0,8.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2,0.2,6.0,30.0,3.0,0.0,0.12,0.12,0.0,0.12,0.0,0.02,0.03,0.0,0.03,LA Galaxy,Mathias JorgensenLA Galaxy
Joseph Paintsil,gh GHA,FW,27-124,10,8,716.0,8.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.7,1.7,0.7,2.4,35.0,22.0,95.0,0.13,0.13,0.25,0.13,0.25,0.21,0.09,0.31,0.21,0.31,LA Galaxy,Joseph PaintsilLA Galaxy
Marco Reus,de GER,"MF,FW",36-005,11,8,714.0,7.9,3.0,3.0,6.0,3.0,0.0,0.0,1.0,0.0,2.1,2.1,3.0,5.1,18.0,59.0,47.0,0.38,0.38,0.76,0.38,0.76,0.27,0.38,0.65,0.27,0.65,LA Galaxy,Marco ReusLA Galaxy
Lucas Sanabria,uy URU,"MF,FW",21-161,11,8,622.0,6.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.1,1.0,4.0,25.0,14.0,0.14,0.0,0.14,0.14,0.14,0.14,0.01,0.15,0.14,0.15,LA Galaxy,Lucas SanabriaLA Galaxy
Isaiah Parente,us USA,MF,25-081,13,6,706.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.1,0.3,8.0,45.0,11.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,LA Galaxy,Isaiah ParenteLA Galaxy
Novak Micovic,rs SRB,GK,23-223,6,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LA Galaxy,Novak MicovicLA Galaxy
Julian Aude,ar ARG,DF,22-073,16,5,658.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.2,0.4,11.0,39.0,33.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,LA Galaxy,Julian AudeLA Galaxy
Miguel Berry,es ESP,FW,27-262,9,4,389.0,4.3,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,1.0,1.8,4.0,2.0,18.0,0.0,0.46,0.46,0.0,0.46,0.17,0.24,0.41,0.17,0.41,LA Galaxy,Miguel BerryLA Galaxy
Tucker Lepley,us USA,MF,23-139,8,4,368.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.1,0.4,7.0,10.0,28.0,0.0,0.0,0.0,0.0,0.0,0.09,0.01,0.11,0.09,0.11,LA Galaxy,Tucker LepleyLA Galaxy
