Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_p90,Ast_p90,G+A_p90,G-PK_p90,G+A-PK_p90,xG_p90,xAG_p90,xG+xAG_p90,npxG_p90,npxG+xAG_p90,Squad,PlSqu
Ivan Tapia,ar ARG,MF,26-194,14,14,976.0,10.8,1.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,1.4,0.6,1.0,1.6,5.0,19.0,13.0,0.09,0.09,0.18,0.09,0.18,0.13,0.1,0.22,0.06,0.15,Barracas Central,Ivan TapiaBarracas Central
Facundo Mater,sy SYR,"DF,MF",26-317,14,12,1020.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.6,0.9,15.0,36.0,25.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08,Barracas Central,Facundo MaterBarracas Central
Jhonatan Candia,uy URU,"FW,MF",30-082,14,12,945.0,10.5,6.0,1.0,7.0,6.0,0.0,0.0,5.0,0.0,3.4,3.4,1.7,5.0,10.0,23.0,42.0,0.57,0.1,0.67,0.57,0.67,0.32,0.16,0.48,0.32,0.48,Barracas Central,Jhonatan CandiaBarracas Central
Nicolas Demartini,ar ARG,DF,25-213,11,10,935.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.1,3.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,Barracas Central,Nicolas DemartiniBarracas Central
Javier Ruiz,ar ARG,"MF,FW",20-254,11,10,750.0,8.3,1.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,1.7,2.1,21.0,16.0,46.0,0.12,0.48,0.6,0.12,0.6,0.04,0.2,0.25,0.04,0.25,Barracas Central,Javier RuizBarracas Central
Nahuel Barrios,ar ARG,"MF,FW",27-029,15,9,664.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.7,30.0,47.0,29.0,0.0,0.0,0.0,0.0,0.0,0.04,0.06,0.1,0.04,0.1,Barracas Central,Nahuel BarriosBarracas Central
Yonatthan Rak,uy URU,DF,31-291,8,8,720.0,8.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.8,1.2,6.0,29.0,2.0,0.0,0.25,0.25,0.0,0.25,0.05,0.1,0.15,0.05,0.15,Barracas Central,Yonatthan RakBarracas Central
Gonzalo Morales,ar ARG,"FW,MF",22-093,12,5,557.0,6.2,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.8,1.8,0.5,2.3,5.0,4.0,33.0,0.16,0.16,0.32,0.16,0.32,0.29,0.09,0.38,0.29,0.38,Barracas Central,Gonzalo MoralesBarracas Central
Manuel Agustin Duarte,ar ARG,"MF,FW",23-286,11,5,389.0,4.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.4,0.9,10.0,13.0,19.0,0.23,0.0,0.23,0.23,0.23,0.12,0.08,0.21,0.12,0.21,Barracas Central,Manuel Agustin DuarteBarracas Central
Facundo Bruera,ar ARG,"FW,MF",26-255,16,4,643.0,7.1,5.0,1.0,6.0,5.0,0.0,0.0,1.0,0.0,3.1,3.1,0.5,3.6,6.0,15.0,26.0,0.7,0.14,0.84,0.7,0.84,0.44,0.07,0.51,0.44,0.51,Barracas Central,Facundo BrueraBarracas Central
Siro Rosane,ar ARG,MF,24-363,14,3,673.0,7.5,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.6,0.8,2.0,16.0,8.0,0.0,0.13,0.13,0.0,0.13,0.02,0.08,0.11,0.02,0.11,Barracas Central,Siro RosaneBarracas Central
Rafael Barrios,ar ARG,DF,32-013,10,3,364.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6,0.6,0.0,0.6,10.0,3.0,25.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14,Barracas Central,Rafael BarriosBarracas Central
Tomas Porra,ar ARG,"MF,FW",21-147,11,2,263.0,2.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.7,1.1,6.0,14.0,14.0,0.0,0.34,0.34,0.0,0.34,0.13,0.23,0.36,0.13,0.36,Barracas Central,Tomas PorraBarracas Central
Nicolas Capraro,ar ARG,DF,27-094,4,2,133.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Barracas Central,Nicolas CapraroBarracas Central
Maximiliano Puig,ar ARG,FW,24-260,1,0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.47,0.47,0.47,Barracas Central,Maximiliano PuigBarracas Central
Ignacio Tapia,ar ARG,FW,20-277,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Barracas Central,Ignacio TapiaBarracas Central
Nicolas Blandi,ar ARG,FW,35-143,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barracas Central,Nicolas BlandiBarracas Central
Mateo Coronel,gr GRE,MF,20-037,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barracas Central,Mateo CoronelBarracas Central
Valentino Gandin,ar ARG,FW,18-014,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barracas Central,Valentino GandinBarracas Central
Ivan Guaraz,ar ARG,FW,20-025,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barracas Central,Ivan GuarazBarracas Central
Juan Insua,ar ARG,GK,20-152,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barracas Central,Juan InsuaBarracas Central
Alex Juarez,ar ARG,MF,20-261,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barracas Central,Alex JuarezBarracas Central
Marcelo Mino,ar ARG,GK,27-288,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barracas Central,Marcelo MinoBarracas Central
Thiago Perugini,,FW,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barracas Central,Thiago PeruginiBarracas Central
Fausto Pianovi,ar ARG,FW,18-277,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barracas Central,Fausto PianoviBarracas Central
Opponent Total,,,27.8,16,176,1440.0,16.0,16.0,10.0,26.0,16.0,0.0,0.0,44.0,1.0,14.0,14.0,10.3,24.3,357.0,781.0,775.0,1.0,0.62,1.62,1.0,1.62,0.87,0.65,1.52,0.87,1.52,Barracas Central,Opponent TotalBarracas Central
Ignacio Arce,ar ARG,GK,33-058,16,16,1440.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Deportivo Riestra,Ignacio ArceDeportivo Riestra
Cristian Paz,ar ARG,DF,30-042,16,16,1440.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,0.1,0.5,2.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Deportivo Riestra,Cristian PazDeportivo Riestra
Milton Celiz,ar ARG,MF,32-315,15,15,1336.0,14.8,1.0,0.0,1.0,1.0,0.0,1.0,8.0,0.0,1.9,1.0,0.2,1.3,12.0,49.0,25.0,0.07,0.0,0.07,0.07,0.07,0.13,0.02,0.15,0.07,0.09,Deportivo Riestra,Milton CelizDeportivo Riestra
Jonathan Herrera,ar ARG,FW,33-262,14,14,1154.0,12.8,4.0,1.0,5.0,4.0,0.0,1.0,1.0,0.0,4.1,3.3,1.7,5.1,11.0,15.0,73.0,0.31,0.08,0.39,0.31,0.39,0.32,0.13,0.46,0.26,0.4,Deportivo Riestra,Jonathan HerreraDeportivo Riestra
Nicolas Sansotre,ar ARG,DF,31-270,13,13,1155.0,12.8,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.3,0.7,11.0,30.0,21.0,0.08,0.16,0.23,0.08,0.23,0.03,0.02,0.05,0.03,0.05,Deportivo Riestra,Nicolas SansotreDeportivo Riestra
Jonatan Goitia,ar ARG,"MF,DF",30-307,14,12,1124.0,12.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.4,1.0,29.0,8.0,0.0,0.08,0.08,0.0,0.08,0.01,0.02,0.03,0.01,0.03,Deportivo Riestra,Jonatan GoitiaDeportivo Riestra
Nicolas Benegas,ar ARG,FW,29-096,16,11,912.0,10.1,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,2.2,2.2,1.9,4.0,12.0,34.0,54.0,0.1,0.2,0.3,0.1,0.3,0.21,0.18,0.4,0.21,0.4,Deportivo Riestra,Nicolas BenegasDeportivo Riestra
Pedro Ramirez,ar ARG,DF,25-062,13,10,918.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.1,1.1,0.3,1.4,7.0,18.0,13.0,0.0,0.0,0.0,0.0,0.0,0.11,0.03,0.13,0.11,0.13,Deportivo Riestra,Pedro RamirezDeportivo Riestra
Facundo Mino,ar ARG,DF,25-232,10,9,676.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.3,0.3,0.0,0.3,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Deportivo Riestra,Facundo MinoDeportivo Riestra
Antony Alonso,ar ARG,"MF,FW",27-025,14,9,566.0,6.3,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,1.2,1.2,0.7,2.0,4.0,6.0,19.0,0.48,0.16,0.64,0.48,0.64,0.2,0.12,0.32,0.2,0.32,Deportivo Riestra,Antony AlonsoDeportivo Riestra
Nicolas Caro,ar ARG,DF,30-032,9,8,737.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deportivo Riestra,Nicolas CaroDeportivo Riestra
Mariano Bracamonte,ar ARG,DF,26-042,12,7,583.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.1,0.1,0.5,0.5,6.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.08,0.01,0.08,Deportivo Riestra,Mariano BracamonteDeportivo Riestra
Pablo Monje,ar ARG,MF,28-119,8,6,594.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,2.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07,Deportivo Riestra,Pablo MonjeDeportivo Riestra
Brian Sanchez,ar ARG,MF,31-359,11,5,494.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.2,0.7,8.0,16.0,17.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03,0.13,0.1,0.13,Deportivo Riestra,Brian SanchezDeportivo Riestra
Juan Randazzo,ar ARG,DF,30-237,7,5,467.0,5.2,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.6,0.6,0.1,0.7,1.0,8.0,0.0,0.19,0.0,0.19,0.19,0.19,0.11,0.01,0.13,0.11,0.13,Deportivo Riestra,Juan RandazzoDeportivo Riestra
Mario Sanabria,ar ARG,MF,22-315,10,4,394.0,4.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.5,0.8,13.0,8.0,19.0,0.0,0.23,0.23,0.0,0.23,0.06,0.12,0.17,0.06,0.17,Deportivo Riestra,Mario SanabriaDeportivo Riestra
Rodrigo Sayavedra,ar ARG,"DF,MF",29-319,8,4,361.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.2,2.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Deportivo Riestra,Rodrigo SayavedraDeportivo Riestra
Rodrigo Gallo,ar ARG,DF,24-213,5,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.1,0.3,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.07,0.05,0.07,Deportivo Riestra,Rodrigo GalloDeportivo Riestra
Alexander Diaz,ar ARG,"FW,MF",25-134,12,3,385.0,4.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,8.0,8.0,21.0,0.0,0.23,0.23,0.0,0.23,0.07,0.05,0.12,0.07,0.12,Deportivo Riestra,Alexander DiazDeportivo Riestra
Eric Joel Tovo,ar ARG,DF,33-091,4,3,199.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deportivo Riestra,Eric Joel TovoDeportivo Riestra
Gonzalo Bravo,ar ARG,"MF,FW",35-018,4,1,128.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.32,0.32,0.32,Deportivo Riestra,Gonzalo BravoDeportivo Riestra
Gustavo Fernandez,ar ARG,FW,34-305,2,1,74.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.24,0.0,0.24,Deportivo Riestra,Gustavo FernandezDeportivo Riestra
Gabriel Obredor,ar ARG,"MF,FW",28-150,7,0,141.0,1.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.3,2.0,2.0,12.0,0.64,0.0,0.64,0.64,0.64,0.18,0.0,0.18,0.18,0.18,Deportivo Riestra,Gabriel ObredorDeportivo Riestra
Braian Guille,ar ARG,"MF,FW",27-309,5,0,87.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.2,0.2,0.6,0.9,0.0,3.0,8.0,1.03,0.0,1.03,1.03,1.03,0.25,0.65,0.89,0.25,0.89,Deportivo Riestra,Braian GuilleDeportivo Riestra
Franco Fagundez,uy URU,FW,26-173,1,0,34.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Deportivo Riestra,Franco FagundezDeportivo Riestra
Mateo Ramirez,ar ARG,"MF,DF",30-138,3,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deportivo Riestra,Mateo RamirezDeportivo Riestra
Yaison Murillo,co COL,MF,31-202,1,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deportivo Riestra,Yaison MurilloDeportivo Riestra
Sergio Ortiz,ar ARG,MF,24-102,1,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deportivo Riestra,Sergio OrtizDeportivo Riestra
Leonardo Landriel,ar ARG,MF,28-326,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deportivo Riestra,Leonardo LandrielDeportivo Riestra
Nahuel Manganelli,ar ARG,GK,24-106,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deportivo Riestra,Nahuel ManganelliDeportivo Riestra
Nehuen Montoya,ar ARG,DF,27-114,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deportivo Riestra,Nehuen MontoyaDeportivo Riestra
Elian Munoz,ar ARG,MF,24-319,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deportivo Riestra,Elian MunozDeportivo Riestra
Mauro Smarra Vargas,ar ARG,FW,26-036,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deportivo Riestra,Mauro Smarra VargasDeportivo Riestra
Opponent Total,,,28.1,16,176,1440.0,16.0,5.0,2.0,7.0,3.0,2.0,2.0,29.0,3.0,16.7,15.1,12.2,27.3,262.0,878.0,871.0,0.31,0.12,0.44,0.19,0.31,1.04,0.76,1.81,0.94,1.71,Deportivo Riestra,Opponent TotalDeportivo Riestra
Juan Cozzani,ar ARG,GK,26-239,16,16,1440.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Platense,Juan CozzaniPlatense
Ignacio Vazquez,ar ARG,DF,27-355,16,16,1440.0,16.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.7,0.7,0.2,0.8,4.0,36.0,5.0,0.06,0.0,0.06,0.06,0.06,0.04,0.01,0.05,0.04,0.05,Platense,Ignacio VazquezPlatense
Guido Mainero,ar ARG,"FW,MF",30-074,16,16,1245.0,13.8,3.0,3.0,6.0,3.0,0.0,0.0,2.0,0.0,1.4,1.4,2.3,3.7,33.0,29.0,79.0,0.22,0.22,0.43,0.22,0.43,0.1,0.17,0.27,0.1,0.27,Platense,Guido MaineroPlatense
Oscar Salomon,ar ARG,DF,26-075,15,15,1350.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.3,0.0,33.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Platense,Oscar SalomonPlatense
Leonel Picco,ar ARG,MF,25-226,15,15,1285.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,0.1,0.5,6.0,65.0,12.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Platense,Leonel PiccoPlatense
Vicente Taborda,ar ARG,"FW,MF",23-354,15,15,1185.0,13.2,4.0,1.0,5.0,4.0,0.0,0.0,3.0,0.0,2.7,2.7,1.5,4.2,27.0,68.0,82.0,0.3,0.08,0.38,0.3,0.38,0.21,0.11,0.33,0.21,0.33,Platense,Vicente TabordaPlatense
Juan Saborido,ar ARG,DF,27-041,13,13,1035.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,0.4,0.5,15.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Platense,Juan SaboridoPlatense
Augusto Lotti,it ITA,FW,28-360,16,13,927.0,10.3,1.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,2.4,1.6,1.4,3.0,7.0,17.0,58.0,0.1,0.19,0.29,0.1,0.29,0.25,0.14,0.38,0.16,0.3,Platense,Augusto LottiPlatense
Rodrigo Herrera,ar ARG,MF,24-307,14,12,910.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.7,0.7,0.1,0.8,2.0,51.0,10.0,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.08,0.07,0.08,Platense,Rodrigo HerreraPlatense
Franco Zapiola,ar ARG,"MF,FW",24-106,14,9,729.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,0.9,2.1,3.0,11.0,26.0,49.0,0.0,0.0,0.0,0.0,0.0,0.12,0.28,0.4,0.12,0.4,Platense,Franco ZapiolaPlatense
Tomas Silva,ar ARG,DF,22-089,10,8,792.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.7,1.0,6.0,31.0,21.0,0.0,0.0,0.0,0.0,0.0,0.04,0.08,0.12,0.04,0.12,Platense,Tomas SilvaPlatense
Ronaldo Martinez,py PAR,"MF,FW",29-041,12,8,650.0,7.2,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,2.1,2.1,0.4,2.5,6.0,19.0,35.0,0.28,0.14,0.42,0.28,0.42,0.28,0.06,0.33,0.28,0.33,Platense,Ronaldo MartinezPlatense
Jonathan Bay,ar ARG,DF,32-124,6,6,481.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.3,0.4,5.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.08,0.01,0.08,Platense,Jonathan BayPlatense
Fernando Juarez,ar ARG,MF,26-286,14,4,524.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.0,0.1,0.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Platense,Fernando JuarezPlatense
Bautista Barros Schelotto,ar ARG,DF,25-143,6,3,405.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Platense,Bautista Barros SchelottoPlatense
Nicolas Orsini,ar ARG,FW,30-266,7,1,215.0,2.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.2,1.2,0.7,1.9,2.0,4.0,16.0,0.0,0.42,0.42,0.0,0.42,0.5,0.27,0.78,0.5,0.78,Platense,Nicolas OrsiniPlatense
Maximiliano Rodriguez,cl CHI,FW,25-005,4,1,158.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.9,4.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,0.37,0.01,0.38,0.37,0.38,Platense,Maximiliano RodriguezPlatense
Franco Baldassarra,ar ARG,MF,26-249,4,1,155.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Platense,Franco BaldassarraPlatense
Franco Minerva,ar ARG,"MF,FW",19-005,5,1,120.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Platense,Franco MinervaPlatense
Juan Pignani,ar ARG,DF,23-338,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Platense,Juan PignaniPlatense
Edgar Elizalde,uy URU,DF,25-098,1,1,77.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09,Platense,Edgar ElizaldePlatense
Raul Lozano,ar ARG,DF,27-276,1,1,73.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.01,0.05,Platense,Raul LozanoPlatense
Ignacio Schor,ar ARG,"FW,MF",24-305,14,0,318.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.1,1.1,0.4,1.5,15.0,7.0,31.0,0.0,0.0,0.0,0.0,0.0,0.28,0.1,0.38,0.28,0.38,Platense,Ignacio SchorPlatense
Enzo Martin Roldan,ar ARG,MF,24-179,4,0,71.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Platense,Enzo Martin RoldanPlatense
Santiago Toloza,ar ARG,"FW,MF",22-220,4,0,53.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.11,0.19,0.3,0.11,0.3,Platense,Santiago TolozaPlatense
Tobias Cervera,sy SYR,"FW,MF",22-303,3,0,46.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.06,0.13,0.19,0.06,0.19,Platense,Tobias CerveraPlatense
Rodrigo Marquez,ar ARG,"FW,MF",23-110,2,0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Platense,Rodrigo MarquezPlatense
Gonzalo Goni,ar ARG,FW,26-293,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Platense,Gonzalo GoniPlatense
Andres Desabato,ar ARG,GK,35-067,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platense,Andres DesabatoPlatense
Juan Goicochea,pe PER,FW,20-144,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platense,Juan GoicocheaPlatense
Santiago Postel,ar ARG,DF,22-071,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platense,Santiago PostelPlatense
Demian Troya,ar ARG,MF,20-075,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platense,Demian TroyaPlatense
Opponent Total,,,28.1,16,176,1440.0,16.0,9.0,4.0,13.0,7.0,2.0,2.0,39.0,0.0,16.7,15.1,10.7,25.8,229.0,616.0,609.0,0.56,0.25,0.81,0.44,0.69,1.04,0.67,1.71,0.94,1.61,Platense,Opponent TotalPlatense
Matias Mansilla,ar ARG,GK,29-110,16,16,1440.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Estudiantes LP,Matias MansillaEstudiantes LP
Eric Meza,ar ARG,DF,26-058,15,15,1288.0,14.3,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,2.1,2.4,49.0,65.0,88.0,0.0,0.07,0.07,0.0,0.07,0.02,0.15,0.17,0.02,0.17,Estudiantes LP,Eric MezaEstudiantes LP
Tiago Palacios,uy URU,"FW,MF",24-069,15,15,1175.0,13.1,3.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0,3.0,3.0,3.1,6.0,48.0,61.0,136.0,0.23,0.15,0.38,0.23,0.38,0.23,0.24,0.46,0.23,0.46,Estudiantes LP,Tiago PalaciosEstudiantes LP
