Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Felix Bacher,at AUT,DF,23.0,23,23,2070.0,23.0,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,0.4,0.4,0.0,0.4,3.0,33.0,2.0,0.09,0.0,0.09,0.09,0.09,0.02,0.0,0.02,0.02,0.02,Matches
Alejandro Marqués,ve VEN,FW,23.0,33,15,1692.0,18.8,11.0,0.0,11.0,7.0,4.0,4.0,1.0,0.0,8.3,5.1,0.5,5.6,10.0,18.0,61.0,0.59,0.0,0.59,0.37,0.37,0.44,0.03,0.47,0.27,0.3,Matches
Fabrício Garcia,cv CPV,"FW,DF",23.0,24,15,1269.0,14.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.9,1.9,0.8,2.6,52.0,15.0,96.0,0.0,0.0,0.0,0.0,0.0,0.13,0.05,0.19,0.13,0.19,Matches
Xeka,pt POR,MF,29.0,14,12,939.0,10.4,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,0.8,0.8,0.8,1.6,12.0,49.0,17.0,0.1,0.1,0.19,0.1,0.19,0.08,0.08,0.16,0.08,0.16,Matches
Jandro Orellana,es ESP,MF,23.0,23,11,1018.0,11.3,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1.2,1.2,0.4,1.5,9.0,39.0,14.0,0.09,0.09,0.18,0.09,0.18,0.1,0.03,0.13,0.1,0.13,Matches
André Lacximicant,pt POR,FW,23.0,27,11,993.0,11.0,5.0,3.0,8.0,5.0,0.0,0.0,4.0,0.0,5.6,5.6,1.1,6.7,27.0,14.0,51.0,0.45,0.27,0.73,0.45,0.73,0.5,0.1,0.6,0.5,0.6,Matches
Rafik Guitane,fr FRA,"FW,MF",25.0,21,9,857.0,9.5,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,25.0,47.0,67.0,0.0,0.42,0.42,0.0,0.42,0.1,0.32,0.42,0.1,0.42,Matches
Hélder Costa,ao ANG,"FW,MF",30.0,13,8,606.0,6.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.7,1.2,19.0,20.0,44.0,0.15,0.0,0.15,0.15,0.15,0.07,0.1,0.18,0.07,0.18,Matches
Michel Costa,br BRA,MF,22.0,10,7,597.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.1,0.2,3.0,26.0,8.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Matches
Pedro Carvalho,pt POR,"DF,MF",21.0,19,6,765.0,8.5,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.9,0.9,2.3,3.2,30.0,35.0,57.0,0.0,0.24,0.24,0.0,0.24,0.1,0.28,0.38,0.1,0.38,Matches
Eliaquim Mangala,fr FRA,DF,33.0,9,4,424.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Kevin Chamorro,cr CRC,GK,24.0,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Gonçalo Costa,pt POR,"DF,MF",24.0,18,3,509.0,5.7,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.1,0.1,0.4,0.6,16.0,12.0,38.0,0.35,0.0,0.35,0.35,0.35,0.02,0.08,0.1,0.02,0.1,Matches
Daniel Figueira,pt POR,GK,26.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Sala,es ESP,"FW,MF",21.0,12,0,169.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.3,0.9,4.0,6.0,17.0,0.0,0.0,0.0,0.0,0.0,0.29,0.18,0.46,0.29,0.46,Matches
Tiago Brito,pt POR,MF,20.0,4,0,97.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.07,0.02,0.07,Matches
Bernardo Vital,pt POR,MF,23.0,1,0,31.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches
Tiago Parente,pt POR,DF,20.0,1,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Francisco Pereira,pt POR,MF,22.0,1,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Diogo Dias,pt POR,GK,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Finn Dicke,nl NED,DF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Andrei Florea,ro ROU,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Manga Foe Ondoa,fr FRA,FW,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Philippe Lanquetin,fr FRA,DF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Mor Ndiaye,sn SEN,MF,23.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Ismael Sierra,es ESP,DF,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Opponent Total,,,25.9,34,374,3060.0,34.0,53.0,40.0,93.0,46.0,7.0,8.0,61.0,3.0,58.2,52.0,42.1,94.1,509.0,1082.0,1075.0,1.56,1.18,2.74,1.35,2.53,1.71,1.24,2.95,1.53,2.77,
Patrick Sequeira,cr CRC,GK,25.0,32,32,2880,32.0,0,0,0,0,0,0,4,0,0.0,0.0,0.2,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Leonardo Lelo,pt POR,"MF,DF",24.0,32,32,2848,31.6,1,4,5,1,0,0,2,0,1.4,1.4,4.5,5.9,32,107,141,0.03,0.13,0.16,0.03,0.16,0.04,0.14,0.19,0.04,0.19,Matches
João Goulart Silva,pt POR,DF,24.0,33,32,2838,31.5,2,0,2,2,0,0,4,0,1.0,1.0,0.5,1.4,16,50,2,0.06,0.0,0.06,0.06,0.06,0.03,0.02,0.05,0.03,0.05,Matches
Larra,es ESP,"MF,DF",26.0,32,26,2242,24.9,2,3,5,2,0,0,9,1,1.9,1.9,2.8,4.7,51,56,116,0.08,0.12,0.2,0.08,0.2,0.08,0.11,0.19,0.08,0.19,Matches
José Fonte,pt POR,DF,40.0,25,24,2024,22.5,0,0,0,0,0,0,5,1,0.9,0.9,0.1,1.0,4,32,4,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches
Cassiano,br BRA,FW,35.0,26,24,1976,22.0,10,2,12,6,4,4,4,0,8.9,5.7,1.6,7.3,21,21,63,0.46,0.09,0.55,0.27,0.36,0.4,0.07,0.48,0.26,0.33,Matches
Duplexe Tchamba,cm CMR,DF,26.0,21,21,1814,20.2,2,1,3,2,0,0,5,0,0.6,0.6,0.5,1.0,5,67,1,0.1,0.05,0.15,0.1,0.15,0.03,0.02,0.05,0.03,0.05,Matches
Jérémy Livolant,fr FRA,"FW,MF",26.0,26,20,1802,20.0,4,4,8,4,0,0,1,1,4.3,4.3,2.7,7.0,52,44,120,0.2,0.2,0.4,0.2,0.4,0.21,0.13,0.35,0.21,0.35,Matches
Andrian Kraev,bg BUL,MF,25.0,26,20,1664,18.5,1,0,1,1,0,0,9,0,1.7,1.7,0.1,1.8,4,62,13,0.05,0.0,0.05,0.05,0.05,0.09,0.01,0.1,0.09,0.1,Matches
Nuno Gonçalo Moreira,pt POR,"FW,MF",25.0,21,18,1491,16.6,5,5,10,5,0,0,3,1,3.0,3.0,2.1,5.1,40,79,89,0.3,0.3,0.6,0.3,0.6,0.18,0.13,0.31,0.18,0.31,Matches
André Geraldes,pt POR,"MF,DF",33.0,26,13,1342,14.9,0,1,1,0,0,0,5,0,0.3,0.3,1.1,1.4,14,38,47,0.0,0.07,0.07,0.0,0.07,0.02,0.07,0.1,0.02,0.1,Matches
Ruben Kluivert,nl NED,DF,23.0,21,13,1229,13.7,1,0,1,1,0,0,5,0,0.6,0.6,0.1,0.7,2,27,5,0.07,0.0,0.07,0.07,0.07,0.04,0.0,0.05,0.04,0.05,Matches
Pablo Roberto,br BRA,"MF,FW",24.0,23,12,1113,12.4,0,0,0,0,0,0,5,0,0.8,0.8,0.4,1.2,23,63,37,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.1,0.07,0.1,Matches
Miguel Sousa,pt POR,"MF,FW",25.0,24,12,1049,11.7,0,0,0,0,0,0,3,0,1.4,1.4,0.7,2.2,19,72,46,0.0,0.0,0.0,0.0,0.0,0.12,0.06,0.18,0.12,0.18,Matches
Rafael Brito,pt POR,MF,22.0,22,12,1011,11.2,0,1,1,0,0,0,5,0,0.3,0.3,0.4,0.7,3,33,15,0.0,0.09,0.09,0.0,0.09,0.03,0.04,0.06,0.03,0.06,Matches
Telasco Segovia,ve VEN,MF,21.0,15,10,905,10.1,2,0,2,2,0,0,3,0,2.2,2.2,0.4,2.6,9,54,20,0.2,0.0,0.2,0.2,0.2,0.22,0.03,0.26,0.22,0.26,Matches
Max Svensson,es ESP,"FW,MF",,24,8,844,9.4,1,3,4,1,0,0,3,0,2.1,2.1,2.0,4.0,20,21,46,0.11,0.32,0.43,0.11,0.43,0.22,0.21,0.43,0.22,0.43,Matches
Pereira,pt POR,"FW,MF",22.0,24,7,756,8.4,1,1,2,1,0,0,1,0,0.7,0.7,2.1,2.8,35,13,73,0.12,0.12,0.24,0.12,0.24,0.08,0.25,0.33,0.08,0.33,Matches
Beni,ao ANG,MF,22.0,13,7,749,8.3,0,1,1,0,0,0,3,0,0.1,0.1,0.2,0.2,7,35,7,0.0,0.12,0.12,0.0,0.12,0.01,0.02,0.03,0.01,0.03,Matches
Nermin Zolotić,ba BIH,DF,31.0,7,7,626,7.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,9,29,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Iyad Mohamed,km COM,MF,23.0,10,5,487,5.4,0,0,0,0,0,0,2,1,0.0,0.0,0.1,0.1,2,18,13,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches
Fahem Benaissa Yahia,fr FRA,"MF,DF",22.0,8,4,386,4.3,1,0,1,1,0,0,1,0,0.3,0.3,0.0,0.3,10,10,19,0.23,0.0,0.23,0.23,0.23,0.07,0.0,0.07,0.07,0.07,Matches
Samuel Obeng,gh GHA,FW,27.0,11,4,369,4.1,1,0,1,1,0,0,0,0,0.7,0.7,0.1,0.7,3,4,8,0.24,0.0,0.24,0.24,0.24,0.17,0.01,0.18,0.17,0.18,Matches
Cauê,br BRA,"FW,MF",21.0,12,3,349,3.9,1,0,1,1,0,0,2,0,1.0,1.0,0.0,1.0,3,8,21,0.26,0.0,0.26,0.26,0.26,0.27,0.0,0.27,0.27,0.27,Matches
Raúl Blanco,es ESP,FW,23.0,5,3,250,2.8,1,0,1,1,0,0,1,0,0.3,0.3,0.0,0.3,2,11,14,0.36,0.0,0.36,0.36,0.36,0.11,0.0,0.11,0.11,0.11,Matches
Korede Osundina,us USA,FW,20.0,7,2,169,1.9,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.3,3,3,16,0.0,0.0,0.0,0.0,0.0,0.08,0.1,0.18,0.08,0.18,Matches
Renato Nhaga,gw GNB,MF,17.0,3,1,98,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches
Daniel Azevedo,pt POR,GK,26.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ricardo Batista,pt POR,GK,37.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Tiago Dias,pt POR,"FW,DF",26.0,8,0,71,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,8,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.37,0.0,0.37,Matches
Kali,ao ANG,DF,20.0,1,0,1,0.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Isaac Monteiro,pt POR,DF,20.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Opponent Total,,,25.7,34,374,3060,34.0,43,27,70,36,7,8,82,3,45.1,38.8,25.7,64.5,527,1311,1299,1.26,0.79,2.06,1.06,1.85,1.33,0.76,2.08,1.14,1.9,
Marcelo dos Santos Ferreira,br BRA,DF,35.0,33,33,2970,33.0,1,0,1,1,0,0,7,0,1.0,1.0,0.8,1.7,3,49,3,0.03,0.0,0.03,0.03,0.03,0.03,0.02,0.05,0.03,0.05,Matches
Alan,br BRA,MF,24.0,31,31,2513,27.9,7,6,13,2,5,5,6,0,6.1,2.1,4.1,6.3,47,164,99,0.25,0.21,0.47,0.07,0.29,0.22,0.15,0.37,0.08,0.22,Matches
Kewin,br BRA,GK,28.0,29,29,2610,29.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Godfried Frimpong,nl NED,DF,25.0,30,29,2539,28.2,1,3,4,1,0,0,6,0,0.6,0.6,2.8,3.3,28,66,98,0.04,0.11,0.14,0.04,0.14,0.02,0.1,0.12,0.02,0.12,Matches
Maracás,br BRA,DF,30.0,29,26,2393,26.6,1,1,2,1,0,0,6,0,1.4,1.4,0.9,2.3,3,33,2,0.04,0.04,0.08,0.04,0.08,0.05,0.03,0.09,0.05,0.09,Matches
Ismael,pt POR,MF,25.0,29,25,2021,22.5,1,1,2,1,0,0,6,0,1.9,1.9,0.7,2.6,14,95,35,0.04,0.04,0.09,0.04,0.09,0.08,0.03,0.12,0.08,0.12,Matches
Dinis Pinto,pt POR,DF,23.0,27,24,2171,24.1,2,1,3,2,0,0,8,0,1.7,1.7,1.5,3.2,54,71,96,0.08,0.04,0.12,0.08,0.12,0.07,0.06,0.13,0.07,0.13,Matches
Lawrence Ofori,gh GHA,MF,26.0,25,20,1780,19.8,1,1,2,1,0,0,1,0,0.1,0.1,0.8,1.0,17,93,13,0.05,0.05,0.1,0.05,0.1,0.01,0.04,0.05,0.01,0.05,Matches
Guilherme Schettine,br BRA,FW,28.0,30,19,1699,18.9,5,4,9,5,0,0,4,1,5.0,5.0,1.8,6.8,23,19,55,0.26,0.21,0.48,0.26,0.48,0.26,0.09,0.36,0.26,0.36,Matches
Bernardo Martins,pt POR,"FW,MF",26.0,31,19,1636,18.2,4,3,7,4,0,0,7,0,2.1,2.1,2.2,4.3,23,82,69,0.22,0.17,0.39,0.22,0.39,0.12,0.12,0.23,0.12,0.23,Matches
Madson,br BRA,FW,24.0,19,16,1173,13.0,2,1,3,2,0,0,1,0,2.0,2.0,1.6,3.6,42,29,90,0.15,0.08,0.23,0.15,0.23,0.15,0.13,0.28,0.15,0.28,Matches
Sidnei Tavares,,MF,22.0,29,15,1296,14.4,1,1,2,1,0,0,8,1,0.4,0.4,0.6,1.0,15,44,17,0.07,0.07,0.14,0.07,0.14,0.03,0.04,0.07,0.03,0.07,Matches
Luismi,gq EQG,FW,23.0,31,13,1369,15.2,5,3,8,5,0,0,1,0,5.4,5.4,1.1,6.5,22,21,65,0.33,0.2,0.53,0.33,0.53,0.35,0.07,0.43,0.35,0.43,Matches
Cédric Teguia,es ESP,FW,22.0,13,11,906,10.1,2,1,3,2,0,0,1,0,0.7,0.7,0.7,1.5,16,28,48,0.2,0.1,0.3,0.2,0.3,0.07,0.07,0.15,0.07,0.15,Matches
Gabriel Airton de Souza,br BRA,"FW,MF",28.0,18,8,910,10.1,3,1,4,3,0,0,1,0,1.8,1.8,0.2,1.9,23,14,64,0.3,0.1,0.4,0.3,0.4,0.17,0.02,0.19,0.17,0.19,Matches
Ivo Rodrigues,pt POR,"MF,FW",29.0,13,8,753,8.4,1,1,2,1,0,0,2,0,0.5,0.5,0.3,0.8,13,31,12,0.12,0.12,0.24,0.12,0.24,0.06,0.04,0.09,0.06,0.09,Matches
Fabiano Souza,br BRA,DF,24.0,11,8,704,7.8,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,15,23,18,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches
Jeremy Antonisse,cw CUW,"FW,MF",22.0,29,7,839,9.3,0,0,0,0,0,0,2,0,1.9,1.9,1.1,3.0,24,12,51,0.0,0.0,0.0,0.0,0.0,0.21,0.12,0.32,0.21,0.32,Matches
Pedro Santos,pt POR,"FW,MF",21.0,21,5,560,6.2,0,0,0,0,0,0,4,0,0.1,0.1,0.4,0.5,4,9,35,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.09,0.02,0.09,Matches
Leonardo Buta,pt POR,DF,22.0,7,5,508,5.6,0,0,0,0,0,0,2,0,0.2,0.2,0.2,0.4,9,15,23,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.08,0.04,0.08,Matches
Carlos Ponck,cv CPV,DF,29.0,9,5,485,5.4,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,13,0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches
Caio Secco,br BRA,GK,33.0,5,5,447,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Joel Jorquera,es ESP,FW,23.0,12,4,434,4.8,1,0,1,1,0,0,0,0,0.5,0.5,0.1,0.6,15,15,23,0.21,0.0,0.21,0.21,0.21,0.09,0.03,0.12,0.09,0.12,Matches
Gilberto Batista,gw GNB,DF,20.0,5,3,317,3.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Yan Lincon,br BRA,FW,21.0,8,3,262,2.9,3,0,3,3,0,0,2,0,0.6,0.6,0.0,0.6,3,4,8,1.03,0.0,1.03,1.03,1.03,0.21,0.01,0.22,0.21,0.22,Matches
Michel,br BRA,DF,21.0,5,3,249,2.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Guilherme Liberato,br BRA,MF,23.0,4,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
André Castro,pt POR,MF,36.0,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Afonso Assis,pt POR,MF,18.0,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Dani Morer,es ESP,DF,26.0,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Mika,pt POR,GK,33.0,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Opponent Total,,,25.9,34,374,3060,34.0,50,28,78,45,5,5,92,2,39.5,35.6,26.0,61.5,435,1335,1319,1.47,0.82,2.29,1.32,2.15,1.16,0.76,1.93,1.05,1.81,
Clayton,br BRA,FW,25.0,31,31,2707.0,30.1,14.0,2.0,16.0,11.0,3.0,3.0,13.0,1.0,12.7,10.3,1.7,12.1,40.0,30.0,143.0,0.47,0.07,0.53,0.37,0.43,0.42,0.06,0.48,0.34,0.4,Matches
Marious Vrousai,gr GRE,"DF,MF",26.0,31,28,2547.0,28.3,1.0,3.0,4.0,1.0,0.0,0.0,5.0,0.0,2.4,2.4,2.1,4.4,47.0,114.0,96.0,0.04,0.11,0.14,0.04,0.14,0.08,0.07,0.16,0.08,0.16,Matches
Cezary Miszta,pl POL,GK,22.0,26,26,2325.0,25.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Omar Richards,eng ENG,DF,26.0,26,24,1989.0,22.1,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,0.8,0.9,32.0,83.0,73.0,0.0,0.05,0.05,0.0,0.05,0.0,0.04,0.04,0.0,0.04,Matches
Demir Tıknaz,tr TUR,MF,19.0,28,24,1976.0,22.0,4.0,2.0,6.0,4.0,0.0,0.0,7.0,0.0,2.0,2.0,1.6,3.6,23.0,96.0,17.0,0.18,0.09,0.27,0.18,0.27,0.09,0.07,0.16,0.09,0.16,Matches
Kiko Bondoso,pt POR,"FW,MF",28.0,28,24,1949.0,21.7,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,2.2,2.2,2.3,4.6,39.0,55.0,147.0,0.09,0.05,0.14,0.09,0.14,0.1,0.11,0.21,0.1,0.21,Matches
Ole Pohlmann,de GER,"MF,FW",23.0,28,20,1594.0,17.7,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.6,1.6,1.8,3.3,38.0,48.0,76.0,0.06,0.11,0.17,0.06,0.17,0.09,0.1,0.19,0.09,0.19,Matches
Aderlan Santos,br BRA,DF,35.0,18,18,1580.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.1,1.1,0.0,1.1,3.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches
Tiago Fonseca Morais,pt POR,"FW,MF",20.0,31,18,1562.0,17.4,4.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,3.8,3.0,1.7,4.7,36.0,63.0,101.0,0.23,0.0,0.23,0.23,0.23,0.22,0.1,0.32,0.17,0.27,Matches
João Novais,pt POR,MF,31.0,30,15,1402.0,15.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.7,1.7,3.0,4.7,33.0,68.0,50.0,0.0,0.0,0.0,0.0,0.0,0.11,0.19,0.3,0.11,0.3,Matches
Brandon Aguilera,cr CRC,"MF,FW",21.0,25,15,1378.0,15.3,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,1.4,1.4,2.2,3.6,26.0,72.0,44.0,0.2,0.07,0.26,0.2,0.26,0.09,0.14,0.23,0.09,0.23,Matches
Martim Neto,pt POR,MF,21.0,24,15,1371.0,15.2,2.0,1.0,3.0,2.0,0.0,0.0,6.0,1.0,0.8,0.8,1.3,2.0,29.0,83.0,28.0,0.13,0.07,0.2,0.13,0.2,0.05,0.09,0.13,0.05,0.13,Matches
Andreas Ntoi,gr GRE,DF,21.0,16,15,1364.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.6,0.9,3.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,Matches
Jonathan Panzo,eng ENG,DF,23.0,18,15,1292.0,14.4,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.7,0.7,0.5,1.2,7.0,41.0,0.0,0.07,0.0,0.07,0.07,0.07,0.05,0.03,0.08,0.05,0.08,Matches
André Inácio,br BRA,"FW,MF",22.0,16,13,1178.0,13.1,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.4,2.4,1.3,3.8,51.0,33.0,94.0,0.08,0.08,0.15,0.08,0.15,0.19,0.1,0.29,0.19,0.29,Matches
Patrick,br BRA,DF,27.0,13,11,995.0,11.1,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,1.1,1.1,0.1,1.2,10.0,34.0,6.0,0.09,0.0,0.09,0.09,0.09,0.1,0.01,0.1,0.1,0.1,Matches
João Tomé,pt POR,"DF,MF",21.0,16,9,772.0,8.6,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5,0.5,18.0,36.0,41.0,0.0,0.12,0.12,0.0,0.12,0.0,0.06,0.06,0.0,0.06,Matches
Jhonatan,br BRA,GK,33.0,8,8,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Amine Oudrhiri,ma MAR,MF,31.0,13,8,650.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.1,0.1,1.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.02,Matches
Renato Pantalon,hr CRO,DF,26.0,9,7,695.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,0.1,0.9,2.0,27.0,6.0,0.0,0.0,0.0,0.0,0.0,0.11,0.01,0.12,0.11,0.12,Matches
Nelson Abbey,eng ENG,DF,20.0,8,7,635.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,7.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Matches
Francisco Petrasso,ar ARG,DF,22.0,7,5,412.0,4.6,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.4,1.4,0.0,1.4,1.0,3.0,0.0,0.22,0.0,0.22,0.22,0.22,0.31,0.0,0.31,0.31,0.31,Matches
Theofanis Bakoulas,gr GRE,MF,19.0,10,5,390.0,4.3,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.3,0.3,0.4,0.7,3.0,10.0,12.0,0.23,0.0,0.23,0.23,0.23,0.06,0.09,0.15,0.06,0.15,Matches
