Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Cesar López,mx MEX,GK,24.0,5,4,436.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jhon Murillo,ve VEN,"FW,DF",28.0,10,4,345.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,10.0,8.0,33.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches
Cristiano Piccini,it ITA,DF,31.0,4,4,298.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches
Benjamín Galdames,mx MEX,"MF,FW",23.0,20,3,505.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.1,0.4,18.0,27.0,63.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,Matches
Diego Abitia,mx MEX,FW,21.0,11,3,320.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.4,0.8,7.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.11,0.12,0.23,0.11,0.23,Matches
Iker Moreno,mx MEX,DF,20.0,7,2,174.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches
Luis Cañamar,mx MEX,DF,22.0,3,1,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches
Jonatan Villal,us USA,"FW,MF",19.0,6,0,57.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,6.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,0.03,0.17,0.2,0.03,0.2,Matches
Jürgen Damm,mx MEX,DF,31.0,1,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches
David Rodriguez,us USA,MF,22.0,2,0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.06,0.08,0.14,0.06,0.14,Matches
Gabriel Martínez,mx MEX,DF,22.0,3,0,14.0,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.43,6.43,0.0,6.43,0.0,0.11,0.11,0.0,0.11,Matches
Kevin Ortega,mx MEX,MF,22.0,3,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Sebastián Martínez,mx MEX,FW,21.0,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Sebastián Pérez Bouquet,mx MEX,MF,21.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Roberto Elicerio,mx MEX,GK,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Fernando González,mx MEX,MF,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Oliver Pérez,mx MEX,MF,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Diego Urtiaga,mx MEX,GK,25.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Opponent Total,,,27.3,34,374,3060.0,34.0,52.0,39.0,91.0,51.0,1.0,2.0,57.0,5.0,47.6,45.9,36.4,82.2,538.0,1240.0,1225.0,1.53,1.15,2.68,1.5,2.65,1.4,1.07,2.47,1.35,2.42,
Unai Bilbao,es ESP,DF,30.0,30,27,2355.0,26.2,1.0,1.0,2.0,1.0,0.0,0.0,4.0,1.0,0.7,0.7,0.6,1.3,11.0,82.0,4.0,0.04,0.04,0.08,0.04,0.08,0.03,0.02,0.05,0.03,0.05,Matches
Efrain Alvarez,mx MEX,"FW,MF",22.0,30,26,2239.0,24.9,4.0,5.0,9.0,4.0,0.0,0.0,1.0,0.0,3.0,3.0,7.3,10.3,72.0,128.0,217.0,0.16,0.2,0.36,0.16,0.36,0.12,0.29,0.41,0.12,0.41,Matches
Alejandro Gómez,mx MEX,"DF,MF",22.0,27,25,2053.0,22.8,0.0,3.0,3.0,0.0,0.0,0.0,4.0,0.0,1.2,1.2,1.2,2.4,21.0,100.0,52.0,0.0,0.13,0.13,0.0,0.13,0.05,0.05,0.11,0.05,0.11,Matches
Kevin Castañeda,mx MEX,"MF,FW",24.0,30,25,1971.0,21.9,7.0,4.0,11.0,6.0,1.0,1.0,2.0,0.0,4.8,4.0,4.5,8.5,68.0,186.0,115.0,0.32,0.18,0.5,0.27,0.46,0.22,0.21,0.42,0.18,0.39,Matches
José Zúñiga,co COL,"FW,MF",30.0,31,22,2105.0,23.4,16.0,2.0,18.0,14.0,2.0,2.0,4.0,0.0,13.8,12.2,3.1,15.3,30.0,30.0,150.0,0.68,0.09,0.77,0.6,0.68,0.59,0.13,0.72,0.52,0.65,Matches
José Antonio Rodríguez,mx MEX,GK,32.0,21,21,1880.0,20.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rafael Fernández,mx MEX,DF,23.0,25,21,1754.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.2,0.2,0.0,0.3,6.0,60.0,17.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches
Iván Tona,mx MEX,MF,24.0,28,20,1888.0,21.0,1.0,2.0,3.0,1.0,0.0,0.0,6.0,0.0,1.4,1.4,1.1,2.5,33.0,150.0,60.0,0.05,0.1,0.14,0.05,0.14,0.07,0.05,0.12,0.07,0.12,Matches
Aaron Mejía Montoya,mx MEX,"DF,MF",23.0,30,19,1813.0,20.1,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,1.2,1.4,15.0,67.0,64.0,0.0,0.05,0.05,0.0,0.05,0.01,0.06,0.07,0.01,0.07,Matches
Domingo Blanco,ar ARG,"FW,MF",29.0,26,16,1501.0,16.7,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,3.1,3.1,1.6,4.7,58.0,48.0,159.0,0.18,0.06,0.24,0.18,0.24,0.19,0.1,0.28,0.19,0.28,Matches
Christian Rivera,co COL,MF,28.0,20,16,1427.0,15.9,5.0,0.0,5.0,1.0,4.0,4.0,2.0,0.0,3.9,0.8,0.2,1.0,12.0,71.0,12.0,0.32,0.0,0.32,0.06,0.06,0.25,0.01,0.26,0.05,0.06,Matches
Jackson Porozo,ec ECU,DF,23.0,13,13,1103.0,12.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches
Joe Corona,us USA,MF,34.0,21,13,985.0,10.9,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,1.3,1.3,0.8,2.0,9.0,62.0,21.0,0.09,0.09,0.18,0.09,0.18,0.11,0.07,0.18,0.11,0.18,Matches
Emanuel Reynoso,ar ARG,"MF,FW",28.0,16,12,1001.0,11.1,3.0,3.0,6.0,3.0,0.0,0.0,3.0,0.0,1.7,1.7,2.0,3.7,36.0,100.0,100.0,0.27,0.27,0.54,0.27,0.54,0.15,0.18,0.33,0.15,0.33,Matches
Gilberto Mora,mx MEX,"MF,FW",15.0,27,11,1355.0,15.1,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,1.5,3.5,55.0,80.0,118.0,0.13,0.07,0.2,0.13,0.2,0.13,0.1,0.23,0.13,0.23,Matches
José Corona,mx MEX,GK,43.0,11,10,910.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Frank Boya,cm CMR,MF,28.0,10,10,740.0,8.2,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,0.5,0.5,0.3,0.7,5.0,23.0,9.0,0.24,0.0,0.24,0.24,0.24,0.05,0.03,0.09,0.05,0.09,Matches
Jesús Vega,mx MEX,"FW,DF",24.0,14,8,694.0,7.7,2.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.3,0.3,1.6,1.9,14.0,25.0,39.0,0.26,0.39,0.65,0.26,0.65,0.04,0.21,0.24,0.04,0.24,Matches
Kevin Balanta,co COL,DF,27.0,10,8,681.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,7.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.01,0.02,Matches
Carlos González Espínola,py PAR,FW,31.0,11,8,580.0,6.4,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,2.3,2.3,0.7,3.0,4.0,7.0,34.0,0.31,0.0,0.31,0.31,0.31,0.36,0.11,0.47,0.36,0.47,Matches
Nicolás Díaz Huincales,cl CHI,DF,25.0,9,7,679.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.2,0.4,7.0,25.0,17.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,Matches
Francisco Contreras,mx MEX,"DF,MF",25.0,14,7,656.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.8,1.0,14.0,35.0,20.0,0.0,0.0,0.0,0.0,0.0,0.02,0.12,0.14,0.02,0.14,Matches
Ramiro Franco,mx MEX,DF,20.0,13,6,642.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,6.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches
Shamar Nicholson,jm JAM,FW,27.0,9,5,423.0,4.7,1.0,4.0,5.0,1.0,0.0,0.0,1.0,0.0,1.4,1.4,0.5,1.9,5.0,7.0,28.0,0.21,0.85,1.06,0.21,1.06,0.29,0.11,0.4,0.29,0.4,Matches
Fernando Madrigal,mx MEX,"MF,DF",32.0,9,3,327.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,4.0,18.0,12.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches
Miguel Ortega,mx MEX,GK,29.0,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Diego Barbosa,mx MEX,DF,27.0,6,3,239.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jaime Alvarez,mx MEX,"FW,MF",21.0,11,2,339.0,3.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,1.2,22.0,6.0,44.0,0.27,0.0,0.27,0.27,0.27,0.15,0.17,0.31,0.15,0.31,Matches
Jhojan Julio,ec ECU,"FW,DF",26.0,8,2,331.0,3.7,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.4,0.8,4.0,9.0,36.0,0.27,0.27,0.54,0.27,0.54,0.12,0.11,0.23,0.12,0.23,Matches
Ramiro Árciga,mx MEX,"MF,FW",19.0,9,2,296.0,3.3,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,1.5,1.6,5.0,11.0,19.0,0.0,0.91,0.91,0.0,0.91,0.03,0.45,0.48,0.03,0.48,Matches
Joaquín Fernández,uy URU,DF,25.0,5,1,195.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches
Fernando Monárrez,mx MEX,"DF,FW",25.0,3,1,109.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,4.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches
Jesús Hernández,mx MEX,FW,20.0,1,1,45.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.3,0.0,1.0,3.0,2.0,0.0,2.0,2.0,2.0,0.6,0.0,0.6,0.6,0.6,Matches
Aldieri Valenzuela,mx MEX,"FW,MF",21.0,1,0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Emanuel Ley,mx MEX,FW,18.0,1,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Eduardo Armenta,mx MEX,FW,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Geonathan Barrera,mx MEX,GK,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Joban González,mx MEX,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Diego Sánchez,mx MEX,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Emiliano Velázco,mx MEX,DF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Opponent Total,,,26.9,34,374,3060.0,34.0,58.0,43.0,101.0,52.0,6.0,7.0,73.0,4.0,57.6,52.3,42.0,94.3,459.0,1207.0,1191.0,1.71,1.26,2.97,1.53,2.79,1.69,1.24,2.93,1.54,2.77,
José Rangel Aguilar,mx MEX,GK,24.0,32,32,2879.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.2,0.2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches
Roberto Alvarado,mx MEX,"MF,FW",25.0,30,29,2369.0,26.3,9.0,7.0,16.0,6.0,3.0,4.0,5.0,0.0,7.0,3.9,6.1,10.0,76.0,137.0,182.0,0.34,0.27,0.61,0.23,0.49,0.27,0.23,0.5,0.15,0.38,Matches
José Castillo Pérez,mx MEX,DF,22.0,26,26,2249.0,25.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,0.8,1.8,30.0,83.0,49.0,0.0,0.08,0.08,0.0,0.08,0.04,0.03,0.07,0.04,0.07,Matches
Erick Gutiérrez,mx MEX,MF,29.0,29,26,2208.0,24.5,1.0,1.0,2.0,1.0,0.0,0.0,10.0,0.0,2.5,2.5,1.9,4.4,29.0,137.0,43.0,0.04,0.04,0.08,0.04,0.08,0.1,0.08,0.18,0.1,0.18,Matches
Gilberto Sepúlveda,mx MEX,DF,25.0,25,25,2228.0,24.8,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.4,1.4,0.5,1.9,11.0,67.0,3.0,0.08,0.0,0.08,0.08,0.08,0.06,0.02,0.08,0.06,0.08,Matches
Fernando Rubén González,mx MEX,MF,30.0,30,23,2048.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.4,0.4,0.9,1.4,20.0,128.0,24.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,Matches
Alan Mozo,mx MEX,DF,27.0,26,22,1999.0,22.2,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,1.2,1.2,1.0,2.2,39.0,62.0,133.0,0.09,0.05,0.14,0.09,0.14,0.05,0.05,0.1,0.05,0.1,Matches
Fernando Beltrán,mx MEX,"MF,FW",26.0,30,22,1836.0,20.4,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1.1,1.1,2.0,3.1,53.0,152.0,83.0,0.05,0.05,0.1,0.05,0.1,0.05,0.1,0.15,0.05,0.15,Matches
Mateo Chávez,mx MEX,DF,20.0,26,19,1787.0,19.9,0.0,4.0,4.0,0.0,0.0,0.0,9.0,0.0,0.3,0.3,2.3,2.6,53.0,62.0,81.0,0.0,0.2,0.2,0.0,0.2,0.02,0.12,0.13,0.02,0.13,Matches
Jesús Orozco,mx MEX,DF,22.0,15,15,1269.0,14.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,0.2,0.7,18.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,Matches
Cade Cowell,us USA,"FW,MF",20.0,23,13,1221.0,13.6,5.0,2.0,7.0,5.0,0.0,0.0,0.0,1.0,4.1,4.1,2.2,6.3,56.0,26.0,156.0,0.37,0.15,0.52,0.37,0.52,0.3,0.16,0.46,0.3,0.46,Matches
Luis Romo,mx MEX,MF,29.0,13,11,1007.0,11.2,1.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,2.4,2.4,2.3,4.7,19.0,64.0,50.0,0.09,0.18,0.27,0.09,0.27,0.21,0.21,0.42,0.21,0.42,Matches
Javier Hernández,mx MEX,FW,36.0,17,11,910.0,10.1,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.9,2.9,1.1,4.0,10.0,14.0,34.0,0.1,0.1,0.2,0.1,0.2,0.29,0.11,0.4,0.29,0.4,Matches
Hugo Camberos,mx MEX,"FW,MF",18.0,15,10,871.0,9.7,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.1,1.1,1.0,2.2,38.0,18.0,63.0,0.1,0.1,0.21,0.1,0.21,0.12,0.11,0.22,0.12,0.22,Matches
Jonathan Padilla,mx MEX,"MF,FW",18.0,25,9,968.0,10.8,4.0,2.0,6.0,4.0,0.0,0.0,2.0,0.0,2.5,2.5,1.1,3.6,26.0,25.0,68.0,0.37,0.19,0.56,0.37,0.56,0.23,0.1,0.33,0.23,0.33,Matches
Miguel Tapias,mx MEX,DF,27.0,9,9,800.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.1,0.1,0.1,0.3,5.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.01,0.03,Matches
Luis Rey,mx MEX,DF,21.0,15,9,778.0,8.6,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.7,0.7,0.0,0.7,4.0,16.0,2.0,0.12,0.0,0.12,0.12,0.12,0.08,0.0,0.08,0.08,0.08,Matches
Alan Pulido,mx MEX,FW,33.0,10,7,532.0,5.9,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,2.2,2.2,0.3,2.5,7.0,13.0,30.0,0.34,0.0,0.34,0.34,0.34,0.38,0.05,0.43,0.38,0.43,Matches
Armando González,mx MEX,FW,21.0,18,6,647.0,7.2,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,3.6,3.6,0.8,4.4,3.0,9.0,34.0,0.42,0.14,0.56,0.42,0.56,0.5,0.11,0.61,0.5,0.61,Matches
Ricardo Marín,mx MEX,"FW,MF",26.0,14,6,627.0,7.0,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,2.5,2.5,0.3,2.8,4.0,11.0,35.0,0.43,0.14,0.57,0.43,0.57,0.36,0.05,0.41,0.36,0.41,Matches
Raúl Martínez,mx MEX,DF,21.0,10,6,613.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Miguel Gómez,mx MEX,DF,21.0,8,6,559.0,6.2,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.1,0.1,0.5,0.6,8.0,18.0,26.0,0.16,0.16,0.32,0.16,0.32,0.02,0.08,0.1,0.02,0.1,Matches
Antonio Briseño,mx MEX,DF,30.0,7,6,541.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.8,1.0,1.0,14.0,0.0,0.0,0.17,0.17,0.0,0.17,0.03,0.14,0.17,0.03,0.17,Matches
Teun Wilke,mx MEX,FW,22.0,9,6,537.0,6.0,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,1.5,1.5,0.7,2.2,4.0,7.0,28.0,0.34,0.17,0.5,0.34,0.5,0.26,0.11,0.37,0.26,0.37,Matches
Víctor Guzmán,mx MEX,"FW,MF",29.0,17,5,699.0,7.8,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.9,2.8,16.0,50.0,51.0,0.13,0.13,0.26,0.13,0.26,0.12,0.24,0.37,0.12,0.37,Matches
Carlos Ernesto Cisneros,mx MEX,"FW,MF",30.0,9,5,321.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.7,2.1,16.0,11.0,29.0,0.0,0.0,0.0,0.0,0.0,0.11,0.47,0.58,0.11,0.58,Matches
Omar Govea,mx MEX,MF,28.0,14,4,448.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.2,0.6,10.0,48.0,9.0,0.0,0.0,0.0,0.0,0.0,0.08,0.03,0.12,0.08,0.12,Matches
Eduardo García,mx MEX,GK,22.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Pavel Pérez,mx MEX,"MF,FW",26.0,6,1,144.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,10.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,0.16,0.07,0.23,0.16,0.23,Matches
Isaác Brizuela,mx MEX,"MF,DF",33.0,9,1,127.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.5,0.6,6.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.1,0.33,0.43,0.1,0.43,Matches
Diego Ochoa,mx MEX,DF,19.0,1,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Daniel Flores,us USA,DF,21.0,1,1,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Fidel Barajas,mx MEX,"MF,FW",18.0,5,0,87.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,5.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.12,0.02,0.14,0.12,0.14,Matches
Leonardo Sepulveda,us USA,"FW,DF",23.0,3,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jesús Sánchez García,mx MEX,DF,34.0,1,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Saúl Zamora,mx MEX,DF,21.0,1,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Diego Delgadillo,mx MEX,FW,20.0,1,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Gael García,mx MEX,FW,16.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Daniel Aguirre,us USA,MF,25.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Juan Liceaga,mx MEX,GK,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Óscar Whalley,es ESP,GK,30.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Opponent Total,,,27.4,34,374,3060.0,34.0,35.0,24.0,59.0,33.0,2.0,4.0,85.0,4.0,33.9,30.8,23.9,54.7,454.0,1170.0,1155.0,1.03,0.71,1.74,0.97,1.68,1.0,0.7,1.7,0.91,1.61,
Ezequiel Unsain,ar ARG,GK,29.0,34,34,3060.0,34.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,1.5,1.6,0.0,5.0,1.0,0.0,0.03,0.03,0.0,0.03,0.0,0.05,0.05,0.0,0.05,Matches
Agustín Palavecino,ar ARG,MF,27.0,34,34,2948.0,32.8,7.0,6.0,13.0,7.0,0.0,0.0,7.0,0.0,5.4,5.4,6.3,11.7,64.0,275.0,123.0,0.21,0.18,0.4,0.21,0.4,0.16,0.19,0.36,0.16,0.36,Matches
José Paradela,ar ARG,"MF,FW",25.0,34,34,2879.0,32.0,11.0,12.0,23.0,7.0,4.0,4.0,6.0,0.0,9.6,6.5,5.9,12.4,92.0,179.0,158.0,0.34,0.38,0.72,0.22,0.59,0.3,0.19,0.49,0.2,0.39,Matches
Agustín Oliveros,uy URU,DF,25.0,26,25,2273.0,25.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.8,1.8,0.7,2.4,13.0,55.0,5.0,0.0,0.04,0.04,0.0,0.04,0.07,0.03,0.1,0.07,0.1,Matches
