Squad,Player,Rk,Nation,Pos,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,PlSqu
Lille,Ousmane Toure,2620,fr FRA,DF,fr Ligue 1,19,2005,0.1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,100.0,Ousmane ToureLille
Udinese,Souleymane Toure,2621,fr FRA,DF,it Serie A,21,2003,8.1,2,2,0,15,6,1,6,9,6,0,0,1,23,7,5,58.3,Souleymane ToureUdinese
Union Berlin,Lucas Tousart,2622,fr FRA,MF,de Bundesliga,27,1997,6.2,2,0,0,11,6,0,2,7,9,0,0,0,32,20,15,57.1,Lucas TousartUnion Berlin
Ipswich Town,Conor Townsend,2623,eng ENG,DF,eng Premier League,31,1993,3.7,1,0,0,2,4,0,12,4,8,0,0,0,8,6,4,60.0,Conor TownsendIpswich Town
Fulham,Adama Traore,2624,es ESP,"FW,MF",eng Premier League,28,1996,19.7,3,0,0,24,32,1,100,1,13,0,0,0,87,25,26,49.0,Adama TraoreFulham
Wolves,Boubacar Traore,2625,ml MLI,MF,eng Premier League,22,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Boubacar TraoreWolves
Real Sociedad,Hamari Traore,2626,ml MLI,DF,es La Liga,32,1992,7.8,2,0,0,12,3,0,9,9,12,0,0,0,29,9,9,50.0,Hamari TraoreReal Sociedad
Heidenheim,Omar Traore,2627,de GER,DF,de Bundesliga,26,1998,29.1,7,0,0,23,37,1,107,21,26,0,1,0,136,15,24,38.5,Omar TraoreHeidenheim
Eint Frankfurt,Kevin Trapp,2628,de GER,GK,de Bundesliga,34,1990,25.5,0,0,0,0,1,0,0,0,0,0,0,0,52,4,3,57.1,Kevin TrappEint Frankfurt
Bournemouth,Mark Travers,2629,ie IRL,GK,eng Premier League,25,1999,5.0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,100.0,Mark TraversBournemouth
Rayo Vallecano,Oscar Trejo,2630,ar ARG,MF,es La Liga,36,1988,5.5,1,0,0,17,12,1,7,4,5,0,0,0,25,5,7,41.7,Oscar TrejoRayo Vallecano
St. Pauli,Philipp Treu,2631,de GER,"MF,DF",de Bundesliga,23,2000,32.0,2,0,0,20,36,3,60,19,42,0,0,1,147,21,36,36.8,Philipp TreuSt. Pauli
Brentford,Ryan Trevitt,2632,eng ENG,MF,eng Premier League,21,2003,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,,Ryan TrevittBrentford
Union Berlin,Christopher Trimmel,2633,at AUT,"DF,MF",de Bundesliga,37,1987,19.3,5,0,0,14,5,1,111,18,25,0,0,0,63,23,13,63.9,Christopher TrimmelUnion Berlin
Newcastle Utd,Kieran Trippier,2634,eng ENG,DF,eng Premier League,33,1990,14.5,1,0,0,16,11,2,82,12,21,0,0,0,68,22,15,59.5,Kieran TrippierNewcastle Utd
Arsenal,Leandro Trossard,2635,be BEL,FW,eng Premier League,29,1994,28.3,4,1,1,27,46,6,86,9,20,0,0,0,104,6,24,20.0,Leandro TrossardArsenal
Rennes,Adrien Truffert,2636,fr FRA,"DF,MF",fr Ligue 1,22,2001,30.6,3,0,0,25,34,4,145,27,36,0,0,0,139,27,27,50.0,Adrien TruffertRennes
Liverpool,Kostas Tsimikas,2637,gr GRE,DF,eng Premier League,28,1996,9.3,2,0,0,9,6,1,64,11,20,0,0,0,31,5,8,38.5,Kostas TsimikasLiverpool
Girona,Viktor Tsyhankov,2638,ua UKR,"FW,MF",es La Liga,26,1997,21.3,1,0,0,14,28,4,124,15,12,1,0,0,69,9,18,33.3,Viktor TsyhankovGirona
Ipswich Town,Axel Tuanzebe,2639,cd COD,DF,eng Premier League,26,1997,19.0,5,1,1,17,12,0,10,23,19,0,0,1,49,22,18,55.0,Axel TuanzebeIpswich Town
Monza,Stefano Turati,2640,it ITA,GK,it Serie A,22,2001,29.7,1,0,0,0,12,0,0,0,0,0,0,0,32,3,1,75.0,Stefano TuratiMonza
Real Sociedad,Benat Turrientes,2641,es ESP,MF,es La Liga,22,2002,10.5,4,0,0,13,23,0,19,5,6,0,0,0,45,10,18,35.7,Benat TurrientesReal Sociedad
Eint Frankfurt,Tuta,2642,br BRA,"DF,MF",de Bundesliga,25,1999,25.3,8,0,0,30,9,0,3,40,27,0,0,1,120,45,44,50.6,TutaEint Frankfurt
Getafe,Christantus Uche,2643,ng NGA,"FW,MF",es La Liga,21,2003,27.6,8,2,1,55,68,19,22,10,21,0,0,0,110,91,124,42.3,Christantus UcheGetafe
Tottenham,Destiny Udogie,2644,it ITA,DF,eng Premier League,21,2002,21.4,2,0,0,29,38,3,19,22,47,0,0,1,111,13,13,50.0,Destiny UdogieTottenham
Manchester Utd,Manuel Ugarte Ribeiro,2645,uy URU,MF,eng Premier League,23,2001,19.8,11,0,0,41,33,0,7,27,49,0,0,1,122,18,18,50.0,Manuel Ugarte RibeiroManchester Utd
Southampton,Lesley Ugochukwu,2646,fr FRA,MF,eng Premier League,20,2004,18.4,7,0,0,31,16,0,6,14,24,0,1,0,67,20,18,52.6,Lesley UgochukwuSouthampton
Gladbach,Lukas Ullrich,2647,de GER,DF,de Bundesliga,20,2004,21.1,4,0,0,22,17,0,47,23,16,0,2,0,73,14,19,42.4,Lukas UllrichGladbach
Bayern Munich,Sven Ulreich,2648,de GER,GK,de Bundesliga,35,1988,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Sven UlreichBayern Munich
Bournemouth,Enes Unal,2649,tr TUR,"FW,MF",eng Premier League,27,1997,3.8,2,0,0,6,9,1,4,0,0,0,0,0,16,24,22,52.2,Enes UnalBournemouth
Stuttgart,Deniz Undav,2650,de GER,"FW,MF",de Bundesliga,28,1996,19.2,4,0,0,25,22,12,11,3,10,0,0,0,48,21,31,40.4,Deniz UndavStuttgart
Espanyol,Naci Unuvar,2651,nl NED,"MF,DF",es La Liga,21,2003,0.3,0,0,0,0,1,1,2,0,2,0,0,0,3,0,0,,Naci UnuvarEspanyol
Bayern Munich,Dayot Upamecano,2652,fr FRA,DF,de Bundesliga,25,1998,19.5,6,0,0,20,11,0,6,34,22,0,0,0,115,59,42,58.4,Dayot UpamecanoBayern Munich
Bologna,Kacper Urbanski,2653,pl POL,MF,it Serie A,19,2004,2.7,2,0,0,5,4,0,8,2,2,0,0,0,16,2,8,20.0,Kacper UrbanskiBologna
Monza,Kacper Urbanski,2654,pl POL,MF,it Serie A,19,2004,5.6,1,0,0,8,4,0,4,2,3,0,0,0,23,6,13,31.6,Kacper UrbanskiMonza
Bayern Munich,Jonas Urbig,2655,de GER,GK,de Bundesliga,20,2003,8.0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,0,100.0,Jonas UrbigBayern Munich
Eint Frankfurt,Can Uzun,2656,tr TUR,"MF,FW",de Bundesliga,18,2005,7.5,1,0,0,8,16,0,18,1,4,0,0,0,31,5,3,62.5,Can UzunEint Frankfurt
Stuttgart,Josha Vagnoman,2657,de GER,"DF,MF",de Bundesliga,23,2000,20.4,4,0,0,18,20,0,43,14,14,0,1,0,92,22,20,52.4,Josha VagnomanStuttgart
Parma,Lautaro Valenti,2658,ar ARG,DF,it Serie A,25,1999,17.3,6,1,1,24,7,0,2,13,12,0,0,0,48,24,21,53.3,Lautaro ValentiParma
Rayo Vallecano,Oscar Valentin,2659,es ESP,MF,es La Liga,29,1994,20.4,5,0,0,57,31,0,2,21,41,0,0,0,109,33,39,45.8,Oscar ValentinRayo Vallecano
Hellas Verona,Nicolas Valentini,2660,ar ARG,DF,it Serie A,23,2001,12.5,5,1,1,22,5,0,5,15,23,0,1,0,43,50,13,79.4,Nicolas ValentiniHellas Verona
Valencia,German Valera,2661,es ESP,MF,es La Liga,22,2002,1.6,0,0,0,2,4,0,6,4,1,0,0,0,4,1,2,33.3,German ValeraValencia
Parma,Emanuele Valeri,2662,it ITA,DF,it Serie A,25,1998,31.9,1,0,0,28,26,0,129,29,31,0,0,0,124,19,19,50.0,Emanuele ValeriParma
Mallorca,Martin Valjent,2663,sk SVK,DF,es La Liga,28,1995,30.7,4,0,0,15,13,0,11,18,21,0,0,0,102,49,41,54.4,Martin ValjentMallorca
Como,Alex Valle,2664,es ESP,DF,it Serie A,20,2004,11.4,2,0,0,14,18,1,16,8,12,0,0,0,51,6,15,28.6,Alex ValleComo
Real Madrid,Jesus Vallejo,2665,es ESP,DF,es La Liga,27,1997,1.5,0,0,0,0,0,0,0,2,0,0,0,0,8,3,3,50.0,Jesus VallejoReal Madrid
Monza,Mattia Valoti,2666,it ITA,MF,it Serie A,30,1993,0.4,1,0,0,2,2,0,0,0,3,0,0,0,3,0,1,0.0,Mattia ValotiMonza
Real Madrid,Federico Valverde,2667,uy URU,"MF,DF",es La Liga,26,1998,33.7,4,0,0,12,15,1,26,55,30,0,0,0,174,27,15,64.3,Federico ValverdeReal Madrid
Como,Ignace Van Der Brempt,2668,be BEL,DF,it Serie A,22,2002,14.0,3,0,0,21,15,0,20,17,32,0,0,0,59,18,15,54.5,Ignace Van Der BremptComo
Mallorca,Siebe Van Der Heyden,2669,be BEL,"DF,MF",es La Liga,26,1998,1.1,0,0,0,2,0,0,2,2,1,0,0,0,5,2,1,66.7,Siebe Van Der HeydenMallorca
St. Pauli,Siebe Van Der Heyden,2670,be BEL,"DF,MF",de Bundesliga,26,1998,9.7,4,1,1,16,9,0,18,17,10,0,2,0,32,31,17,64.6,Siebe Van Der HeydenSt. Pauli
Liverpool,Virgil van Dijk,2671,nl NED,DF,eng Premier League,33,1991,37.0,5,0,0,17,13,0,1,56,20,0,0,0,115,119,46,72.1,Virgil van DijkLiverpool
Monaco,Vanderson,2672,br BRA,DF,fr Ligue 1,23,2001,22.9,6,1,1,28,23,1,59,39,48,0,0,0,153,22,25,46.8,VandersonMonaco
RB Leipzig,Maarten Vandevoordt,2673,be BEL,GK,de Bundesliga,22,2002,4.8,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,100.0,Maarten VandevoordtRB Leipzig
Leicester City,Jamie Vardy,2674,eng ENG,FW,eng Premier League,37,1987,31.4,5,0,0,25,23,27,11,5,13,2,0,0,39,50,55,47.6,Jamie VardyLeicester City
Sevilla,Ruben Vargas,2675,ch SUI,"FW,MF",es La Liga,25,1998,7.5,0,0,0,11,9,3,37,3,4,0,0,0,31,7,6,53.8,Ruben VargasSevilla
Augsburg,Ruben Vargas,2676,ch SUI,"MF,FW",de Bundesliga,25,1998,3.4,3,0,0,5,3,0,12,2,1,0,0,0,14,3,5,37.5,Ruben VargasAugsburg
St. Pauli,Nikola Vasilj,2677,ba BIH,GK,de Bundesliga,28,1995,33.0,2,1,1,1,1,0,0,0,0,0,1,0,54,9,0,100.0,Nikola VasiljSt. Pauli
Empoli,Devis Vasquez,2678,co COL,GK,it Serie A,26,1998,32.0,2,0,0,1,4,0,0,0,0,0,1,0,43,8,1,88.9,Devis VasquezEmpoli
Genoa,Johan Vasquez,2679,mx MEX,DF,it Serie A,25,1998,33.8,9,0,0,31,32,1,7,50,31,1,1,0,122,93,75,55.4,Johan VasquezGenoa
Wolfsburg,Denis Vavro,2680,sk SVK,DF,de Bundesliga,28,1996,27.3,4,0,0,7,5,0,8,37,13,0,0,0,89,80,34,70.2,Denis VavroWolfsburg
Valencia,Jose Luis Garcia Vaya,2681,es ESP,MF,es La Liga,25,1998,19.4,8,1,0,26,19,1,109,19,25,0,0,0,99,23,21,52.3,Jose Luis Garcia VayaValencia
Marseille,Robinio Vaz,2682,fr FRA,FW,fr Ligue 1,17,2007,0.8,1,0,0,1,4,0,1,0,1,1,0,0,1,2,2,50.0,Robinio VazMarseille
Valencia,Jesus Vazquez,2683,es ESP,DF,es La Liga,21,2003,10.2,3,0,0,17,11,1,23,10,18,0,0,0,42,12,13,48.0,Jesus VazquezValencia
Real Madrid,Lucas Vazquez,2684,es ESP,DF,es La Liga,33,1991,24.3,4,0,0,29,32,3,63,17,34,0,0,0,83,6,13,31.6,Lucas VazquezReal Madrid
Lazio,Matias Vecino,2685,uy URU,MF,it Serie A,32,1991,9.7,7,0,0,20,3,0,2,5,7,0,0,0,29,30,28,51.7,Matias VecinoLazio
Lecce,Danilo Veiga,2686,pt POR,DF,it Serie A,21,2002,4.2,0,0,0,6,11,0,17,4,6,0,0,0,19,5,11,31.3,Danilo VeigaLecce
Chelsea,Renato Veiga,2687,pt POR,"DF,MF",eng Premier League,21,2003,2.0,2,0,0,6,1,1,0,1,6,0,0,0,9,3,3,50.0,Renato VeigaChelsea
Juventus,Renato Veiga,2688,pt POR,DF,it Serie A,21,2003,12.1,2,0,0,9,2,1,0,19,12,0,0,0,38,27,11,71.1,Renato VeigaJuventus
Espanyol,Alejo Veliz,2689,ar ARG,FW,es La Liga,20,2003,12.5,3,0,0,20,33,5,0,4,1,1,0,0,20,51,58,46.8,Alejo VelizEspanyol
Werder Bremen,Milos Veljkovic,2690,rs SRB,DF,de Bundesliga,28,1995,11.4,1,0,0,5,3,2,9,2,5,0,1,0,32,24,18,57.1,Milos VeljkovicWerder Bremen
Brighton,Joel Veltman,2691,nl NED,DF,eng Premier League,32,1992,18.9,5,0,0,27,44,0,24,19,29,0,1,0,68,21,18,53.8,Joel VeltmanBrighton
Tottenham,Micky van de Ven,2692,nl NED,DF,eng Premier League,23,2001,11.3,4,0,0,10,9,0,0,10,6,0,0,0,63,19,20,48.7,Micky van de VenTottenham
Genoa,Lorenzo Venturino,2693,it ITA,"FW,MF",it Serie A,18,2006,1.9,0,0,0,3,1,0,10,0,3,0,0,0,8,1,1,50.0,Lorenzo VenturinoGenoa
Mainz 05,Nikolas Veratschnig,2694,at AUT,"DF,MF",de Bundesliga,21,2003,4.0,1,0,0,9,6,4,7,5,6,0,0,0,12,2,10,16.7,Nikolas VeratschnigMainz 05
Brighton,Bart Verbruggen,2695,nl NED,GK,eng Premier League,21,2002,36.0,5,0,0,0,2,0,0,0,0,0,0,0,59,10,1,90.9,Bart VerbruggenBrighton
Como,Simone Verdi,2696,it ITA,"MF,FW",it Serie A,32,1992,1.3,1,0,0,1,1,0,14,0,2,0,0,0,5,0,0,,Simone VerdiComo
Lyon,Jordan Veretout,2697,fr FRA,MF,fr Ligue 1,31,1993,17.3,3,0,0,23,11,0,26,5,14,0,0,0,88,12,15,44.4,Jordan VeretoutLyon
RB Leipzig,Arthur Vermeeren,2698,be BEL,MF,de Bundesliga,19,2005,17.5,7,0,0,22,1,0,3,23,19,0,0,0,94,8,20,28.6,Arthur VermeerenRB Leipzig
Union Berlin,Yorbe Vertessen,2699,be BEL,"MF,FW",de Bundesliga,23,2001,8.0,2,0,0,14,17,2,23,3,3,0,0,0,32,6,11,35.3,Yorbe VertessenUnion Berlin
Athletic Club,Mikel Vesga,2700,es ESP,MF,es La Liga,31,1993,11.0,1,0,0,14,4,0,8,15,15,0,0,0,66,25,16,61.0,Mikel VesgaAthletic Club
Leicester City,Jannik Vestergaard,2701,dk DEN,DF,eng Premier League,31,1992,15.5,5,0,0,12,4,0,0,16,10,0,0,1,46,26,19,57.8,Jannik VestergaardLeicester City
Auxerre,Ben Viadere,2702,fr FRA,MF,fr Ligue 1,18,2005,0.1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0.0,Ben ViadereAuxerre
Tottenham,Guglielmo Vicario,2703,it ITA,GK,eng Premier League,27,1996,24.0,1,0,0,0,2,0,0,1,0,0,0,0,32,9,0,100.0,Guglielmo VicarioTottenham
Alaves,Carlos Vicente,2704,es ESP,"FW,MF",es La Liga,25,1999,34.4,3,0,0,38,62,10,269,14,31,0,0,0,133,34,60,36.2,Carlos VicenteAlaves
Barcelona,Pau Victor,2705,es ESP,FW,es La Liga,22,2001,3.5,2,0,0,7,3,0,3,2,1,0,0,0,14,3,1,75.0,Pau VictorBarcelona
Osasuna,Nacho Vidal,2706,es ESP,DF,es La Liga,29,1995,1.4,0,0,0,2,1,0,2,0,0,0,0,0,5,3,1,75.0,Nacho VidalOsasuna
Mainz 05,Gabriel Vidovic,2707,hr CRO,MF,de Bundesliga,20,2003,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Gabriel VidovicMainz 05
Bayern Munich,Gabriel Vidovic,2708,hr CRO,MF,de Bundesliga,20,2003,0.3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.0,Gabriel VidovicBayern Munich
Betis,Fran Vieites,2709,es ESP,GK,es La Liga,25,1999,4.0,0,0,0,0,2,0,0,0,0,0,0,0,7,1,0,100.0,Fran VieitesBetis
Las Palmas,Sergio Viera,2710,es ESP,MF,es La Liga,19,2005,1.1,1,0,0,1,1,0,0,1,1,0,0,0,5,1,2,33.3,Sergio VieraLas Palmas
Monza,Samuele Vignato,2711,it ITA,MF,it Serie A,20,2004,5.2,0,0,0,3,3,1,14,0,3,0,0,0,12,5,13,27.8,Samuele VignatoMonza
Alaves,Asier Villalibre,2712,es ESP,FW,es La Liga,26,1997,3.7,2,0,0,11,7,2,2,1,2,0,0,0,7,22,12,64.7,Asier VillalibreAlaves
Celta Vigo,Ivan Villar,2713,es ESP,GK,es La Liga,27,1997,4.0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,50.0,Ivan VillarCelta Vigo
Fulham,Carlos Vinicius,2714,br BRA,"MF,FW",eng Premier League,29,1995,0.2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,Carlos ViniciusFulham
Cagliari,Nicolas Viola,2715,it ITA,"FW,MF",it Serie A,34,1989,14.1,2,0,0,20,34,8,79,3,7,0,0,0,52,21,24,46.7,Nicolas ViolaCagliari
Las Palmas,Viti,2716,es ESP,DF,es La Liga,26,1997,22.0,5,0,0,28,31,0,45,27,46,0,0,0,85,18,19,48.6,VitiLas Palmas
Empoli,Mattia Viti,2717,it ITA,DF,it Serie A,22,2002,28.6,3,0,0,30,29,1,0,48,45,0,0,0,97,61,52,54.0,Mattia VitiEmpoli
Genoa,Vitinha,2718,pt POR,"FW,MF",it Serie A,24,2000,14.8,2,0,0,23,25,8,45,12,8,0,0,0,53,31,28,52.5,VitinhaGenoa
Paris S-G,Vitinha,2719,pt POR,MF,fr Ligue 1,24,2000,22.7,1,0,0,9,12,0,21,14,23,0,0,0,144,1,5,16.7,VitinhaParis S-G
Athletic Club,Daniel Vivian,2720,es ESP,DF,es La Liga,25,1999,29.0,3,0,0,27,21,1,8,47,26,0,1,0,164,43,31,58.1,Daniel VivianAthletic Club
Girona,Krapyvtsov Vladyslav,2721,ua UKR,GK,es La Liga,19,2005,2.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,Krapyvtsov VladyslavGirona
Juventus,Dusan Vlahovic,2722,rs SRB,FW,it Serie A,24,2000,19.8,3,0,0,27,18,12,9,1,2,0,0,0,36,39,42,48.1,Dusan VlahovicJuventus
Atalanta,Vanja Vlahovic,2723,rs SRB,"FW,MF",it Serie A,20,2004,0.7,0,0,0,0,3,0,0,0,1,1,0,0,0,0,3,0.0,Vanja VlahovicAtalanta
Torino,Nikola Vlasic,2724,hr CRO,"MF,FW",it Serie A,26,1997,23.5,0,0,0,28,26,6,26,9,19,0,0,0,93,27,29,48.2,Nikola VlasicTorino
Genoa,Alessandro Vogliacco,2725,it ITA,DF,it Serie A,25,1998,7.9,3,0,0,12,2,0,11,9,3,0,1,0,20,11,8,57.9,Alessandro VogliaccoGenoa
Parma,Alessandro Vogliacco,2726,it ITA,DF,it Serie A,25,1998,8.6,2,0,0,10,5,0,2,3,2,0,0,1,24,17,13,56.7,Alessandro VogliaccoParma
Union Berlin,Kevin Vogt,2727,de GER,DF,de Bundesliga,32,1991,15.2,6,0,0,10,7,0,0,9,8,0,1,0,90,14,13,51.9,Kevin VogtUnion Berlin
Torino,Mergim Vojvoda,2728,xk KVX,DF,it Serie A,29,1995,12.3,4,0,0,13,4,1,40,7,10,0,0,0,53,8,10,44.4,Mergim VojvodaTorino
Como,Mergim Vojvoda,2729,xk KVX,DF,it Serie A,29,1995,8.0,2,0,0,8,2,1,26,3,6,0,0,0,28,6,6,50.0,Mergim VojvodaComo
Union Berlin,Kevin Volland,2730,de GER,"FW,MF",de Bundesliga,32,1992,0.7,1,0,0,3,0,0,0,0,0,0,0,0,2,3,1,75.0,Kevin VollandUnion Berlin
Wolfsburg,Aster Vranckx,2731,be BEL,MF,de Bundesliga,21,2002,6.2,1,0,0,12,11,0,3,10,6,0,0,0,22,7,14,33.3,Aster VranckxWolfsburg
Inter,Stefan de Vrij,2732,nl NED,DF,it Serie A,32,1992,19.2,2,0,0,9,5,0,0,23,12,0,0,0,66,65,38,63.1,Stefan de VrijInter
Saint-Etienne,Ibrahima Wadji,2733,sn SEN,"FW,MF",fr Ligue 1,29,1995,3.9,1,0,0,11,5,4,2,1,6,0,0,0,7,4,10,28.6,Ibrahima WadjiSaint-Etienne
St. Pauli,Robert Wagner,2734,de GER,MF,de Bundesliga,21,2003,4.5,1,0,0,6,5,0,2,2,3,0,0,0,22,5,7,41.7,Robert WagnerSt. Pauli
Marseille,Elye Wahi,2735,fr FRA,FW,fr Ligue 1,21,2003,6.4,1,0,0,17,8,10,2,1,0,0,0,0,8,4,13,23.5,Elye WahiMarseille
Eint Frankfurt,Elye Wahi,2736,fr FRA,"FW,MF",de Bundesliga,21,2003,2.2,1,0,0,2,3,4,5,0,0,0,0,0,8,2,8,20.0,Elye WahiEint Frankfurt
St. Pauli,Hauke Wahl,2737,de GER,DF,de Bundesliga,30,1994,33.0,1,0,0,13,15,2,8,31,27,0,0,0,129,47,50,48.5,Hauke WahlSt. Pauli
Manchester City,Kyle Walker,2738,eng ENG,DF,eng Premier League,34,1990,10.8,3,0,0,6,5,1,14,3,10,0,0,0,46,9,7,56.3,Kyle WalkerManchester City
Milan,Kyle Walker,2739,eng ENG,DF,it Serie A,34,1990,7.3,1,0,0,7,4,0,11,9,9,0,0,0,37,6,3,66.7,Kyle WalkerMilan
Southampton,Kyle Walker-Peters,2740,eng ENG,DF,eng Premier League,27,1997,32.4,5,0,0,28,52,2,51,19,29,0,0,0,135,11,21,34.4,Kyle Walker-PetersSouthampton
