Squad,Player,Rk,Nation,Pos,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,PlSqu
Barcelona,Ferran Torres,2613,es ESP,"FW,MF",es La Liga,24,2000,12.3,360,329,28,5,2,2,17,1,9,2,0,0,267,3,14,Ferran TorresBarcelona
Aston Villa,Pau Torres,2614,es ESP,DF,eng Premier League,27,1997,22.4,1369,1248,117,67,4,12,3,3,0,0,0,0,1217,4,4,Pau TorresAston Villa
Osasuna,Lucas Torro,2615,es ESP,MF,es La Liga,30,1994,32.9,1363,1335,22,22,1,27,1,0,0,0,0,0,1026,6,10,Lucas TorroOsasuna
Empoli,Lorenzo Tosto,2616,it ITA,DF,it Serie A,18,2006,0.0,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,Lorenzo TostoEmpoli
Le Havre,Abdoulaye Toure,2617,gn GUI,MF,fr Ligue 1,30,1994,25.8,1059,1040,13,12,3,12,11,0,0,0,0,0,868,6,8,Abdoulaye ToureLe Havre
Hoffenheim,Bazoumana Toure,2618,ci CIV,"FW,MF",de Bundesliga,18,2006,6.8,187,181,4,0,0,2,24,3,1,0,0,0,125,2,8,Bazoumana ToureHoffenheim
Montpellier,Birama Toure,2619,ml MLI,"MF,DF",fr Ligue 1,32,1992,3.3,123,121,2,2,0,1,0,0,0,0,0,0,101,0,0,Birama ToureMontpellier
Lille,Ousmane Toure,2620,fr FRA,DF,fr Ligue 1,19,2005,0.1,6,5,1,0,0,0,0,1,0,0,0,0,4,0,0,Ousmane ToureLille
Udinese,Souleymane Toure,2621,fr FRA,DF,it Serie A,21,2003,8.1,517,498,19,8,0,2,6,1,0,0,0,0,474,0,3,Souleymane ToureUdinese
Union Berlin,Lucas Tousart,2622,fr FRA,MF,de Bundesliga,27,1997,6.2,162,162,0,0,0,1,2,0,0,0,0,0,108,0,3,Lucas TousartUnion Berlin
Ipswich Town,Conor Townsend,2623,eng ENG,DF,eng Premier League,31,1993,3.7,127,98,28,4,1,0,12,20,4,3,1,0,80,1,3,Conor TownsendIpswich Town
Fulham,Adama Traore,2624,es ESP,"FW,MF",eng Premier League,28,1996,19.7,587,584,1,0,6,2,100,1,0,0,0,0,424,2,19,Adama TraoreFulham
Wolves,Boubacar Traore,2625,ml MLI,MF,eng Premier League,22,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boubacar TraoreWolves
Real Sociedad,Hamari Traore,2626,ml MLI,DF,es La Liga,32,1992,7.8,460,371,89,12,0,1,9,77,0,0,0,0,381,0,8,Hamari TraoreReal Sociedad
Heidenheim,Omar Traore,2627,de GER,DF,de Bundesliga,26,1998,29.1,1399,1151,247,12,0,5,107,232,1,0,0,0,989,1,65,Omar TraoreHeidenheim
Eint Frankfurt,Kevin Trapp,2628,de GER,GK,de Bundesliga,34,1990,25.5,947,756,187,57,0,0,0,0,0,0,0,0,693,4,1,Kevin TrappEint Frankfurt
Bournemouth,Mark Travers,2629,ie IRL,GK,eng Premier League,25,1999,5.0,142,95,47,8,0,0,0,0,0,0,0,0,100,0,0,Mark TraversBournemouth
Rayo Vallecano,Oscar Trejo,2630,ar ARG,MF,es La Liga,36,1988,5.5,312,289,19,2,1,0,7,6,3,1,1,0,261,4,4,Oscar TrejoRayo Vallecano
St. Pauli,Philipp Treu,2631,de GER,"MF,DF",de Bundesliga,23,2000,32.0,1532,1213,313,17,1,1,60,296,0,0,0,0,1225,6,45,Philipp TreuSt. Pauli
Brentford,Ryan Trevitt,2632,eng ENG,MF,eng Premier League,21,2003,0.0,7,6,0,0,0,0,0,0,0,0,0,0,4,1,1,Ryan TrevittBrentford
Union Berlin,Christopher Trimmel,2633,at AUT,"DF,MF",de Bundesliga,37,1987,19.3,783,553,227,23,1,2,111,154,50,18,31,1,474,3,26,Christopher TrimmelUnion Berlin
Newcastle Utd,Kieran Trippier,2634,eng ENG,DF,eng Premier League,33,1990,14.5,1256,1007,246,50,3,3,82,133,62,26,8,15,1036,3,16,Kieran TrippierNewcastle Utd
Arsenal,Leandro Trossard,2635,be BEL,FW,eng Premier League,29,1994,28.3,954,917,29,5,7,5,86,7,10,9,0,0,711,8,41,Leandro TrossardArsenal
Rennes,Adrien Truffert,2636,fr FRA,"DF,MF",fr Ligue 1,22,2001,30.6,1601,1312,283,27,1,3,145,218,38,11,19,0,1263,6,39,Adrien TruffertRennes
Liverpool,Kostas Tsimikas,2637,gr GRE,DF,eng Premier League,28,1996,9.3,654,536,116,12,1,1,64,63,41,32,6,0,550,2,9,Kostas TsimikasLiverpool
Girona,Viktor Tsyhankov,2638,ua UKR,"FW,MF",es La Liga,26,1997,21.3,871,751,116,23,3,1,124,12,80,36,29,1,646,4,23,Viktor TsyhankovGirona
Ipswich Town,Axel Tuanzebe,2639,cd COD,DF,eng Premier League,26,1997,19.0,814,651,163,30,0,1,10,133,0,0,0,0,682,0,14,Axel TuanzebeIpswich Town
Monza,Stefano Turati,2640,it ITA,GK,it Serie A,22,2001,29.7,1077,851,222,91,0,1,0,0,0,0,0,0,764,4,1,Stefano TuratiMonza
Real Sociedad,Benat Turrientes,2641,es ESP,MF,es La Liga,22,2002,10.5,452,423,29,17,0,6,19,1,10,5,1,0,405,0,2,Benat TurrientesReal Sociedad
Eint Frankfurt,Tuta,2642,br BRA,"DF,MF",de Bundesliga,25,1999,25.3,1442,1380,58,40,4,2,3,10,0,0,0,0,1265,4,16,TutaEint Frankfurt
Getafe,Christantus Uche,2643,ng NGA,"FW,MF",es La Liga,21,2003,27.6,592,578,11,0,1,2,22,0,0,0,0,0,387,3,23,Christantus UcheGetafe
Tottenham,Destiny Udogie,2644,it ITA,DF,eng Premier League,21,2002,21.4,1115,944,170,28,0,0,19,142,0,0,0,0,972,1,34,Destiny UdogieTottenham
Manchester Utd,Manuel Ugarte Ribeiro,2645,uy URU,MF,eng Premier League,23,2001,19.8,910,883,23,7,2,5,7,2,0,0,0,0,800,4,12,Manuel Ugarte RibeiroManchester Utd
Southampton,Lesley Ugochukwu,2646,fr FRA,MF,eng Premier League,20,2004,18.4,706,697,9,9,2,0,6,0,0,0,0,0,600,0,11,Lesley UgochukwuSouthampton
Gladbach,Lukas Ullrich,2647,de GER,DF,de Bundesliga,20,2004,21.1,850,713,134,5,1,0,47,129,0,0,0,0,647,3,39,Lukas UllrichGladbach
Bayern Munich,Sven Ulreich,2648,de GER,GK,de Bundesliga,35,1988,1.0,30,29,1,0,0,0,0,0,0,0,0,0,25,0,0,Sven UlreichBayern Munich
Bournemouth,Enes Unal,2649,tr TUR,"FW,MF",eng Premier League,27,1997,3.8,99,96,2,1,1,1,4,0,0,0,0,0,63,1,6,Enes UnalBournemouth
Stuttgart,Deniz Undav,2650,de GER,"FW,MF",de Bundesliga,28,1996,19.2,589,561,24,1,6,5,11,7,0,0,0,0,431,4,21,Deniz UndavStuttgart
Espanyol,Naci Unuvar,2651,nl NED,"MF,DF",es La Liga,21,2003,0.3,18,18,0,0,0,0,2,0,0,0,0,0,13,0,2,Naci UnuvarEspanyol
Bayern Munich,Dayot Upamecano,2652,fr FRA,DF,de Bundesliga,25,1998,19.5,1923,1880,42,21,0,2,6,8,0,0,0,0,1805,1,7,Dayot UpamecanoBayern Munich
Bologna,Kacper Urbanski,2653,pl POL,MF,it Serie A,19,2004,2.7,126,119,7,0,1,0,8,0,7,0,5,0,106,0,4,Kacper UrbanskiBologna
Monza,Kacper Urbanski,2654,pl POL,MF,it Serie A,19,2004,5.6,249,242,7,5,1,2,4,1,1,0,1,0,215,0,6,Kacper UrbanskiMonza
Bayern Munich,Jonas Urbig,2655,de GER,GK,de Bundesliga,20,2003,8.0,286,259,27,4,0,1,0,0,0,0,0,0,232,0,1,Jonas UrbigBayern Munich
Eint Frankfurt,Can Uzun,2656,tr TUR,"MF,FW",de Bundesliga,18,2005,7.5,299,289,10,1,2,1,18,0,6,2,2,0,239,0,11,Can UzunEint Frankfurt
Stuttgart,Josha Vagnoman,2657,de GER,"DF,MF",de Bundesliga,23,2000,20.4,902,781,121,11,1,1,43,110,0,0,0,0,725,0,27,Josha VagnomanStuttgart
Parma,Lautaro Valenti,2658,ar ARG,DF,it Serie A,25,1999,17.3,830,752,76,36,0,1,2,4,0,0,0,0,701,2,6,Lautaro ValentiParma
Rayo Vallecano,Oscar Valentin,2659,es ESP,MF,es La Liga,29,1994,20.4,830,809,19,19,0,4,2,0,0,0,0,0,688,2,19,Oscar ValentinRayo Vallecano
Hellas Verona,Nicolas Valentini,2660,ar ARG,DF,it Serie A,23,2001,12.5,468,441,26,17,1,8,5,9,0,0,0,0,316,1,11,Nicolas ValentiniHellas Verona
Valencia,German Valera,2661,es ESP,MF,es La Liga,22,2002,1.6,47,46,1,0,0,0,6,1,0,0,0,0,34,0,1,German ValeraValencia
Parma,Emanuele Valeri,2662,it ITA,DF,it Serie A,25,1998,31.9,1193,912,280,37,1,11,129,234,9,3,4,0,783,1,26,Emanuele ValeriParma
Mallorca,Martin Valjent,2663,sk SVK,DF,es La Liga,28,1995,30.7,1391,1294,92,42,1,4,11,49,0,0,0,0,1195,5,13,Martin ValjentMallorca
Como,Alex Valle,2664,es ESP,DF,it Serie A,20,2004,11.4,661,533,126,27,0,4,16,99,0,0,0,0,562,2,20,Alex ValleComo
Real Madrid,Jesus Vallejo,2665,es ESP,DF,es La Liga,27,1997,1.5,67,66,1,1,0,0,0,0,0,0,0,0,60,0,0,Jesus VallejoReal Madrid
Monza,Mattia Valoti,2666,it ITA,MF,it Serie A,30,1993,0.4,19,18,1,1,0,0,0,0,0,0,0,0,12,0,0,Mattia ValotiMonza
Real Madrid,Federico Valverde,2667,uy URU,"MF,DF",es La Liga,26,1998,33.7,2237,2145,81,37,3,50,26,38,3,3,0,0,2010,11,23,Federico ValverdeReal Madrid
Como,Ignace Van Der Brempt,2668,be BEL,DF,it Serie A,22,2002,14.0,679,544,135,13,0,2,20,122,0,0,0,0,551,0,17,Ignace Van Der BremptComo
Mallorca,Siebe Van Der Heyden,2669,be BEL,"DF,MF",es La Liga,26,1998,1.1,73,65,8,0,0,1,2,8,0,0,0,0,65,0,0,Siebe Van Der HeydenMallorca
St. Pauli,Siebe Van Der Heyden,2670,be BEL,"DF,MF",de Bundesliga,26,1998,9.7,487,445,39,6,0,1,18,19,0,0,0,0,386,3,12,Siebe Van Der HeydenSt. Pauli
Liverpool,Virgil van Dijk,2671,nl NED,DF,eng Premier League,33,1991,37.0,2935,2708,224,86,1,22,1,8,0,0,0,0,2688,3,9,Virgil van DijkLiverpool
Monaco,Vanderson,2672,br BRA,DF,fr Ligue 1,23,2001,22.9,1403,1175,220,30,4,13,59,190,0,0,0,0,1090,8,30,VandersonMonaco
RB Leipzig,Maarten Vandevoordt,2673,be BEL,GK,de Bundesliga,22,2002,4.8,175,134,40,5,0,0,0,0,0,0,0,0,138,1,0,Maarten VandevoordtRB Leipzig
Leicester City,Jamie Vardy,2674,eng ENG,FW,eng Premier League,37,1987,31.4,389,335,47,0,1,1,11,0,0,0,0,0,258,7,15,Jamie VardyLeicester City
Sevilla,Ruben Vargas,2675,ch SUI,"FW,MF",es La Liga,25,1998,7.5,247,219,28,3,0,0,37,9,16,12,2,0,166,0,13,Ruben VargasSevilla
Augsburg,Ruben Vargas,2676,ch SUI,"MF,FW",de Bundesliga,25,1998,3.4,141,128,12,2,0,1,12,6,2,0,0,0,118,1,0,Ruben VargasAugsburg
St. Pauli,Nikola Vasilj,2677,ba BIH,GK,de Bundesliga,28,1995,33.0,1404,1168,233,99,0,1,0,0,0,0,0,0,1033,3,0,Nikola VasiljSt. Pauli
Empoli,Devis Vasquez,2678,co COL,GK,it Serie A,26,1998,32.0,1105,867,236,86,1,1,0,0,0,0,0,0,667,2,1,Devis VasquezEmpoli
Genoa,Johan Vasquez,2679,mx MEX,DF,it Serie A,25,1998,33.8,1760,1661,96,70,0,4,7,7,0,0,0,0,1491,3,19,Johan VasquezGenoa
Wolfsburg,Denis Vavro,2680,sk SVK,DF,de Bundesliga,28,1996,27.3,1493,1427,61,44,0,24,8,8,0,0,0,0,1297,5,3,Denis VavroWolfsburg
Valencia,Jose Luis Garcia Vaya,2681,es ESP,MF,es La Liga,25,1998,19.4,1237,1086,143,70,4,25,109,0,72,22,36,3,970,8,12,Jose Luis Garcia VayaValencia
Marseille,Robinio Vaz,2682,fr FRA,FW,fr Ligue 1,17,2007,0.8,8,8,0,0,0,0,1,0,0,0,0,0,2,0,0,Robinio VazMarseille
Valencia,Jesus Vazquez,2683,es ESP,DF,es La Liga,21,2003,10.2,447,332,112,8,0,0,23,103,0,0,0,0,345,3,22,Jesus VazquezValencia
Real Madrid,Lucas Vazquez,2684,es ESP,DF,es La Liga,33,1991,24.3,1624,1415,204,37,1,7,63,151,16,4,7,0,1415,5,27,Lucas VazquezReal Madrid
Lazio,Matias Vecino,2685,uy URU,MF,it Serie A,32,1991,9.7,397,387,9,9,4,4,2,0,0,0,0,0,322,1,9,Matias VecinoLazio
Lecce,Danilo Veiga,2686,pt POR,DF,it Serie A,21,2002,4.2,161,132,28,2,0,0,17,26,0,0,0,0,104,1,5,Danilo VeigaLecce
Chelsea,Renato Veiga,2687,pt POR,"DF,MF",eng Premier League,21,2003,2.0,139,127,12,5,0,0,0,7,0,0,0,0,118,0,1,Renato VeigaChelsea
Juventus,Renato Veiga,2688,pt POR,DF,it Serie A,21,2003,12.1,568,530,38,23,1,4,0,0,0,0,0,0,500,0,1,Renato VeigaJuventus
Espanyol,Alejo Veliz,2689,ar ARG,FW,es La Liga,20,2003,12.5,187,161,26,0,0,0,0,2,0,0,0,0,122,0,2,Alejo VelizEspanyol
Werder Bremen,Milos Veljkovic,2690,rs SRB,DF,de Bundesliga,28,1995,11.4,648,620,25,18,0,12,9,0,0,0,0,0,562,3,7,Milos VeljkovicWerder Bremen
Brighton,Joel Veltman,2691,nl NED,DF,eng Premier League,32,1992,18.9,929,756,170,42,2,3,24,128,0,0,0,0,745,3,21,Joel VeltmanBrighton
Tottenham,Micky van de Ven,2692,nl NED,DF,eng Premier League,23,2001,11.3,802,758,43,18,0,1,0,4,0,0,0,0,729,1,5,Micky van de VenTottenham
Genoa,Lorenzo Venturino,2693,it ITA,"FW,MF",it Serie A,18,2006,1.9,55,54,1,0,0,0,10,1,0,0,0,0,28,0,8,Lorenzo VenturinoGenoa
Mainz 05,Nikolas Veratschnig,2694,at AUT,"DF,MF",de Bundesliga,21,2003,4.0,146,115,31,0,0,0,7,30,0,0,0,0,106,0,6,Nikolas VeratschnigMainz 05
Brighton,Bart Verbruggen,2695,nl NED,GK,eng Premier League,21,2002,36.0,1315,1164,145,62,0,0,0,0,0,0,0,0,1011,6,2,Bart VerbruggenBrighton
Como,Simone Verdi,2696,it ITA,"MF,FW",it Serie A,32,1992,1.3,60,50,9,3,1,0,14,1,5,1,3,0,31,1,4,Simone VerdiComo
Lyon,Jordan Veretout,2697,fr FRA,MF,fr Ligue 1,31,1993,17.3,944,905,38,13,1,6,26,6,8,8,0,0,792,1,14,Jordan VeretoutLyon
RB Leipzig,Arthur Vermeeren,2698,be BEL,MF,de Bundesliga,19,2005,17.5,953,940,12,9,2,1,3,2,0,0,0,0,821,1,18,Arthur VermeerenRB Leipzig
Union Berlin,Yorbe Vertessen,2699,be BEL,"MF,FW",de Bundesliga,23,2001,8.0,201,177,24,8,1,0,23,1,14,7,2,0,133,0,7,Yorbe VertessenUnion Berlin
Athletic Club,Mikel Vesga,2700,es ESP,MF,es La Liga,31,1993,11.0,539,523,14,9,3,4,8,4,0,0,0,0,429,2,4,Mikel VesgaAthletic Club
Leicester City,Jannik Vestergaard,2701,dk DEN,DF,eng Premier League,31,1992,15.5,959,890,68,26,0,2,0,0,0,0,0,0,870,1,4,Jannik VestergaardLeicester City
Auxerre,Ben Viadere,2702,fr FRA,MF,fr Ligue 1,18,2005,0.1,6,3,3,0,0,0,4,0,3,1,2,0,2,0,1,Ben ViadereAuxerre
Tottenham,Guglielmo Vicario,2703,it ITA,GK,eng Premier League,27,1996,24.0,874,773,101,36,0,1,0,0,0,0,0,0,764,0,2,Guglielmo VicarioTottenham
Alaves,Carlos Vicente,2704,es ESP,"FW,MF",es La Liga,25,1999,34.4,1140,950,181,46,3,2,269,50,85,24,43,5,720,9,67,Carlos VicenteAlaves
Barcelona,Pau Victor,2705,es ESP,FW,es La Liga,22,2001,3.5,121,117,4,1,0,0,3,1,0,0,0,0,98,0,2,Pau VictorBarcelona
Osasuna,Nacho Vidal,2706,es ESP,DF,es La Liga,29,1995,1.4,49,37,12,0,0,0,2,12,0,0,0,0,37,0,2,Nacho VidalOsasuna
Mainz 05,Gabriel Vidovic,2707,hr CRO,MF,de Bundesliga,20,2003,0.0,6,5,1,1,0,0,0,0,0,0,0,0,6,0,0,Gabriel VidovicMainz 05
Bayern Munich,Gabriel Vidovic,2708,hr CRO,MF,de Bundesliga,20,2003,0.3,8,8,0,0,0,0,0,0,0,0,0,0,8,0,0,Gabriel VidovicBayern Munich
Betis,Fran Vieites,2709,es ESP,GK,es La Liga,25,1999,4.0,119,71,48,19,0,1,0,0,0,0,0,0,76,0,0,Fran VieitesBetis
Las Palmas,Sergio Viera,2710,es ESP,MF,es La Liga,19,2005,1.1,51,50,1,0,0,1,0,0,0,0,0,0,45,0,1,Sergio VieraLas Palmas
Monza,Samuele Vignato,2711,it ITA,MF,it Serie A,20,2004,5.2,167,166,1,0,1,1,14,1,0,0,0,0,126,0,5,Samuele VignatoMonza
Alaves,Asier Villalibre,2712,es ESP,FW,es La Liga,26,1997,3.7,69,64,5,0,1,0,2,0,0,0,0,0,44,0,1,Asier VillalibreAlaves
Celta Vigo,Ivan Villar,2713,es ESP,GK,es La Liga,27,1997,4.0,117,76,41,6,0,0,0,0,0,0,0,0,95,0,0,Ivan VillarCelta Vigo
Fulham,Carlos Vinicius,2714,br BRA,"MF,FW",eng Premier League,29,1995,0.2,3,3,0,0,0,0,0,0,0,0,0,0,1,0,1,Carlos ViniciusFulham
Cagliari,Nicolas Viola,2715,it ITA,"FW,MF",it Serie A,34,1989,14.1,452,367,83,26,4,1,79,4,45,19,25,0,285,2,16,Nicolas ViolaCagliari
Las Palmas,Viti,2716,es ESP,DF,es La Liga,26,1997,22.0,934,722,209,16,1,3,45,193,0,0,0,0,757,3,18,VitiLas Palmas
Empoli,Mattia Viti,2717,it ITA,DF,it Serie A,22,2002,28.6,1163,977,185,76,1,5,0,2,0,0,0,0,933,1,8,Mattia VitiEmpoli
Genoa,Vitinha,2718,pt POR,"FW,MF",it Serie A,24,2000,14.8,322,290,31,10,3,2,45,8,2,0,2,0,191,1,21,VitinhaGenoa
Paris S-G,Vitinha,2719,pt POR,MF,fr Ligue 1,24,2000,22.7,2403,2325,75,56,13,22,21,10,6,2,1,0,2236,3,19,VitinhaParis S-G
Athletic Club,Daniel Vivian,2720,es ESP,DF,es La Liga,25,1999,29.0,1753,1685,65,58,2,11,8,2,0,0,0,0,1526,3,13,Daniel VivianAthletic Club
Girona,Krapyvtsov Vladyslav,2721,ua UKR,GK,es La Liga,19,2005,2.0,70,59,11,4,0,0,0,0,0,0,0,0,53,0,0,Krapyvtsov VladyslavGirona
Juventus,Dusan Vlahovic,2722,rs SRB,FW,it Serie A,24,2000,19.8,366,326,35,0,3,4,9,0,0,0,0,0,253,5,12,Dusan VlahovicJuventus
Atalanta,Vanja Vlahovic,2723,rs SRB,"FW,MF",it Serie A,20,2004,0.7,6,5,1,0,0,0,0,0,0,0,0,0,4,0,0,Vanja VlahovicAtalanta
Torino,Nikola Vlasic,2724,hr CRO,"MF,FW",it Serie A,26,1997,23.5,768,758,6,1,3,4,26,4,1,0,1,0,613,4,19,Nikola VlasicTorino
Genoa,Alessandro Vogliacco,2725,it ITA,DF,it Serie A,25,1998,7.9,341,319,21,5,0,4,11,16,0,0,0,0,266,1,8,Alessandro VogliaccoGenoa
Parma,Alessandro Vogliacco,2726,it ITA,DF,it Serie A,25,1998,8.6,477,455,22,17,0,4,2,0,0,0,0,0,437,0,0,Alessandro VogliaccoParma
Union Berlin,Kevin Vogt,2727,de GER,DF,de Bundesliga,32,1991,15.2,897,828,67,38,0,3,0,2,0,0,0,0,790,2,2,Kevin VogtUnion Berlin
Torino,Mergim Vojvoda,2728,xk KVX,DF,it Serie A,29,1995,12.3,792,710,81,12,2,9,40,63,6,5,0,0,662,1,12,Mergim VojvodaTorino
Como,Mergim Vojvoda,2729,xk KVX,DF,it Serie A,29,1995,8.0,460,392,67,8,0,0,26,50,9,2,2,0,375,1,3,Mergim VojvodaComo
Union Berlin,Kevin Volland,2730,de GER,"FW,MF",de Bundesliga,32,1992,0.7,14,13,1,0,0,0,0,0,0,0,0,0,10,0,0,Kevin VollandUnion Berlin
Wolfsburg,Aster Vranckx,2731,be BEL,MF,de Bundesliga,21,2002,6.2,202,197,4,2,1,2,3,0,0,0,0,0,166,1,10,Aster VranckxWolfsburg
Inter,Stefan de Vrij,2732,nl NED,DF,it Serie A,32,1992,19.2,1403,1372,31,26,2,3,0,2,0,0,0,0,1309,0,4,Stefan de VrijInter
Saint-Etienne,Ibrahima Wadji,2733,sn SEN,"FW,MF",fr Ligue 1,29,1995,3.9,63,54,9,0,0,0,2,0,0,0,0,0,53,0,1,Ibrahima WadjiSaint-Etienne
St. Pauli,Robert Wagner,2734,de GER,MF,de Bundesliga,21,2003,4.5,130,124,5,0,0,1,2,0,0,0,0,0,98,1,4,Robert WagnerSt. Pauli
Marseille,Elye Wahi,2735,fr FRA,FW,fr Ligue 1,21,2003,6.4,111,102,8,0,0,1,2,0,0,0,0,0,88,1,6,Elye WahiMarseille
Eint Frankfurt,Elye Wahi,2736,fr FRA,"FW,MF",de Bundesliga,21,2003,2.2,42,41,1,0,0,0,5,0,0,0,0,0,27,0,2,Elye WahiEint Frankfurt
St. Pauli,Hauke Wahl,2737,de GER,DF,de Bundesliga,30,1994,33.0,1755,1683,68,40,0,0,8,4,0,0,0,0,1520,4,11,Hauke WahlSt. Pauli
Manchester City,Kyle Walker,2738,eng ENG,DF,eng Premier League,34,1990,10.8,826,727,99,18,2,7,14,81,0,0,0,0,724,0,8,Kyle WalkerManchester City
Milan,Kyle Walker,2739,eng ENG,DF,it Serie A,34,1990,7.3,422,372,50,11,0,2,11,39,0,0,0,0,370,0,3,Kyle WalkerMilan
Southampton,Kyle Walker-Peters,2740,eng ENG,DF,eng Premier League,27,1997,32.4,1693,1500,190,36,5,2,51,144,3,0,0,0,1493,3,33,Kyle Walker-PetersSouthampton
Ipswich Town,Christian Walton,2741,eng ENG,GK,eng Premier League,28,1995,7.0,255,185,70,19,0,0,0,0,0,0,0,0,177,0,0,Christian WaltonIpswich Town
Torino,Sebastian Walukiewicz,2742,pl POL,DF,it Serie A,24,2000,18.5,938,827,107,14,0,3,24,93,0,0,0,0,761,4,13,Sebastian WalukiewiczTorino
Empoli,Sebastian Walukiewicz,2743,pl POL,DF,it Serie A,24,2000,2.0,62,55,6,2,0,1,2,4,0,0,0,0,48,1,0,Sebastian WalukiewiczEmpoli
West Ham,Aaron Wan-Bissaka,2744,eng ENG,DF,eng Premier League,26,1997,35.0,1815,1568,243,11,5,1,76,232,0,0,0,0,1472,4,62,Aaron Wan-BissakaWest Ham
Heidenheim,Paul Wanner,2745,de GER,"MF,FW",de Bundesliga,18,2005,19.7,709,600,105,34,4,2,52,15,25,17,5,0,518,4,19,Paul WannerHeidenheim
Leicester City,Danny Ward,2746,wls WAL,GK,eng Premier League,31,1993,1.5,53,46,7,0,0,0,0,0,0,0,0,0,41,0,0,Danny WardLeicester City
Crystal Palace,Joel Ward,2747,eng ENG,DF,eng Premier League,34,1989,0.8,24,24,0,0,0,0,0,0,0,0,0,0,14,0,1,Joel WardCrystal Palace
West Ham,James Ward-Prowse,2748,eng ENG,MF,eng Premier League,29,1994,11.5,768,699,64,28,0,9,49,1,34,18,14,1,677,5,4,James Ward-ProwseWest Ham
Nott'ham Forest,James Ward-Prowse,2749,eng ENG,MF,eng Premier League,29,1994,4.4,182,157,24,15,0,1,19,0,8,3,5,0,145,1,1,James Ward-ProwseNott'ham Forest
Dortmund,Kjell-Arik Watjen,2750,de GER,MF,de Bundesliga,18,2006,0.2,8,8,0,0,0,0,0,0,0,0,0,0,3,0,0,Kjell-Arik WatjenDortmund
Aston Villa,Ollie Watkins,2751,eng ENG,FW,eng Premier League,28,1995,28.9,424,415,6,0,1,1,7,0,0,0,0,0,307,3,17,Ollie WatkinsAston Villa
Juventus,Timothy Weah,2752,us USA,"DF,FW",it Serie A,24,2000,18.2,787,703,81,2,2,2,44,75,2,0,1,0,659,3,21,Timothy WeahJuventus
Brighton,Adam Webster,2753,eng ENG,DF,eng Premier League,29,1995,9.9,725,650,73,30,0,3,2,0,0,0,0,0,636,2,5,Adam WebsterBrighton
Gladbach,Julian Weigl,2754,de GER,MF,de Bundesliga,28,1995,32.0,1763,1703,55,52,5,6,11,2,1,0,0,0,1557,5,23,Julian WeiglGladbach
Holstein Kiel,Timon Weiner,2755,de GER,GK,de Bundesliga,25,1999,25.0,991,729,258,60,0,0,0,0,0,0,0,0,682,4,2,Timon WeinerHolstein Kiel
Mainz 05,Nelson Weiper,2756,de GER,"FW,MF",de Bundesliga,19,2005,7.8,173,160,12,0,0,0,6,2,0,0,0,0,116,1,9,Nelson WeiperMainz 05
Werder Bremen,Mitchell Weiser,2757,de GER,"DF,MF",de Bundesliga,30,1994,31.9,1558,1280,273,7,10,7,78,263,0,0,0,0,1151,5,64,Mitchell WeiserWerder Bremen
St. Pauli,Noah Weisshaupt,2758,de GER,"FW,MF",de Bundesliga,22,2001,12.9,363,325,35,8,1,5,72,2,24,11,11,1,226,3,8,Noah WeisshauptSt. Pauli
Freiburg,Noah Weisshaupt,2759,de GER,FW,de Bundesliga,22,2001,0.9,50,47,3,1,0,0,8,0,2,2,0,0,37,0,3,Noah WeisshauptFreiburg
Brighton,Danny Welbeck,2760,eng ENG,FW,eng Premier League,33,1990,23.5,491,472,18,2,0,0,3,2,0,0,0,0,417,1,13,Danny WelbeckBrighton
Southampton,Welington,2761,br BRA,DF,eng Premier League,23,2001,5.4,186,147,39,5,0,1,17,28,6,5,0,0,145,0,8,WelingtonSouthampton
Tottenham,Timo Werner,2762,de GER,"FW,MF",eng Premier League,28,1996,5.7,236,222,12,2,2,2,28,8,2,1,0,0,158,2,15,Timo WernerTottenham
Crystal Palace,Adam Wharton,2763,eng ENG,MF,eng Premier League,20,2004,14.6,725,678,40,14,5,1,39,0,26,19,1,0,548,7,12,Adam WhartonCrystal Palace
Arsenal,Ben White,2764,eng ENG,DF,eng Premier League,26,1997,13.3,692,583,107,20,1,7,17,83,0,0,0,0,580,2,7,Ben WhiteArsenal
Mainz 05,Silvan Widmer,2765,ch SUI,DF,de Bundesliga,31,1993,5.6,281,224,56,1,0,0,12,55,0,0,0,0,208,1,4,Silvan WidmerMainz 05
Brighton,Mats Wieffer,2766,nl NED,"DF,MF",eng Premier League,24,1999,11.3,698,647,49,13,0,1,13,36,0,0,0,0,594,2,14,Mats WiefferBrighton
Cagliari,Mateusz Wieteska,2767,pl POL,DF,it Serie A,27,1997,2.0,95,93,2,2,0,0,0,0,0,0,0,0,82,0,1,Mateusz WieteskaCagliari
Strasbourg,Caleb Wiley,2768,us USA,"DF,MF",fr Ligue 1,19,2004,3.0,123,100,22,2,1,2,7,20,0,0,0,0,97,1,4,Caleb WileyStrasbourg
Athletic Club,Inaki Williams,2769,gh GHA,FW,es La Liga,30,1994,29.5,830,798,26,0,7,7,115,21,0,0,0,0,525,6,35,Inaki WilliamsAthletic Club
