Squad,Player,Rk,Nation,Pos,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,PlSqu
Bologna,Federico Ravaglia,2185,it ITA,GK,it Serie A,24,1999,11.7,488,336,480,8,0,0,488,2,2,100.0,0,0.0,332,1759,960,0,0,0,0,0,311,0,Federico RavagliaBologna
Auxerre,Rayan Raveloson,2186,mg MAD,"MF,DF",fr Ligue 1,27,1997,8.0,401,30,109,230,67,11,401,13,7,53.8,5,38.5,216,1071,393,5,5,1,11,11,240,12,Rayan RavelosonAuxerre
Arsenal,David Raya,2187,es ESP,GK,eng Premier League,28,1995,38.0,1480,880,1388,92,0,0,1480,1,1,100.0,0,0.0,921,4542,2729,0,0,0,1,0,841,0,David RayaArsenal
Alaves,Abderrahman Rebbach,2188,dz ALG,"FW,MF",es La Liga,25,1998,4.3,173,4,27,62,85,18,173,14,3,21.4,9,64.3,103,674,389,16,6,7,9,5,107,34,Abderrahman RebbachAlaves
Lecce,Ante Rebic,2189,hr CRO,"FW,MF",it Serie A,30,1993,8.8,429,5,40,184,210,43,429,30,8,26.7,17,56.7,223,1133,449,17,9,7,39,14,312,63,Ante RebicLecce
Fulham,Harrison Reed,2190,eng ENG,MF,eng Premier League,29,1995,1.2,78,2,11,28,40,5,78,2,0,0.0,1,50.0,31,95,27,1,1,0,2,2,38,7,Harrison ReedFulham
Bournemouth,Remy Rees-Dottin,2191,eng ENG,FW,eng Premier League,18,2006,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Remy Rees-DottinBournemouth
Tottenham,Sergio Reguilon,2192,es ESP,DF,eng Premier League,27,1996,2.2,167,9,57,73,38,3,167,6,2,33.3,1,16.7,88,383,233,5,2,1,2,1,97,12,Sergio ReguilonTottenham
Milan,Tijjani Reijnders,2193,nl NED,MF,it Serie A,26,1998,34.8,1863,41,280,950,651,82,1863,71,36,50.7,29,40.8,1214,8113,4203,111,99,29,36,32,1390,121,Tijjani ReijndersMilan
Como,Pepe Reina,2194,es ESP,GK,it Serie A,41,1982,11.5,381,307,380,1,0,0,381,1,0,0.0,0,0.0,245,1361,757,0,0,0,0,0,193,0,Pepe ReinaComo
Manchester City,Vitor Reis,2195,br BRA,DF,eng Premier League,18,2006,0.0,3,1,2,1,0,0,3,1,1,100.0,0,0.0,2,3,0,0,0,0,0,0,2,0,Vitor ReisManchester City
Gladbach,Rocco Reitz,2196,de GER,MF,de Bundesliga,22,2002,20.3,1199,75,374,658,184,37,1199,36,17,47.2,17,47.2,614,2915,1259,18,13,1,25,23,726,30,Rocco ReitzGladbach
Holstein Kiel,Nicolai Remberg,2197,de GER,MF,de Bundesliga,24,2000,26.9,1316,121,429,757,147,26,1316,25,7,28.0,13,52.0,552,2853,1346,25,19,0,22,18,743,31,Nicolai RembergHolstein Kiel
Real Sociedad,Alex Remiro,2198,es ESP,GK,es La Liga,29,1995,36.0,1364,1095,1350,14,0,0,1364,0,0,,0,,766,3774,1911,0,0,0,2,0,669,0,Alex RemiroReal Sociedad
Roma,Devyne Rensch,2199,nl NED,DF,it Serie A,21,2003,5.2,319,17,86,157,76,8,319,3,0,0.0,1,33.3,161,564,226,2,6,1,5,2,203,25,Devyne RenschRoma
Villarreal,Daniel Requena,2200,es ESP,MF,es La Liga,20,2004,0.1,5,0,0,4,1,1,5,0,0,,0,,2,10,9,0,0,0,0,0,5,1,Daniel RequenaVillarreal
Toulouse,Guillaume Restes,2201,fr FRA,GK,fr Ligue 1,19,2005,28.3,867,650,856,9,2,0,867,1,0,0.0,1,100.0,522,2494,1374,0,0,0,2,0,438,0,Guillaume RestesToulouse
Atalanta,Mateo Retegui,2202,it ITA,FW,it Serie A,25,1999,26.5,874,19,30,378,474,173,869,30,12,40.0,12,40.0,557,2233,472,21,12,11,96,48,704,199,Mateo ReteguiAtalanta
Augsburg,Elvis Rexhbecaj,2203,xk KVX,MF,de Bundesliga,26,1997,19.8,887,36,150,398,348,31,887,32,10,31.3,18,56.3,463,2042,978,31,26,8,31,25,539,82,Elvis RexhbecajAugsburg
Dortmund,Gio Reyna,2204,us USA,MF,de Bundesliga,21,2002,3.9,262,7,24,122,117,6,262,7,4,57.1,3,42.9,150,651,289,5,5,0,9,7,181,19,Gio ReynaDortmund
Crystal Palace,Chadi Riad,2205,ma MAR,DF,eng Premier League,21,2003,1.0,90,5,41,49,1,0,90,0,0,,0,,58,318,232,2,0,0,1,0,69,0,Chadi RiadCrystal Palace
Lille,Alexsandro Ribeiro,2206,br BRA,DF,fr Ligue 1,24,1999,30.0,2712,300,1098,1508,125,38,2712,8,5,62.5,2,25.0,1737,9066,5419,25,28,0,22,10,1982,8,Alexsandro RibeiroLille
Torino,Samuele Ricci,2207,it ITA,MF,it Serie A,22,2001,31.4,1589,78,337,975,294,19,1589,22,6,27.3,13,59.1,960,5525,2648,43,38,6,35,18,1073,30,Samuele RicciTorino
Arsenal,Declan Rice,2208,eng ENG,MF,eng Premier League,25,1999,31.4,1948,82,325,909,733,81,1948,29,14,48.3,14,48.3,1031,6464,3394,90,58,16,36,32,1266,94,Declan RiceArsenal
Crystal Palace,Chris Richards,2209,us USA,DF,eng Premier League,24,2000,21.4,1119,135,612,439,74,19,1119,6,1,16.7,5,83.3,519,2323,962,6,5,0,5,5,614,2,Chris RichardsCrystal Palace
Fiorentina,Amir Richardson,2210,ma MAR,MF,it Serie A,22,2002,12.2,748,35,152,439,160,18,748,19,11,57.9,6,31.6,451,2321,1033,19,20,2,19,10,524,31,Amir RichardsonFiorentina
Tottenham,Richarlison,2211,br BRA,FW,eng Premier League,27,1997,5.6,173,8,21,89,64,29,173,16,1,6.3,14,87.5,89,424,168,8,8,3,9,8,120,22,RicharlisonTottenham
Getafe,Diego Rico,2212,es ESP,DF,es La Liga,31,1993,31.3,1929,78,532,901,516,11,1929,14,6,42.9,6,42.9,694,2551,1235,27,30,3,48,13,772,84,Diego RicoGetafe
Stuttgart,Fabian Rieder,2213,ch SUI,"MF,FW",de Bundesliga,22,2002,9.6,492,6,60,215,228,17,492,19,9,47.4,10,52.6,253,1466,631,20,15,3,21,13,315,61,Fabian RiederStuttgart
Mainz 05,Lasse Riess,2214,de GER,GK,de Bundesliga,23,2001,2.0,90,66,89,1,0,0,90,0,0,,0,,61,287,138,0,0,0,0,0,47,0,Lasse RiessMainz 05
Alaves,Luis Rioja,2215,es ESP,FW,es La Liga,30,1993,0.3,15,0,2,4,10,2,15,0,0,,0,,8,99,71,4,1,2,0,0,10,3,Luis RiojaAlaves
Valencia,Luis Rioja,2216,es ESP,"MF,FW",es La Liga,30,1993,31.5,1505,39,252,533,741,59,1503,91,43,47.3,37,40.7,816,5793,2812,93,57,28,42,40,1031,228,Luis RiojaValencia
Atletico Madrid,Rodrigo Riquelme,2217,es ESP,"MF,DF",es La Liga,24,2000,5.7,354,6,41,136,185,23,354,24,6,25.0,16,66.7,246,1708,1001,43,25,10,11,6,259,62,Rodrigo RiquelmeAtletico Madrid
Getafe,Alberto Risco,2218,es ESP,"MF,FW",es La Liga,18,2005,0.8,57,0,7,17,34,5,57,6,1,16.7,5,83.3,32,153,79,3,3,2,5,4,33,6,Alberto RiscoGetafe
Celta Vigo,Mihailo Ristic,2219,rs SRB,"DF,MF",es La Liga,28,1995,4.8,302,16,102,130,73,0,302,13,2,15.4,10,76.9,153,818,329,8,2,0,7,4,179,11,Mihailo RisticCelta Vigo
St. Pauli,Lars Ritzka,2220,de GER,"DF,MF",de Bundesliga,26,1998,10.2,567,40,215,244,109,6,567,1,0,0.0,1,100.0,161,640,387,8,6,0,6,4,263,34,Lars RitzkaSt. Pauli
Getafe,Gorka Rivera Alonso,2221,es ESP,"DF,MF",es La Liga,19,2004,0.2,17,0,7,8,2,0,17,2,0,0.0,1,50.0,5,23,5,0,0,0,2,0,5,0,Gorka Rivera AlonsoGetafe
Como,Sergi Roberto,2222,es ESP,MF,it Serie A,32,1992,7.7,582,19,114,348,123,9,582,10,3,30.0,6,60.0,340,1514,775,10,13,2,14,5,429,19,Sergi RobertoComo
Liverpool,Andrew Robertson,2223,sct SCO,DF,eng Premier League,30,1994,27.6,2084,92,539,940,620,53,2084,18,7,38.9,10,55.6,1107,4941,2848,64,52,6,25,13,1399,108,Andrew RobertsonLiverpool
Fulham,Antonee Robinson,2224,us USA,DF,eng Premier League,26,1997,35.2,2523,139,828,942,788,70,2523,83,38,45.8,34,41.0,1343,7361,4230,118,61,30,44,20,1509,274,Antonee RobinsonFulham
Southampton,Jay Robinson,2225,eng ENG,"MF,FW",eng Premier League,17,2007,1.5,54,4,15,18,22,5,54,11,6,54.5,5,45.5,33,188,92,3,2,1,1,6,29,10,Jay RobinsonSouthampton
Betis,Marc Roca,2226,es ESP,MF,es La Liga,27,1996,10.1,632,27,154,374,108,19,632,5,4,80.0,1,20.0,385,2069,1037,11,14,0,9,7,427,13,Marc RocaBetis
Manchester City,Rodri,2227,es ESP,MF,eng Premier League,28,1996,0.8,74,1,14,37,24,0,74,1,0,0.0,0,0.0,39,172,82,1,2,0,0,0,56,1,RodriManchester City
Betis,Rodri,2228,es ESP,FW,es La Liga,24,2000,1.3,86,3,22,32,33,6,86,6,2,33.3,4,66.7,57,401,183,4,3,3,5,2,63,11,RodriBetis
Alaves,Adrian Rodriguez,2229,es ESP,GK,es La Liga,23,2000,1.4,58,45,55,3,0,0,58,0,0,,0,,19,135,61,0,0,0,0,0,4,0,Adrian RodriguezAlaves
Lyon,Alejandro Rodriguez,2230,pt POR,MF,fr Ligue 1,16,2008,0.2,8,0,0,1,7,4,8,0,0,,0,,1,0,0,0,0,0,1,0,2,1,Alejandro RodriguezLyon
Getafe,Alvaro Rodriguez,2231,uy URU,FW,es La Liga,20,2004,9.5,415,15,27,194,204,55,415,33,16,48.5,15,45.5,186,735,221,6,13,2,37,20,300,50,Alvaro RodriguezGetafe
Leganes,Oscar Rodriguez Arnaiz,2232,es ESP,"MF,FW",es La Liga,26,1998,14.8,749,19,113,395,251,21,749,52,21,40.4,26,50.0,381,2191,968,24,24,8,34,14,491,66,Oscar Rodriguez ArnaizLeganes
Las Palmas,Arturo Rodriguez,2233,es ESP,FW,es La Liga,17,2006,0.2,11,0,0,3,8,2,11,1,0,0.0,1,100.0,7,37,11,1,0,1,0,0,8,2,Arturo RodriguezLas Palmas
Celta Vigo,Damian Rodriguez,2234,es ESP,MF,es La Liga,21,2003,10.3,876,15,127,589,162,4,876,2,0,0.0,2,100.0,529,2383,1230,8,8,0,4,6,680,12,Damian RodriguezCelta Vigo
Mallorca,Dani Rodriguez,2235,es ESP,"MF,FW",es La Liga,36,1988,24.0,971,27,126,463,395,54,971,34,16,47.1,14,41.2,512,2728,1116,37,38,5,50,46,611,108,Dani RodriguezMallorca
Barcelona,Daniel Rodriguez,2236,es ESP,FW,es La Liga,18,2005,0.4,25,0,0,2,23,3,25,1,0,0.0,0,0.0,20,154,110,4,0,2,3,0,23,9,Daniel RodriguezBarcelona
West Ham,Guido Rodriguez,2237,ar ARG,MF,eng Premier League,30,1994,12.8,709,54,223,423,64,5,709,6,3,50.0,1,16.7,327,1167,481,4,5,2,4,7,408,7,Guido RodriguezWest Ham
Rayo Vallecano,James Rodriguez,2238,co COL,"MF,FW",es La Liga,33,1991,1.6,116,1,16,51,50,4,116,7,5,71.4,2,28.6,71,244,105,3,4,1,5,0,85,7,James RodriguezRayo Vallecano
Celta Vigo,Javi Rodriguez,2239,es ESP,DF,es La Liga,21,2003,27.9,1994,121,709,1072,217,23,1994,22,10,45.5,9,40.9,1187,5254,2820,29,27,1,22,5,1411,51,Javi RodriguezCelta Vigo
Betis,Jesus Rodriguez,2240,es ESP,FW,es La Liga,18,2005,12.3,532,5,47,212,284,69,532,84,30,35.7,46,54.8,361,2868,1506,53,36,39,38,20,381,99,Jesus RodriguezBetis
Las Palmas,Kirian Rodriguez,2241,es ESP,MF,es La Liga,28,1996,19.5,1357,47,294,872,199,15,1357,16,11,68.8,5,31.3,763,3545,1999,25,24,0,20,14,1027,39,Kirian RodriguezLas Palmas
Betis,Ricardo Rodriguez,2242,ch SUI,DF,es La Liga,31,1992,14.2,866,39,253,437,181,7,866,7,4,57.1,3,42.9,434,2005,1105,19,23,1,4,3,498,32,Ricardo RodriguezBetis
Real Madrid,Rodrygo,2243,br BRA,"FW,MF",es La Liga,23,2001,21.4,1340,14,97,464,802,127,1340,111,49,44.1,46,41.4,889,5906,3404,113,87,50,47,15,1068,253,RodrygoReal Madrid
Brentford,Mads Roerslev,2244,dk DEN,DF,eng Premier League,25,1999,12.2,645,49,234,268,146,20,645,19,7,36.8,8,42.1,352,1630,858,17,13,0,9,6,407,54,Mads RoerslevBrentford
Wolfsburg,Mads Roerslev,2245,dk DEN,DF,de Bundesliga,25,1999,3.3,215,17,78,92,47,2,215,6,2,33.3,4,66.7,102,508,255,7,5,1,2,6,129,18,Mads RoerslevWolfsburg
Aston Villa,Morgan Rogers,2246,eng ENG,"FW,MF",eng Premier League,22,2002,34.6,1362,43,200,592,597,142,1362,160,66,41.3,74,46.3,794,5594,3232,114,68,33,114,74,956,188,Morgan RogersAston Villa
Freiburg,Merlin Rohl,2247,de GER,"MF,FW",de Bundesliga,22,2002,10.7,403,6,46,195,169,28,403,40,12,30.0,25,62.5,217,1475,610,20,15,9,45,22,256,60,Merlin RohlFreiburg
Lazio,Alessio Romagnoli,2248,it ITA,DF,it Serie A,29,1995,29.7,2042,270,923,1045,83,41,2042,3,1,33.3,2,66.7,1064,4251,1826,8,6,0,6,1,1371,4,Alessio RomagnoliLazio
Mallorca,Leo Roman,2249,es ESP,GK,es La Liga,24,2000,7.0,279,228,277,2,0,0,279,1,1,100.0,0,0.0,124,699,396,0,0,0,0,0,122,0,Leo RomanMallorca
Espanyol,Carlos Romero,2250,es ESP,DF,es La Liga,22,2001,28.4,1366,114,488,490,412,29,1366,52,22,42.3,23,44.2,593,3815,2099,50,35,12,33,13,656,113,Carlos RomeroEspanyol
Tottenham,Cristian Romero,2251,ar ARG,DF,eng Premier League,26,1998,15.7,1377,157,594,720,74,23,1377,4,1,25.0,2,50.0,896,4702,2893,12,18,0,10,5,936,3,Cristian RomeroTottenham
Sevilla,Isaac Romero,2252,es ESP,FW,es La Liga,24,2000,24.0,751,21,69,340,349,89,750,65,21,32.3,36,55.4,382,1633,576,21,10,14,79,61,520,95,Isaac RomeroSevilla
Alaves,Luka Romero,2253,ar ARG,"FW,MF",es La Liga,19,2004,2.2,69,0,5,28,37,5,68,3,1,33.3,1,33.3,42,256,69,3,1,1,5,7,45,12,Luka RomeroAlaves
Girona,Oriol Romeu,2254,es ESP,MF,es La Liga,32,1991,15.1,1032,48,223,668,141,4,1032,8,4,50.0,3,37.5,600,3070,1666,22,16,1,13,13,782,8,Oriol RomeuGirona
Marseille,Valentin Rongier,2255,fr FRA,"MF,DF",fr Ligue 1,29,1994,17.4,1602,51,347,977,288,13,1602,16,11,68.8,5,31.3,896,3281,1761,25,25,4,19,17,1226,28,Valentin RongierMarseille
Atalanta,Marten de Roon,2256,nl NED,"MF,DF",it Serie A,33,1991,34.0,2538,89,615,1479,463,19,2538,13,6,46.2,6,46.2,1475,6603,3579,37,51,1,24,9,1754,32,Marten de RoonAtalanta
Betis,Vitor Roque,2257,br BRA,FW,es La Liga,19,2005,13.7,365,3,27,167,179,57,365,39,10,25.6,25,64.1,213,1250,554,24,14,16,41,35,239,57,Vitor RoqueBetis
Nice,Pablo Rosario,2258,do DOM,"MF,DF",fr Ligue 1,27,1997,19.7,950,78,247,559,154,19,949,17,9,52.9,8,47.1,473,2261,1247,17,19,2,20,15,653,25,Pablo RosarioNice
Holstein Kiel,Lasse Rosenboom,2259,de GER,DF,de Bundesliga,22,2002,19.3,780,77,324,292,170,36,780,19,7,36.8,11,57.9,284,1432,565,19,13,3,36,13,335,50,Lasse RosenboomHolstein Kiel
Freiburg,Max Rosenfelder,2260,de GER,DF,de Bundesliga,21,2003,13.9,826,94,367,394,74,11,826,25,14,56.0,10,40.0,445,2701,1477,24,13,4,5,2,515,18,Max RosenfelderFreiburg
Leganes,Valentin Rosier,2261,fr FRA,DF,es La Liga,27,1996,28.8,1615,149,630,706,298,28,1615,45,23,51.1,19,42.2,746,3787,2057,41,31,7,31,21,802,89,Valentin RosierLeganes
Union Berlin,Tom Rothe,2262,de GER,"DF,MF",de Bundesliga,19,2004,18.6,1074,65,324,411,342,38,1074,20,5,25.0,15,75.0,456,2080,889,25,11,3,23,31,522,91,Tom RotheUnion Berlin
Rennes,Anthony Rouault,2263,fr FRA,DF,fr Ligue 1,23,2001,10.8,786,119,369,399,19,9,786,0,0,,0,,485,2277,1306,3,2,0,1,2,557,0,Anthony RouaultRennes
Stuttgart,Anthony Rouault,2264,fr FRA,DF,de Bundesliga,23,2001,13.5,1014,125,512,476,33,11,1014,5,2,40.0,3,60.0,573,2545,1121,6,6,0,4,4,697,4,Anthony RouaultStuttgart
Juventus,Jonas Rouhi,2265,se SWE,DF,it Serie A,20,2004,2.3,192,4,63,97,33,2,192,5,2,40.0,3,60.0,84,414,158,1,2,0,5,5,118,7,Jonas RouhiJuventus
Union Berlin,Jerome Roussillon,2266,fr FRA,"DF,MF",de Bundesliga,31,1993,1.5,96,11,21,42,33,5,96,3,1,33.3,2,66.7,40,182,78,2,2,1,2,1,43,7,Jerome RoussillonUnion Berlin
Lazio,Nicolo Rovella,2267,it ITA,MF,it Serie A,22,2001,30.2,2354,91,589,1458,335,16,2354,25,18,72.0,6,24.0,1451,7910,3837,45,49,2,22,14,1749,42,Nicolo RovellaLazio
Marseille,Jon Rowe,2268,eng ENG,"FW,MF",fr Ligue 1,21,2003,9.0,438,3,32,141,269,55,438,48,20,41.7,25,52.1,294,1748,917,30,16,11,35,13,342,96,Jon RoweMarseille
Napoli,Amir Rrahmani,2269,xk KVX,DF,it Serie A,30,1994,37.8,3152,268,1355,1687,118,34,3152,6,4,66.7,2,33.3,1859,8924,5052,30,19,0,9,6,2254,2,Amir RrahmaniNapoli
Fiorentina,Tommaso Rubino,2270,it ITA,MF,it Serie A,17,2006,0.1,3,0,1,2,0,0,3,0,0,,0,,3,5,4,0,0,0,0,0,1,0,Tommaso RubinoFiorentina
Real Madrid,Antonio Rudiger,2271,de GER,DF,es La Liga,31,1993,25.5,2069,233,969,1016,94,23,2069,7,3,42.9,2,28.6,1373,6532,4120,20,26,2,7,2,1584,4,Antonio RudigerReal Madrid
Atalanta,Matteo Ruggeri,2272,it ITA,DF,it Serie A,22,2002,19.5,1479,50,384,634,471,13,1479,11,6,54.5,4,36.4,785,3979,2046,60,34,0,13,4,973,104,Matteo RuggeriAtalanta
Betis,Aitor Ruibal,2273,es ESP,"DF,FW",es La Liga,28,1996,14.6,790,45,231,321,248,33,790,27,14,51.9,13,48.1,398,1795,938,21,25,7,27,16,459,64,Aitor RuibalBetis
Girona,Abel Ruiz,2274,es ESP,FW,es La Liga,24,2000,15.0,391,11,28,188,177,59,389,20,7,35.0,10,50.0,225,1274,413,21,12,10,32,18,281,71,Abel RuizGirona
Girona,Ferran Ruiz,2275,es ESP,MF,es La Liga,21,2003,0.2,9,0,3,6,1,0,9,0,0,,0,,5,15,1,0,0,0,1,0,4,0,Ferran RuizGirona
Paris S-G,Fabian Ruiz Pena,2276,es ESP,MF,fr Ligue 1,28,1996,21.4,1807,47,254,1050,515,62,1807,20,14,70.0,6,30.0,1037,5225,2737,47,42,8,24,16,1430,92,Fabian Ruiz PenaParis S-G
Marseille,Geronimo Rulli,2277,ar ARG,GK,fr Ligue 1,32,1992,34.0,1300,1008,1285,15,0,0,1300,0,0,,0,,789,3335,1782,0,0,0,1,0,758,0,Geronimo RulliMarseille
Brighton,Georginio Rutter,2278,fr FRA,"MF,FW",eng Premier League,22,2002,18.4,641,20,83,246,326,79,641,71,27,38.0,34,47.9,361,2467,1405,42,36,16,45,37,411,79,Georginio RutterBrighton
Lens,Mathew Ryan,2279,au AUS,GK,fr Ligue 1,32,1992,14.0,439,364,435,4,0,0,439,0,0,,0,,273,1207,642,0,0,0,0,1,200,0,Mathew RyanLens
Dortmund,Julian Ryerson,2280,no NOR,DF,de Bundesliga,26,1997,25.1,1684,39,384,806,520,39,1684,63,36,57.1,23,36.5,1002,5499,2796,66,39,12,42,20,1090,136,Julian RyersonDortmund
Union Berlin,Frederik Ronnow,2281,dk DEN,GK,de Bundesliga,31,1992,28.0,980,758,965,16,1,1,980,1,1,100.0,0,0.0,564,3151,1976,0,0,0,1,0,425,0,Frederik RonnowUnion Berlin
Wolves,Jose Sa,2282,pt POR,GK,eng Premier League,31,1993,29.0,985,785,976,10,0,0,985,8,8,100.0,0,0.0,630,3790,2483,0,0,0,1,0,485,0,Jose SaWolves
St. Pauli,Elias Saad,2283,tn TUN,"FW,MF",de Bundesliga,24,1999,10.0,427,3,42,169,224,44,427,54,16,29.6,26,48.1,301,1897,843,29,23,14,57,36,319,76,Elias SaadSt. Pauli
Betis,Youssouf Sabaly,2284,sn SEN,DF,es La Liga,31,1993,17.6,1170,43,351,591,236,26,1170,20,8,40.0,10,50.0,620,2245,1145,25,12,4,27,12,680,63,Youssouf SabalyBetis
Le Havre,Emmanuel Sabbi,2285,us USA,"FW,MF",fr Ligue 1,26,1997,7.3,230,3,38,88,106,23,230,29,11,37.9,13,44.8,130,747,274,11,4,3,20,10,149,39,Emmanuel SabbiLe Havre
Genoa,Stefano Sabelli,2286,it ITA,DF,it Serie A,31,1993,22.9,1428,61,507,676,252,10,1428,13,4,30.8,5,38.5,641,3036,1836,36,23,1,22,4,759,43,Stefano SabelliGenoa
Dortmund,Marcel Sabitzer,2287,at AUT,MF,de Bundesliga,30,1994,18.0,1028,37,131,581,322,31,1028,15,6,40.0,9,60.0,577,2494,1255,24,31,3,22,12,717,70,Marcel SabitzerDortmund
Montpellier,Falaye Sacko,2288,ml MLI,DF,fr Ligue 1,29,1995,13.7,734,40,213,368,163,8,734,9,2,22.2,7,77.8,371,1852,956,21,12,4,9,1,421,34,Falaye SackoMontpellier
Valencia,Umar Sadiq,2289,ng NGA,FW,es La Liga,27,1997,9.2,301,8,22,133,150,41,301,25,11,44.0,12,48.0,175,940,274,9,8,3,41,24,229,49,Umar SadiqValencia
Real Sociedad,Umar Sadiq,2290,ng NGA,FW,es La Liga,27,1997,2.5,85,1,12,30,46,16,85,9,5,55.6,4,44.4,49,278,94,5,2,3,14,6,66,18,Umar SadiqReal Sociedad
Roma,Alexis Saelemaekers,2291,be BEL,"DF,FW",it Serie A,25,1999,15.4,945,11,149,390,417,47,945,52,22,42.3,27,51.9,582,2954,1499,39,32,14,39,14,709,136,Alexis SaelemaekersRoma
Milan,Alexis Saelemaekers,2292,be BEL,"DF,FW",it Serie A,25,1999,1.0,81,0,9,34,38,2,81,0,0,,0,,59,356,234,7,4,1,1,0,61,13,Alexis SaelemaekersMilan
Leganes,Jorge Saenz,2293,es ESP,DF,es La Liga,27,1996,18.8,1181,153,643,528,16,12,1181,7,4,57.1,2,28.6,579,2331,1292,5,1,0,6,1,687,2,Jorge SaenzLeganes
Paris S-G,Matvei Safonov,2294,ru RUS,GK,fr Ligue 1,25,1999,9.8,326,264,320,6,0,0,326,0,0,,0,,203,910,535,0,0,0,0,0,181,0,Matvei SafonovParis S-G
Montpellier,Modibo Sagnan,2295,ml MLI,DF,fr Ligue 1,25,1999,23.8,1224,177,605,578,50,17,1224,20,13,65.0,6,30.0,657,3614,1948,13,10,0,8,9,762,3,Modibo SagnanMontpellier
Venezia,Richie Sagrado,2296,be BEL,DF,it Serie A,20,2004,1.6,46,4,16,20,11,0,46,0,0,,0,,21,93,55,0,0,0,3,0,24,5,Richie SagradoVenezia
Lille,Osame Sahraoui,2297,ma MAR,"FW,MF",fr Ligue 1,23,2001,14.4,804,11,58,300,456,67,804,79,35,44.3,43,54.4,535,3452,1750,69,39,23,39,23,631,159,Osame SahraouiLille
Lens,Wesley Said,2298,fr FRA,FW,fr Ligue 1,29,1995,10.1,325,3,21,151,156,41,325,19,9,47.4,10,52.6,185,884,419,16,10,8,18,9,239,53,Wesley SaidLens
Montpellier,Theo Sainte-Luce,2299,fr FRA,DF,fr Ligue 1,25,1998,11.3,490,45,161,193,139,18,490,20,12,60.0,8,40.0,199,1055,551,19,8,5,20,8,237,33,Theo Sainte-LuceMontpellier
Arsenal,Bukayo Saka,2300,eng ENG,"FW,MF",eng Premier League,22,2001,19.2,979,6,57,216,715,162,978,90,41,45.6,37,41.1,628,4253,2460,96,32,51,34,40,711,255,Bukayo SakaArsenal
RB Leipzig,Faik Sakar,2301,de GER,MF,de Bundesliga,16,2008,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Faik SakarRB Leipzig
Como,Marco Sala,2302,it ITA,DF,it Serie A,25,1999,2.9,173,9,54,69,51,1,173,2,1,50.0,0,0.0,113,565,311,10,10,1,1,1,116,16,Marco SalaComo
Lecce,Marco Sala,2303,it ITA,DF,it Serie A,25,1999,0.8,52,0,11,25,16,0,52,0,0,,0,,32,211,137,5,0,0,0,0,37,9,Marco SalaLecce
Brest,Ibrahim Salah,2304,ma MAR,FW,fr Ligue 1,22,2001,4.0,186,0,15,81,94,16,186,25,9,36.0,16,64.0,124,780,423,15,8,6,12,6,138,40,Ibrahim SalahBrest
Liverpool,Mohamed Salah,2305,eg EGY,FW,eng Premier League,32,1992,37.5,1695,11,97,500,1119,356,1686,137,58,42.3,72,52.6,1149,6973,3695,154,59,126,116,67,1407,488,Mohamed SalahLiverpool
Roma,Anass Salah-Eddine,2306,nl NED,DF,it Serie A,22,2002,1.7,117,3,25,45,49,4,117,3,0,0.0,3,100.0,61,431,283,8,5,2,2,1,86,15,Anass Salah-EddineRoma
Reims,Amine Salama,2307,fr FRA,FW,fr Ligue 1,24,2000,4.1,132,1,9,56,73,22,132,17,7,41.2,10,58.8,81,639,252,12,9,5,18,9,96,28,Amine SalamaReims
Mallorca,Jan Salas,2308,es ESP,"MF,FW",es La Liga,18,2005,0.5,32,1,10,13,9,0,32,0,0,,0,,13,83,69,1,1,0,1,0,21,4,Jan SalasMallorca
Sevilla,Kike Salas,2309,es ESP,DF,es La Liga,22,2002,24.9,1710,177,883,707,129,27,1710,5,3,60.0,2,40.0,717,2745,1430,7,3,0,11,2,1022,18,Kike SalasSevilla
St. Pauli,Manolis Saliakas,2310,gr GRE,"MF,DF",de Bundesliga,27,1996,25.7,1560,73,447,688,430,30,1560,9,3,33.3,5,55.6,653,2383,1293,28,34,2,6,6,876,80,Manolis SaliakasSt. Pauli
Arsenal,William Saliba,2311,fr FRA,DF,eng Premier League,23,2001,33.8,2824,190,1127,1571,142,18,2824,19,12,63.2,6,31.6,1756,7626,4154,16,17,1,19,8,2137,6,William SalibaArsenal
Monaco,Mohammed Salisu,2312,gh GHA,DF,fr Ligue 1,25,1999,11.4,905,106,372,510,25,14,905,1,0,0.0,1,100.0,545,2800,1519,8,2,0,6,1,596,3,Mohammed SalisuMonaco
Freiburg,Roland Sallai,2313,hu HUN,"FW,MF",de Bundesliga,27,1997,0.5,25,0,3,7,15,2,25,1,0,0.0,1,100.0,16,173,88,4,1,2,1,1,18,2,Roland SallaiFreiburg
Le Havre,Yoann Salmier,2314,gf GUF,DF,fr Ligue 1,31,1992,8.9,462,74,232,201,33,9,462,5,4,80.0,1,20.0,205,1202,630,7,3,0,4,0,236,1,Yoann SalmierLe Havre
