League,Squad,Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,PlSqu
Argentine Primera División,Barracas Central,Manuel Agustin Duarte,ar ARG,"MF,FW",23-286,4.3,1,10,2,20.0,2.31,0.46,0.1,0.5,23.6,0.0,0,0,0.5,0.5,0.05,0.5,0.5,Manuel Agustin DuarteBarracas Central
Argentine Primera División,Barracas Central,Facundo Bruera,ar ARG,"FW,MF",26-255,7.1,5,24,10,41.7,3.36,1.4,0.21,0.5,18.1,0.0,0,0,3.1,3.1,0.13,1.9,1.9,Facundo BrueraBarracas Central
Argentine Primera División,Barracas Central,Siro Rosane,ar ARG,MF,24-363,7.5,0,8,0,0.0,1.07,0.0,0.0,,25.3,0.0,0,0,0.2,0.2,0.02,-0.2,-0.2,Siro RosaneBarracas Central
Argentine Primera División,Barracas Central,Rafael Barrios,ar ARG,DF,32-013,4.0,0,3,0,0.0,0.74,0.0,0.0,,14.7,0.0,0,0,0.6,0.6,0.19,-0.6,-0.6,Rafael BarriosBarracas Central
Argentine Primera División,Barracas Central,Tomas Porra,ar ARG,"MF,FW",21-147,2.9,0,2,0,0.0,0.68,0.0,0.0,,15.4,0.0,0,0,0.4,0.4,0.19,-0.4,-0.4,Tomas PorraBarracas Central
Argentine Primera División,Barracas Central,Nicolas Capraro,ar ARG,DF,27-094,1.5,0,1,0,0.0,0.68,0.0,0.0,,10.6,0.0,0,0,0.1,0.1,0.1,-0.1,-0.1,Nicolas CapraroBarracas Central
Argentine Primera División,Barracas Central,Maximiliano Puig,ar ARG,FW,24-260,0.2,0,1,0,0.0,4.09,0.0,0.0,,16.9,0.0,0,0,0.1,0.1,0.11,-0.1,-0.1,Maximiliano PuigBarracas Central
Argentine Primera División,Barracas Central,Ignacio Tapia,ar ARG,FW,20-277,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Ignacio TapiaBarracas Central
Argentine Primera División,Barracas Central,Opponent Total,,,27.8,16.0,16,201,65,32.3,12.56,4.06,0.08,0.25,20.9,9.0,0,0,14.0,14.0,0.07,2.0,2.0,Opponent TotalBarracas Central
Argentine Primera División,Deportivo Riestra,Ignacio Arce,ar ARG,GK,33-058,16.0,0,1,0,0.0,0.06,0.0,0.0,,63.0,1.0,0,0,0.0,0.0,0.02,0.0,0.0,Ignacio ArceDeportivo Riestra
Argentine Primera División,Deportivo Riestra,Cristian Paz,ar ARG,DF,30-042,16.0,0,6,1,16.7,0.37,0.06,0.0,0.0,11.3,0.0,0,0,0.4,0.4,0.06,-0.4,-0.4,Cristian PazDeportivo Riestra
Argentine Primera División,Deportivo Riestra,Milton Celiz,ar ARG,MF,32-315,14.8,1,15,5,33.3,1.01,0.34,0.07,0.2,17.4,0.0,0,1,1.9,1.0,0.07,-0.9,0.0,Milton CelizDeportivo Riestra
Argentine Primera División,Deportivo Riestra,Jonathan Herrera,ar ARG,FW,33-262,12.8,4,28,9,32.1,2.18,0.7,0.14,0.44,16.2,1.0,0,1,4.1,3.3,0.12,-0.1,0.7,Jonathan HerreraDeportivo Riestra
Argentine Primera División,Deportivo Riestra,Nicolas Sansotre,ar ARG,DF,31-270,12.8,1,9,2,22.2,0.7,0.16,0.11,0.5,17.6,0.0,0,0,0.4,0.4,0.04,0.6,0.6,Nicolas SansotreDeportivo Riestra
Argentine Primera División,Deportivo Riestra,Jonatan Goitia,ar ARG,"MF,DF",30-307,12.5,0,5,1,20.0,0.4,0.08,0.0,0.0,26.1,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Jonatan GoitiaDeportivo Riestra
Argentine Primera División,Deportivo Riestra,Nicolas Benegas,ar ARG,FW,29-096,10.1,1,21,2,9.5,2.07,0.2,0.05,0.5,15.2,0.0,0,0,2.2,2.2,0.1,-1.2,-1.2,Nicolas BenegasDeportivo Riestra
Argentine Primera División,Deportivo Riestra,Pedro Ramirez,ar ARG,DF,25-062,10.2,0,4,2,50.0,0.39,0.2,0.0,0.0,13.7,0.0,0,0,1.1,1.1,0.27,-1.1,-1.1,Pedro RamirezDeportivo Riestra
Argentine Primera División,Deportivo Riestra,Facundo Mino,ar ARG,DF,25-232,7.5,0,2,0,0.0,0.27,0.0,0.0,,9.8,0.0,0,0,0.3,0.3,0.13,-0.3,-0.3,Facundo MinoDeportivo Riestra
Argentine Primera División,Deportivo Riestra,Antony Alonso,ar ARG,"MF,FW",27-025,6.3,3,10,6,60.0,1.59,0.95,0.3,0.5,13.0,0.0,0,0,1.2,1.2,0.12,1.8,1.8,Antony AlonsoDeportivo Riestra
Argentine Primera División,Deportivo Riestra,Nicolas Caro,ar ARG,DF,30-032,8.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Nicolas CaroDeportivo Riestra
Argentine Primera División,Deportivo Riestra,Mariano Bracamonte,ar ARG,DF,26-042,6.5,0,2,0,0.0,0.31,0.0,0.0,,29.0,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Mariano BracamonteDeportivo Riestra
Argentine Primera División,Deportivo Riestra,Pablo Monje,ar ARG,MF,28-119,6.6,0,1,0,0.0,0.15,0.0,0.0,,9.1,0.0,0,0,0.2,0.2,0.18,-0.2,-0.2,Pablo MonjeDeportivo Riestra
Argentine Primera División,Deportivo Riestra,Brian Sanchez,ar ARG,MF,31-359,5.5,0,5,2,40.0,0.91,0.36,0.0,0.0,15.7,0.0,0,0,0.5,0.5,0.11,-0.5,-0.5,Brian SanchezDeportivo Riestra
Argentine Primera División,Deportivo Riestra,Juan Randazzo,ar ARG,DF,30-237,5.2,1,2,1,50.0,0.39,0.19,0.5,1.0,6.3,0.0,0,0,0.6,0.6,0.29,0.4,0.4,Juan RandazzoDeportivo Riestra
Argentine Primera División,Deportivo Riestra,Mario Sanabria,ar ARG,MF,22-315,4.4,0,2,0,0.0,0.46,0.0,0.0,,26.6,0.0,0,0,0.2,0.2,0.12,-0.2,-0.2,Mario SanabriaDeportivo Riestra
Argentine Primera División,Deportivo Riestra,Rodrigo Sayavedra,ar ARG,"DF,MF",29-319,4.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Rodrigo SayavedraDeportivo Riestra
Argentine Primera División,Deportivo Riestra,Rodrigo Gallo,ar ARG,DF,24-213,4.0,0,2,0,0.0,0.5,0.0,0.0,,20.8,1.0,0,0,0.2,0.2,0.11,-0.2,-0.2,Rodrigo GalloDeportivo Riestra
Argentine Primera División,Deportivo Riestra,Alexander Diaz,ar ARG,"FW,MF",25-134,4.3,0,5,1,20.0,1.17,0.23,0.0,0.0,22.5,0.0,0,0,0.3,0.3,0.06,-0.3,-0.3,Alexander DiazDeportivo Riestra
Argentine Primera División,Deportivo Riestra,Eric Joel Tovo,ar ARG,DF,33-091,2.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Eric Joel TovoDeportivo Riestra
Argentine Primera División,Deportivo Riestra,Gonzalo Bravo,ar ARG,"MF,FW",35-018,1.4,0,4,3,75.0,2.81,2.11,0.0,0.0,14.7,0.0,0,0,0.5,0.5,0.11,-0.5,-0.5,Gonzalo BravoDeportivo Riestra
Argentine Primera División,Deportivo Riestra,Gustavo Fernandez,ar ARG,FW,34-305,0.8,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Gustavo FernandezDeportivo Riestra
Argentine Primera División,Deportivo Riestra,Gabriel Obredor,ar ARG,"MF,FW",28-150,1.6,1,3,1,33.3,1.91,0.64,0.33,1.0,13.8,0.0,0,0,0.3,0.3,0.09,0.7,0.7,Gabriel ObredorDeportivo Riestra
Argentine Primera División,Deportivo Riestra,Braian Guille,ar ARG,"MF,FW",27-309,1.0,1,3,1,33.3,3.1,1.03,0.33,1.0,21.5,0.0,0,0,0.2,0.2,0.08,0.8,0.8,Braian GuilleDeportivo Riestra
Argentine Primera División,Deportivo Riestra,Franco Fagundez,uy URU,FW,26-173,0.4,0,1,0,0.0,2.65,0.0,0.0,,12.3,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Franco FagundezDeportivo Riestra
Argentine Primera División,Deportivo Riestra,Mateo Ramirez,ar ARG,"MF,DF",30-138,0.3,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Mateo RamirezDeportivo Riestra
Argentine Primera División,Deportivo Riestra,Yaison Murillo,co COL,MF,31-202,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Yaison MurilloDeportivo Riestra
Argentine Primera División,Deportivo Riestra,Sergio Ortiz,ar ARG,MF,24-102,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Sergio OrtizDeportivo Riestra
Argentine Primera División,Deportivo Riestra,Opponent Total,,,28.1,16.0,5,223,51,22.9,13.94,3.19,0.01,0.06,20.3,12.0,2,2,16.7,15.1,0.07,-11.7,-12.1,Opponent TotalDeportivo Riestra
Argentine Primera División,Platense,Juan Cozzani,ar ARG,GK,26-239,16.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Juan CozzaniPlatense
Argentine Primera División,Platense,Ignacio Vazquez,ar ARG,DF,27-355,16.0,1,11,2,18.2,0.69,0.12,0.09,0.5,13.2,0.0,0,0,0.7,0.7,0.06,0.3,0.3,Ignacio VazquezPlatense
Argentine Primera División,Platense,Guido Mainero,ar ARG,"FW,MF",30-074,13.8,3,17,9,52.9,1.23,0.65,0.18,0.33,17.8,0.0,0,0,1.4,1.4,0.08,1.6,1.6,Guido MaineroPlatense
Argentine Primera División,Platense,Oscar Salomon,ar ARG,DF,26-075,15.0,0,4,0,0.0,0.27,0.0,0.0,,11.2,0.0,0,0,0.3,0.3,0.07,-0.3,-0.3,Oscar SalomonPlatense
Argentine Primera División,Platense,Leonel Picco,ar ARG,MF,25-226,14.3,0,9,1,11.1,0.63,0.07,0.0,0.0,18.4,0.0,0,0,0.3,0.3,0.04,-0.3,-0.3,Leonel PiccoPlatense
Argentine Primera División,Platense,Vicente Taborda,ar ARG,"FW,MF",23-354,13.2,4,18,8,44.4,1.37,0.61,0.22,0.5,20.0,2.0,0,0,2.7,2.7,0.15,1.3,1.3,Vicente TabordaPlatense
Argentine Primera División,Platense,Juan Saborido,ar ARG,DF,27-041,11.5,0,7,3,42.9,0.61,0.26,0.0,0.0,24.4,0.0,0,0,0.1,0.1,0.01,-0.1,-0.1,Juan SaboridoPlatense
Argentine Primera División,Platense,Augusto Lotti,it ITA,FW,28-360,10.3,1,18,6,33.3,1.75,0.58,0.06,0.17,15.1,0.0,0,1,2.4,1.6,0.09,-1.4,-0.6,Augusto LottiPlatense
Argentine Primera División,Platense,Rodrigo Herrera,ar ARG,MF,24-307,10.1,0,8,1,12.5,0.79,0.1,0.0,0.0,16.5,0.0,0,0,0.7,0.7,0.09,-0.7,-0.7,Rodrigo HerreraPlatense
Argentine Primera División,Platense,Franco Zapiola,ar ARG,"MF,FW",24-106,8.1,0,17,5,29.4,2.1,0.62,0.0,0.0,21.9,1.0,0,0,0.9,0.9,0.05,-0.9,-0.9,Franco ZapiolaPlatense
Argentine Primera División,Platense,Tomas Silva,ar ARG,DF,22-089,8.8,0,8,1,12.5,0.91,0.11,0.0,0.0,26.4,0.0,0,0,0.3,0.3,0.04,-0.3,-0.3,Tomas SilvaPlatense
Argentine Primera División,Platense,Ronaldo Martinez,py PAR,"MF,FW",29-041,7.2,2,14,5,35.7,1.94,0.69,0.14,0.4,12.8,0.0,0,0,2.1,2.1,0.13,-0.1,-0.1,Ronaldo MartinezPlatense
Argentine Primera División,Platense,Jonathan Bay,ar ARG,DF,32-124,5.3,0,3,0,0.0,0.56,0.0,0.0,,25.7,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,Jonathan BayPlatense
Argentine Primera División,Platense,Fernando Juarez,ar ARG,MF,26-286,5.8,0,2,0,0.0,0.34,0.0,0.0,,25.3,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Fernando JuarezPlatense
Argentine Primera División,Platense,Bautista Barros Schelotto,ar ARG,DF,25-143,4.5,0,1,1,100.0,0.22,0.22,0.0,0.0,23.1,0.0,0,0,0.0,0.0,0.03,0.0,0.0,Bautista Barros SchelottoPlatense
Argentine Primera División,Platense,Nicolas Orsini,ar ARG,FW,30-266,2.4,0,9,1,11.1,3.77,0.42,0.0,0.0,13.8,0.0,0,0,1.2,1.2,0.13,-1.2,-1.2,Nicolas OrsiniPlatense
Argentine Primera División,Platense,Maximiliano Rodriguez,cl CHI,FW,25-005,1.8,0,6,2,33.3,3.42,1.14,0.0,0.0,14.8,0.0,0,0,0.8,0.8,0.08,-0.8,-0.8,Maximiliano RodriguezPlatense
Argentine Primera División,Platense,Franco Baldassarra,ar ARG,MF,26-249,1.7,0,3,1,33.3,1.74,0.58,0.0,0.0,28.9,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Franco BaldassarraPlatense
Argentine Primera División,Platense,Franco Minerva,ar ARG,"MF,FW",19-005,1.3,0,2,1,50.0,1.5,0.75,0.0,0.0,27.7,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Franco MinervaPlatense
Argentine Primera División,Platense,Juan Pignani,ar ARG,DF,23-338,1.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Juan PignaniPlatense
Argentine Primera División,Platense,Edgar Elizalde,uy URU,DF,25-098,0.9,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Edgar ElizaldePlatense
Argentine Primera División,Platense,Raul Lozano,ar ARG,DF,27-276,0.8,0,1,0,0.0,1.23,0.0,0.0,,30.3,0.0,0,0,0.0,0.0,0.01,0.0,0.0,Raul LozanoPlatense
Argentine Primera División,Platense,Ignacio Schor,ar ARG,"FW,MF",24-305,3.5,0,2,2,100.0,0.57,0.57,0.0,0.0,13.0,0.0,0,0,1.1,1.1,0.23,-1.1,-1.1,Ignacio SchorPlatense
Argentine Primera División,Platense,Enzo Martin Roldan,ar ARG,MF,24-179,0.8,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Enzo Martin RoldanPlatense
Argentine Primera División,Platense,Santiago Toloza,ar ARG,"FW,MF",22-220,0.6,0,4,0,0.0,6.79,0.0,0.0,,27.4,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,Santiago TolozaPlatense
Argentine Primera División,Platense,Tobias Cervera,sy SYR,"FW,MF",22-303,0.5,0,1,0,0.0,1.96,0.0,0.0,,23.4,0.0,0,0,0.0,0.0,0.03,0.0,0.0,Tobias CerveraPlatense
Argentine Primera División,Platense,Rodrigo Marquez,ar ARG,"FW,MF",23-110,0.3,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Rodrigo MarquezPlatense
Argentine Primera División,Platense,Gonzalo Goni,ar ARG,FW,26-293,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Gonzalo GoniPlatense
Argentine Primera División,Platense,Opponent Total,,,28.1,16.0,9,172,55,32.0,10.75,3.44,0.04,0.13,18.7,4.0,2,2,16.7,15.1,0.09,-7.7,-8.1,Opponent TotalPlatense
Argentine Primera División,Estudiantes LP,Matias Mansilla,ar ARG,GK,29-110,16.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matias MansillaEstudiantes LP
Argentine Primera División,Estudiantes LP,Eric Meza,ar ARG,DF,26-058,14.3,0,9,2,22.2,0.63,0.14,0.0,0.0,23.4,0.0,0,0,0.3,0.3,0.03,-0.3,-0.3,Eric MezaEstudiantes LP
Argentine Primera División,Estudiantes LP,Tiago Palacios,uy URU,"FW,MF",24-069,13.1,3,40,9,22.5,3.06,0.69,0.08,0.33,20.1,1.0,0,0,3.0,3.0,0.07,0.0,0.0,Tiago PalaciosEstudiantes LP
Argentine Primera División,Estudiantes LP,Santiago Ascacibar,ar ARG,MF,28-100,13.0,4,18,11,61.1,1.38,0.85,0.22,0.36,18.4,0.0,0,0,2.3,2.3,0.13,1.7,1.7,Santiago AscacibarEstudiantes LP
Argentine Primera División,Estudiantes LP,Santiago Nunez,ar ARG,DF,25-037,12.1,0,3,0,0.0,0.25,0.0,0.0,,12.6,0.0,0,0,0.2,0.2,0.08,-0.2,-0.2,Santiago NunezEstudiantes LP
Argentine Primera División,Estudiantes LP,Gabriel Neves,uy URU,MF,27-298,11.5,2,7,2,28.6,0.61,0.17,0.29,1.0,25.2,0.0,0,0,0.3,0.3,0.04,1.7,1.7,Gabriel NevesEstudiantes LP
Argentine Primera División,Estudiantes LP,Sebastian Boselli,uy URU,DF,21-183,11.6,0,5,0,0.0,0.43,0.0,0.0,,13.3,0.0,0,0,0.3,0.3,0.06,-0.3,-0.3,Sebastian BoselliEstudiantes LP
Argentine Primera División,Estudiantes LP,Santiago Arzamendia,py PAR,DF,27-031,9.8,1,15,6,40.0,1.53,0.61,0.07,0.17,19.6,1.0,0,0,1.2,1.2,0.08,-0.2,-0.2,Santiago ArzamendiaEstudiantes LP
Argentine Primera División,Estudiantes LP,Guido Carrillo,ar ARG,FW,34-011,8.2,0,23,9,39.1,2.79,1.09,0.0,0.0,12.5,0.0,0,0,1.9,1.9,0.08,-1.9,-1.9,Guido CarrilloEstudiantes LP
Argentine Primera División,Estudiantes LP,Cristian Medina,ar ARG,"MF,FW",23-004,7.3,0,10,3,30.0,1.36,0.41,0.0,0.0,14.3,0.0,0,0,1.4,1.4,0.14,-1.4,-1.4,Cristian MedinaEstudiantes LP
Argentine Primera División,Estudiantes LP,Lucas Alario,ar ARG,FW,32-240,6.7,1,8,2,25.0,1.2,0.3,0.0,0.0,15.4,0.0,1,1,1.5,0.7,0.09,-0.5,-0.7,Lucas AlarioEstudiantes LP
Argentine Primera División,Estudiantes LP,Jose Sosa,ar ARG,"MF,FW",39-351,5.7,1,6,1,16.7,1.06,0.18,0.17,1.0,22.6,3.0,0,0,0.4,0.4,0.07,0.6,0.6,Jose SosaEstudiantes LP
Argentine Primera División,Estudiantes LP,Gaston Benedetti,ar ARG,DF,24-068,6.0,0,8,2,25.0,1.33,0.33,0.0,0.0,25.4,0.0,0,0,0.3,0.3,0.03,-0.3,-0.3,Gaston BenedettiEstudiantes LP
Argentine Primera División,Estudiantes LP,Joaquin Burgos,ar ARG,"FW,MF",20-173,5.3,2,8,4,50.0,1.52,0.76,0.25,0.5,18.6,1.0,0,0,0.7,0.7,0.08,1.3,1.3,Joaquin BurgosEstudiantes LP
Argentine Primera División,Estudiantes LP,Facundo Rodriguez,ar ARG,DF,25-099,5.9,0,2,1,50.0,0.34,0.17,0.0,0.0,20.9,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,Facundo RodriguezEstudiantes LP
Argentine Primera División,Estudiantes LP,Ramiro Funes Mori,ar ARG,DF,34-092,4.0,0,1,1,100.0,0.25,0.25,0.0,0.0,10.4,0.0,0,0,0.0,0.0,0.05,0.0,0.0,Ramiro Funes MoriEstudiantes LP
Argentine Primera División,Estudiantes LP,Edwuin Cetre,co COL,"FW,MF",27-155,5.6,1,18,5,27.8,3.19,0.89,0.06,0.2,20.3,3.0,0,0,1.3,1.3,0.07,-0.3,-0.3,Edwuin CetreEstudiantes LP
Argentine Primera División,Estudiantes LP,Lucas Piovi,ar ARG,MF,32-289,3.9,0,3,1,33.3,0.77,0.26,0.0,0.0,24.6,0.0,0,0,0.2,0.2,0.07,-0.2,-0.2,Lucas PioviEstudiantes LP
Argentine Primera División,Estudiantes LP,Alexis Castro,ar ARG,"FW,MF",30-230,3.4,1,3,1,33.3,0.89,0.3,0.33,1.0,13.8,0.0,0,0,1.8,1.8,0.61,-0.8,-0.8,Alexis CastroEstudiantes LP
Argentine Primera División,Estudiantes LP,Alexis Manyoma,co COL,"MF,FW",22-153,4.2,0,6,1,16.7,1.44,0.24,0.0,0.0,21.9,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2,Alexis ManyomaEstudiantes LP
Argentine Primera División,Estudiantes LP,Bautista Kociubinski,ar ARG,"MF,FW",24-040,2.0,0,3,1,33.3,1.47,0.49,0.0,0.0,20.6,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,Bautista KociubinskiEstudiantes LP
Argentine Primera División,Estudiantes LP,Facundo Farias,ar ARG,"MF,FW",22-281,1.9,0,1,0,0.0,0.53,0.0,0.0,,25.2,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,Facundo FariasEstudiantes LP
Argentine Primera División,Estudiantes LP,Luciano Gimenez,ar ARG,"FW,MF",25-107,2.3,2,10,3,30.0,4.31,1.29,0.2,0.67,12.3,0.0,0,0,1.1,1.1,0.11,0.9,0.9,Luciano GimenezEstudiantes LP
Argentine Primera División,Estudiantes LP,Roman Gomez,ar ARG,DF,20-326,1.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Roman GomezEstudiantes LP
Argentine Primera División,Estudiantes LP,Fabricio Perez,ar ARG,"MF,FW",19-180,0.7,0,1,0,0.0,1.53,0.0,0.0,,24.9,0.0,0,0,0.0,0.0,0.03,0.0,0.0,Fabricio PerezEstudiantes LP
Argentine Primera División,Estudiantes LP,Opponent Total,,,28.1,16.0,19,194,50,25.8,12.12,3.12,0.09,0.36,20.5,7.0,1,2,15.8,14.2,0.07,3.2,3.8,Opponent TotalEstudiantes LP
Argentine Primera División,Lanus,Sasha Marcich,ar ARG,DF,27-007,15.2,0,11,3,27.3,0.73,0.2,0.0,0.0,25.3,0.0,0,0,0.3,0.3,0.03,-0.3,-0.3,Sasha MarcichLanus
Argentine Primera División,Lanus,Nahuel Losada,ar ARG,GK,32-049,15.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Nahuel LosadaLanus
Argentine Primera División,Lanus,Marcelino Moreno,ar ARG,MF,30-345,14.9,4,31,12,38.7,2.07,0.8,0.13,0.33,19.3,3.0,0,0,2.8,2.8,0.09,1.2,1.2,Marcelino MorenoLanus
Argentine Primera División,Lanus,Carlos Izquierdoz,ar ARG,DF,36-214,14.5,0,11,3,27.3,0.76,0.21,0.0,0.0,10.4,0.0,0,0,0.9,0.9,0.08,-0.9,-0.9,Carlos IzquierdozLanus
Argentine Primera División,Lanus,Agustin Cardozo,ar ARG,MF,28-006,13.4,0,6,2,33.3,0.45,0.15,0.0,0.0,19.5,0.0,0,0,0.3,0.3,0.06,-0.3,-0.3,Agustin CardozoLanus
Argentine Primera División,Lanus,Eduardo Salvio,ar ARG,FW,34-327,12.3,3,19,10,52.6,1.55,0.82,0.05,0.1,18.4,0.0,2,2,3.2,1.6,0.08,-0.2,-0.6,Eduardo SalvioLanus
Argentine Primera División,Lanus,Walter Bou,ar ARG,FW,31-284,11.4,3,27,10,37.0,2.38,0.88,0.07,0.2,15.5,0.0,1,1,3.6,2.8,0.1,-0.6,-0.8,Walter BouLanus
Argentine Primera División,Lanus,Ronaldo Dejesus,py PAR,DF,,11.0,0,16,2,12.5,1.46,0.18,0.0,0.0,12.8,0.0,0,0,0.9,0.9,0.06,-0.9,-0.9,Ronaldo DejesusLanus
Argentine Primera División,Lanus,Ramiro Carrera,ar ARG,"MF,FW",31-224,8.5,1,20,8,40.0,2.36,0.94,0.05,0.13,20.7,0.0,0,0,0.9,0.9,0.05,0.1,0.1,Ramiro CarreraLanus
Argentine Primera División,Lanus,Gonzalo Perez,uy URU,DF,24-152,7.5,0,3,0,0.0,0.4,0.0,0.0,,21.4,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,Gonzalo PerezLanus
Argentine Primera División,Lanus,Ezequiel Munoz,ar ARG,DF,34-240,7.0,0,4,1,25.0,0.57,0.14,0.0,0.0,12.5,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Ezequiel MunozLanus
Argentine Primera División,Lanus,Alexis Segovia,ar ARG,FW,20-355,6.1,1,8,3,37.5,1.32,0.5,0.13,0.33,24.7,0.0,0,0,0.4,0.4,0.05,0.6,0.6,Alexis SegoviaLanus
Argentine Primera División,Lanus,Dylan Aquino,ar ARG,FW,20-001,7.1,0,20,5,25.0,2.83,0.71,0.0,0.0,22.0,1.0,0,0,1.4,1.4,0.07,-1.4,-1.4,Dylan AquinoLanus
Argentine Primera División,Lanus,Felipe Pena,ar ARG,MF,24-061,4.1,0,7,0,0.0,1.71,0.0,0.0,,14.7,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2,Felipe PenaLanus
Argentine Primera División,Lanus,Agustin Medina,,MF,,6.0,0,3,1,33.3,0.5,0.17,0.0,0.0,30.1,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,Agustin MedinaLanus
Argentine Primera División,Lanus,Armando Mendez,uy URU,DF,29-066,4.2,0,2,2,100.0,0.48,0.48,0.0,0.0,9.7,0.0,0,0,0.3,0.3,0.15,-0.3,-0.3,Armando MendezLanus
Argentine Primera División,Lanus,Juan Ramirez,ar ARG,"MF,FW",32-011,3.4,0,1,0,0.0,0.3,0.0,0.0,,15.4,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,Juan RamirezLanus
Argentine Primera División,Lanus,Juan Caceres,py PAR,DF,25-004,3.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Juan CaceresLanus
Argentine Primera División,Lanus,Franco Orozco,ar ARG,FW,23-147,2.3,0,4,2,50.0,1.72,0.86,0.0,0.0,19.3,0.0,0,0,0.5,0.5,0.11,-0.5,-0.5,Franco OrozcoLanus
Argentine Primera División,Lanus,Bruno Cabrera,ar ARG,FW,21-349,2.2,0,2,2,100.0,0.9,0.9,0.0,0.0,10.9,0.0,0,0,0.2,0.2,0.09,-0.2,-0.2,Bruno CabreraLanus
Argentine Primera División,Lanus,Alexis Canelo,ar ARG,FW,33-122,2.5,1,16,5,31.3,6.29,1.97,0.06,0.2,14.4,0.0,0,0,2.9,2.9,0.2,-1.9,-1.9,Alexis CaneloLanus
Argentine Primera División,Lanus,Leonel Cardozo,ar ARG,DF,21-147,1.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Leonel CardozoLanus
Argentine Primera División,Lanus,Lautaro Morales,ar ARG,GK,25-171,1.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Lautaro MoralesLanus
Argentine Primera División,Lanus,Agustin Rodriguez,ar ARG,"MF,FW",21-034,0.9,0,2,0,0.0,2.34,0.0,0.0,,17.7,0.0,0,0,0.3,0.3,0.17,-0.3,-0.3,Agustin RodriguezLanus
Argentine Primera División,Lanus,Octavio Ontivero,ar ARG,DF,19-146,0.8,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Octavio OntiveroLanus
Argentine Primera División,Lanus,Lautaro Acosta,ar ARG,FW,37-083,0.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Lautaro AcostaLanus
Argentine Primera División,Lanus,Facundo Sanchez,ar ARG,MF,19-302,0.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Facundo SanchezLanus
Argentine Primera División,Lanus,Mariano Gerez,ar ARG,MF,19-137,0.1,0,1,0,0.0,8.18,0.0,0.0,,21.2,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Mariano GerezLanus
Argentine Primera División,Lanus,Luciano Boggio,it ITA,MF,26-087,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Luciano BoggioLanus
