Squad,Player,PlSqu,Rk,Nation,Pos,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_p90,Ast_p90,G+A_p90,G-PK_p90,G+A-PK_p90,xG_p90,xAG_p90,xG+xAG_p90,npxG_p90,npxG+xAG_p90
Freiburg,Lukas Kubler,Lukas KublerFreiburg,1419,de GER,DF,de Bundesliga,31,1992,28,22,1842,20.5,5,1,6,5,0,0,5,0,2.7,2.7,0.8,3.5,24,78,49,0.24,0.05,0.29,0.24,0.29,0.13,0.04,0.17,0.13,0.17
Real Sociedad,Takefusa Kubo,Takefusa KuboReal Sociedad,1420,jp JPN,"MF,FW",es La Liga,23,2001,36,27,2372,26.4,5,0,5,5,0,0,5,0,3.6,3.6,4.5,8.0,133,110,218,0.19,0.00,0.19,0.19,0.19,0.14,0.17,0.31,0.14,0.31
West Ham,Mohammed Kudus,Mohammed KudusWest Ham,1421,gh GHA,"FW,MF",eng Premier League,23,2000,32,31,2590,28.8,5,3,8,5,0,0,2,1,6.9,6.9,3.1,10.0,98,79,216,0.17,0.10,0.28,0.17,0.28,0.24,0.11,0.35,0.24,0.35
Tottenham,Dejan Kulusevski,Dejan KulusevskiTottenham,1422,se SWE,"MF,FW",eng Premier League,24,2000,32,27,2389,26.5,7,4,11,7,0,0,3,0,4.2,4.2,6.2,10.4,120,124,210,0.26,0.15,0.41,0.26,0.41,0.16,0.23,0.39,0.16,0.39
Lyon,Sael Kumbedi,Sael KumbediLyon,1423,fr FRA,DF,fr Ligue 1,19,2005,14,12,951,10.6,0,0,0,0,0,0,2,0,0.3,0.3,0.3,0.6,23,37,71,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06
Espanyol,Marash Kumbulla,Marash KumbullaEspanyol,1424,al ALB,DF,es La Liga,24,2000,35,34,2972,33.0,3,0,3,3,0,0,9,0,1.8,1.8,0.0,1.9,11,71,3,0.09,0.00,0.09,0.09,0.09,0.05,0.00,0.06,0.05,0.06
Bayern Munich,Jonah Kusi-Asare,Jonah Kusi-AsareBayern Munich,1425,se SWE,FW,de Bundesliga,17,2007,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.12,0.00,1.12,1.12,1.12
Le Havre,Daler Kuzyaev,Daler KuzyaevLe Havre,1426,ru RUS,MF,fr Ligue 1,31,1993,12,6,567,6.3,1,0,1,1,0,0,1,0,0.2,0.2,0.6,0.8,4,32,9,0.16,0.00,0.16,0.16,0.16,0.03,0.09,0.12,0.03,0.12
Napoli,Khvicha Kvaratskhelia,Khvicha KvaratskheliaNapoli,1427,ge GEO,"FW,MF",it Serie A,23,2001,17,15,1178,13.1,5,3,8,4,1,1,1,0,4.1,3.4,3.7,7.0,74,57,89,0.38,0.23,0.61,0.31,0.53,0.32,0.28,0.60,0.26,0.54
Paris S-G,Khvicha Kvaratskhelia,Khvicha KvaratskheliaParis S-G,1428,ge GEO,FW,fr Ligue 1,23,2001,14,11,916,10.2,4,3,7,4,0,0,0,0,3.3,3.3,4.9,8.2,50,43,131,0.39,0.29,0.69,0.39,0.69,0.32,0.48,0.80,0.32,0.80
Bochum,Moritz-Broni Kwarteng,Moritz-Broni KwartengBochum,1429,gh GHA,"MF,FW",de Bundesliga,26,1998,7,0,172,1.9,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,4,12,16,0.00,0.00,0.00,0.00,0.00,0.10,0.09,0.19,0.10,0.19
Monza,Giorgos Kyriakopoulos,Giorgos KyriakopoulosMonza,1430,gr GRE,DF,it Serie A,28,1996,34,33,2845,31.6,2,4,6,2,0,0,5,0,0.9,0.9,3.3,4.2,67,97,132,0.06,0.13,0.19,0.06,0.19,0.03,0.10,0.13,0.03,0.13
Celta Vigo,Luca de la Torre,Luca de la TorreCelta Vigo,1431,us USA,MF,es La Liga,26,1998,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Lens,Remy Labeau Lascary,Remy Labeau LascaryLens,1432,gp GLP,"FW,MF",fr Ligue 1,21,2003,14,6,637,7.1,2,1,3,2,0,0,5,0,2.5,2.5,1.1,3.6,17,7,71,0.28,0.14,0.42,0.28,0.42,0.36,0.15,0.51,0.36,0.51
Nice,Gaetan Laborde,Gaetan LabordeNice,1433,fr FRA,FW,fr Ligue 1,30,1994,28,20,1829,20.3,11,4,15,7,4,4,1,0,11.7,8.6,3.5,12.0,30,40,131,0.54,0.20,0.74,0.34,0.54,0.58,0.17,0.75,0.42,0.59
Augsburg,Nediljko Labrovic,Nediljko LabrovicAugsburg,1434,hr CRO,GK,de Bundesliga,24,1999,15,15,1350,15.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Lyon,Alexandre Lacazette,Alexandre LacazetteLyon,1435,fr FRA,FW,fr Ligue 1,33,1991,30,24,2051,22.8,15,2,17,10,5,6,5,0,16.3,11.7,3.4,15.0,24,66,159,0.66,0.09,0.75,0.44,0.53,0.71,0.15,0.86,0.51,0.66
Lille,Younes Lachaab,Younes LachaabLille,1436,fr FRA,"MF,FW",fr Ligue 1,19,2005,2,0,9,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,1,0.00,0.00,0.00,0.00,0.00,0.95,0.00,0.95,0.95,0.95
Crystal Palace,Maxence Lacroix,Maxence LacroixCrystal Palace,1437,fr FRA,DF,eng Premier League,24,2000,35,35,3116,34.6,1,1,2,1,0,0,5,0,3.4,3.4,1.0,4.4,8,65,7,0.03,0.03,0.06,0.03,0.06,0.10,0.03,0.13,0.10,0.13
Nantes,Alban Lafont,Alban LafontNantes,1438,fr FRA,GK,fr Ligue 1,25,1999,12,12,1080,12.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Celta Vigo,Yoel Lago,Yoel LagoCelta Vigo,1439,es ESP,DF,es La Liga,20,2004,8,7,583,6.5,0,1,1,0,0,0,2,0,0.0,0.0,0.1,0.1,1,31,0,0.00,0.15,0.15,0.00,0.15,0.00,0.02,0.02,0.00,0.02
Bayern Munich,Konrad Laimer,Konrad LaimerBayern Munich,1440,at AUT,DF,de Bundesliga,27,1997,29,19,1699,18.9,2,2,4,2,0,0,8,0,2.1,2.1,2.7,4.8,87,141,113,0.11,0.11,0.21,0.11,0.21,0.11,0.14,0.25,0.11,0.25
Gladbach,Stefan Lainer,Stefan LainerGladbach,1441,at AUT,DF,de Bundesliga,31,1992,21,6,757,8.4,1,0,1,1,0,0,2,0,0.3,0.3,1.0,1.3,25,25,32,0.12,0.00,0.12,0.12,0.12,0.04,0.12,0.15,0.04,0.15
Brest,Kenny Lala,Kenny LalaBrest,1442,mg MAD,DF,fr Ligue 1,32,1991,30,29,2686,29.8,3,2,5,0,3,3,5,0,3.0,0.6,4.3,4.9,58,138,91,0.10,0.07,0.17,0.00,0.07,0.10,0.14,0.24,0.02,0.17
Southampton,Adam Lallana,Adam LallanaSouthampton,1443,eng ENG,MF,eng Premier League,36,1988,14,5,361,4.0,0,2,2,0,0,0,4,0,0.2,0.2,0.9,1.1,6,24,10,0.00,0.50,0.50,0.00,0.50,0.04,0.23,0.27,0.04,0.27
Hellas Verona,Mathis Lambourde,Mathis LambourdeHellas Verona,1444,fr FRA,"FW,MF",it Serie A,18,2006,7,0,89,1.0,1,0,1,1,0,0,1,0,0.2,0.2,0.1,0.2,1,0,12,1.01,0.00,1.01,1.01,1.01,0.15,0.09,0.24,0.15,0.24
Lille,Mohamed Lamine Bayo,Mohamed Lamine BayoLille,1445,gn GUI,FW,fr Ligue 1,26,1998,12,4,309,3.4,2,1,3,2,0,0,1,0,2.2,2.2,0.5,2.7,4,4,20,0.58,0.29,0.87,0.58,0.87,0.65,0.15,0.80,0.65,0.80
Brighton,Tariq Lamptey,Tariq LampteyBrighton,1446,gh GHA,DF,eng Premier League,23,2000,15,10,860,9.6,2,2,4,2,0,0,0,0,0.4,0.4,0.8,1.2,32,14,45,0.21,0.21,0.42,0.21,0.42,0.04,0.08,0.12,0.04,0.12
Tottenham,Will Lankshear,Will LankshearTottenham,1447,eng ENG,"FW,MF",eng Premier League,19,2005,3,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Cagliari,Gianluca Lapadula,Gianluca LapadulaCagliari,1448,pe PER,"FW,MF",it Serie A,34,1990,12,1,310,3.4,0,0,0,0,0,0,1,0,1.4,1.4,0.1,1.4,7,7,16,0.00,0.00,0.00,0.00,0.00,0.40,0.02,0.42,0.40,0.42
Mallorca,Cyle Larin,Cyle LarinMallorca,1449,ca CAN,FW,es La Liga,29,1995,32,21,1764,19.6,7,2,9,6,1,1,4,0,6.9,6.1,1.4,7.5,20,20,95,0.36,0.10,0.46,0.31,0.41,0.35,0.07,0.42,0.31,0.38
Saint-Etienne,Gautier Larsonneur,Gautier LarsonneurSaint-Etienne,1450,fr FRA,GK,fr Ligue 1,27,1997,34,34,3060,34.0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Eint Frankfurt,Hugo Larsson,Hugo LarssonEint Frankfurt,1451,se SWE,MF,de Bundesliga,20,2004,33,28,2393,26.6,3,1,4,3,0,0,2,0,3.1,3.1,2.1,5.2,16,121,33,0.11,0.04,0.15,0.11,0.15,0.12,0.08,0.19,0.12,0.19
Valladolid,Juanmi Latasa,Juanmi LatasaValladolid,1452,es ESP,FW,es La Liga,23,2001,28,14,1398,15.5,3,0,3,3,0,0,6,1,4.2,4.2,0.9,5.1,3,17,40,0.19,0.00,0.19,0.19,0.19,0.27,0.06,0.33,0.27,0.33
Mallorca,Toni Lato,Toni LatoMallorca,1453,es ESP,DF,es La Liga,26,1997,14,7,621,6.9,0,0,0,0,0,0,1,1,0.0,0.0,0.4,0.4,15,26,35,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06
Chelsea,Romeo Lavia,Romeo LaviaChelsea,1454,be BEL,MF,eng Premier League,20,2004,16,11,797,8.9,0,1,1,0,0,0,4,0,0.3,0.3,0.7,1.0,3,31,7,0.00,0.11,0.11,0.00,0.11,0.03,0.08,0.11,0.03,0.11
Torino,Valentino Lazaro,Valentino LazaroTorino,1455,at AUT,"DF,FW",it Serie A,28,1996,33,26,2307,25.6,0,6,6,0,0,0,6,0,1.0,1.0,3.3,4.4,35,76,131,0.00,0.23,0.23,0.00,0.23,0.04,0.13,0.17,0.04,0.17
Hellas Verona,Darko Lazovic,Darko LazovicHellas Verona,1456,rs SRB,"DF,MF",it Serie A,33,1990,27,17,1459,16.2,2,3,5,1,1,1,0,0,2.5,1.7,3.4,5.1,22,40,88,0.12,0.19,0.31,0.06,0.25,0.15,0.21,0.36,0.11,0.31
Lazio,Manuel Lazzari,Manuel LazzariLazio,1457,it ITA,DF,it Serie A,30,1993,25,16,1406,15.6,0,1,1,0,0,0,3,0,0.1,0.1,1.3,1.4,72,66,96,0.00,0.06,0.06,0.00,0.06,0.01,0.08,0.09,0.01,0.09
Brest,Julien Le Cardinal,Julien Le CardinalBrest,1458,fr FRA,DF,fr Ligue 1,26,1997,16,15,1378,15.3,0,1,1,0,0,0,3,0,0.4,0.4,0.3,0.7,7,39,1,0.00,0.07,0.07,0.00,0.07,0.03,0.02,0.05,0.03,0.05
Brest,Jeremy Le Douaron,Jeremy Le DouaronBrest,1459,fr FRA,FW,fr Ligue 1,26,1998,2,1,102,1.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,1,7,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14
Roma,Enzo Le Fee,Enzo Le FeeRoma,1460,fr FRA,MF,it Serie A,24,2000,6,4,318,3.5,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,15,28,3,0.00,0.00,0.00,0.00,0.00,0.06,0.03,0.10,0.06,0.10
Atletico Madrid,Robin Le Normand,Robin Le NormandAtletico Madrid,1461,es ESP,DF,es La Liga,27,1996,27,24,2151,23.9,1,0,1,1,0,0,8,0,1.5,1.5,0.5,1.9,11,55,6,0.04,0.00,0.04,0.04,0.04,0.06,0.02,0.08,0.06,0.08
Genoa,Nicola Leali,Nicola LealiGenoa,1462,it ITA,GK,it Serie A,31,1993,29,29,2610,29.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Milan,Rafael Leao,Rafael LeaoMilan,1463,pt POR,FW,it Serie A,25,1999,34,25,2323,25.8,8,8,16,8,0,0,5,0,7.6,7.6,8.4,15.9,123,93,262,0.31,0.31,0.62,0.31,0.62,0.29,0.32,0.62,0.29,0.62
Montpellier,Benjamin Lecomte,Benjamin LecomteMontpellier,1464,fr FRA,GK,fr Ligue 1,33,1991,30,30,2700,30.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Brest,Pierre Lees-Melou,Pierre Lees-MelouBrest,1465,fr FRA,MF,fr Ligue 1,31,1993,20,17,1526,17.0,2,2,4,2,0,0,7,0,1.3,1.3,2.8,4.0,23,105,36,0.12,0.12,0.24,0.12,0.24,0.07,0.16,0.24,0.07,0.24
Angers,Jordan Lefort,Jordan LefortAngers,1466,fr FRA,DF,fr Ligue 1,30,1993,34,34,3060,34.0,0,1,1,0,0,0,3,0,0.6,0.6,1.1,1.6,6,89,13,0.00,0.03,0.03,0.00,0.03,0.02,0.03,0.05,0.02,0.05
Union Berlin,Diogo Leite,Diogo LeiteUnion Berlin,1467,pt POR,DF,de Bundesliga,25,1999,30,29,2546,28.3,1,2,3,1,0,0,3,0,1.4,1.4,1.0,2.4,20,116,16,0.04,0.07,0.11,0.04,0.11,0.05,0.04,0.08,0.05,0.08
Mainz 05,Maxim Leitsch,Maxim LeitschMainz 05,1468,de GER,DF,de Bundesliga,26,1998,14,6,674,7.5,1,0,1,1,0,0,2,0,1.2,1.2,0.2,1.4,4,25,5,0.13,0.00,0.13,0.13,0.13,0.16,0.03,0.19,0.16,0.19
Rayo Vallecano,Florian Lejeune,Florian LejeuneRayo Vallecano,1469,fr FRA,DF,es La Liga,33,1991,37,37,3325,36.9,2,3,5,2,0,0,8,0,3.6,3.6,1.9,5.4,21,143,5,0.05,0.08,0.14,0.05,0.14,0.10,0.05,0.15,0.10,0.15
Monza,Stefan Lekovic,Stefan LekovicMonza,1470,rs SRB,DF,it Serie A,20,2004,7,3,367,4.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,15,2,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
Athletic Club,Inigo Lekue,Inigo LekueAthletic Club,1471,es ESP,DF,es La Liga,31,1993,16,8,773,8.6,0,0,0,0,0,0,1,0,0.2,0.2,0.5,0.7,13,35,21,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.08,0.02,0.08
Venezia,Nunzio Lella,Nunzio LellaVenezia,1472,it ITA,MF,it Serie A,24,2000,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Atletico Madrid,Thomas Lemar,Thomas LemarAtletico Madrid,1473,fr FRA,MF,es La Liga,28,1995,5,0,85,0.9,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,1,8,4,0.00,0.00,0.00,0.00,0.00,0.30,0.20,0.50,0.30,0.50
Strasbourg,Felix Lemarechal,Felix LemarechalStrasbourg,1474,fr FRA,"MF,FW",fr Ligue 1,20,2003,27,20,1779,19.8,4,3,7,4,0,0,2,0,3.5,3.5,2.9,6.4,35,58,90,0.20,0.15,0.35,0.20,0.35,0.18,0.15,0.32,0.18,0.32
Wolves,Mario Lemina,Mario LeminaWolves,1475,ga GAB,"MF,DF",eng Premier League,30,1993,17,15,1364,15.2,1,3,4,1,0,0,4,0,1.4,1.4,1.1,2.5,8,48,21,0.07,0.20,0.26,0.07,0.26,0.09,0.07,0.17,0.09,0.17
Atletico Madrid,Clement Lenglet,Clement LengletAtletico Madrid,1476,fr FRA,DF,es La Liga,29,1995,23,23,1972,21.9,2,1,3,2,0,0,9,0,2.4,2.4,1.1,3.5,16,79,1,0.09,0.05,0.14,0.09,0.14,0.11,0.05,0.16,0.11,0.16
Fulham,Bernd Leno,Bernd LenoFulham,1477,de GER,GK,eng Premier League,32,1992,38,38,3420,38.0,0,1,1,0,0,0,5,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.03,0.03,0.00,0.03,0.00,0.00,0.00,0.00,0.00
Auxerre,Donovan Leon,Donovan LeonAuxerre,1478,gf GUF,GK,fr Ligue 1,31,1992,32,32,2880,32.0,0,2,2,0,0,0,4,0,0.0,0.0,0.4,0.4,0,1,0,0.00,0.06,0.06,0.00,0.06,0.00,0.01,0.01,0.00,0.01
Parma,Giovanni Leoni,Giovanni LeoniParma,1479,it ITA,DF,it Serie A,17,2006,17,14,1199,13.3,1,0,1,1,0,0,3,1,0.1,0.1,0.0,0.1,0,21,5,0.08,0.00,0.08,0.08,0.08,0.01,0.00,0.01,0.01,0.01
Angers,Esteban Lepaul,Esteban LepaulAngers,1480,fr FRA,FW,fr Ligue 1,24,2000,28,18,1629,18.1,9,0,9,9,0,0,2,0,5.1,5.1,0.8,6.0,26,20,68,0.50,0.00,0.50,0.50,0.50,0.28,0.05,0.33,0.28,0.33
Nantes,Johann Lepenant,Johann LepenantNantes,1481,fr FRA,MF,fr Ligue 1,21,2002,29,23,2048,22.8,2,1,3,2,0,0,3,0,1.4,1.4,0.9,2.3,25,89,62,0.09,0.04,0.13,0.09,0.13,0.06,0.04,0.10,0.06,0.10
Crystal Palace,Jefferson Lerma,Jefferson LermaCrystal Palace,1482,co COL,"MF,DF",eng Premier League,29,1994,33,26,2274,25.3,0,1,1,0,0,0,9,0,1.1,1.1,1.5,2.6,12,97,26,0.00,0.04,0.04,0.00,0.04,0.04,0.06,0.10,0.04,0.10
Nantes,Louis Leroux,Louis LerouxNantes,1483,fr FRA,"MF,DF",fr Ligue 1,18,2006,16,8,816,9.1,2,1,3,2,0,0,1,0,1.5,1.5,1.3,2.8,11,31,14,0.22,0.11,0.33,0.22,0.33,0.16,0.15,0.31,0.16,0.31
Barcelona,Robert Lewandowski,Robert LewandowskiBarcelona,1484,pl POL,FW,es La Liga,35,1988,34,32,2667,29.6,27,2,29,24,3,4,1,0,27.1,24.0,2.3,26.3,27,48,164,0.91,0.07,0.98,0.81,0.88,0.92,0.08,0.99,0.81,0.89
Stuttgart,Jamie Leweling,Jamie LewelingStuttgart,1485,de GER,"MF,FW",de Bundesliga,23,2001,27,22,1663,18.5,2,2,4,2,0,0,4,0,1.6,1.6,3.8,5.4,55,51,164,0.11,0.11,0.22,0.11,0.22,0.08,0.21,0.29,0.08,0.29
Manchester City,Rico Lewis,Rico LewisManchester City,1486,eng ENG,"DF,MF",eng Premier League,19,2004,28,21,1893,21.0,1,2,3,1,0,0,5,1,1.4,1.4,0.3,1.7,39,107,78,0.05,0.10,0.14,0.05,0.14,0.07,0.02,0.08,0.07,0.08
Brentford,Keane Lewis-Potter,Keane Lewis-PotterBrentford,1487,eng ENG,"DF,FW",eng Premier League,23,2001,38,36,3093,34.4,1,3,4,1,0,0,7,0,3.1,3.1,3.2,6.3,98,98,156,0.03,0.09,0.12,0.03,0.12,0.09,0.09,0.18,0.09,0.18
Arsenal,Myles Lewis-Skelly,Myles Lewis-SkellyArsenal,1488,eng ENG,DF,eng Premier League,17,2006,23,15,1369,15.2,1,0,1,1,0,0,3,2,0.2,0.2,0.4,0.6,37,71,37,0.07,0.00,0.07,0.07,0.07,0.01,0.03,0.04,0.01,0.04
Como,Ben Lhassine Kone,Ben Lhassine KoneComo,1489,ci CIV,MF,it Serie A,24,2000,4,0,51,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
Milan,Mattia Liberali,Mattia LiberaliMilan,1490,it ITA,MF,it Serie A,17,2007,1,1,61,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,5,4,0.00,0.00,0.00,0.00,0.00,0.10,0.03,0.14,0.10,0.14
Freiburg,Philipp Lienhart,Philipp LienhartFreiburg,1491,at AUT,DF,de Bundesliga,28,1996,32,31,2770,30.8,1,0,1,1,0,0,5,0,0.5,0.5,0.8,1.2,44,138,9,0.03,0.00,0.03,0.03,0.03,0.02,0.02,0.04,0.02,0.04
Manchester Utd,Matthijs de Ligt,Matthijs de LigtManchester Utd,1492,nl NED,DF,eng Premier League,24,1999,29,25,2123,23.6,2,0,2,2,0,0,3,0,2.5,2.5,0.3,2.8,7,55,6,0.08,0.00,0.08,0.08,0.08,0.10,0.01,0.12,0.10,0.12
Wolves,Pedro Lima,Pedro LimaWolves,1493,br BRA,DF,eng Premier League,18,2006,3,1,70,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,4,4,11,0.00,0.00,0.00,0.00,0.00,0.07,0.09,0.16,0.07,0.16
Manchester Utd,Victor Lindelof,Victor LindelofManchester Utd,1494,se SWE,DF,eng Premier League,30,1994,16,6,704,7.8,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,5,26,4,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
Everton,Jesper Lindstrom,Jesper LindstromEverton,1495,dk DEN,FW,eng Premier League,24,2000,25,15,1239,13.8,0,1,1,0,0,0,2,0,2.1,2.1,2.0,4.1,30,25,81,0.00,0.07,0.07,0.00,0.07,0.15,0.15,0.30,0.15,0.30
Torino,Karol Linetty,Karol LinettyTorino,1496,pl POL,MF,it Serie A,29,1995,28,18,1540,17.1,1,0,1,1,0,0,6,0,1.1,1.1,0.9,2.0,18,47,19,0.06,0.00,0.06,0.06,0.06,0.06,0.06,0.12,0.06,0.12
Atletico Madrid,Samuel Lino,Samuel LinoAtletico Madrid,1497,br BRA,"MF,DF",es La Liga,24,1999,31,21,1552,17.2,3,4,7,3,0,0,3,0,6.0,6.0,2.9,8.9,72,73,179,0.17,0.23,0.41,0.17,0.41,0.35,0.17,0.52,0.35,0.52
Marseille,Pol Lirola,Pol LirolaMarseille,1498,es ESP,DF,fr Ligue 1,26,1997,19,5,680,7.6,1,2,3,1,0,0,1,1,0.6,0.6,0.7,1.3,12,21,40,0.13,0.26,0.40,0.13,0.40,0.08,0.09,0.17,0.08,0.17
Hellas Verona,Dailon Livramento,Dailon LivramentoHellas Verona,1499,cv CPV,"FW,MF",it Serie A,23,2001,29,8,940,10.4,1,1,2,1,0,0,2,1,1.8,1.8,0.9,2.7,23,13,67,0.10,0.10,0.19,0.10,0.19,0.17,0.09,0.26,0.17,0.26
Newcastle Utd,Valentino Livramento,Valentino LivramentoNewcastle Utd,1500,eng ENG,DF,eng Premier League,21,2002,37,32,2840,31.6,0,1,1,0,0,0,1,0,0.3,0.3,2.6,2.9,83,158,119,0.00,0.03,0.03,0.00,0.03,0.01,0.08,0.09,0.01,0.09
Union Berlin,Marin Ljubicic,Marin LjubicicUnion Berlin,1501,hr CRO,"FW,MF",de Bundesliga,22,2002,13,1,281,3.1,1,1,2,1,0,0,1,0,0.4,0.4,0.6,1.1,1,6,19,0.32,0.32,0.64,0.32,0.64,0.14,0.20,0.34,0.14,0.34
Mallorca,Javier Llabres,Javier LlabresMallorca,1502,es ESP,FW,es La Liga,21,2002,1,1,57,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,3,8,0.00,0.00,0.00,0.00,0.00,0.08,0.14,0.21,0.08,0.21
Betis,Diego Llorente,Diego LlorenteBetis,1503,es ESP,DF,es La Liga,30,1993,30,29,2519,28.0,2,0,2,2,0,0,4,0,1.5,1.5,0.3,1.8,7,81,3,0.07,0.00,0.07,0.07,0.07,0.05,0.01,0.06,0.05,0.06
Atletico Madrid,Marcos Llorente,Marcos LlorenteAtletico Madrid,1504,es ESP,"DF,MF",es La Liga,29,1995,33,28,2513,27.9,2,4,6,2,0,0,0,1,0.8,0.8,4.3,5.1,82,111,151,0.07,0.14,0.21,0.07,0.21,0.03,0.16,0.18,0.03,0.18
Le Havre,Gautier Lloris,Gautier LlorisLe Havre,1505,fr FRA,DF,fr Ligue 1,29,1995,31,31,2768,30.8,2,1,3,2,0,0,5,0,1.2,1.2,0.9,2.0,13,99,7,0.07,0.03,0.10,0.07,0.10,0.04,0.03,0.07,0.04,0.07
Betis,Giovani Lo Celso,Giovani Lo CelsoBetis,1506,ar ARG,"MF,FW",es La Liga,28,1996,25,15,1457,16.2,8,3,11,6,2,3,4,0,4.8,2.4,4.9,7.3,26,132,66,0.49,0.19,0.68,0.37,0.56,0.29,0.30,0.59,0.15,0.45
Napoli,Stanislav Lobotka,Stanislav LobotkaNapoli,1507,sk SVK,MF,it Serie A,29,1994,32,31,2636,29.3,0,1,1,0,0,0,3,0,0.3,0.3,1.2,1.5,30,118,32,0.00,0.03,0.03,0.00,0.03,0.01,0.04,0.05,0.01,0.05
Juventus,Manuel Locatelli,Manuel LocatelliJuventus,1508,it ITA,MF,it Serie A,26,1998,36,34,2822,31.4,2,2,4,1,1,1,9,0,1.8,1.0,2.5,3.5,33,294,33,0.06,0.06,0.13,0.03,0.10,0.06,0.08,0.14,0.03,0.11
Brest,Bradley Locko,Bradley LockoBrest,1509,fr FRA,DF,fr Ligue 1,22,2002,2,1,97,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,2,2,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
Milan,Ruben Loftus-Cheek,Ruben Loftus-CheekMilan,1510,eng ENG,MF,it Serie A,28,1996,19,10,1037,11.5,0,0,0,0,0,0,3,0,0.7,0.7,1.9,2.6,27,51,32,0.00,0.00,0.00,0.00,0.00,0.06,0.16,0.22,0.06,0.22
Le Havre,Elysee Logbo,Elysee LogboLe Havre,1511,fr FRA,FW,fr Ligue 1,20,2004,1,0,27,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,0,2,0.00,0.00,0.00,0.00,0.00,0.61,0.00,0.61,0.61,0.61
Las Palmas,Enzo Loiodice,Enzo LoiodiceLas Palmas,1512,fr FRA,MF,es La Liga,23,2000,17,7,684,7.6,0,0,0,0,0,0,3,0,0.3,0.3,0.2,0.4,3,31,3,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06
Newcastle Utd,Sean Longstaff,Sean LongstaffNewcastle Utd,1513,eng ENG,MF,eng Premier League,26,1997,25,8,798,8.9,0,0,0,0,0,0,2,0,0.6,0.6,0.2,0.8,4,40,22,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09
Atalanta,Ademola Lookman,Ademola LookmanAtalanta,1514,ng NGA,"MF,FW",it Serie A,26,1997,31,28,2247,25.0,15,5,20,14,1,1,4,0,10.3,9.5,7.1,16.7,142,73,316,0.60,0.20,0.80,0.56,0.76,0.41,0.29,0.70,0.38,0.67
