Squad,Player,PlSqu,Rk,Nation,Pos,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_p90,Ast_p90,G+A_p90,G-PK_p90,G+A-PK_p90,xG_p90,xAG_p90,xG+xAG_p90,npxG_p90,npxG+xAG_p90
Nantes,Anthony Lopes,Anthony LopesNantes,1515,pt POR,GK,fr Ligue 1,33,1990,18,18,1563,17.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mallorca,David Lopez,David LopezMallorca,1516,es ESP,DF,es La Liga,21,2003,2,2,169,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Girona,David Lopez,David LopezGirona,1517,es ESP,DF,es La Liga,34,1989,29,27,2429,27.0,1,1,2,1,0,0,4,0,0.9,0.9,0.6,1.5,17,132,7,0.04,0.04,0.07,0.04,0.07,0.03,0.02,0.06,0.03,0.06
Valencia,Diego Lopez,Diego LopezValencia,1518,es ESP,"MF,FW",es La Liga,22,2002,38,35,2737,30.4,8,5,13,8,0,0,3,0,6.6,6.6,5.0,11.6,76,85,219,0.26,0.16,0.43,0.26,0.43,0.22,0.17,0.38,0.22,0.38
Celta Vigo,Fer Lopez,Fer LopezCelta Vigo,1519,,"FW,MF",es La Liga,,,17,7,671,7.5,2,0,2,2,0,0,2,0,2.7,2.7,1.9,4.6,27,43,58,0.27,0.00,0.27,0.27,0.27,0.37,0.25,0.62,0.37,0.62
Barcelona,Fermin Lopez,Fermin LopezBarcelona,1520,es ESP,"MF,FW",es La Liga,21,2003,28,12,1252,13.9,6,5,11,6,0,0,4,1,5.6,5.6,3.9,9.5,31,79,108,0.43,0.36,0.79,0.43,0.79,0.41,0.28,0.69,0.41,0.69
Real Sociedad,Javi Lopez,Javi LopezReal Sociedad,1521,es ESP,DF,es La Liga,22,2002,29,21,1936,21.5,0,0,0,0,0,0,4,0,0.1,0.1,0.4,0.5,36,73,64,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03
Girona,Pau Lopez,Pau LopezGirona,1522,es ESP,GK,es La Liga,29,1994,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Leganes,Roberto Lopez,Roberto LopezLeganes,1523,es ESP,MF,es La Liga,24,2000,13,3,396,4.4,0,1,1,0,0,0,0,0,0.5,0.5,0.9,1.4,3,20,11,0.00,0.23,0.23,0.00,0.23,0.11,0.20,0.31,0.11,0.31
Rayo Vallecano,Unai Lopez,Unai LopezRayo Vallecano,1524,es ESP,MF,es La Liga,28,1995,32,23,1707,19.0,3,1,4,3,0,0,9,1,1.6,1.6,1.0,2.6,22,112,40,0.16,0.05,0.21,0.16,0.21,0.08,0.05,0.14,0.08,0.14
Celta Vigo,Iker Losada,Iker LosadaCelta Vigo,1525,es ESP,"FW,MF",es La Liga,22,2001,12,4,358,4.0,1,0,1,1,0,0,2,0,1.1,1.1,0.3,1.5,9,17,23,0.25,0.00,0.25,0.25,0.25,0.29,0.09,0.38,0.29,0.38
Betis,Iker Losada,Iker LosadaBetis,1526,es ESP,"MF,FW",es La Liga,22,2001,10,3,336,3.7,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.8,9,14,16,0.00,0.00,0.00,0.00,0.00,0.13,0.08,0.21,0.13,0.21
Bochum,Anthony Losilla,Anthony LosillaBochum,1527,fr FRA,MF,de Bundesliga,38,1986,21,13,1137,12.6,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,3,45,11,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04
Nice,Jordan Lotomba,Jordan LotombaNice,1528,ch SUI,"MF,DF",fr Ligue 1,25,1998,2,0,35,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nice,Tom Louchet,Tom LouchetNice,1529,fr FRA,"DF,MF",fr Ligue 1,21,2003,22,7,775,8.6,1,0,1,1,0,0,1,0,0.8,0.8,1.2,1.9,19,36,37,0.12,0.00,0.12,0.12,0.12,0.09,0.14,0.22,0.09,0.22
Udinese,Sandi Lovric,Sandi LovricUdinese,1530,si SVN,MF,it Serie A,26,1998,36,31,2308,25.6,2,3,5,2,0,0,5,0,2.6,2.6,3.4,6.0,60,120,71,0.08,0.12,0.19,0.08,0.19,0.10,0.13,0.24,0.10,0.24
Espanyol,Pol Lozano,Pol LozanoEspanyol,1531,es ESP,MF,es La Liga,24,1999,30,27,1943,21.6,0,1,1,0,0,0,12,0,0.2,0.2,0.8,1.0,18,115,12,0.00,0.05,0.05,0.00,0.05,0.01,0.04,0.05,0.01,0.05
Udinese,Lorenzo Lucca,Lorenzo LuccaUdinese,1532,it ITA,FW,it Serie A,23,2000,33,27,2353,26.1,12,1,13,11,1,1,10,0,7.6,6.8,1.6,8.4,15,18,98,0.46,0.04,0.50,0.42,0.46,0.29,0.06,0.35,0.26,0.32
Bologna,Jhon Lucumi,Jhon LucumiBologna,1533,co COL,DF,it Serie A,26,1998,32,29,2614,29.0,0,1,1,0,0,0,8,1,0.6,0.6,0.4,1.0,34,108,7,0.00,0.03,0.03,0.00,0.03,0.02,0.01,0.03,0.02,0.03
Dortmund,Yannik Luhrs,Yannik LuhrsDortmund,1534,de GER,DF,de Bundesliga,20,2003,3,1,127,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
Valencia,Jose Luis Gaya,Jose Luis GayaValencia,1535,es ESP,DF,es La Liga,29,1995,23,22,1803,20.0,0,1,1,0,0,0,7,0,1.0,1.0,2.6,3.6,29,59,156,0.00,0.05,0.05,0.00,0.05,0.05,0.13,0.18,0.05,0.18
Cagliari,Jose Luis Palomino,Jose Luis PalominoCagliari,1536,ar ARG,DF,it Serie A,34,1990,18,10,1081,12.0,1,0,1,1,0,0,3,0,0.5,0.5,0.0,0.5,4,35,1,0.08,0.00,0.08,0.08,0.08,0.04,0.00,0.04,0.04,0.04
Juventus,Douglas Luiz,Douglas LuizJuventus,1537,br BRA,MF,it Serie A,26,1998,19,3,529,5.9,0,0,0,0,0,0,2,0,0.6,0.6,1.0,1.6,16,35,12,0.00,0.00,0.00,0.00,0.00,0.11,0.16,0.27,0.11,0.27
Napoli,Romelu Lukaku,Romelu LukakuNapoli,1538,be BEL,FW,it Serie A,31,1993,36,35,2843,31.6,14,10,24,11,3,4,4,0,13.0,9.8,4.0,13.8,31,36,219,0.44,0.32,0.76,0.35,0.66,0.41,0.13,0.54,0.31,0.44
RB Leipzig,Castello Lukeba,Castello LukebaRB Leipzig,1539,fr FRA,DF,de Bundesliga,21,2002,23,18,1577,17.5,0,0,0,0,0,0,2,0,0.4,0.4,0.2,0.6,18,80,23,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.04,0.02,0.04
Sevilla,Dodi Lukebakio,Dodi LukebakioSevilla,1540,be BEL,FW,es La Liga,26,1997,38,36,3092,34.4,11,2,13,10,1,1,3,1,10.1,9.3,4.5,13.8,131,93,247,0.32,0.06,0.38,0.29,0.35,0.29,0.13,0.42,0.27,0.40
Fulham,Sasa Lukic,Sasa LukicFulham,1541,rs SRB,MF,eng Premier League,27,1996,30,28,2344,26.0,0,2,2,0,0,0,12,0,1.2,1.2,2.7,3.9,39,98,33,0.00,0.08,0.08,0.00,0.08,0.04,0.11,0.15,0.04,0.15
Strasbourg,Milos Lukovic,Milos LukovicStrasbourg,1542,rs SRB,"FW,MF",fr Ligue 1,18,2005,2,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Southampton,Joe Lumley,Joe LumleySouthampton,1543,eng ENG,GK,eng Premier League,29,1995,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mallorca,Daniel Luna,Daniel LunaMallorca,1544,co COL,MF,es La Liga,21,2003,2,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Real Madrid,Andriy Lunin,Andriy LuninReal Madrid,1545,ua UKR,GK,es La Liga,25,1999,7,7,630,7.0,0,1,1,0,0,0,0,0,0.0,0.0,0.9,0.9,0,0,0,0.00,0.14,0.14,0.00,0.14,0.00,0.13,0.13,0.00,0.13
Ipswich Town,Massimo Luongo,Massimo LuongoIpswich Town,1546,au AUS,MF,eng Premier League,31,1992,11,2,201,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Cagliari,Sebastiano Luperto,Sebastiano LupertoCagliari,1547,it ITA,DF,it Serie A,27,1996,36,36,3240,36.0,1,3,4,1,0,0,4,0,2.2,2.2,1.3,3.4,22,96,11,0.03,0.08,0.11,0.03,0.11,0.06,0.04,0.10,0.06,0.10
Cagliari,Zito Luvumbo,Zito LuvumboCagliari,1548,ao ANG,"FW,MF",it Serie A,22,2002,26,19,1606,17.8,2,2,4,2,0,0,2,0,2.1,2.1,3.1,5.2,70,31,125,0.11,0.11,0.22,0.11,0.22,0.12,0.17,0.29,0.12,0.29
Bologna,Charalambos Lykogiannis,Charalambos LykogiannisBologna,1549,gr GRE,DF,it Serie A,30,1993,17,12,1048,11.6,0,4,4,0,0,0,3,0,0.2,0.2,1.6,1.8,10,49,36,0.00,0.34,0.34,0.00,0.34,0.02,0.14,0.16,0.02,0.16
Werder Bremen,Senne Lynen,Senne LynenWerder Bremen,1550,be BEL,MF,de Bundesliga,25,1999,32,32,2733,30.4,0,1,1,0,0,0,9,0,1.1,1.1,0.6,1.7,9,91,28,0.00,0.03,0.03,0.00,0.03,0.04,0.02,0.06,0.04,0.06
Parma,Mathias Lovik,Mathias LovikParma,1551,no NOR,"DF,FW",it Serie A,20,2003,6,0,92,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0,1,6,0.00,0.00,0.00,0.00,0.00,0.09,0.08,0.18,0.09,0.18
Montpellier,Othmane Maamma,Othmane MaammaMontpellier,1552,ma MAR,"FW,MF",fr Ligue 1,18,2005,12,2,361,4.0,1,1,2,1,0,0,1,0,0.7,0.7,0.2,0.9,8,2,24,0.25,0.25,0.50,0.25,0.50,0.23,0.06,0.29,0.23,0.29
Aston Villa,Ian Maatsen,Ian MaatsenAston Villa,1553,nl NED,DF,eng Premier League,22,2002,29,10,1139,12.7,1,2,3,1,0,0,2,0,0.9,0.9,2.7,3.6,31,50,104,0.08,0.16,0.24,0.08,0.24,0.07,0.22,0.28,0.07,0.28
Liverpool,Alexis Mac Allister,Alexis Mac AllisterLiverpool,1554,ar ARG,MF,eng Premier League,25,1998,35,30,2599,28.9,5,5,10,5,0,0,6,0,2.8,2.8,4.7,7.5,36,177,80,0.17,0.17,0.35,0.17,0.35,0.10,0.16,0.26,0.10,0.26
Lens,Deiver Machado,Deiver MachadoLens,1555,co COL,"DF,MF",fr Ligue 1,30,1993,27,20,1805,20.1,1,4,5,1,0,0,7,2,2.3,2.3,2.1,4.3,42,45,80,0.05,0.20,0.25,0.05,0.25,0.11,0.10,0.22,0.11,0.22
Angers,Lanroy Machine,Lanroy MachineAngers,1556,fr FRA,FW,fr Ligue 1,18,2005,2,0,8,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,1,0.00,0.00,0.00,0.00,0.00,0.62,0.00,0.62,0.62,0.62
Holstein Kiel,Shuto Machino,Shuto MachinoHolstein Kiel,1557,jp JPN,"FW,MF",de Bundesliga,24,1999,32,23,1953,21.7,11,2,13,9,2,2,2,0,6.5,4.9,3.0,7.9,30,59,108,0.51,0.09,0.60,0.41,0.51,0.30,0.14,0.44,0.23,0.36
Valladolid,Darwin Machis,Darwin MachisValladolid,1558,ve VEN,"MF,FW",es La Liga,31,1993,18,7,639,7.1,0,1,1,0,0,0,0,0,0.9,0.9,0.5,1.4,17,19,43,0.00,0.14,0.14,0.00,0.14,0.12,0.07,0.20,0.12,0.20
Saint-Etienne,Yvann Macon,Yvann MaconSaint-Etienne,1559,fr FRA,DF,fr Ligue 1,25,1998,12,10,790,8.8,0,0,0,0,0,0,4,0,0.3,0.3,0.2,0.5,25,46,40,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07
Tottenham,James Maddison,James MaddisonTottenham,1560,eng ENG,MF,eng Premier League,27,1996,31,21,1809,20.1,9,7,16,9,0,0,6,0,5.8,5.8,4.2,10.0,45,164,95,0.45,0.35,0.80,0.45,0.80,0.29,0.21,0.50,0.29,0.50
Auxerre,Eros Maddy,Eros MaddyAuxerre,1561,nl NED,DF,fr Ligue 1,23,2001,2,0,15,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,1,4,0.00,0.00,0.00,0.00,0.00,0.00,0.52,0.52,0.00,0.52
Chelsea,Noni Madueke,Noni MaduekeChelsea,1562,eng ENG,FW,eng Premier League,22,2002,32,27,2033,22.6,7,3,10,7,0,0,3,0,9.6,9.6,4.2,13.9,154,69,226,0.31,0.13,0.44,0.31,0.44,0.43,0.19,0.61,0.43,0.61
Mallorca,Pablo Maffeo,Pablo MaffeoMallorca,1563,es ESP,DF,es La Liga,27,1997,30,28,2368,26.3,0,2,2,0,0,0,7,0,0.3,0.3,4.1,4.4,46,74,122,0.00,0.08,0.08,0.00,0.08,0.01,0.16,0.17,0.01,0.17
Arsenal,Gabriel Magalhaes,Gabriel MagalhaesArsenal,1564,br BRA,DF,eng Premier League,26,1997,28,28,2363,26.3,3,1,4,3,0,0,4,0,2.6,2.6,0.9,3.5,10,126,11,0.11,0.04,0.15,0.11,0.15,0.10,0.03,0.13,0.10,0.13
Monaco,Soungoutou Magassa,Soungoutou MagassaMonaco,1565,fr FRA,MF,fr Ligue 1,20,2003,21,12,1025,11.4,0,1,1,0,0,0,5,1,0.5,0.5,0.9,1.4,6,63,11,0.00,0.09,0.09,0.00,0.09,0.04,0.08,0.12,0.04,0.12
Brentford,Edmond-Paris Maghoma,Edmond-Paris MaghomaBrentford,1566,eng ENG,"MF,FW",eng Premier League,23,2001,8,0,119,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,13,4,0.00,0.00,0.00,0.00,0.00,0.09,0.08,0.17,0.09,0.17
Hellas Verona,Giangiacomo Magnani,Giangiacomo MagnaniHellas Verona,1567,it ITA,DF,it Serie A,28,1995,17,11,1065,11.8,1,0,1,1,0,0,2,0,1.1,1.1,0.0,1.2,4,31,7,0.08,0.00,0.08,0.08,0.08,0.10,0.00,0.10,0.10,0.10
Brest,Hugo Magnetti,Hugo MagnettiBrest,1568,fr FRA,MF,fr Ligue 1,26,1998,32,27,2323,25.8,1,0,1,1,0,0,5,0,0.8,0.8,0.4,1.2,21,80,20,0.04,0.00,0.04,0.04,0.04,0.03,0.02,0.05,0.03,0.05
Toulouse,Frank Magri,Frank MagriToulouse,1569,cm CMR,"FW,MF",fr Ligue 1,24,1999,31,17,1516,16.8,5,1,6,5,0,0,5,1,6.0,6.0,1.5,7.5,17,25,80,0.30,0.06,0.36,0.30,0.36,0.36,0.09,0.45,0.36,0.45
Manchester Utd,Harry Maguire,Harry MaguireManchester Utd,1570,eng ENG,DF,eng Premier League,31,1993,27,19,1758,19.5,1,0,1,1,0,0,7,0,1.8,1.8,0.6,2.4,7,51,7,0.05,0.00,0.05,0.05,0.05,0.09,0.03,0.12,0.09,0.12
Real Sociedad,Jon Magunazelaia,Jon MagunazelaiaReal Sociedad,1571,es ESP,MF,es La Liga,23,2001,2,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Augsburg,Arne Maier,Arne MaierAugsburg,1572,de GER,MF,de Bundesliga,25,1999,28,7,938,10.4,0,0,0,0,0,0,0,1,1.5,1.5,1.5,3.0,19,44,56,0.00,0.00,0.00,0.00,0.00,0.15,0.14,0.29,0.15,0.29
Milan,Mike Maignan,Mike MaignanMilan,1573,fr FRA,GK,it Serie A,29,1995,37,37,3294,36.6,0,0,0,0,0,0,1,0,0.0,0.0,0.8,0.8,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
Heidenheim,Patrick Mainka,Patrick MainkaHeidenheim,1574,de GER,DF,de Bundesliga,29,1994,34,34,3060,34.0,1,1,2,1,0,0,3,0,1.9,1.9,0.3,2.3,21,102,12,0.03,0.03,0.06,0.03,0.06,0.06,0.01,0.07,0.06,0.07
Manchester Utd,Kobbie Mainoo,Kobbie MainooManchester Utd,1575,eng ENG,MF,eng Premier League,19,2005,25,19,1651,18.3,0,0,0,0,0,0,5,0,0.7,0.7,1.6,2.3,22,65,47,0.00,0.00,0.00,0.00,0.00,0.04,0.09,0.12,0.04,0.12
Lyon,Ainsley Maitland-Niles,Ainsley Maitland-NilesLyon,1576,eng ENG,DF,fr Ligue 1,26,1997,32,20,1985,22.1,1,4,5,1,0,0,1,0,2.9,2.9,3.4,6.4,33,102,110,0.05,0.18,0.23,0.05,0.23,0.13,0.16,0.29,0.13,0.29
Monaco,Radoslaw Majecki,Radoslaw MajeckiMonaco,1577,pl POL,GK,fr Ligue 1,24,1999,15,15,1350,15.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Wolfsburg,Lovro Majer,Lovro MajerWolfsburg,1578,hr CRO,MF,de Bundesliga,26,1998,9,3,304,3.4,2,1,3,1,1,1,1,0,1.4,0.6,1.1,1.7,8,17,10,0.59,0.30,0.89,0.30,0.59,0.41,0.31,0.72,0.18,0.49
Brest,Hamidou Makalou,Hamidou MakalouBrest,1579,ml MLI,"FW,MF",fr Ligue 1,18,2006,4,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Freiburg,Jordy Makengo,Jordy MakengoFreiburg,1580,fr FRA,DF,de Bundesliga,22,2001,19,7,745,8.3,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,9,15,35,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
Cagliari,Antoine Makoumbou,Antoine MakoumbouCagliari,1581,cg CGO,MF,it Serie A,26,1998,33,27,2150,23.9,0,3,3,0,0,0,4,1,0.3,0.3,0.9,1.3,11,92,14,0.00,0.13,0.13,0.00,0.13,0.01,0.04,0.05,0.01,0.05
Montpellier,Nikola Maksimovic,Nikola MaksimovicMontpellier,1582,rs SRB,DF,fr Ligue 1,32,1991,7,7,581,6.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.1,1,11,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
Manchester Utd,Tyrell Malacia,Tyrell MalaciaManchester Utd,1583,nl NED,DF,eng Premier League,24,1999,3,2,100,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,3,6,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
Stuttgart,Jarzinho Malanga,Jarzinho MalangaStuttgart,1584,de GER,DF,de Bundesliga,18,2006,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Werder Bremen,Julian Malatini,Julian MalatiniWerder Bremen,1585,ar ARG,DF,de Bundesliga,23,2001,10,5,454,5.0,1,1,2,1,0,0,1,0,0.2,0.2,0.5,0.7,8,24,4,0.20,0.20,0.40,0.20,0.40,0.05,0.09,0.14,0.05,0.14
Monza,Daniel Maldini,Daniel MaldiniMonza,1586,it ITA,"MF,FW",it Serie A,22,2001,20,16,1306,14.5,3,0,3,3,0,0,5,0,4.8,4.8,0.9,5.7,41,34,66,0.21,0.00,0.21,0.21,0.21,0.33,0.06,0.39,0.33,0.39
Atalanta,Daniel Maldini,Daniel MaldiniAtalanta,1587,it ITA,"FW,MF",it Serie A,22,2001,10,2,258,2.9,3,0,3,3,0,0,0,0,1.9,1.9,0.2,2.1,12,7,30,1.05,0.00,1.05,1.05,1.05,0.66,0.09,0.74,0.66,0.74
Empoli,Youssef Maleh,Youssef MalehEmpoli,1588,ma MAR,MF,it Serie A,25,1998,22,17,1510,16.8,0,1,1,0,0,0,5,1,0.9,0.9,0.9,1.8,10,72,37,0.00,0.06,0.06,0.00,0.06,0.05,0.05,0.10,0.05,0.10
Aston Villa,Donyell Malen,Donyell MalenAston Villa,1589,nl NED,FW,eng Premier League,25,1999,14,2,305,3.4,3,0,3,3,0,0,0,0,2.2,2.2,0.2,2.4,12,6,30,0.89,0.00,0.89,0.89,0.89,0.64,0.05,0.69,0.64,0.69
Dortmund,Donyell Malen,Donyell MalenDortmund,1590,nl NED,"FW,MF",de Bundesliga,25,1999,14,6,614,6.8,3,0,3,3,0,0,1,0,2.9,2.9,0.2,3.2,23,17,75,0.44,0.00,0.44,0.44,0.44,0.43,0.03,0.46,0.43,0.46
Genoa,Ruslan Malinovskyi,Ruslan MalinovskyiGenoa,1591,ua UKR,"MF,FW",it Serie A,31,1993,9,4,383,4.3,0,2,2,0,0,0,2,0,0.2,0.2,1.5,1.7,3,32,10,0.00,0.47,0.47,0.00,0.47,0.06,0.35,0.41,0.06,0.41
Heidenheim,Lennard Maloney,Lennard MaloneyHeidenheim,1592,us USA,MF,de Bundesliga,24,1999,11,10,760,8.4,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.4,1,14,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
Mainz 05,Lennard Maloney,Lennard MaloneyMainz 05,1593,us USA,MF,de Bundesliga,24,1999,5,0,26,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Lille,Aaron Malouda,Aaron MaloudaLille,1594,fr FRA,FW,fr Ligue 1,18,2005,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Valencia,Giorgi Mamardashvili,Giorgi MamardashviliValencia,1595,ge GEO,GK,es La Liga,23,2000,34,34,3060,34.0,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Parma,Dennis Man,Dennis ManParma,1596,ro ROU,"FW,MF",it Serie A,25,1998,33,23,1995,22.2,4,4,8,4,0,0,0,0,5.5,5.5,4.2,9.7,67,60,142,0.18,0.18,0.36,0.18,0.36,0.25,0.19,0.44,0.25,0.44
Brest,Hianga Mananga Mbock,Hianga Mananga MbockBrest,1597,fr FRA,MF,fr Ligue 1,24,1999,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07
Roma,Gianluca Mancini,Gianluca ManciniRoma,1598,it ITA,DF,it Serie A,28,1996,37,36,3143,34.9,2,0,2,2,0,0,8,0,1.7,1.7,0.9,2.6,45,139,23,0.06,0.00,0.06,0.06,0.06,0.05,0.03,0.07,0.05,0.07
Rennes,Steve Mandanda,Steve MandandaRennes,1599,fr FRA,GK,fr Ligue 1,39,1985,18,17,1486,16.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
Lazio,Christos Mandas,Christos MandasLazio,1600,gr GRE,GK,it Serie A,22,2001,9,9,810,9.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Atletico Madrid,Reinildo Mandava,Reinildo MandavaAtletico Madrid,1601,mz MOZ,DF,es La Liga,30,1994,19,10,941,10.5,0,0,0,0,0,0,4,0,0.1,0.1,0.1,0.2,14,34,15,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02
Lille,Aissa Mandi,Aissa MandiLille,1602,dz ALG,DF,fr Ligue 1,32,1991,24,20,1733,19.3,0,0,0,0,0,0,3,0,0.3,0.3,0.4,0.8,12,82,21,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04
Fiorentina,Rolando Mandragora,Rolando MandragoraFiorentina,1603,it ITA,MF,it Serie A,27,1997,29,22,1931,21.5,4,3,7,3,1,1,7,0,2.7,1.9,4.8,6.6,11,92,34,0.19,0.14,0.33,0.14,0.28,0.12,0.22,0.35,0.09,0.31
Wolves,Mateus Mane,Mateus ManeWolves,1604,,MF,eng Premier League,,,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Everton,Orel Mangala,Orel MangalaEverton,1605,be BEL,MF,eng Premier League,26,1998,19,14,1261,14.0,1,0,1,1,0,0,2,0,1.1,1.1,0.6,1.8,6,34,19,0.07,0.00,0.07,0.07,0.07,0.08,0.05,0.13,0.08,0.13
Lyon,Orel Mangala,Orel MangalaLyon,1606,be BEL,MF,fr Ligue 1,26,1998,1,1,67,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,7,3,0.00,0.00,0.00,0.00,0.00,0.07,0.03,0.10,0.07,0.10
Southampton,Ryan Manning,Ryan ManningSouthampton,1607,ie IRL,"DF,MF",eng Premier League,28,1996,24,18,1462,16.2,0,1,1,0,0,0,2,0,0.3,0.3,3.2,3.6,14,35,74,0.00,0.06,0.06,0.00,0.06,0.02,0.20,0.22,0.02,0.22
Celta Vigo,Javier Manquillo,Javier ManquilloCelta Vigo,1608,es ESP,DF,es La Liga,30,1994,10,7,515,5.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,24,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Freiburg,Johan Manzambi,Johan ManzambiFreiburg,1609,ch SUI,"FW,MF",de Bundesliga,18,2005,11,4,335,3.7,2,1,3,2,0,0,2,0,1.3,1.3,0.4,1.8,7,10,12,0.54,0.27,0.81,0.54,0.81,0.36,0.12,0.47,0.36,0.47
Atalanta,Alberto Manzoni,Alberto ManzoniAtalanta,1610,it ITA,MF,it Serie A,19,2005,1,0,6,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.94,0.00,0.94,0.94,0.94
Strasbourg,Sekou Mara,Sekou MaraStrasbourg,1611,fr FRA,"FW,MF",fr Ligue 1,22,2002,25,7,768,8.5,1,1,2,1,0,0,2,0,2.0,2.0,1.0,3.0,9,11,47,0.12,0.12,0.23,0.12,0.23,0.23,0.11,0.35,0.23,0.35
