League,Squad,Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,PlSqu
Argentine Primera División,Racing Club,Gonzalo Escudero,ar ARG,DF,18-066,1.0,37.0,49.0,75.5,631.0,231.0,15.0,17.0,88.2,18.0,24.0,75.0,3.0,6.0,50.0,0,0.0,0.1,0.0,1.0,1.0,1.0,0.0,5.0,Gonzalo EscuderoRacing Club
Argentine Primera División,Racing Club,Ramiro Degregorio,ar ARG,"FW,MF",22-117,0.7,13.0,21.0,61.9,187.0,65.0,7.0,11.0,63.6,6.0,6.0,100.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,4.0,Ramiro DegregorioRacing Club
Argentine Primera División,Racing Club,Opponent Total,,,27.8,16.0,4213.0,5928.0,71.1,79200.0,35613.0,1815.0,2223.0,81.6,1754.0,2244.0,78.2,548.0,1136.0,48.2,10,11.9,13.0,-1.9,161.0,434.0,103.0,42.0,541.0,Opponent TotalRacing Club
Argentine Primera División,Huracan,Hernan Galindez,ec ECU,GK,38-068,16.0,296.0,457.0,64.8,9507.0,6842.0,30.0,30.0,100.0,152.0,155.0,98.1,113.0,268.0,42.2,0,0.0,0.1,0.0,1.0,13.0,0.0,0.0,0.0,Hernan GalindezHuracan
Argentine Primera División,Huracan,Fabio Pereyra,ar ARG,DF,35-126,15.3,450.0,556.0,80.9,10354.0,4029.0,99.0,114.0,86.8,242.0,274.0,88.3,100.0,153.0,65.4,0,0.0,0.1,0.0,0.0,33.0,0.0,0.0,48.0,Fabio PereyraHuracan
Argentine Primera División,Huracan,Leonardo Gil,ar ARG,MF,34-006,15.0,763.0,983.0,77.6,13739.0,4318.0,333.0,378.0,88.1,330.0,397.0,83.1,83.0,159.0,52.2,2,2.1,3.1,-0.1,32.0,115.0,13.0,2.0,119.0,Leonardo GilHuracan
Argentine Primera División,Huracan,Marco Pellegrino,ar ARG,DF,22-323,14.2,482.0,585.0,82.4,9066.0,3392.0,183.0,204.0,89.7,244.0,269.0,90.7,52.0,96.0,54.2,0,0.0,0.1,0.0,0.0,28.0,0.0,0.0,46.0,Marco PellegrinoHuracan
Argentine Primera División,Huracan,Leonel Perez,ar ARG,MF,20-301,13.6,395.0,478.0,82.6,6965.0,1885.0,143.0,178.0,80.3,211.0,234.0,90.2,30.0,41.0,73.2,0,0.1,0.4,-0.1,2.0,30.0,2.0,0.0,37.0,Leonel PerezHuracan
Argentine Primera División,Huracan,Cesar Ibanez,ar ARG,DF,25-354,13.1,422.0,607.0,69.5,7610.0,3553.0,183.0,212.0,86.3,192.0,245.0,78.4,44.0,125.0,35.2,0,0.2,0.5,-0.2,1.0,38.0,11.0,6.0,59.0,Cesar IbanezHuracan
Argentine Primera División,Huracan,Walter Mazzantti,ar ARG,FW,28-274,12.2,201.0,285.0,70.5,2598.0,602.0,138.0,174.0,79.3,44.0,68.0,64.7,8.0,14.0,57.1,2,1.5,1.4,0.5,20.0,8.0,12.0,4.0,27.0,Walter MazzanttiHuracan
Argentine Primera División,Huracan,Matko Miljevic,us USA,"MF,FW",24-028,11.7,414.0,534.0,77.5,7509.0,2575.0,197.0,231.0,85.3,161.0,198.0,81.3,51.0,85.0,60.0,0,0.9,1.6,-0.9,17.0,82.0,12.0,3.0,93.0,Matko MiljevicHuracan
Argentine Primera División,Huracan,Gabriel Alanis,ar ARG,FW,31-082,10.3,123.0,175.0,70.3,1788.0,355.0,78.0,86.0,90.7,42.0,61.0,68.9,2.0,12.0,16.7,0,1.3,0.7,-1.3,8.0,4.0,7.0,5.0,7.0,Gabriel AlanisHuracan
Argentine Primera División,Huracan,Tomas Guidara,ar ARG,DF,29-085,11.0,342.0,476.0,71.8,5574.0,2383.0,170.0,201.0,84.6,133.0,185.0,71.9,25.0,57.0,43.9,0,0.9,0.6,-0.9,9.0,27.0,10.0,8.0,38.0,Tomas GuidaraHuracan
Argentine Primera División,Huracan,Eric Ramirez,ar ARG,FW,28-258,9.3,81.0,133.0,60.9,1116.0,222.0,53.0,72.0,73.6,21.0,38.0,55.3,4.0,7.0,57.1,1,0.3,0.1,0.7,3.0,10.0,1.0,0.0,11.0,Eric RamirezHuracan
Argentine Primera División,Huracan,Hernan De La Fuente,ar ARG,DF,28-150,5.0,126.0,182.0,69.2,2036.0,829.0,63.0,74.0,85.1,51.0,68.0,75.0,7.0,19.0,36.8,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,12.0,Hernan De La FuenteHuracan
Argentine Primera División,Huracan,Agustin Urzi,ar ARG,"FW,MF",25-033,4.5,85.0,117.0,72.6,1301.0,392.0,45.0,54.0,83.3,30.0,39.0,76.9,5.0,14.0,35.7,1,0.4,0.3,0.6,7.0,8.0,5.0,0.0,13.0,Agustin UrziHuracan
Argentine Primera División,Huracan,Matias Tissera,ar ARG,FW,28-273,3.7,30.0,43.0,69.8,456.0,96.0,17.0,26.0,65.4,9.0,10.0,90.0,3.0,3.0,100.0,1,0.1,0.1,0.9,3.0,2.0,1.0,0.0,5.0,Matias TisseraHuracan
Argentine Primera División,Huracan,Pedro Ojeda,ar ARG,MF,27-213,4.5,192.0,231.0,83.1,3291.0,1097.0,93.0,107.0,86.9,79.0,90.0,87.8,18.0,23.0,78.3,2,1.4,0.9,0.6,5.0,15.0,4.0,1.0,22.0,Pedro OjedaHuracan
Argentine Primera División,Huracan,Leonardo Sequeira,ar ARG,FW,30-041,4.4,65.0,108.0,60.2,745.0,195.0,45.0,59.0,76.3,15.0,25.0,60.0,0.0,6.0,0.0,0,0.6,0.1,-0.6,4.0,4.0,2.0,0.0,9.0,Leonardo SequeiraHuracan
Argentine Primera División,Huracan,Rodrigo Cabral,ar ARG,"FW,MF",24-302,2.5,49.0,74.0,66.2,677.0,200.0,29.0,38.0,76.3,17.0,24.0,70.8,2.0,5.0,40.0,1,0.4,0.6,0.6,2.0,1.0,2.0,0.0,5.0,Rodrigo CabralHuracan
Argentine Primera División,Huracan,Leandro Lescano,ar ARG,DF,22-095,2.9,125.0,184.0,67.9,1960.0,880.0,61.0,71.0,85.9,52.0,73.0,71.2,5.0,27.0,18.5,1,0.3,0.3,0.7,5.0,7.0,4.0,3.0,9.0,Leandro LescanoHuracan
Argentine Primera División,Huracan,Franco Watson,ar ARG,MF,25-156,2.2,50.0,69.0,72.5,866.0,333.0,22.0,26.0,84.6,23.0,28.0,82.1,5.0,9.0,55.6,0,0.1,0.5,-0.1,3.0,10.0,4.0,0.0,11.0,Franco WatsonHuracan
Argentine Primera División,Huracan,Daniel Zabala,ar ARG,DF,22-140,1.1,45.0,49.0,91.8,912.0,267.0,12.0,13.0,92.3,25.0,25.0,100.0,7.0,10.0,70.0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,Daniel ZabalaHuracan
Argentine Primera División,Huracan,Ramon Abila,ar ARG,FW,35-235,1.7,24.0,41.0,58.5,382.0,82.0,14.0,25.0,56.0,6.0,8.0,75.0,2.0,2.0,100.0,0,0.2,0.1,-0.2,3.0,1.0,1.0,0.0,3.0,Ramon AbilaHuracan
Argentine Primera División,Huracan,Nicolas Omar Goitea,ar ARG,DF,27-360,1.3,47.0,61.0,77.0,901.0,271.0,15.0,17.0,88.2,28.0,35.0,80.0,4.0,9.0,44.4,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,Nicolas Omar GoiteaHuracan
Argentine Primera División,Huracan,Victor Cantillo,co COL,"MF,FW",31-234,0.3,18.0,18.0,100.0,282.0,78.0,8.0,8.0,100.0,9.0,9.0,100.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Victor CantilloHuracan
Argentine Primera División,Huracan,Opponent Total,,,27.4,16.0,4544.0,6208.0,73.2,87995.0,35651.0,1781.0,2165.0,82.3,2056.0,2516.0,81.7,607.0,1203.0,50.5,8,10.1,10.2,-2.1,118.0,444.0,85.0,24.0,515.0,Opponent TotalHuracan
Argentine Primera División,Tigre,Nehuen Paz,ar ARG,DF,32-039,16.0,488.0,654.0,74.6,11431.0,5037.0,127.0,154.0,82.5,243.0,278.0,87.4,111.0,205.0,54.1,0,0.3,0.2,-0.3,2.0,45.0,4.0,0.0,45.0,Nehuen PazTigre
Argentine Primera División,Tigre,Felipe Zenobio,ar ARG,GK,25-015,16.0,271.0,393.0,69.0,8780.0,6516.0,27.0,27.0,100.0,135.0,135.0,100.0,109.0,231.0,47.2,0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,Felipe ZenobioTigre
Argentine Primera División,Tigre,Lorenzo Scipioni,ar ARG,MF,20-194,14.8,427.0,561.0,76.1,7937.0,3292.0,156.0,189.0,82.5,235.0,275.0,85.5,31.0,71.0,43.7,0,0.1,0.2,-0.1,3.0,51.0,4.0,1.0,68.0,Lorenzo ScipioniTigre
Argentine Primera División,Tigre,Ignacio Russo,ar ARG,FW,24-175,13.6,165.0,272.0,60.7,2114.0,399.0,101.0,146.0,69.2,45.0,75.0,60.0,5.0,12.0,41.7,1,0.9,0.8,0.1,14.0,15.0,2.0,1.0,19.0,Ignacio RussoTigre
Argentine Primera División,Tigre,Nahuel Banegas,ar ARG,DF,28-243,13.4,419.0,615.0,68.1,7857.0,3534.0,170.0,202.0,84.2,187.0,257.0,72.8,55.0,130.0,42.3,1,1.8,1.3,-0.8,13.0,52.0,19.0,11.0,67.0,Nahuel BanegasTigre
Argentine Primera División,Tigre,Elias Cabrera,ar ARG,"MF,FW",22-101,10.9,280.0,392.0,71.4,4917.0,1587.0,131.0,155.0,84.5,96.0,125.0,76.8,40.0,76.0,52.6,3,1.7,1.6,1.3,30.0,32.0,16.0,1.0,62.0,Elias CabreraTigre
Argentine Primera División,Tigre,Joaquin Laso,ar ARG,DF,34-337,13.0,419.0,547.0,76.6,10311.0,4438.0,96.0,114.0,84.2,217.0,242.0,89.7,105.0,178.0,59.0,1,1.0,0.8,0.0,5.0,50.0,2.0,2.0,48.0,Joaquin LasoTigre
Argentine Primera División,Tigre,Santiago Gonzalez,ar ARG,MF,22-034,12.8,366.0,453.0,80.8,6230.0,1325.0,165.0,198.0,83.3,148.0,177.0,83.6,37.0,46.0,80.4,0,0.3,0.4,-0.3,11.0,38.0,8.0,2.0,33.0,Santiago GonzalezTigre
Argentine Primera División,Tigre,Jabes Saralegui,ar ARG,"MF,FW",22-156,11.1,200.0,277.0,72.2,3896.0,1386.0,86.0,112.0,76.8,78.0,99.0,78.8,32.0,50.0,64.0,3,1.7,1.0,1.3,13.0,33.0,9.0,3.0,45.0,Jabes SaraleguiTigre
Argentine Primera División,Tigre,Martin Ortega,ar ARG,DF,25-290,9.8,281.0,425.0,66.1,4884.0,2353.0,136.0,160.0,85.0,107.0,156.0,68.6,31.0,80.0,38.8,0,1.0,1.4,-1.0,12.0,22.0,16.0,9.0,25.0,Martin OrtegaTigre
Argentine Primera División,Tigre,Martin Garay,ar ARG,"DF,MF",25-359,7.5,228.0,319.0,71.5,3918.0,1839.0,104.0,124.0,83.9,92.0,130.0,70.8,24.0,45.0,53.3,0,1.5,1.5,-1.5,8.0,23.0,7.0,4.0,23.0,Martin GarayTigre
Argentine Primera División,Tigre,Sebastian Medina,ar ARG,"MF,FW",25-083,7.4,136.0,203.0,67.0,2211.0,875.0,78.0,98.0,79.6,42.0,62.0,67.7,13.0,28.0,46.4,1,0.8,0.8,0.2,11.0,14.0,4.0,1.0,23.0,Sebastian MedinaTigre
Argentine Primera División,Tigre,Julian Lopez,ar ARG,MF,25-149,5.2,181.0,245.0,73.9,3466.0,1175.0,78.0,91.0,85.7,70.0,94.0,74.5,32.0,48.0,66.7,0,0.6,0.4,-0.6,5.0,31.0,2.0,1.0,28.0,Julian LopezTigre
Argentine Primera División,Tigre,Hector Fertoli,ar ARG,"MF,FW",30-185,4.9,126.0,187.0,67.4,2236.0,445.0,59.0,71.0,83.1,50.0,68.0,73.5,14.0,40.0,35.0,0,0.1,0.3,-0.1,4.0,9.0,1.0,0.0,15.0,Hector FertoliTigre
Argentine Primera División,Tigre,Blas Armoa,py PAR,FW,25-123,3.1,30.0,62.0,48.4,382.0,33.0,19.0,29.0,65.5,9.0,22.0,40.9,1.0,2.0,50.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,Blas ArmoaTigre
Argentine Primera División,Tigre,Jose Romero,ar ARG,"FW,MF",22-073,3.1,29.0,38.0,76.3,411.0,79.0,18.0,21.0,85.7,9.0,11.0,81.8,2.0,3.0,66.7,1,1.1,0.5,-0.1,2.0,2.0,1.0,0.0,4.0,Jose RomeroTigre
Argentine Primera División,Tigre,Diego Sosa,ar ARG,DF,27-313,2.6,82.0,113.0,72.6,1388.0,547.0,42.0,48.0,87.5,31.0,38.0,81.6,7.0,23.0,30.4,0,0.2,0.1,-0.2,2.0,6.0,1.0,0.0,6.0,Diego SosaTigre
Argentine Primera División,Tigre,Ramon Arias,uy URU,DF,32-314,2.3,64.0,78.0,82.1,1410.0,567.0,17.0,17.0,100.0,38.0,40.0,95.0,9.0,21.0,42.9,0,0.0,0.1,0.0,0.0,3.0,1.0,0.0,5.0,Ramon AriasTigre
Argentine Primera División,Tigre,Alfio Oviedo,py PAR,FW,29-170,2.5,35.0,52.0,67.3,496.0,91.0,19.0,28.0,67.9,9.0,13.0,69.2,3.0,4.0,75.0,0,0.1,0.0,-0.1,3.0,1.0,0.0,0.0,5.0,Alfio OviedoTigre
Argentine Primera División,Tigre,Eric Ramirez,ve VEN,FW,26-198,1.6,19.0,31.0,61.3,243.0,78.0,12.0,22.0,54.5,5.0,5.0,100.0,0.0,0.0,,0,0.0,0.4,0.0,1.0,4.0,0.0,0.0,4.0,Eric RamirezTigre
Argentine Primera División,Tigre,Maximiliano Zalazar,ar ARG,"FW,MF",24-090,1.5,20.0,31.0,64.5,329.0,94.0,11.0,13.0,84.6,5.0,8.0,62.5,3.0,8.0,37.5,0,0.0,0.1,0.0,0.0,1.0,1.0,0.0,1.0,Maximiliano ZalazarTigre
Argentine Primera División,Tigre,Alan Barrionuevo,ar ARG,DF,28-155,1.1,31.0,40.0,77.5,733.0,261.0,6.0,6.0,100.0,19.0,21.0,90.5,6.0,13.0,46.2,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,Alan BarrionuevoTigre
Argentine Primera División,Tigre,Valentin Moreno,ar ARG,DF,22-107,1.0,27.0,38.0,71.1,297.0,105.0,20.0,21.0,95.2,5.0,10.0,50.0,0.0,3.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Valentin MorenoTigre
Argentine Primera División,Tigre,Lucas Besozzi,ar ARG,FW,22-135,0.5,15.0,23.0,65.2,269.0,73.0,8.0,12.0,66.7,6.0,8.0,75.0,1.0,1.0,100.0,0,0.3,0.5,-0.3,3.0,2.0,1.0,0.0,3.0,Lucas BesozziTigre
Argentine Primera División,Tigre,Dario Sarmiento,ar ARG,MF,22-069,0.2,2.0,5.0,40.0,45.0,11.0,0.0,0.0,,2.0,4.0,50.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dario SarmientoTigre
Argentine Primera División,Tigre,Ignacio Neira,uy URU,MF,27-120,0.1,7.0,8.0,87.5,161.0,69.0,0.0,0.0,,7.0,8.0,87.5,0.0,0.0,,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,Ignacio NeiraTigre
Argentine Primera División,Tigre,Gonzalo Pineiro,ar ARG,MF,24-246,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gonzalo PineiroTigre
Argentine Primera División,Tigre,Opponent Total,,,27.9,16.0,5858.0,7553.0,77.6,111284.0,42161.0,2282.0,2682.0,85.1,2728.0,3199.0,85.3,734.0,1294.0,56.7,9,10.9,12.8,-1.9,120.0,527.0,97.0,34.0,672.0,Opponent TotalTigre
Argentine Primera División,San Lorenzo,Orlando Gil,py PAR,GK,24-360,16.0,235.0,415.0,56.6,8241.0,7072.0,31.0,31.0,100.0,96.0,97.0,99.0,108.0,285.0,37.9,0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,Orlando GilSan Lorenzo
Argentine Primera División,San Lorenzo,Elias Baez,ar ARG,DF,20-231,15.2,468.0,707.0,66.2,8250.0,4053.0,208.0,257.0,80.9,198.0,292.0,67.8,48.0,102.0,47.1,1,0.7,0.7,0.3,10.0,62.0,12.0,7.0,68.0,Elias BaezSan Lorenzo
Argentine Primera División,San Lorenzo,Ezequiel Herrera,ar ARG,DF,22-135,15.0,372.0,565.0,65.8,6038.0,2618.0,191.0,226.0,84.5,129.0,200.0,64.5,37.0,98.0,37.8,0,0.3,0.4,-0.3,6.0,34.0,9.0,6.0,34.0,Ezequiel HerreraSan Lorenzo
Argentine Primera División,San Lorenzo,Malcom Braida,ar ARG,"FW,MF",28-020,14.8,244.0,409.0,59.7,4133.0,1460.0,118.0,166.0,71.1,78.0,123.0,63.4,29.0,63.0,46.0,1,2.0,1.0,-1.0,13.0,26.0,12.0,5.0,44.0,Malcom BraidaSan Lorenzo
Argentine Primera División,San Lorenzo,Jhohan Romana,co COL,DF,26-266,14.5,412.0,489.0,84.3,8627.0,3058.0,101.0,120.0,84.2,259.0,277.0,93.5,50.0,78.0,64.1,0,0.1,0.1,-0.1,2.0,36.0,2.0,0.0,37.0,Jhohan RomanaSan Lorenzo
Argentine Primera División,San Lorenzo,Elian Irala,ar ARG,MF,20-335,12.5,447.0,560.0,79.8,7637.0,2364.0,201.0,237.0,84.8,193.0,223.0,86.5,41.0,62.0,66.1,0,0.2,0.3,-0.2,8.0,48.0,6.0,2.0,48.0,Elian IralaSan Lorenzo
Argentine Primera División,San Lorenzo,Andres Vombergar,si SVN,FW,30-198,13.4,182.0,291.0,62.5,2518.0,517.0,105.0,146.0,71.9,63.0,97.0,64.9,5.0,13.0,38.5,1,0.9,0.5,0.1,7.0,13.0,2.0,0.0,23.0,Andres VombergarSan Lorenzo
Argentine Primera División,San Lorenzo,Matias Reali,ar ARG,"MF,FW",27-204,11.4,154.0,294.0,52.4,2915.0,1030.0,70.0,101.0,69.3,55.0,88.0,62.5,24.0,79.0,30.4,1,2.6,2.5,-1.6,24.0,11.0,8.0,7.0,13.0,Matias RealiSan Lorenzo
Argentine Primera División,San Lorenzo,Alexis Cuello,ar ARG,"FW,MF",25-108,9.9,127.0,190.0,66.8,1655.0,534.0,70.0,102.0,68.6,44.0,63.0,69.8,2.0,3.0,66.7,0,0.5,0.6,-0.5,9.0,13.0,7.0,0.0,21.0,Alexis CuelloSan Lorenzo
Argentine Primera División,San Lorenzo,Nicolas Tripichio,ar ARG,MF,29-152,10.7,368.0,450.0,81.8,6450.0,1994.0,154.0,176.0,87.5,166.0,189.0,87.8,35.0,57.0,61.4,0,0.3,0.6,-0.3,3.0,28.0,3.0,1.0,29.0,Nicolas TripichioSan Lorenzo
Argentine Primera División,San Lorenzo,Daniel Herrera,ar ARG,DF,21-120,10.5,262.0,329.0,79.6,5695.0,2242.0,57.0,63.0,90.5,160.0,185.0,86.5,42.0,70.0,60.0,0,0.1,0.3,-0.1,2.0,18.0,1.0,0.0,27.0,Daniel HerreraSan Lorenzo
Argentine Primera División,San Lorenzo,Ezequiel Cerutti,ar ARG,FW,33-140,7.3,160.0,232.0,69.0,2765.0,985.0,81.0,91.0,89.0,54.0,77.0,70.1,21.0,48.0,43.8,1,1.0,1.2,0.0,14.0,17.0,10.0,9.0,24.0,Ezequiel CeruttiSan Lorenzo
Argentine Primera División,San Lorenzo,Gaston Hernandez,ar ARG,DF,27-138,6.0,332.0,383.0,86.7,6313.0,2763.0,115.0,124.0,92.7,183.0,197.0,92.9,29.0,49.0,59.2,0,0.0,0.1,0.0,2.0,25.0,2.0,0.0,29.0,Gaston HernandezSan Lorenzo
Argentine Primera División,San Lorenzo,Emanuel Cecchini,ar ARG,MF,28-164,6.5,225.0,282.0,79.8,3767.0,781.0,109.0,123.0,88.6,87.0,101.0,86.1,20.0,35.0,57.1,0,0.1,0.1,-0.1,3.0,21.0,1.0,0.0,26.0,Emanuel CecchiniSan Lorenzo
Argentine Primera División,San Lorenzo,Iker Muniain,es ESP,MF,32-169,5.7,232.0,284.0,81.7,3604.0,947.0,129.0,140.0,92.1,68.0,86.0,79.1,24.0,40.0,60.0,0,0.5,1.1,-0.5,6.0,24.0,9.0,1.0,25.0,Iker MuniainSan Lorenzo
Argentine Primera División,San Lorenzo,Nery Dominguez,ar ARG,"MF,DF",35-058,2.5,76.0,118.0,64.4,1547.0,693.0,22.0,30.0,73.3,42.0,57.0,73.7,12.0,29.0,41.4,0,0.0,0.1,0.0,0.0,5.0,1.0,0.0,8.0,Nery DominguezSan Lorenzo
Argentine Primera División,San Lorenzo,Fabricio Lopez,ar ARG,DF,22-197,1.0,56.0,69.0,81.2,728.0,258.0,32.0,35.0,91.4,17.0,20.0,85.0,2.0,7.0,28.6,0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,7.0,Fabricio LopezSan Lorenzo
Argentine Primera División,San Lorenzo,Ignacio Perruzzi,ar ARG,MF,20-062,1.0,60.0,63.0,95.2,974.0,272.0,28.0,31.0,90.3,30.0,30.0,100.0,2.0,2.0,100.0,0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,Ignacio PerruzziSan Lorenzo
Argentine Primera División,San Lorenzo,Jaime Peralta,co COL,"FW,MF",20-126,1.1,15.0,27.0,55.6,166.0,53.0,11.0,19.0,57.9,3.0,5.0,60.0,0.0,0.0,,0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,Jaime PeraltaSan Lorenzo
Argentine Primera División,San Lorenzo,Manuel Insaurralde,ar ARG,MF,26-126,0.7,37.0,44.0,84.1,506.0,117.0,17.0,21.0,81.0,15.0,16.0,93.8,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,3.0,Manuel InsaurraldeSan Lorenzo
Argentine Primera División,San Lorenzo,Agustin Ladstatter,ar ARG,"FW,MF",20-001,0.3,3.0,7.0,42.9,53.0,14.0,2.0,3.0,66.7,1.0,1.0,100.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Agustin LadstatterSan Lorenzo
Argentine Primera División,San Lorenzo,Teo Rodriguez,ar ARG,DF,19-237,0.0,1.0,3.0,33.3,12.0,12.0,1.0,1.0,100.0,0.0,2.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Teo RodriguezSan Lorenzo
Argentine Primera División,San Lorenzo,Valentin Escalante,ar ARG,FW,20-339,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valentin EscalanteSan Lorenzo
Argentine Primera División,San Lorenzo,Opponent Total,,,28.2,16.0,4490.0,6216.0,72.2,84423.0,35303.0,1847.0,2239.0,82.5,1976.0,2460.0,80.3,555.0,1108.0,50.1,7,11.0,11.3,-4.0,131.0,438.0,108.0,40.0,563.0,Opponent TotalSan Lorenzo
Argentine Primera División,Independiente Rivadavia,Ezequiel Centurion,ar ARG,GK,28-017,16.0,266.0,470.0,56.6,9910.0,8007.0,13.0,13.0,100.0,121.0,122.0,99.2,132.0,333.0,39.6,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,Ezequiel CenturionIndependiente Rivadavia
Argentine Primera División,Independiente Rivadavia,Sebastian Villa,co COL,FW,29-018,15.9,356.0,605.0,58.8,7009.0,2517.0,174.0,214.0,81.3,101.0,159.0,63.5,70.0,168.0,41.7,4,5.1,5.1,-1.1,38.0,40.0,26.0,16.0,52.0,Sebastian VillaIndependiente Rivadavia
Argentine Primera División,Independiente Rivadavia,Sheyko Studer,ar ARG,DF,22-206,14.6,356.0,445.0,80.0,7203.0,2972.0,101.0,109.0,92.7,205.0,228.0,89.9,43.0,94.0,45.7,0,0.0,0.1,0.0,0.0,11.0,0.0,0.0,14.0,Sheyko StuderIndependiente Rivadavia
Argentine Primera División,Independiente Rivadavia,Franco Amarfil,ar ARG,MF,24-087,14.5,457.0,561.0,81.5,9096.0,2958.0,178.0,208.0,85.6,192.0,221.0,86.9,79.0,104.0,76.0,1,0.4,0.5,0.6,9.0,60.0,4.0,1.0,70.0,Franco AmarfilIndependiente Rivadavia
Argentine Primera División,Independiente Rivadavia,Ivan Villalba,py PAR,DF,30-138,13.1,252.0,357.0,70.6,5510.0,1919.0,66.0,82.0,80.5,141.0,175.0,80.6,42.0,89.0,47.2,1,0.1,0.2,0.9,1.0,20.0,0.0,0.0,25.0,Ivan VillalbaIndependiente Rivadavia
Argentine Primera División,Independiente Rivadavia,Luis Sequeira,ar ARG,MF,22-149,11.8,482.0,630.0,76.5,9545.0,3069.0,215.0,261.0,82.4,157.0,203.0,77.3,96.0,133.0,72.2,1,1.2,1.2,-0.2,15.0,79.0,12.0,2.0,86.0,Luis SequeiraIndependiente Rivadavia
Argentine Primera División,Independiente Rivadavia,Mauricio Cardillo,ar ARG,MF,22-087,9.0,164.0,227.0,72.2,2451.0,878.0,97.0,124.0,78.2,50.0,71.0,70.4,11.0,15.0,73.3,0,0.3,0.3,-0.3,6.0,11.0,1.0,1.0,19.0,Mauricio CardilloIndependiente Rivadavia
Argentine Primera División,Independiente Rivadavia,Luciano Gomez,ar ARG,"DF,MF",29-076,10.7,351.0,451.0,77.8,6049.0,2905.0,177.0,190.0,93.2,124.0,160.0,77.5,38.0,70.0,54.3,1,0.8,0.9,0.2,12.0,43.0,9.0,5.0,51.0,Luciano GomezIndependiente Rivadavia
Argentine Primera División,Independiente Rivadavia,Tomas Bottari,ar ARG,MF,24-041,8.3,243.0,317.0,76.7,4274.0,1351.0,97.0,124.0,78.2,111.0,134.0,82.8,26.0,37.0,70.3,0,0.0,0.1,0.0,2.0,19.0,0.0,0.0,26.0,Tomas BottariIndependiente Rivadavia
Argentine Primera División,Independiente Rivadavia,Victorio Ramis,ar ARG,FW,30-334,5.6,74.0,97.0,76.3,891.0,184.0,52.0,65.0,80.0,16.0,19.0,84.2,1.0,3.0,33.3,0,0.1,0.1,-0.1,4.0,2.0,2.0,0.0,7.0,Victorio RamisIndependiente Rivadavia
Argentine Primera División,Independiente Rivadavia,Mauro Peinipil,ar ARG,DF,26-064,7.3,217.0,278.0,78.1,3315.0,1434.0,116.0,127.0,91.3,87.0,110.0,79.1,9.0,26.0,34.6,0,0.1,0.3,-0.1,1.0,11.0,2.0,1.0,16.0,Mauro PeinipilIndependiente Rivadavia
Argentine Primera División,Independiente Rivadavia,Matias Fernandez,ar ARG,MF,23-348,5.6,128.0,187.0,68.4,1985.0,619.0,66.0,79.0,83.5,43.0,65.0,66.2,11.0,19.0,57.9,1,1.2,0.9,-0.2,7.0,20.0,6.0,1.0,15.0,Matias FernandezIndependiente Rivadavia
Argentine Primera División,Independiente Rivadavia,Alejo Osella,ar ARG,DF,24-249,4.9,124.0,175.0,70.9,1977.0,986.0,57.0,67.0,85.1,54.0,73.0,74.0,7.0,21.0,33.3,0,0.0,0.1,0.0,0.0,7.0,1.0,0.0,15.0,Alejo OsellaIndependiente Rivadavia
