League,Squad,Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,PlSqu
Belgian Pro League,Genk,Mike Penders,be BEL,GK,19.0,11.0,351.0,435.0,80.7,9019.0,6765.0,74.0,74.0,100.0,176.0,178.0,98.9,98.0,180.0,54.4,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Mike PendersGenk
Belgian Pro League,Genk,Carlos Cuesta,co COL,DF,25.0,6.8,417.0,442.0,94.3,7655.0,2595.0,144.0,150.0,96.0,248.0,254.0,97.6,21.0,32.0,65.6,0,0.0,0.1,0.0,0.0,23.0,1.0,0.0,16.0,Carlos CuestaGenk
Belgian Pro League,Genk,Yira Sor,ng NGA,FW,24.0,6.6,148.0,197.0,75.1,2395.0,591.0,76.0,97.0,78.4,57.0,72.0,79.2,10.0,14.0,71.4,4,4.1,2.4,-0.1,16.0,10.0,7.0,3.0,17.0,Yira SorGenk
Belgian Pro League,Genk,Noah Adedeji,be BEL,"FW,MF",19.0,5.8,198.0,242.0,81.8,2969.0,630.0,112.0,123.0,91.1,64.0,81.0,79.0,12.0,19.0,63.2,3,1.7,1.6,1.3,13.0,8.0,7.0,3.0,16.0,Noah AdedejiGenk
Belgian Pro League,Genk,Ken Nkuba,be BEL,"DF,MF",22.0,5.1,185.0,236.0,78.4,3126.0,925.0,76.0,88.0,86.4,91.0,110.0,82.7,12.0,21.0,57.1,1,0.6,0.5,0.4,3.0,6.0,6.0,1.0,17.0,Ken NkubaGenk
Belgian Pro League,Genk,Oh Hyeon-gyu,kr KOR,FW,23.0,4.8,91.0,138.0,65.9,1359.0,330.0,46.0,74.0,62.2,34.0,43.0,79.1,5.0,7.0,71.4,1,1.4,1.0,-0.4,10.0,8.0,6.0,1.0,10.0,Oh Hyeon-gyuGenk
Belgian Pro League,Genk,Alieu Fadera,gm GAM,MF,22.0,2.0,87.0,108.0,80.6,1347.0,272.0,47.0,51.0,92.2,31.0,39.0,79.5,6.0,10.0,60.0,0,0.1,0.6,-0.1,1.0,3.0,3.0,1.0,5.0,Alieu FaderaGenk
Belgian Pro League,Genk,Josue Kongolo,be BEL,DF,18.0,0.8,51.0,57.0,89.5,1016.0,187.0,11.0,13.0,84.6,35.0,36.0,97.2,5.0,8.0,62.5,0,0.1,0.0,-0.1,1.0,4.0,0.0,0.0,5.0,Josue KongoloGenk
Belgian Pro League,Genk,Bilal El Khannouss,ma MAR,MF,20.0,0.8,32.0,46.0,69.6,558.0,212.0,10.0,12.0,83.3,19.0,22.0,86.4,2.0,8.0,25.0,1,0.1,0.5,0.9,1.0,6.0,0.0,0.0,6.0,Bilal El KhannoussGenk
Belgian Pro League,Genk,Andi Zeqiri,ch SUI,"MF,FW",25.0,0.5,13.0,15.0,86.7,180.0,37.0,9.0,10.0,90.0,4.0,5.0,80.0,0.0,0.0,,0,0.2,0.1,-0.2,2.0,0.0,2.0,0.0,3.0,Andi ZeqiriGenk
Belgian Pro League,Genk,Luca Oyen,be BEL,FW,21.0,0.0,1.0,2.0,50.0,22.0,6.0,0.0,0.0,,1.0,1.0,100.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Luca OyenGenk
Belgian Pro League,Genk,Mark McKenzie,us USA,FW,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mark McKenzieGenk
Belgian Pro League,Genk,Opponent Total,,,25.1,30.0,9657.0,12437.0,77.6,185417.0,72405.0,3560.0,4285.0,83.1,4575.0,5365.0,85.3,1220.0,2142.0,57.0,23,26.4,27.9,-3.4,259.0,791.0,248.0,69.0,1080.0,Opponent TotalGenk
Belgian Pro League,Club Brugge,Brandon Mechele,be BEL,DF,31.0,30.0,2159.0,2369.0,91.1,45662.0,16607.0,540.0,607.0,89.0,1288.0,1332.0,96.7,307.0,390.0,78.7,1,1.3,1.5,-0.3,9.0,146.0,4.0,0.0,158.0,Brandon MecheleClub Brugge
Belgian Pro League,Club Brugge,Simon Mignolet,be BEL,GK,36.0,29.7,879.0,1063.0,82.7,22794.0,16319.0,184.0,186.0,98.9,447.0,455.0,98.2,243.0,416.0,58.4,0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,4.0,Simon MignoletClub Brugge
Belgian Pro League,Club Brugge,Hans Vanaken,be BEL,MF,31.0,28.7,1671.0,1894.0,88.2,29567.0,7544.0,739.0,820.0,90.1,653.0,723.0,90.3,209.0,248.0,84.3,10,6.1,5.8,3.9,54.0,158.0,59.0,3.0,238.0,Hans VanakenClub Brugge
Belgian Pro League,Club Brugge,Christos Tzolis,gr GRE,"FW,MF",22.0,22.8,674.0,899.0,75.0,11130.0,2644.0,332.0,402.0,82.6,243.0,307.0,79.2,65.0,111.0,58.6,5,5.4,5.7,-0.4,54.0,52.0,39.0,4.0,88.0,Christos TzolisClub Brugge
Belgian Pro League,Club Brugge,Maxim De Cuyper,be BEL,DF,23.0,24.5,1462.0,1859.0,78.6,28890.0,10297.0,571.0,643.0,88.8,634.0,764.0,83.0,225.0,384.0,58.6,4,9.1,8.7,-5.1,68.0,149.0,60.0,27.0,186.0,Maxim De CuyperClub Brugge
Belgian Pro League,Club Brugge,Joaquin Seys,be BEL,DF,19.0,19.3,1081.0,1289.0,83.9,18512.0,4508.0,457.0,530.0,86.2,522.0,587.0,88.9,75.0,115.0,65.2,0,2.1,1.4,-2.1,15.0,87.0,19.0,6.0,98.0,Joaquin SeysClub Brugge
Belgian Pro League,Club Brugge,Ardon Jashari,ch SUI,MF,22.0,20.9,1173.0,1354.0,86.6,21932.0,6580.0,456.0,493.0,92.5,557.0,606.0,91.9,128.0,197.0,65.0,4,4.2,3.9,-0.2,24.0,152.0,27.0,1.0,150.0,Ardon JashariClub Brugge
Belgian Pro League,Club Brugge,Raphael Onyedika,ng NGA,MF,23.0,18.7,932.0,1032.0,90.3,17091.0,3943.0,334.0,365.0,91.5,489.0,524.0,93.3,83.0,103.0,80.6,1,1.0,1.6,0.0,12.0,91.0,7.0,0.0,87.0,Raphael OnyedikaClub Brugge
Belgian Pro League,Club Brugge,Joel Ordonez,ec ECU,DF,20.0,19.2,1149.0,1250.0,91.9,23645.0,7277.0,275.0,295.0,93.2,744.0,767.0,97.0,117.0,166.0,70.5,0,0.4,0.2,-0.4,3.0,88.0,1.0,0.0,97.0,Joel OrdonezClub Brugge
Belgian Pro League,Club Brugge,Gustaf Nilsson,se SWE,FW,27.0,17.2,181.0,300.0,60.3,2472.0,653.0,106.0,164.0,64.6,51.0,79.0,64.6,10.0,15.0,66.7,5,2.3,1.7,2.7,17.0,14.0,7.0,1.0,24.0,Gustaf NilssonClub Brugge
Belgian Pro League,Club Brugge,Hugo Vetlesen,no NOR,"MF,FW",24.0,12.9,427.0,532.0,80.3,6878.0,1871.0,195.0,234.0,83.3,181.0,207.0,87.4,28.0,46.0,60.9,1,2.3,2.3,-1.3,26.0,42.0,24.0,5.0,72.0,Hugo VetlesenClub Brugge
Belgian Pro League,Club Brugge,Andreas Skov Olsen,dk DEN,FW,24.0,12.6,454.0,562.0,80.8,7490.0,1875.0,217.0,252.0,86.1,190.0,232.0,81.9,32.0,48.0,66.7,4,3.1,3.0,0.9,25.0,33.0,28.0,5.0,58.0,Andreas Skov OlsenClub Brugge
Belgian Pro League,Club Brugge,Chemsdine Talbi,be BEL,"FW,MF",19.0,10.6,307.0,400.0,76.8,5187.0,1013.0,150.0,179.0,83.8,121.0,152.0,79.6,25.0,44.0,56.8,3,1.9,2.0,1.1,22.0,18.0,17.0,13.0,24.0,Chemsdine TalbiClub Brugge
Belgian Pro League,Club Brugge,Ferran Jutgla,es ESP,"FW,MF",25.0,12.4,325.0,424.0,76.7,4989.0,905.0,168.0,223.0,75.3,112.0,128.0,87.5,26.0,29.0,89.7,2,3.4,2.3,-1.4,22.0,16.0,17.0,3.0,34.0,Ferran JutglaClub Brugge
Belgian Pro League,Club Brugge,Kyriani Sabbe,be BEL,DF,19.0,7.6,420.0,516.0,81.4,7756.0,2347.0,161.0,188.0,85.6,198.0,229.0,86.5,50.0,76.0,65.8,1,0.8,0.7,0.2,8.0,42.0,11.0,6.0,44.0,Kyriani SabbeClub Brugge
Belgian Pro League,Club Brugge,Romeo Vermant,be BEL,FW,20.0,7.3,130.0,170.0,76.5,2226.0,536.0,62.0,81.0,76.5,51.0,58.0,87.9,13.0,17.0,76.5,2,1.4,0.7,0.6,13.0,15.0,9.0,0.0,28.0,Romeo VermantClub Brugge
Belgian Pro League,Club Brugge,Zaid Romero,ar ARG,DF,24.0,6.6,509.0,559.0,91.1,9280.0,3008.0,180.0,201.0,89.6,269.0,283.0,95.1,45.0,55.0,81.8,0,0.0,0.1,0.0,1.0,31.0,0.0,0.0,41.0,Zaid RomeroClub Brugge
Belgian Pro League,Club Brugge,Casper Nielsen,dk DEN,MF,30.0,5.6,142.0,211.0,67.3,2481.0,909.0,61.0,79.0,77.2,60.0,89.0,67.4,14.0,26.0,53.8,1,0.9,1.3,0.1,6.0,20.0,11.0,3.0,32.0,Casper NielsenClub Brugge
Belgian Pro League,Club Brugge,Jorne Spileers,be BEL,DF,19.0,5.6,410.0,441.0,93.0,8751.0,2972.0,100.0,108.0,92.6,243.0,248.0,98.0,62.0,77.0,80.5,0,0.1,0.2,-0.1,1.0,36.0,0.0,0.0,33.0,Jorne SpileersClub Brugge
Belgian Pro League,Club Brugge,Michal Skoras,pl POL,"FW,MF",24.0,7.2,196.0,264.0,74.2,3416.0,1085.0,89.0,106.0,84.0,74.0,97.0,76.3,24.0,38.0,63.2,0,2.0,2.7,-2.0,15.0,15.0,19.0,8.0,40.0,Michal SkorasClub Brugge
Belgian Pro League,Club Brugge,Hugo Siquet,be BEL,DF,22.0,5.0,266.0,345.0,77.1,5115.0,2022.0,90.0,108.0,83.3,145.0,173.0,83.8,25.0,49.0,51.0,1,0.8,0.6,0.2,9.0,33.0,10.0,4.0,46.0,Hugo SiquetClub Brugge
Belgian Pro League,Club Brugge,Bjorn Meijer,nl NED,DF,21.0,2.6,149.0,175.0,85.1,2144.0,861.0,82.0,88.0,93.2,51.0,60.0,85.0,7.0,13.0,53.8,2,1.7,1.0,0.3,6.0,6.0,5.0,2.0,13.0,Bjorn MeijerClub Brugge
Belgian Pro League,Club Brugge,Antonio Nusa,no NOR,"FW,MF",19.0,1.8,41.0,55.0,74.5,549.0,167.0,28.0,31.0,90.3,8.0,14.0,57.1,2.0,4.0,50.0,1,1.1,1.1,-0.1,8.0,2.0,3.0,0.0,6.0,Antonio NusaClub Brugge
Belgian Pro League,Club Brugge,Nordin Jackers,be BEL,GK,26.0,0.3,26.0,29.0,89.7,603.0,419.0,3.0,3.0,100.0,17.0,17.0,100.0,6.0,8.0,75.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nordin JackersClub Brugge
Belgian Pro League,Club Brugge,Shandre Campbell,za RSA,FW,19.0,0.1,4.0,5.0,80.0,69.0,3.0,2.0,2.0,100.0,1.0,1.0,100.0,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shandre CampbellClub Brugge
Belgian Pro League,Club Brugge,Opponent Total,,,24.9,30.0,9874.0,12610.0,78.3,183807.0,67683.0,3852.0,4456.0,86.4,4619.0,5403.0,85.5,1111.0,2161.0,51.4,25,24.5,23.7,0.5,225.0,778.0,191.0,53.0,975.0,Opponent TotalClub Brugge
Belgian Pro League,Union SG,Anthony Moris,lu LUX,GK,34.0,30.0,700.0,981.0,71.4,23138.0,17275.0,71.0,72.0,98.6,281.0,286.0,98.3,346.0,614.0,56.4,0,0.3,0.1,-0.3,3.0,35.0,2.0,0.0,0.0,Anthony MorisUnion SG
Belgian Pro League,Union SG,Noah Sadiki,cd COD,MF,19.0,26.9,980.0,1140.0,86.0,15825.0,4308.0,472.0,536.0,88.1,401.0,445.0,90.1,63.0,87.0,72.4,2,4.3,2.8,-2.3,37.0,94.0,24.0,1.0,142.0,Noah SadikiUnion SG
Belgian Pro League,Union SG,Kevin Mac Allister,ar ARG,DF,26.0,22.6,992.0,1237.0,80.2,17622.0,7262.0,382.0,436.0,87.6,497.0,601.0,82.7,81.0,138.0,58.7,0,0.5,1.2,-0.5,5.0,92.0,8.0,2.0,118.0,Kevin Mac AllisterUnion SG
Belgian Pro League,Union SG,Charles Vanhoutte,be BEL,MF,25.0,22.5,1075.0,1354.0,79.4,18649.0,6813.0,486.0,567.0,85.7,415.0,501.0,82.8,118.0,198.0,59.6,3,1.9,3.0,1.1,33.0,127.0,24.0,3.0,149.0,Charles VanhoutteUnion SG
Belgian Pro League,Union SG,Koki Machida,jp JPN,DF,26.0,21.0,917.0,1133.0,80.9,17624.0,7312.0,308.0,364.0,84.6,490.0,573.0,85.5,97.0,159.0,61.0,0,0.5,0.4,-0.5,7.0,87.0,7.0,2.0,124.0,Koki MachidaUnion SG
Belgian Pro League,Union SG,Franjo Ivanovic,hr CRO,"FW,MF",20.0,19.5,312.0,429.0,72.7,4344.0,1074.0,173.0,225.0,76.9,103.0,129.0,79.8,12.0,21.0,57.1,4,4.9,3.5,-0.9,26.0,30.0,20.0,2.0,48.0,Franjo IvanovicUnion SG
Belgian Pro League,Union SG,Christian Burgess,eng ENG,DF,32.0,21.0,848.0,1011.0,83.9,18305.0,6996.0,199.0,239.0,83.3,503.0,556.0,90.5,137.0,194.0,70.6,2,0.6,0.2,1.4,5.0,53.0,0.0,0.0,66.0,Christian BurgessUnion SG
Belgian Pro League,Union SG,Fedde Leysen,be BEL,DF,21.0,17.4,931.0,1118.0,83.3,18408.0,6177.0,288.0,334.0,86.2,526.0,599.0,87.8,103.0,155.0,66.5,0,0.8,1.5,-0.8,8.0,99.0,6.0,2.0,114.0,Fedde LeysenUnion SG
Belgian Pro League,Union SG,Anan Khalaili,il ISR,"DF,FW",19.0,16.7,491.0,706.0,69.5,8676.0,3295.0,199.0,267.0,74.5,226.0,299.0,75.6,45.0,81.0,55.6,2,4.9,3.1,-2.9,25.0,44.0,30.0,9.0,71.0,Anan KhalailiUnion SG
Belgian Pro League,Union SG,Tobi David,ca CAN,FW,23.0,15.3,146.0,272.0,53.7,2329.0,661.0,74.0,125.0,59.2,49.0,90.0,54.4,13.0,23.0,56.5,4,3.7,1.9,0.3,22.0,11.0,10.0,3.0,30.0,Tobi DavidUnion SG
Belgian Pro League,Union SG,Mohammed Fuseini,gh GHA,"FW,MF",22.0,14.3,147.0,218.0,67.4,1998.0,674.0,98.0,129.0,76.0,38.0,56.0,67.9,5.0,9.0,55.6,1,1.9,1.6,-0.9,16.0,14.0,9.0,0.0,24.0,Mohammed FuseiniUnion SG
Belgian Pro League,Union SG,Anouar Ait El Hadj,be BEL,MF,22.0,11.9,395.0,512.0,77.1,6811.0,2019.0,187.0,224.0,83.5,134.0,166.0,80.7,54.0,91.0,59.3,1,1.4,1.6,-0.4,18.0,47.0,13.0,1.0,74.0,Anouar Ait El HadjUnion SG
Belgian Pro League,Union SG,Ousseynou Niang,sn SEN,"DF,FW",22.0,11.8,334.0,438.0,76.3,5270.0,1572.0,165.0,198.0,83.3,138.0,174.0,79.3,20.0,35.0,57.1,0,0.7,2.9,-0.7,8.0,26.0,14.0,3.0,42.0,Ousseynou NiangUnion SG
Belgian Pro League,Union SG,Alessio Castro-Montes,be BEL,"DF,FW",27.0,11.4,419.0,575.0,72.9,7210.0,2924.0,210.0,251.0,83.7,152.0,193.0,78.8,46.0,94.0,48.9,3,3.5,2.8,-0.5,31.0,30.0,20.0,8.0,43.0,Alessio Castro-MontesUnion SG
Belgian Pro League,Union SG,Ross Sykes,eng ENG,DF,25.0,11.3,474.0,619.0,76.6,8771.0,2834.0,171.0,197.0,86.8,242.0,300.0,80.7,46.0,93.0,49.5,1,1.2,0.6,-0.2,8.0,22.0,5.0,2.0,31.0,Ross SykesUnion SG
Belgian Pro League,Union SG,Mathias Rasmussen,no NOR,MF,26.0,10.2,369.0,498.0,74.1,6246.0,2066.0,162.0,202.0,80.2,142.0,181.0,78.5,41.0,73.0,56.2,3,1.4,1.9,1.6,14.0,38.0,9.0,1.0,45.0,Mathias RasmussenUnion SG
Belgian Pro League,Union SG,Sofiane Boufal,ma MAR,MF,30.0,7.4,258.0,333.0,77.5,4238.0,1441.0,129.0,161.0,80.1,87.0,104.0,83.7,26.0,43.0,60.5,3,2.4,2.6,0.6,19.0,29.0,19.0,3.0,42.0,Sofiane BoufalUnion SG
Belgian Pro League,Union SG,Loic Lapoussin,mg MAD,DF,28.0,5.9,232.0,304.0,76.3,3898.0,1796.0,122.0,145.0,84.1,73.0,101.0,72.3,27.0,37.0,73.0,1,1.7,2.1,-0.7,9.0,36.0,12.0,3.0,47.0,Loic LapoussinUnion SG
Belgian Pro League,Union SG,Kevin Rodriguez,ec ECU,FW,24.0,7.0,103.0,154.0,66.9,1258.0,287.0,60.0,83.0,72.3,25.0,41.0,61.0,2.0,5.0,40.0,0,0.3,0.2,-0.3,3.0,10.0,2.0,1.0,9.0,Kevin RodriguezUnion SG
Belgian Pro League,Union SG,Jean Thierry Lazare,ci CIV,MF,26.0,5.0,121.0,168.0,72.0,1694.0,514.0,63.0,81.0,77.8,44.0,60.0,73.3,5.0,7.0,71.4,0,0.7,0.6,-0.7,12.0,10.0,7.0,2.0,21.0,Jean Thierry LazareUnion SG
Belgian Pro League,Union SG,Casper Terho,fi FIN,"DF,FW",21.0,4.8,127.0,183.0,69.4,2112.0,618.0,60.0,69.0,87.0,43.0,66.0,65.2,16.0,34.0,47.1,1,1.5,0.9,-0.5,9.0,10.0,4.0,3.0,11.0,Casper TerhoUnion SG
Belgian Pro League,Union SG,Kamiel Van De Perre,be BEL,MF,20.0,4.9,174.0,221.0,78.7,2975.0,876.0,77.0,102.0,75.5,71.0,78.0,91.0,18.0,25.0,72.0,0,0.6,0.5,-0.6,5.0,17.0,5.0,0.0,27.0,Kamiel Van De PerreUnion SG
Belgian Pro League,Union SG,Henok Teklab,de GER,"DF,FW",25.0,2.8,110.0,133.0,82.7,1828.0,677.0,53.0,61.0,86.9,46.0,54.0,85.2,9.0,13.0,69.2,1,0.9,0.7,0.1,2.0,14.0,1.0,0.0,15.0,Henok TeklabUnion SG
Belgian Pro League,Union SG,Dennis Eckert,de GER,FW,27.0,2.2,30.0,39.0,76.9,418.0,62.0,18.0,21.0,85.7,11.0,12.0,91.7,0.0,1.0,0.0,0,0.1,0.1,-0.1,1.0,1.0,3.0,0.0,5.0,Dennis EckertUnion SG
Belgian Pro League,Union SG,Cameron Puertas,ch SUI,MF,25.0,2.2,91.0,127.0,71.7,1449.0,449.0,39.0,48.0,81.3,37.0,45.0,82.2,6.0,20.0,30.0,0,0.5,0.4,-0.5,5.0,12.0,2.0,1.0,16.0,Cameron PuertasUnion SG
Belgian Pro League,Union SG,Elton Kabangu,be BEL,"FW,MF",26.0,1.4,15.0,20.0,75.0,225.0,37.0,2.0,5.0,40.0,9.0,10.0,90.0,1.0,1.0,100.0,0,0.1,0.0,-0.1,1.0,0.0,1.0,0.0,2.0,Elton KabanguUnion SG
Belgian Pro League,Union SG,Guillaume Francois,be BEL,"DF,FW",34.0,1.3,35.0,56.0,62.5,642.0,363.0,16.0,24.0,66.7,11.0,13.0,84.6,6.0,13.0,46.2,0,0.2,0.3,-0.2,3.0,8.0,4.0,2.0,10.0,Guillaume FrancoisUnion SG
Belgian Pro League,Union SG,Marc Giger,ch SUI,"DF,MF",20.0,0.2,11.0,15.0,73.3,153.0,32.0,5.0,6.0,83.3,4.0,5.0,80.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,Marc GigerUnion SG
Belgian Pro League,Union SG,Mamadou Traore,ml MLI,DF,22.0,0.2,5.0,8.0,62.5,79.0,47.0,3.0,5.0,60.0,2.0,3.0,66.7,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mamadou TraoreUnion SG
Belgian Pro League,Union SG,Opponent Total,,,25.0,30.0,10437.0,13869.0,75.3,196426.0,73639.0,3996.0,4847.0,82.4,4794.0,5805.0,82.6,1298.0,2444.0,53.1,17,21.8,23.3,-4.8,195.0,814.0,182.0,46.0,1071.0,Opponent TotalUnion SG
Belgian Pro League,Anderlecht,Colin Coosemans,be BEL,GK,31.0,28.0,1049.0,1324.0,79.2,27146.0,18716.0,221.0,222.0,99.5,541.0,557.0,97.1,280.0,531.0,52.7,0,0.0,0.1,0.0,0.0,39.0,1.0,0.0,5.0,Colin CoosemansAnderlecht
Belgian Pro League,Anderlecht,Mats Rits,be BEL,MF,31.0,22.6,841.0,1094.0,76.9,15823.0,4033.0,320.0,378.0,84.7,384.0,458.0,83.8,114.0,212.0,53.8,2,2.0,2.1,0.0,17.0,97.0,25.0,4.0,101.0,Mats RitsAnderlecht
Belgian Pro League,Anderlecht,Jan-Carlo Simic,rs SRB,DF,19.0,22.1,1016.0,1175.0,86.5,20015.0,5796.0,285.0,323.0,88.2,596.0,634.0,94.0,113.0,186.0,60.8,0,0.1,0.4,-0.1,3.0,91.0,2.0,0.0,100.0,Jan-Carlo SimicAnderlecht
Belgian Pro League,Anderlecht,Killian Sardella,be BEL,"DF,MF",22.0,21.8,926.0,1201.0,77.1,16519.0,5209.0,396.0,447.0,88.6,417.0,528.0,79.0,86.0,159.0,54.1,1,2.4,2.2,-1.4,23.0,69.0,36.0,14.0,104.0,Killian SardellaAnderlecht
Belgian Pro League,Anderlecht,Kasper Dolberg,dk DEN,FW,26.0,18.6,225.0,304.0,74.0,2953.0,559.0,141.0,176.0,80.1,59.0,83.0,71.1,9.0,11.0,81.8,1,2.6,2.0,-1.6,16.0,10.0,9.0,1.0,24.0,Kasper DolbergAnderlecht
Belgian Pro League,Anderlecht,Moussa N'Diaye,sn SEN,DF,22.0,17.9,1050.0,1217.0,86.3,16897.0,5162.0,517.0,551.0,93.8,462.0,516.0,89.5,42.0,92.0,45.7,0,0.4,0.7,-0.4,10.0,134.0,10.0,3.0,127.0,Moussa N'DiayeAnderlecht
Belgian Pro League,Anderlecht,Leander Dendoncker,be BEL,"MF,DF",29.0,19.3,1050.0,1176.0,89.3,18862.0,4607.0,377.0,431.0,87.5,551.0,582.0,94.7,88.0,108.0,81.5,1,1.0,0.5,0.0,11.0,66.0,3.0,0.0,70.0,Leander DendonckerAnderlecht
Belgian Pro League,Anderlecht,Mario Stroeykens,be BEL,MF,19.0,16.9,748.0,872.0,85.8,11653.0,2914.0,378.0,421.0,89.8,276.0,315.0,87.6,53.0,66.0,80.3,4,2.9,3.4,1.1,26.0,70.0,30.0,1.0,112.0,Mario StroeykensAnderlecht
Belgian Pro League,Anderlecht,Yari Verschaeren,be BEL,"MF,FW",23.0,16.8,625.0,759.0,82.3,9824.0,2496.0,344.0,384.0,89.6,187.0,232.0,80.6,60.0,90.0,66.7,4,2.5,3.0,1.5,28.0,57.0,22.0,8.0,68.0,Yari VerschaerenAnderlecht
Belgian Pro League,Anderlecht,Mathias Jorgensen,dk DEN,DF,34.0,15.7,1065.0,1196.0,89.0,21116.0,7769.0,336.0,361.0,93.1,584.0,638.0,91.5,131.0,173.0,75.7,2,0.9,0.9,1.1,3.0,85.0,3.0,0.0,82.0,Mathias JorgensenAnderlecht
Belgian Pro League,Anderlecht,Anders Dreyer,dk DEN,FW,26.0,15.3,430.0,581.0,74.0,7276.0,2145.0,193.0,225.0,85.8,166.0,220.0,75.5,43.0,83.0,51.8,5,4.3,3.9,0.7,38.0,21.0,32.0,10.0,61.0,Anders DreyerAnderlecht
Belgian Pro League,Anderlecht,Theo Leoni,be BEL,"MF,DF",24.0,15.1,829.0,968.0,85.6,14354.0,3815.0,356.0,400.0,89.0,375.0,414.0,90.6,71.0,108.0,65.7,0,1.9,2.2,-1.9,19.0,72.0,23.0,5.0,91.0,Theo LeoniAnderlecht
Belgian Pro League,Anderlecht,Samuel Edozie,eng ENG,FW,21.0,10.6,236.0,295.0,80.0,3173.0,897.0,149.0,174.0,85.6,70.0,91.0,76.9,6.0,10.0,60.0,2,1.7,1.4,0.3,15.0,6.0,17.0,5.0,27.0,Samuel EdozieAnderlecht
Belgian Pro League,Anderlecht,Ludwig Augustinsson,se SWE,DF,30.0,9.5,525.0,673.0,78.0,9333.0,3738.0,225.0,248.0,90.7,234.0,284.0,82.4,49.0,108.0,45.4,1,1.0,1.6,0.0,17.0,55.0,9.0,2.0,66.0,Ludwig AugustinssonAnderlecht
Belgian Pro League,Anderlecht,Francis Amuzu,be BEL,FW,24.0,7.9,211.0,280.0,75.4,3388.0,867.0,114.0,133.0,85.7,73.0,98.0,74.5,16.0,28.0,57.1,2,3.4,2.9,-1.4,14.0,7.0,21.0,8.0,26.0,Francis AmuzuAnderlecht
Belgian Pro League,Anderlecht,Thorgan Hazard,be BEL,"FW,MF",31.0,7.5,280.0,378.0,74.1,4361.0,1306.0,145.0,175.0,82.9,86.0,118.0,72.9,25.0,51.0,49.0,1,1.8,2.3,-0.8,15.0,22.0,13.0,2.0,43.0,Thorgan HazardAnderlecht
Belgian Pro League,Anderlecht,Lucas Hey,dk DEN,DF,21.0,7.2,387.0,453.0,85.4,7404.0,2034.0,133.0,152.0,87.5,214.0,227.0,94.3,35.0,58.0,60.3,0,0.2,0.1,-0.2,3.0,27.0,3.0,0.0,30.0,Lucas HeyAnderlecht
Belgian Pro League,Anderlecht,Cesar Huerta,mx MEX,"MF,FW",23.0,6.8,154.0,200.0,77.0,2195.0,410.0,86.0,95.0,90.5,55.0,73.0,75.3,6.0,13.0,46.2,2,0.8,0.5,1.2,9.0,6.0,4.0,1.0,11.0,Cesar HuertaAnderlecht
Belgian Pro League,Anderlecht,Luis Vazquez,ar ARG,"FW,MF",23.0,10.3,155.0,232.0,66.8,1806.0,386.0,92.0,143.0,64.3,40.0,54.0,74.1,2.0,4.0,50.0,1,0.8,0.8,0.2,8.0,17.0,4.0,0.0,17.0,Luis VazquezAnderlecht
Belgian Pro League,Anderlecht,Adryelson,br BRA,DF,26.0,6.0,315.0,366.0,86.1,5955.0,1922.0,107.0,123.0,87.0,185.0,200.0,92.5,21.0,37.0,56.8,0,0.1,0.1,-0.1,2.0,18.0,1.0,0.0,27.0,AdryelsonAnderlecht
Belgian Pro League,Anderlecht,Thomas Foket,be BEL,DF,29.0,5.8,237.0,308.0,76.9,3810.0,1313.0,111.0,136.0,81.6,101.0,133.0,75.9,15.0,21.0,71.4,2,1.3,0.8,0.7,6.0,17.0,9.0,5.0,26.0,Thomas FoketAnderlecht
Belgian Pro League,Anderlecht,Ali Maamar,ma MAR,"DF,MF",19.0,4.7,192.0,240.0,80.0,3134.0,780.0,88.0,99.0,88.9,85.0,101.0,84.2,10.0,26.0,38.5,0,0.0,0.1,0.0,0.0,11.0,0.0,0.0,13.0,Ali MaamarAnderlecht
Belgian Pro League,Anderlecht,Tristan Degreef,be BEL,"FW,MF",19.0,4.2,109.0,140.0,77.9,1852.0,600.0,48.0,66.0,72.7,42.0,45.0,93.3,13.0,19.0,68.4,0,0.4,0.5,-0.4,5.0,14.0,12.0,4.0,19.0,Tristan DegreefAnderlecht
