League,Squad,Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,PlSqu
Brasileirão,Botafogo RJ,Kauan Lindes,br BRA,MF,21-193,0.3,0,0,0,1,1,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,,Kauan LindesBotafogo RJ
Brasileirão,Botafogo RJ,Elias Manoel,br BRA,"MF,FW",23-191,0.3,0,0,0,1,0,0,1,0,0,0.0,0.0,0,0.0,0.0,0.0,,Elias ManoelBotafogo RJ
Brasileirão,Botafogo RJ,Fernando Marcal,br BRA,DF,36-110,0.3,2,0,0,1,1,0,1,0,0,0.0,0.0,0,4.0,1.0,0.0,100.0,Fernando MarcalBotafogo RJ
Brasileirão,Botafogo RJ,Opponent Total,,,28.2,11.0,31,1,1,124,154,19,185,98,94,0.0,1.0,0,432.0,135.0,139.0,49.3,Opponent TotalBotafogo RJ
Brasileirão,Ceara,Marllon Borges,br BRA,DF,33-054,11.0,0,0,0,8,7,0,2,7,3,0.0,0.0,0,19.0,19.0,18.0,51.4,Marllon BorgesCeara
Brasileirão,Ceara,Willian Machado,br BRA,DF,28-208,10.8,2,0,0,4,7,0,1,9,5,0.0,0.0,0,19.0,36.0,7.0,83.7,Willian MachadoCeara
Brasileirão,Ceara,Dieguinho,br BRA,MF,29-221,10.7,1,0,0,5,30,0,0,15,10,0.0,1.0,0,57.0,12.0,13.0,48.0,DieguinhoCeara
Brasileirão,Ceara,Antonio Galeano,py PAR,FW,25-079,10.1,2,0,0,5,26,3,25,3,5,0.0,0.0,0,36.0,12.0,17.0,41.4,Antonio GaleanoCeara
Brasileirão,Ceara,Pedro Raul,br BRA,FW,28-216,10.1,2,0,0,22,14,14,3,2,2,0.0,0.0,0,15.0,28.0,40.0,41.2,Pedro RaulCeara
Brasileirão,Ceara,Fabiano Souza,br BRA,DF,25-087,9.3,4,0,0,14,16,0,24,7,11,0.0,0.0,0,41.0,7.0,14.0,33.3,Fabiano SouzaCeara
Brasileirão,Ceara,Lucas Mugni,ar ARG,MF,33-148,7.9,2,0,0,17,9,1,47,3,19,0.0,0.0,0,42.0,4.0,6.0,40.0,Lucas MugniCeara
Brasileirão,Ceara,Fernando Sobral,br BRA,MF,30-174,8.1,3,0,0,14,8,1,12,8,18,0.0,0.0,0,32.0,5.0,6.0,45.5,Fernando SobralCeara
Brasileirão,Ceara,Fernando Miguel,br BRA,GK,40-127,7.3,0,0,0,0,5,0,0,0,0,0.0,0.0,0,12.0,2.0,0.0,100.0,Fernando MiguelCeara
Brasileirão,Ceara,Matheus Bahia,br BRA,DF,25-302,6.9,2,0,0,8,8,0,22,8,12,0.0,0.0,0,27.0,2.0,4.0,33.3,Matheus BahiaCeara
Brasileirão,Ceara,Pedro Henrique,br BRA,FW,34-358,5.0,2,0,0,13,7,3,10,3,6,0.0,1.0,0,16.0,8.0,13.0,38.1,Pedro HenriqueCeara
Brasileirão,Ceara,Bruno Ferreira,br BRA,GK,31-085,3.7,1,0,0,1,1,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,,Bruno FerreiraCeara
Brasileirão,Ceara,Aylon,br BRA,FW,33-063,2.5,0,0,0,8,6,0,3,1,4,0.0,0.0,0,9.0,3.0,8.0,27.3,AylonCeara
Brasileirão,Ceara,Lourenco,br BRA,MF,27-275,3.0,0,0,0,9,3,0,7,5,4,0.0,0.0,0,17.0,2.0,2.0,50.0,LourencoCeara
Brasileirão,Ceara,Rafael Ramos,pt POR,DF,30-151,2.9,1,0,0,9,1,0,3,2,5,0.0,0.0,0,8.0,5.0,4.0,55.6,Rafael RamosCeara
Brasileirão,Ceara,Nicolas,br BRA,DF,28-105,2.1,0,0,0,3,2,0,12,1,2,0.0,0.0,0,8.0,1.0,1.0,50.0,NicolasCeara
Brasileirão,Ceara,Fernandinho,br BRA,FW,27-325,1.3,0,0,0,1,2,1,2,1,2,0.0,0.0,0,6.0,2.0,5.0,28.6,FernandinhoCeara
Brasileirão,Ceara,Matheus Araujo,br BRA,"MF,FW",23-018,2.0,0,0,0,1,1,0,6,0,1,0.0,0.0,0,2.0,4.0,4.0,50.0,Matheus AraujoCeara
Brasileirão,Ceara,Eder,br BRA,DF,30-065,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,3.0,1.0,1.0,50.0,EderCeara
Brasileirão,Ceara,Romulo,br BRA,"MF,FW",23-245,1.4,0,0,0,6,1,1,9,0,2,0.0,0.0,0,10.0,1.0,7.0,12.5,RomuloCeara
Brasileirão,Ceara,Guilherme Luiz,br BRA,FW,20-045,1.3,0,0,0,2,7,0,0,1,3,0.0,0.0,0,7.0,2.0,5.0,28.6,Guilherme LuizCeara
Brasileirão,Ceara,Lele,br BRA,FW,27-251,1.2,0,0,0,5,4,0,0,0,0,0.0,0.0,0,2.0,11.0,14.0,44.0,LeleCeara
Brasileirão,Ceara,Alejandro Martinez,ar ARG,FW,28-054,0.5,0,0,0,2,1,0,2,1,0,0.0,0.0,0,10.0,0.0,0.0,,Alejandro MartinezCeara
Brasileirão,Ceara,Lucas Lima,br BRA,MF,24-340,0.4,0,0,0,0,1,0,0,0,2,0.0,0.0,0,4.0,2.0,0.0,100.0,Lucas LimaCeara
Brasileirão,Ceara,Bruno Tubarao,br BRA,"FW,MF",30-096,0.4,0,0,0,1,0,0,2,0,2,0.0,0.0,0,2.0,2.0,2.0,50.0,Bruno TubaraoCeara
Brasileirão,Ceara,Joao Victor,br BRA,FW,21-043,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,,Joao VictorCeara
Brasileirão,Ceara,Opponent Total,,,28.0,11.0,29,1,1,177,147,31,259,79,104,1.0,1.0,0,441.0,191.0,171.0,52.8,Opponent TotalCeara
Brasileirão,Corinthians,Breno,br BRA,MF,20-109,8.2,2,0,0,19,25,0,4,5,8,0.0,0.0,0,47.0,1.0,7.0,12.5,BrenoCorinthians
Brasileirão,Corinthians,Raniele,br BRA,MF,28-160,7.0,2,0,0,11,16,0,0,9,10,0.0,0.0,0,16.0,9.0,3.0,75.0,RanieleCorinthians
Brasileirão,Corinthians,Yuri Alberto,br BRA,FW,24-083,8.1,2,0,0,9,10,3,1,2,1,0.0,0.0,0,21.0,14.0,11.0,56.0,Yuri AlbertoCorinthians
Brasileirão,Corinthians,Matheuzinho,br BRA,DF,24-274,7.9,4,0,0,7,6,0,20,13,12,0.0,0.0,0,35.0,1.0,7.0,12.5,MatheuzinhoCorinthians
Brasileirão,Corinthians,Memphis,nl NED,FW,31-116,7.0,2,0,0,5,12,0,31,0,0,0.0,0.0,0,17.0,1.0,6.0,14.3,MemphisCorinthians
Brasileirão,Corinthians,Andre Carrillo,pe PER,MF,33-360,6.8,0,0,0,12,6,2,20,8,6,0.0,0.0,0,39.0,0.0,8.0,0.0,Andre CarrilloCorinthians
Brasileirão,Corinthians,Andre Ramalho,br BRA,DF,33-113,7.0,2,0,0,8,2,0,0,8,1,0.0,0.0,0,17.0,16.0,3.0,84.2,Andre RamalhoCorinthians
Brasileirão,Corinthians,Caca,br BRA,DF,26-045,6.7,1,0,0,6,7,0,0,3,8,0.0,0.0,0,29.0,15.0,6.0,71.4,CacaCorinthians
Brasileirão,Corinthians,Angel Romero,py PAR,"FW,MF",32-340,6.4,2,0,0,5,12,3,18,4,7,0.0,0.0,0,12.0,3.0,4.0,42.9,Angel RomeroCorinthians
Brasileirão,Corinthians,Hugo Souza,br BRA,GK,26-129,6.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,3.0,0.0,0.0,,Hugo SouzaCorinthians
Brasileirão,Corinthians,Fabrizio Angileri,ar ARG,DF,31-086,5.3,1,0,0,5,1,0,20,2,7,0.0,0.0,0,17.0,8.0,6.0,57.1,Fabrizio AngileriCorinthians
Brasileirão,Corinthians,Felix Torres Caicedo,ec ECU,DF,28-149,5.1,1,0,0,11,1,0,2,8,5,0.0,0.0,0,22.0,3.0,2.0,60.0,Felix Torres CaicedoCorinthians
Brasileirão,Corinthians,Matheus Donelli,br BRA,GK,23-023,5.0,1,0,0,0,1,0,0,0,0,0.0,0.0,0,5.0,1.0,0.0,100.0,Matheus DonelliCorinthians
Brasileirão,Corinthians,Maycon,br BRA,MF,27-329,4.8,0,0,0,3,2,0,6,2,8,0.0,0.0,0,20.0,1.0,3.0,25.0,MayconCorinthians
Brasileirão,Corinthians,Jose Andres Martinez,ve VEN,MF,30-306,4.8,4,0,0,8,14,1,19,1,6,0.0,1.0,0,22.0,0.0,7.0,0.0,Jose Andres MartinezCorinthians
Brasileirão,Corinthians,Matheus Bidu,br BRA,"DF,MF",26-036,4.0,0,0,0,3,12,0,17,4,6,1.0,0.0,0,23.0,4.0,2.0,66.7,Matheus BiduCorinthians
Brasileirão,Corinthians,Igor Coronado,br BRA,MF,32-295,3.8,1,0,0,7,5,0,28,2,1,0.0,1.0,0,10.0,1.0,0.0,100.0,Igor CoronadoCorinthians
Brasileirão,Corinthians,Talles Magno,br BRA,"MF,FW",22-348,3.4,1,0,0,10,13,5,1,1,7,0.0,0.0,0,14.0,5.0,6.0,45.5,Talles MagnoCorinthians
Brasileirão,Corinthians,Gustavo Henrique,br BRA,DF,32-077,3.0,0,0,0,1,1,0,0,2,5,0.0,0.0,0,8.0,8.0,0.0,100.0,Gustavo HenriqueCorinthians
Brasileirão,Corinthians,Hector,es ESP,"FW,MF",29-268,2.1,0,0,0,4,3,1,0,2,2,0.0,0.0,0,4.0,5.0,2.0,71.4,HectorCorinthians
Brasileirão,Corinthians,Hugo,br BRA,DF,27-284,1.7,0,0,0,1,1,0,4,2,2,0.0,0.0,0,6.0,4.0,1.0,80.0,HugoCorinthians
Brasileirão,Corinthians,Leo Mana,br BRA,DF,21-064,1.5,0,0,0,1,0,1,2,3,2,0.0,0.0,0,7.0,2.0,1.0,66.7,Leo ManaCorinthians
Brasileirão,Corinthians,Joao Pedro,br BRA,DF,21-160,1.5,2,0,0,4,0,0,1,1,1,0.0,0.0,0,9.0,0.0,1.0,0.0,Joao PedroCorinthians
Brasileirão,Corinthians,Ryan Gustavo,br BRA,MF,21-329,1.3,1,0,0,5,6,0,0,2,2,0.0,0.0,0,6.0,1.0,0.0,100.0,Ryan GustavoCorinthians
Brasileirão,Corinthians,Alex Santana,br BRA,MF,30-027,1.2,0,0,0,2,2,0,0,0,0,0.0,0.0,0,6.0,3.0,0.0,100.0,Alex SantanaCorinthians
Brasileirão,Corinthians,Charles Rigon Matos,br BRA,"DF,MF",28-355,0.8,1,0,0,1,0,0,4,1,0,0.0,0.0,0,1.0,1.0,4.0,20.0,Charles Rigon MatosCorinthians
Brasileirão,Corinthians,Rodrigo Garro,ar ARG,MF,27-156,0.5,1,0,0,0,2,0,10,0,0,0.0,0.0,0,4.0,0.0,0.0,,Rodrigo GarroCorinthians
Brasileirão,Corinthians,Dieguinho,br BRA,FW,17-328,0.1,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1.0,0.0,DieguinhoCorinthians
Brasileirão,Corinthians,Guilherme Silva,br BRA,FW,18-123,0.1,0,0,0,1,1,0,1,0,0,0.0,0.0,0,0.0,0.0,0.0,,Guilherme SilvaCorinthians
Brasileirão,Corinthians,Opponent Total,,,28.2,11.0,36,3,3,169,146,16,145,112,128,2.0,2.0,1,432.0,91.0,107.0,46.0,Opponent TotalCorinthians
Brasileirão,Gremio,Tiago Volpi,br BRA,GK,34-172,11.0,2,0,0,1,5,0,0,0,0,0.0,1.0,0,14.0,4.0,0.0,100.0,Tiago VolpiGremio
Brasileirão,Gremio,Wagner,br BRA,DF,25-321,10.3,2,0,0,11,2,1,0,10,5,0.0,0.0,0,27.0,28.0,16.0,63.6,WagnerGremio
Brasileirão,Gremio,Martin Braithwaite,dk DEN,FW,34-004,8.3,2,0,0,10,11,2,1,1,4,1.0,0.0,0,15.0,14.0,15.0,48.3,Martin BraithwaiteGremio
Brasileirão,Gremio,Mathias Villasanti,py PAR,MF,28-136,8.2,4,0,0,20,6,0,3,15,23,0.0,0.0,0,50.0,12.0,10.0,54.5,Mathias VillasantiGremio
Brasileirão,Gremio,Jemerson,br BRA,DF,32-289,8.6,3,0,0,14,3,0,0,9,12,0.0,0.0,0,17.0,22.0,11.0,66.7,JemersonGremio
Brasileirão,Gremio,Dodi,br BRA,MF,29-053,7.7,2,0,0,9,17,0,0,11,8,0.0,0.0,0,36.0,3.0,3.0,50.0,DodiGremio
Brasileirão,Gremio,Marlon,br BRA,DF,28-020,7.0,2,0,0,6,4,0,22,10,8,0.0,0.0,0,26.0,5.0,9.0,35.7,MarlonGremio
Brasileirão,Gremio,Cristian Olivera,uy URU,FW,23-053,6.4,1,0,0,11,16,0,12,1,15,0.0,0.0,0,22.0,2.0,5.0,28.6,Cristian OliveraGremio
Brasileirão,Gremio,Franco Cristaldo,ar ARG,"MF,FW",28-298,5.0,1,0,0,1,13,1,36,1,3,0.0,0.0,0,17.0,3.0,2.0,60.0,Franco CristaldoGremio
Brasileirão,Gremio,Edenilson,br BRA,"MF,FW",35-173,5.0,3,0,0,5,7,0,13,3,2,0.0,0.0,0,18.0,2.0,12.0,14.3,EdenilsonGremio
Brasileirão,Gremio,Camilo,br BRA,MF,26-106,4.4,0,0,0,11,1,0,0,11,7,0.0,1.0,0,11.0,4.0,5.0,44.4,CamiloGremio
Brasileirão,Gremio,Joao Pedro,br BRA,DF,28-206,4.2,0,0,0,6,1,1,7,1,4,0.0,1.0,0,17.0,4.0,0.0,100.0,Joao PedroGremio
Brasileirão,Gremio,Igor Serrote,br BRA,DF,20-100,4.2,2,0,0,4,5,0,5,13,13,0.0,0.0,0,17.0,12.0,7.0,63.2,Igor SerroteGremio
Brasileirão,Gremio,Francis Amuzu,be BEL,FW,25-290,4.1,2,0,0,3,9,2,21,0,2,0.0,0.0,0,14.0,0.0,1.0,0.0,Francis AmuzuGremio
Brasileirão,Gremio,Lucas Esteves,br BRA,DF,24-350,3.7,0,0,0,5,1,0,15,2,5,0.0,1.0,0,13.0,8.0,2.0,80.0,Lucas EstevesGremio
Brasileirão,Gremio,Cristian Pavon,ar ARG,"FW,MF",29-139,3.2,2,0,0,5,4,0,12,4,3,0.0,0.0,0,20.0,6.0,7.0,46.2,Cristian PavonGremio
Brasileirão,Gremio,Alysson Edward,br BRA,"FW,MF",19-035,3.1,0,0,0,4,15,0,8,3,6,0.0,0.0,0,14.0,12.0,16.0,42.9,Alysson EdwardGremio
Brasileirão,Gremio,Miguel Monsalve,co COL,"FW,MF",21-102,3.1,2,0,0,9,8,0,9,0,5,0.0,0.0,0,13.0,2.0,7.0,22.2,Miguel MonsalveGremio
Brasileirão,Gremio,Walter Kannemann,ar ARG,DF,34-087,2.7,1,0,0,1,1,0,1,4,2,1.0,0.0,0,5.0,8.0,2.0,80.0,Walter KannemannGremio
Brasileirão,Gremio,Matias Arezo,uy URU,FW,22-200,2.3,1,0,0,3,2,2,4,0,1,0.0,0.0,0,8.0,3.0,4.0,42.9,Matias ArezoGremio
Brasileirão,Gremio,Alexander Aravena,cl CHI,"MF,FW",22-276,1.9,1,0,0,1,3,0,2,0,1,0.0,0.0,0,8.0,2.0,3.0,40.0,Alexander AravenaGremio
Brasileirão,Gremio,Gustavo Martins Santos,br BRA,DF,22-302,1.2,1,0,0,4,0,0,0,3,3,0.0,0.0,0,5.0,8.0,0.0,100.0,Gustavo Martins SantosGremio
Brasileirão,Gremio,Nathan,br BRA,"MF,FW",29-088,1.0,0,0,0,2,1,0,2,0,0,0.0,0.0,0,4.0,0.0,3.0,0.0,NathanGremio
Brasileirão,Gremio,Gustavo Cuellar,co COL,MF,32-238,0.9,0,0,0,1,1,0,0,0,3,0.0,0.0,0,6.0,0.0,0.0,,Gustavo CuellarGremio
Brasileirão,Gremio,Rodrigo Ely,br BRA,DF,31-218,0.4,0,0,0,1,0,0,0,1,1,0.0,0.0,0,1.0,2.0,2.0,50.0,Rodrigo ElyGremio
Brasileirão,Gremio,Ronald,br BRA,"DF,MF",22-118,1.3,0,0,0,0,1,0,0,1,3,0.0,0.0,0,5.0,3.0,2.0,60.0,RonaldGremio
Brasileirão,Gremio,Andre Martins,br BRA,FW,23-174,0.9,0,0,0,2,1,1,0,0,0,0.0,0.0,0,1.0,7.0,3.0,70.0,Andre MartinsGremio
Brasileirão,Gremio,Joao Lucas,br BRA,DF,27-092,0.5,0,0,0,0,0,0,1,0,1,0.0,0.0,0,2.0,0.0,1.0,0.0,Joao LucasGremio
Brasileirão,Gremio,Viery,br BRA,DF,20-158,0.3,0,0,0,1,0,0,0,0,0,0.0,0.0,0,3.0,0.0,0.0,,VieryGremio
Brasileirão,Gremio,Riquelme Freitas,br BRA,MF,18-300,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1.0,0.0,Riquelme FreitasGremio
Brasileirão,Gremio,Opponent Total,,,28.5,11.0,28,0,0,142,140,24,244,102,130,2.0,2.0,1,456.0,149.0,176.0,45.8,Opponent TotalGremio
Brasileirão,Internacional,Anthoni,br BRA,GK,23-137,10.5,0,0,0,0,2,0,0,0,1,0.0,0.0,1,10.0,3.0,0.0,100.0,AnthoniInternacional
Brasileirão,Internacional,Braian Aguirre,ar ARG,DF,24-316,9.9,1,0,0,9,1,2,27,11,13,0.0,0.0,0,41.0,4.0,10.0,28.6,Braian AguirreInternacional
Brasileirão,Internacional,Vitao,br BRA,DF,25-127,9.0,2,0,0,7,0,0,0,6,9,0.0,0.0,0,26.0,11.0,7.0,61.1,VitaoInternacional
Brasileirão,Internacional,Wesley,br BRA,"FW,MF",26-071,7.5,1,0,0,11,21,4,15,5,14,0.0,0.0,0,30.0,8.0,9.0,47.1,WesleyInternacional
Brasileirão,Internacional,Alexandro Bernabei,ar ARG,DF,24-258,7.9,1,0,0,14,8,0,35,13,16,0.0,0.0,0,48.0,4.0,11.0,26.7,Alexandro BernabeiInternacional
Brasileirão,Internacional,Alan Patrick,br BRA,"MF,FW",34-027,7.1,3,0,0,5,8,0,46,0,6,0.0,0.0,0,28.0,2.0,6.0,25.0,Alan PatrickInternacional
Brasileirão,Internacional,Bruno Henrique,br BRA,MF,35-231,5.9,2,1,1,18,3,0,7,6,6,0.0,0.0,0,23.0,4.0,2.0,66.7,Bruno HenriqueInternacional
Brasileirão,Internacional,Fernando,br BRA,"MF,DF",37-319,4.6,0,0,0,2,3,0,1,6,5,0.0,0.0,0,17.0,10.0,2.0,83.3,FernandoInternacional
Brasileirão,Internacional,Ronaldo,br BRA,MF,28-229,6.6,2,1,0,13,2,2,0,10,19,0.0,0.0,0,36.0,14.0,7.0,66.7,RonaldoInternacional
Brasileirão,Internacional,Agustin Rogel,uy URU,DF,27-235,5.0,0,0,0,6,1,0,0,1,6,0.0,0.0,0,11.0,10.0,6.0,62.5,Agustin RogelInternacional
Brasileirão,Internacional,Thiago Maia,br BRA,MF,28-078,4.4,0,0,0,3,3,0,1,3,4,0.0,0.0,0,20.0,3.0,3.0,50.0,Thiago MaiaInternacional
Brasileirão,Internacional,Enner Valencia,ec ECU,FW,35-217,4.4,0,0,0,10,6,3,2,1,1,0.0,0.0,0,7.0,7.0,14.0,33.3,Enner ValenciaInternacional
Brasileirão,Internacional,Vitinho,br BRA,FW,26-069,4.2,2,0,0,13,8,1,2,4,2,0.0,0.0,0,17.0,10.0,12.0,45.5,VitinhoInternacional
Brasileirão,Internacional,Bruno Tabata,br BRA,"FW,MF",28-071,4.0,1,0,0,5,9,0,31,4,5,0.0,0.0,0,22.0,2.0,6.0,25.0,Bruno TabataInternacional
Brasileirão,Internacional,Juninho,br BRA,DF,29-165,4.0,1,0,0,1,3,0,0,4,3,0.0,0.0,0,12.0,8.0,13.0,38.1,JuninhoInternacional
Brasileirão,Internacional,Ramon,br BRA,DF,24-088,3.1,1,0,0,3,3,0,10,4,3,0.0,0.0,0,21.0,7.0,3.0,70.0,RamonInternacional
Brasileirão,Internacional,Victor Gabriel,br BRA,DF,21-042,3.0,0,0,0,3,1,0,0,2,7,0.0,0.0,0,4.0,11.0,3.0,78.6,Victor GabrielInternacional
Brasileirão,Internacional,Rafael Borre,co COL,"FW,MF",29-267,2.9,0,0,0,4,2,3,1,0,4,0.0,0.0,0,5.0,3.0,8.0,27.3,Rafael BorreInternacional
Brasileirão,Internacional,Oscar Romero,py PAR,MF,32-340,2.9,1,0,0,2,5,0,20,3,4,0.0,1.0,0,14.0,1.0,7.0,12.5,Oscar RomeroInternacional
Brasileirão,Internacional,Johan Carbonero,co COL,FW,25-324,1.7,0,0,0,4,8,1,3,0,1,0.0,0.0,0,4.0,1.0,1.0,50.0,Johan CarboneroInternacional
Brasileirão,Internacional,Ricardo Mathias,br BRA,FW,18-319,1.5,0,0,0,1,3,0,2,0,0,0.0,0.0,0,3.0,5.0,2.0,71.4,Ricardo MathiasInternacional
Brasileirão,Internacional,Gustavo Prado,br BRA,"FW,MF",20-003,2.6,1,0,0,3,5,1,2,0,4,0.0,0.0,0,11.0,1.0,7.0,12.5,Gustavo PradoInternacional
Brasileirão,Internacional,Lucca Holanda,br BRA,"FW,MF",22-068,1.8,0,0,0,3,6,0,0,0,1,0.0,0.0,0,2.0,4.0,2.0,66.7,Lucca HolandaInternacional
Brasileirão,Internacional,Diego Rosa,br BRA,"MF,DF",22-240,1.5,0,0,0,3,0,0,12,0,2,0.0,0.0,0,8.0,1.0,1.0,50.0,Diego RosaInternacional
Brasileirão,Internacional,Clayton,br BRA,DF,25-066,1.0,0,0,0,1,0,0,0,2,1,0.0,0.0,0,8.0,0.0,2.0,0.0,ClaytonInternacional
Brasileirão,Internacional,Nathan,br BRA,DF,23-277,1.0,0,0,0,3,0,0,0,0,0,0.0,0.0,0,5.0,1.0,1.0,50.0,NathanInternacional
Brasileirão,Internacional,Sergio Rochet,uy URU,GK,32-078,0.5,0,0,0,0,1,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,,Sergio RochetInternacional
Brasileirão,Internacional,Luis Otavio,br BRA,"MF,FW",18-058,0.9,0,0,0,2,3,0,0,0,5,0.0,0.0,0,4.0,2.0,3.0,40.0,Luis OtavioInternacional
Brasileirão,Internacional,Gabriel Carvalho,br BRA,FW,17-296,0.8,0,0,0,1,1,0,0,0,1,0.0,0.0,0,6.0,1.0,3.0,25.0,Gabriel CarvalhoInternacional
Brasileirão,Internacional,Yago,br BRA,MF,18-124,0.3,0,0,0,1,0,0,1,0,0,0.0,0.0,0,1.0,0.0,0.0,,YagoInternacional
Brasileirão,Internacional,Raykkonen,br BRA,FW,16-331,0.3,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,2.0,6.0,25.0,RaykkonenInternacional
Brasileirão,Internacional,Opponent Total,,,29.1,11.0,27,3,1,124,142,32,154,102,149,1.0,1.0,0,431.0,158.0,140.0,53.0,Opponent TotalInternacional
Brasileirão,Vasco da Gama,Leo Jardim,br BRA,GK,30-081,11.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,4.0,0.0,1.0,0.0,Leo JardimVasco da Gama
Brasileirão,Vasco da Gama,Joao Victor,br BRA,DF,26-327,11.0,1,0,0,7,8,0,2,8,20,0.0,0.0,1,46.0,30.0,10.0,75.0,Joao VictorVasco da Gama
Brasileirão,Vasco da Gama,Lucas Piton,br BRA,DF,24-243,10.0,2,0,0,15,5,2,61,11,9,0.0,0.0,0,26.0,5.0,9.0,35.7,Lucas PitonVasco da Gama
Brasileirão,Vasco da Gama,Nuno Goncalo Moreira,pt POR,FW,25-358,8.5,1,0,0,3,15,5,29,4,8,0.0,0.0,0,36.0,6.0,1.0,85.7,Nuno Goncalo MoreiraVasco da Gama
Brasileirão,Vasco da Gama,Pablo Vegetti,ar ARG,FW,36-237,9.2,2,0,0,15,8,3,2,2,3,0.0,0.0,1,15.0,28.0,24.0,53.8,Pablo VegettiVasco da Gama
Brasileirão,Vasco da Gama,Paulo Henrique,br BRA,DF,28-319,8.9,4,0,0,14,7,1,36,6,19,0.0,0.0,0,60.0,11.0,11.0,50.0,Paulo HenriqueVasco da Gama
Brasileirão,Vasco da Gama,Hugo Moura,br BRA,MF,27-157,8.5,3,0,0,19,7,0,3,9,10,0.0,0.0,1,31.0,5.0,4.0,55.6,Hugo MouraVasco da Gama
Brasileirão,Vasco da Gama,Rayan Vitor,br BRA,FW,18-310,7.8,0,0,0,8,12,0,12,4,0,0.0,0.0,0,14.0,14.0,13.0,51.9,Rayan VitorVasco da Gama
Brasileirão,Vasco da Gama,Lucas Freitas,br BRA,DF,24-140,6.6,0,0,0,5,5,0,1,5,4,0.0,0.0,0,21.0,9.0,9.0,50.0,Lucas FreitasVasco da Gama
Brasileirão,Vasco da Gama,Philippe Coutinho,br BRA,MF,32-362,5.7,0,1,0,7,11,0,19,1,3,0.0,0.0,0,15.0,2.0,3.0,40.0,Philippe CoutinhoVasco da Gama
Brasileirão,Vasco da Gama,Tche Tche,br BRA,"MF,FW",32-283,5.5,0,0,0,2,9,0,2,3,1,0.0,0.0,0,19.0,2.0,4.0,33.3,Tche TcheVasco da Gama
Brasileirão,Vasco da Gama,Jair,br BRA,MF,30-287,3.9,2,0,0,10,7,0,3,4,7,0.0,0.0,0,21.0,4.0,4.0,50.0,JairVasco da Gama
Brasileirão,Vasco da Gama,Luiz Gustavo,br BRA,DF,19-058,3.2,3,0,0,4,2,0,1,3,2,,,0,,,,,Luiz GustavoVasco da Gama
Brasileirão,Vasco da Gama,Mateus Cocao,br BRA,MF,23-083,3.1,1,0,0,6,2,0,0,5,4,0.0,0.0,0,18.0,3.0,1.0,75.0,Mateus CocaoVasco da Gama
Brasileirão,Vasco da Gama,Benjamin Garre,ar ARG,"FW,MF",24-333,2.9,0,0,0,5,2,0,14,2,4,0.0,0.0,0,15.0,0.0,2.0,0.0,Benjamin GarreVasco da Gama
Brasileirão,Vasco da Gama,Paulinho,br BRA,"MF,FW",28-152,2.3,2,0,0,9,6,0,3,2,3,0.0,0.0,0,12.0,3.0,3.0,50.0,PaulinhoVasco da Gama
Brasileirão,Vasco da Gama,Dimitri Payet,fr FRA,MF,38-072,2.1,0,0,0,2,7,0,13,2,3,0.0,0.0,0,13.0,1.0,1.0,50.0,Dimitri PayetVasco da Gama
Brasileirão,Vasco da Gama,Jose Luis Rodriguez Bebanz,uy URU,DF,28-087,2.1,0,0,0,3,1,0,14,0,4,0.0,0.0,0,11.0,3.0,3.0,50.0,Jose Luis Rodriguez BebanzVasco da Gama
Brasileirão,Vasco da Gama,Loide Augusto,ao ANG,"FW,MF",25-103,1.9,1,0,0,6,4,0,8,1,2,0.0,0.0,0,8.0,1.0,0.0,100.0,Loide AugustoVasco da Gama
Brasileirão,Vasco da Gama,Mauricio Lemos,uy URU,DF,29-163,1.0,0,0,0,0,0,0,0,1,1,0.0,0.0,0,3.0,1.0,1.0,50.0,Mauricio LemosVasco da Gama
Brasileirão,Vasco da Gama,Victor Luis,br BRA,DF,31-351,1.0,0,0,0,0,1,0,5,1,0,0.0,0.0,0,5.0,2.0,1.0,66.7,Victor LuisVasco da Gama
Brasileirão,Vasco da Gama,Juan Sforza,ar ARG,MF,23-115,0.8,0,0,0,1,1,0,0,1,1,0.0,0.0,0,4.0,0.0,0.0,,Juan SforzaVasco da Gama
Brasileirão,Vasco da Gama,Adson,br BRA,"FW,MF",24-246,2.3,0,0,0,1,3,0,7,0,4,0.0,0.0,0,7.0,1.0,4.0,20.0,AdsonVasco da Gama
Brasileirão,Vasco da Gama,Alex Teixeira,br BRA,"MF,FW",35-154,1.0,1,0,0,2,1,0,0,0,1,0.0,0.0,0,3.0,0.0,4.0,0.0,Alex TeixeiraVasco da Gama
