League,Squad,Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,PlSqu
Argentine Primera División,River Plate,Santiago Lencina,ar ARG,FW,19-278,0.7,0,0,0,0,0,0,1,0,0,0.0,0.0,0,2.0,0.0,1.0,0.0,Santiago LencinaRiver Plate
Argentine Primera División,River Plate,Matias Rojas,py PAR,"FW,MF",29-218,1.2,0,0,0,0,1,0,12,0,0,0.0,0.0,0,1.0,2.0,3.0,40.0,Matias RojasRiver Plate
Argentine Primera División,River Plate,Pablo Solari,ar ARG,MF,24-079,0.2,0,0,0,0,0,0,8,0,0,0.0,0.0,0,1.0,0.0,1.0,0.0,Pablo SolariRiver Plate
Argentine Primera División,River Plate,Giorgio Costantini,br BRA,FW,19-054,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,,Giorgio CostantiniRiver Plate
Argentine Primera División,River Plate,Opponent Total,,,27.8,16.0,47,1,0,223,189,40,222,166,206,0.0,2.0,0,660.0,295.0,339.0,46.5,Opponent TotalRiver Plate
Argentine Primera División,Independiente,Rodrigo Rey,ar ARG,GK,34-093,16.0,0,0,0,1,6,0,0,0,0,0.0,1.0,0,9.0,2.0,0.0,100.0,Rodrigo ReyIndependiente
Argentine Primera División,Independiente,Kevin Lomonaco,ar ARG,DF,23-152,14.9,1,0,0,12,25,2,5,14,19,0.0,2.0,0,111.0,25.0,17.0,59.5,Kevin LomonacoIndependiente
Argentine Primera División,Independiente,Felipe Loyola,cl CHI,"MF,DF",24-212,13.9,1,0,0,14,20,4,29,7,21,1.0,0.0,0,56.0,19.0,22.0,46.3,Felipe LoyolaIndependiente
Argentine Primera División,Independiente,Federico Vera,ar ARG,DF,27-077,13.5,4,0,0,20,24,0,45,16,14,0.0,0.0,1,59.0,7.0,8.0,46.7,Federico VeraIndependiente
Argentine Primera División,Independiente,Diego Tarzia,ar ARG,"FW,MF",22-044,10.7,3,0,0,9,19,0,41,4,16,0.0,0.0,0,33.0,9.0,11.0,45.0,Diego TarziaIndependiente
Argentine Primera División,Independiente,Sebastian Valdez,ar ARG,DF,29-215,14.3,2,0,0,9,6,3,0,17,14,0.0,0.0,0,61.0,46.0,31.0,59.7,Sebastian ValdezIndependiente
Argentine Primera División,Independiente,Ivan Marcone,ar ARG,MF,35-006,13.3,5,0,0,11,21,1,5,13,16,0.0,0.0,0,96.0,10.0,12.0,45.5,Ivan MarconeIndependiente
Argentine Primera División,Independiente,Gabriel Avalos,py PAR,FW,34-240,10.5,2,0,0,12,6,4,8,0,5,0.0,0.0,0,10.0,30.0,38.0,44.1,Gabriel AvalosIndependiente
Argentine Primera División,Independiente,Lautaro Millan,ar ARG,"FW,MF",19-297,8.2,1,0,0,5,18,3,26,2,5,0.0,0.0,0,43.0,8.0,10.0,44.4,Lautaro MillanIndependiente
Argentine Primera División,Independiente,Adrian Sporle,ar ARG,DF,29-331,8.0,1,0,0,7,4,0,31,15,6,0.0,0.0,1,31.0,10.0,9.0,52.6,Adrian SporleIndependiente
Argentine Primera División,Independiente,Luciano Cabral,cl CHI,MF,30-044,8.4,4,1,0,10,24,0,20,4,6,0.0,0.0,0,34.0,4.0,17.0,19.0,Luciano CabralIndependiente
Argentine Primera División,Independiente,Alvaro Angulo,co COL,DF,28-006,8.7,4,0,0,6,8,0,17,10,13,0.0,0.0,0,44.0,16.0,7.0,69.6,Alvaro AnguloIndependiente
Argentine Primera División,Independiente,Santiago Montiel,ar ARG,FW,24-199,5.8,3,0,0,2,12,0,35,2,7,0.0,0.0,0,13.0,3.0,7.0,30.0,Santiago MontielIndependiente
Argentine Primera División,Independiente,Santiago Hidalgo,ar ARG,"FW,MF",20-112,5.3,2,0,0,6,21,1,8,2,5,0.0,0.0,0,12.0,10.0,11.0,47.6,Santiago HidalgoIndependiente
Argentine Primera División,Independiente,Pablo Galdames Millan,cl CHI,"MF,FW",28-161,4.9,1,0,0,9,5,0,21,4,9,0.0,0.0,0,11.0,1.0,3.0,25.0,Pablo Galdames MillanIndependiente
Argentine Primera División,Independiente,Matias Gimenez,ar ARG,FW,26-095,5.1,1,0,0,7,4,0,5,2,2,0.0,0.0,0,10.0,13.0,36.0,26.5,Matias GimenezIndependiente
Argentine Primera División,Independiente,Rodrigo Fernandez,uy URU,MF,29-157,2.7,3,0,0,6,5,0,0,3,1,0.0,0.0,0,17.0,6.0,4.0,60.0,Rodrigo FernandezIndependiente
Argentine Primera División,Independiente,Franco Paredes,ar ARG,DF,26-083,2.1,1,0,0,4,3,0,0,3,2,0.0,0.0,1,4.0,2.0,4.0,33.3,Franco ParedesIndependiente
Argentine Primera División,Independiente,Federico Mancuello,ar ARG,"MF,FW",36-075,2.9,2,0,0,3,4,2,23,0,4,0.0,0.0,0,10.0,0.0,3.0,0.0,Federico MancuelloIndependiente
Argentine Primera División,Independiente,Santiago Salle,ar ARG,"FW,MF",21-005,1.5,0,0,0,6,0,0,8,1,2,0.0,0.0,0,6.0,2.0,1.0,66.7,Santiago SalleIndependiente
Argentine Primera División,Independiente,Nicolas Freire,ar ARG,DF,31-111,1.0,1,0,0,2,0,0,0,0,0,0.0,0.0,0,2.0,2.0,1.0,66.7,Nicolas FreireIndependiente
Argentine Primera División,Independiente,Joel Medina,ar ARG,MF,17-337,1.0,1,0,0,1,2,0,3,1,2,0.0,0.0,0,3.0,0.0,4.0,0.0,Joel MedinaIndependiente
Argentine Primera División,Independiente,Enzo Taborda,ar ARG,FW,20-020,1.0,0,0,0,1,2,0,2,1,1,0.0,0.0,0,3.0,2.0,0.0,100.0,Enzo TabordaIndependiente
Argentine Primera División,Independiente,Ignacio Maestro Puch,ar ARG,"FW,MF",21-300,1.6,0,0,0,7,4,3,1,0,3,0.0,0.0,0,6.0,6.0,1.0,85.7,Ignacio Maestro PuchIndependiente
Argentine Primera División,Independiente,Pocho Roman,it ITA,FW,21-119,0.4,0,0,0,0,0,0,1,0,1,0.0,0.0,0,0.0,0.0,1.0,0.0,Pocho RomanIndependiente
Argentine Primera División,Independiente,Ruben Martinez,ar ARG,DF,20-360,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,,Ruben MartinezIndependiente
Argentine Primera División,Independiente,Opponent Total,,,27.7,16.0,48,1,0,252,156,46,257,170,223,3.0,3.0,3,680.0,257.0,234.0,52.3,Opponent TotalIndependiente
Argentine Primera División,Racing Club,Maximiliano Salas,ar ARG,"MF,FW",27-190,11.3,4,0,0,21,21,3,35,1,12,0.0,0.0,0,36.0,13.0,30.0,30.2,Maximiliano SalasRacing Club
Argentine Primera División,Racing Club,Gabriel Arias,cl CHI,GK,37-269,11.3,0,1,0,1,1,0,0,0,0,0.0,0.0,0,12.0,1.0,0.0,100.0,Gabriel AriasRacing Club
Argentine Primera División,Racing Club,Juan Nardoni,ar ARG,MF,22-330,11.1,3,0,0,15,16,0,6,20,12,0.0,0.0,0,86.0,19.0,13.0,59.4,Juan NardoniRacing Club
Argentine Primera División,Racing Club,Agustin Almendra,ar ARG,MF,25-118,9.2,1,0,0,9,8,0,10,13,9,0.0,0.0,0,42.0,3.0,5.0,37.5,Agustin AlmendraRacing Club
Argentine Primera División,Racing Club,Nazareno Colombo,ar ARG,DF,26-081,11.5,4,0,0,12,10,0,4,22,12,0.0,0.0,0,35.0,20.0,25.0,44.4,Nazareno ColomboRacing Club
Argentine Primera División,Racing Club,Gaston Martirena,uy URU,"DF,MF",25-155,11.4,3,0,0,12,14,0,43,17,10,0.0,0.0,0,47.0,11.0,17.0,39.3,Gaston MartirenaRacing Club
Argentine Primera División,Racing Club,Marco Di Cesare,ar ARG,DF,23-130,11.1,4,0,0,12,5,0,3,10,7,0.0,0.0,0,36.0,41.0,26.0,61.2,Marco Di CesareRacing Club
Argentine Primera División,Racing Club,Gabriel Rojas,ar ARG,DF,27-352,11.0,0,0,0,19,12,2,71,12,6,0.0,1.0,0,39.0,9.0,9.0,50.0,Gabriel RojasRacing Club
Argentine Primera División,Racing Club,Adrian Martinez,ar ARG,FW,32-337,10.3,5,0,0,18,16,11,6,4,2,0.0,0.0,0,23.0,16.0,21.0,43.2,Adrian MartinezRacing Club
Argentine Primera División,Racing Club,Santiago Sosa,ar ARG,"DF,MF",26-037,10.0,4,1,1,21,5,0,6,32,16,0.0,0.0,0,48.0,51.0,28.0,64.6,Santiago SosaRacing Club
Argentine Primera División,Racing Club,Luciano Vietto,ar ARG,"MF,FW",31-186,6.8,2,0,0,7,7,1,35,5,1,0.0,0.0,0,28.0,1.0,6.0,14.3,Luciano ViettoRacing Club
Argentine Primera División,Racing Club,Santiago Quiros,ar ARG,DF,22-097,6.7,0,0,0,2,2,0,0,11,2,0.0,0.0,0,24.0,5.0,4.0,55.6,Santiago QuirosRacing Club
Argentine Primera División,Racing Club,Santiago Solari,ar ARG,"MF,FW",27-141,6.5,3,0,0,9,4,6,21,0,6,0.0,0.0,0,29.0,5.0,11.0,31.3,Santiago SolariRacing Club
Argentine Primera División,Racing Club,Adrian Balboa,uy URU,FW,31-141,6.2,2,0,0,17,9,3,4,1,8,0.0,0.0,0,11.0,21.0,28.0,42.9,Adrian BalboaRacing Club
Argentine Primera División,Racing Club,Ignacio Rodriguez,ar ARG,"DF,MF",23-107,6.0,3,0,0,4,11,0,41,1,2,0.0,0.0,0,34.0,12.0,19.0,38.7,Ignacio RodriguezRacing Club
Argentine Primera División,Racing Club,Facundo Mura,ar ARG,DF,26-078,4.9,2,0,0,6,6,0,22,4,5,0.0,0.0,0,23.0,5.0,4.0,55.6,Facundo MuraRacing Club
Argentine Primera División,Racing Club,Federico Zaracho,ar ARG,MF,27-091,4.7,1,0,0,10,6,0,5,8,7,0.0,0.0,0,29.0,4.0,11.0,26.7,Federico ZarachoRacing Club
Argentine Primera División,Racing Club,Facundo Cambeses,ar ARG,GK,28-061,4.7,1,0,0,0,0,0,0,0,0,0.0,0.0,0,4.0,1.0,0.0,100.0,Facundo CambesesRacing Club
Argentine Primera División,Racing Club,Agustin Garcia Basso,ar ARG,DF,33-075,3.9,0,0,0,0,2,0,4,1,1,0.0,0.0,0,19.0,4.0,3.0,57.1,Agustin Garcia BassoRacing Club
Argentine Primera División,Racing Club,Martin Barrios,uy URU,MF,26-136,4.9,1,0,0,12,0,0,6,10,7,0.0,0.0,0,39.0,3.0,1.0,75.0,Martin BarriosRacing Club
Argentine Primera División,Racing Club,German Conti,ar ARG,DF,31-006,2.8,0,0,0,1,2,0,0,6,3,0.0,0.0,0,11.0,20.0,11.0,64.5,German ContiRacing Club
Argentine Primera División,Racing Club,Adrian Fernandez,ar ARG,"FW,MF",24-020,2.6,1,0,0,4,5,1,5,2,3,0.0,0.0,0,20.0,0.0,2.0,0.0,Adrian FernandezRacing Club
Argentine Primera División,Racing Club,Bruno Zuculini,ar ARG,MF,32-068,2.3,2,0,0,8,2,0,1,3,3,0.0,0.0,0,17.0,4.0,1.0,80.0,Bruno ZuculiniRacing Club
Argentine Primera División,Racing Club,Baltasar Gallego,ar ARG,MF,21-335,1.1,2,0,0,6,1,0,1,2,1,0.0,0.0,0,6.0,0.0,1.0,0.0,Baltasar GallegoRacing Club
Argentine Primera División,Racing Club,Richard Sanchez,py PAR,MF,29-072,1.0,0,0,0,0,0,0,6,0,1,0.0,0.0,0,4.0,2.0,1.0,66.7,Richard SanchezRacing Club
Argentine Primera División,Racing Club,Gonzalo Escudero,ar ARG,DF,18-069,1.0,0,0,0,2,2,0,0,1,2,0.0,0.0,0,8.0,2.0,5.0,28.6,Gonzalo EscuderoRacing Club
Argentine Primera División,Racing Club,Ramiro Degregorio,ar ARG,"FW,MF",22-120,0.7,0,0,0,2,2,0,0,1,3,0.0,0.0,0,3.0,0.0,2.0,0.0,Ramiro DegregorioRacing Club
Argentine Primera División,Racing Club,Opponent Total,,,27.8,16.0,41,1,0,179,222,26,280,152,151,0.0,1.0,1,680.0,284.0,273.0,51.0,Opponent TotalRacing Club
Argentine Primera División,Huracan,Hernan Galindez,ec ECU,GK,38-071,16.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,10.0,0.0,0.0,,Hernan GalindezHuracan
Argentine Primera División,Huracan,Fabio Pereyra,ar ARG,DF,35-129,15.3,3,0,0,15,11,0,0,14,4,0.0,1.0,0,44.0,48.0,29.0,62.3,Fabio PereyraHuracan
Argentine Primera División,Huracan,Leonardo Gil,ar ARG,MF,34-009,15.0,3,0,0,17,30,0,87,16,15,0.0,0.0,0,93.0,14.0,27.0,34.1,Leonardo GilHuracan
Argentine Primera División,Huracan,Marco Pellegrino,ar ARG,DF,22-326,14.2,4,0,0,5,4,0,1,14,14,0.0,1.0,0,33.0,38.0,28.0,57.6,Marco PellegrinoHuracan
Argentine Primera División,Huracan,Leonel Perez,ar ARG,MF,20-304,13.6,5,0,0,20,20,0,1,23,24,0.0,0.0,0,64.0,42.0,19.0,68.9,Leonel PerezHuracan
Argentine Primera División,Huracan,Cesar Ibanez,ar ARG,DF,25-357,13.1,4,0,0,22,21,0,37,15,29,0.0,0.0,0,81.0,19.0,13.0,59.4,Cesar IbanezHuracan
Argentine Primera División,Huracan,Walter Mazzantti,ar ARG,FW,28-277,12.2,1,0,0,20,32,4,36,1,17,1.0,0.0,0,48.0,12.0,11.0,52.2,Walter MazzanttiHuracan
Argentine Primera División,Huracan,Matko Miljevic,us USA,"MF,FW",24-031,11.7,4,0,0,16,34,1,34,7,10,1.0,0.0,0,65.0,9.0,12.0,42.9,Matko MiljevicHuracan
Argentine Primera División,Huracan,Gabriel Alanis,ar ARG,FW,31-085,10.3,0,0,0,11,6,4,21,6,9,0.0,0.0,0,37.0,14.0,17.0,45.2,Gabriel AlanisHuracan
Argentine Primera División,Huracan,Tomas Guidara,ar ARG,DF,29-088,11.0,4,0,0,18,13,1,34,14,27,0.0,0.0,0,55.0,18.0,11.0,62.1,Tomas GuidaraHuracan
Argentine Primera División,Huracan,Eric Ramirez,ar ARG,FW,28-261,9.3,3,0,0,20,17,13,9,1,2,1.0,0.0,0,15.0,15.0,46.0,24.6,Eric RamirezHuracan
Argentine Primera División,Huracan,Hernan De La Fuente,ar ARG,DF,28-153,5.0,1,0,0,7,6,0,12,7,1,0.0,1.0,0,11.0,3.0,2.0,60.0,Hernan De La FuenteHuracan
Argentine Primera División,Huracan,Agustin Urzi,ar ARG,"FW,MF",25-036,4.5,0,0,0,3,15,0,7,1,4,0.0,0.0,0,16.0,1.0,2.0,33.3,Agustin UrziHuracan
Argentine Primera División,Huracan,Matias Tissera,ar ARG,FW,28-276,3.7,0,0,0,2,2,7,2,0,2,0.0,0.0,0,4.0,4.0,10.0,28.6,Matias TisseraHuracan
Argentine Primera División,Huracan,Pedro Ojeda,ar ARG,MF,27-216,4.5,2,0,0,6,0,0,4,13,4,0.0,0.0,0,24.0,5.0,17.0,22.7,Pedro OjedaHuracan
Argentine Primera División,Huracan,Leonardo Sequeira,ar ARG,FW,30-044,4.4,1,0,0,4,7,0,4,1,4,0.0,0.0,0,14.0,26.0,18.0,59.1,Leonardo SequeiraHuracan
Argentine Primera División,Huracan,Rodrigo Cabral,ar ARG,"FW,MF",24-305,2.5,4,0,0,8,15,1,6,4,7,0.0,0.0,0,19.0,3.0,4.0,42.9,Rodrigo CabralHuracan
Argentine Primera División,Huracan,Leandro Lescano,ar ARG,DF,22-098,2.9,1,0,0,7,2,0,21,5,6,0.0,0.0,0,16.0,5.0,2.0,71.4,Leandro LescanoHuracan
Argentine Primera División,Huracan,Franco Watson,ar ARG,MF,25-159,2.2,0,0,0,2,1,0,5,3,1,0.0,0.0,0,10.0,2.0,7.0,22.2,Franco WatsonHuracan
Argentine Primera División,Huracan,Daniel Zabala,ar ARG,DF,22-143,1.1,0,0,0,2,1,0,0,0,1,0.0,0.0,1,1.0,0.0,0.0,,Daniel ZabalaHuracan
Argentine Primera División,Huracan,Ramon Abila,ar ARG,FW,35-238,1.7,0,0,0,2,3,2,1,0,0,0.0,0.0,0,3.0,2.0,2.0,50.0,Ramon AbilaHuracan
Argentine Primera División,Huracan,Nicolas Omar Goitea,ar ARG,DF,27-363,1.3,0,0,0,1,1,0,0,0,2,0.0,0.0,0,6.0,2.0,1.0,66.7,Nicolas Omar GoiteaHuracan
Argentine Primera División,Huracan,Victor Cantillo,co COL,"MF,FW",31-237,0.3,0,0,0,0,0,0,0,3,0,0.0,0.0,0,2.0,1.0,2.0,33.3,Victor CantilloHuracan
Argentine Primera División,Huracan,Opponent Total,,,27.4,16.0,62,6,3,253,192,15,290,149,164,1.0,4.0,0,632.0,280.0,283.0,49.7,Opponent TotalHuracan
Argentine Primera División,Tigre,Nehuen Paz,ar ARG,DF,32-042,16.0,2,0,0,6,3,0,4,14,8,0.0,0.0,0,36.0,59.0,22.0,72.8,Nehuen PazTigre
Argentine Primera División,Tigre,Felipe Zenobio,ar ARG,GK,25-018,16.0,1,0,0,0,3,0,0,0,0,0.0,0.0,0,9.0,3.0,0.0,100.0,Felipe ZenobioTigre
Argentine Primera División,Tigre,Lorenzo Scipioni,ar ARG,MF,20-197,14.8,7,0,0,34,10,0,1,33,34,0.0,1.0,0,97.0,26.0,19.0,57.8,Lorenzo ScipioniTigre
Argentine Primera División,Tigre,Ignacio Russo,ar ARG,FW,24-178,13.6,3,0,0,21,23,8,14,2,3,1.0,0.0,0,29.0,32.0,70.0,31.4,Ignacio RussoTigre
Argentine Primera División,Tigre,Nahuel Banegas,ar ARG,DF,28-246,13.4,5,0,0,19,14,0,68,15,24,0.0,0.0,0,50.0,21.0,11.0,65.6,Nahuel BanegasTigre
Argentine Primera División,Tigre,Elias Cabrera,ar ARG,"MF,FW",22-104,10.9,2,0,0,10,16,0,47,9,7,0.0,0.0,0,51.0,18.0,23.0,43.9,Elias CabreraTigre
Argentine Primera División,Tigre,Joaquin Laso,ar ARG,DF,34-340,13.0,3,1,1,5,8,0,6,12,16,0.0,0.0,0,47.0,37.0,15.0,71.2,Joaquin LasoTigre
Argentine Primera División,Tigre,Santiago Gonzalez,ar ARG,MF,22-037,12.8,2,0,0,12,17,0,6,18,19,0.0,0.0,0,83.0,16.0,21.0,43.2,Santiago GonzalezTigre
Argentine Primera División,Tigre,Jabes Saralegui,ar ARG,"MF,FW",22-159,11.1,0,0,0,4,20,0,12,9,6,0.0,0.0,0,56.0,5.0,3.0,62.5,Jabes SaraleguiTigre
Argentine Primera División,Tigre,Martin Ortega,ar ARG,DF,25-293,9.8,1,0,0,6,4,1,62,6,9,0.0,1.0,0,45.0,7.0,8.0,46.7,Martin OrtegaTigre
Argentine Primera División,Tigre,Martin Garay,ar ARG,"DF,MF",25-362,7.5,1,0,0,14,6,0,17,5,11,0.0,0.0,0,43.0,4.0,7.0,36.4,Martin GarayTigre
Argentine Primera División,Tigre,Sebastian Medina,ar ARG,"MF,FW",25-086,7.4,3,0,0,18,10,3,27,6,14,0.0,0.0,0,33.0,8.0,6.0,57.1,Sebastian MedinaTigre
Argentine Primera División,Tigre,Julian Lopez,ar ARG,MF,25-152,5.2,4,0,0,14,5,1,7,1,8,0.0,1.0,0,28.0,10.0,12.0,45.5,Julian LopezTigre
Argentine Primera División,Tigre,Hector Fertoli,ar ARG,"MF,FW",30-188,4.9,1,0,0,6,8,0,27,5,3,0.0,0.0,0,28.0,6.0,9.0,40.0,Hector FertoliTigre
Argentine Primera División,Tigre,Blas Armoa,py PAR,FW,25-126,3.1,0,0,0,6,7,3,7,0,0,0.0,0.0,0,8.0,5.0,17.0,22.7,Blas ArmoaTigre
Argentine Primera División,Tigre,Jose Romero,ar ARG,"FW,MF",22-076,3.1,0,0,0,3,5,0,0,1,0,0.0,0.0,0,11.0,9.0,12.0,42.9,Jose RomeroTigre
Argentine Primera División,Tigre,Diego Sosa,ar ARG,DF,27-316,2.6,0,0,0,1,0,0,9,3,6,0.0,0.0,0,12.0,4.0,2.0,66.7,Diego SosaTigre
Argentine Primera División,Tigre,Ramon Arias,uy URU,DF,32-317,2.3,0,0,0,6,1,0,0,5,1,0.0,0.0,0,6.0,4.0,2.0,66.7,Ramon AriasTigre
Argentine Primera División,Tigre,Alfio Oviedo,py PAR,FW,29-173,2.5,0,0,0,3,4,1,1,0,2,0.0,0.0,0,3.0,14.0,14.0,50.0,Alfio OviedoTigre
Argentine Primera División,Tigre,Eric Ramirez,ve VEN,FW,26-201,1.6,0,0,0,8,3,1,1,1,0,0.0,0.0,0,4.0,6.0,6.0,50.0,Eric RamirezTigre
Argentine Primera División,Tigre,Maximiliano Zalazar,ar ARG,"FW,MF",24-093,1.5,0,0,0,4,0,1,4,1,1,0.0,0.0,0,6.0,0.0,2.0,0.0,Maximiliano ZalazarTigre
Argentine Primera División,Tigre,Alan Barrionuevo,ar ARG,DF,28-158,1.1,0,0,0,0,0,0,0,2,0,0.0,0.0,0,2.0,1.0,6.0,14.3,Alan BarrionuevoTigre
Argentine Primera División,Tigre,Valentin Moreno,ar ARG,DF,22-110,1.0,1,0,0,1,0,0,3,3,2,0.0,0.0,0,1.0,0.0,1.0,0.0,Valentin MorenoTigre
Argentine Primera División,Tigre,Lucas Besozzi,ar ARG,FW,22-138,0.5,1,0,0,2,1,0,3,0,0,0.0,0.0,0,7.0,1.0,1.0,50.0,Lucas BesozziTigre
Argentine Primera División,Tigre,Dario Sarmiento,ar ARG,MF,22-072,0.2,0,0,0,0,1,0,1,0,0,0.0,0.0,0,1.0,0.0,0.0,,Dario SarmientoTigre
Argentine Primera División,Tigre,Ignacio Neira,uy URU,MF,27-123,0.1,0,0,0,0,0,0,1,0,0,0.0,0.0,0,2.0,0.0,0.0,,Ignacio NeiraTigre
Argentine Primera División,Tigre,Gonzalo Pineiro,ar ARG,MF,24-249,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,,Gonzalo PineiroTigre
Argentine Primera División,Tigre,Opponent Total,,,28.0,16.0,34,2,0,187,190,25,305,142,171,1.0,1.0,1,712.0,289.0,296.0,49.4,Opponent TotalTigre
Argentine Primera División,San Lorenzo,Orlando Gil,py PAR,GK,24-363,16.0,0,0,0,0,2,0,0,0,0,0.0,0.0,0,4.0,2.0,1.0,66.7,Orlando GilSan Lorenzo
Argentine Primera División,San Lorenzo,Elias Baez,ar ARG,DF,20-234,15.2,3,0,0,17,11,0,27,18,26,0.0,0.0,0,55.0,33.0,19.0,63.5,Elias BaezSan Lorenzo
Argentine Primera División,San Lorenzo,Ezequiel Herrera,ar ARG,DF,22-138,15.0,5,0,0,19,17,0,22,17,20,0.0,0.0,0,53.0,14.0,12.0,53.8,Ezequiel HerreraSan Lorenzo
Argentine Primera División,San Lorenzo,Malcom Braida,ar ARG,"FW,MF",28-023,14.8,2,0,0,12,40,4,38,11,16,0.0,0.0,0,64.0,21.0,24.0,46.7,Malcom BraidaSan Lorenzo
Argentine Primera División,San Lorenzo,Jhohan Romana,co COL,DF,26-269,14.5,7,0,0,9,20,0,0,14,22,0.0,0.0,0,50.0,40.0,18.0,69.0,Jhohan RomanaSan Lorenzo
Argentine Primera División,San Lorenzo,Elian Irala,ar ARG,MF,20-338,12.5,5,0,0,12,16,0,12,32,12,0.0,0.0,0,86.0,18.0,17.0,51.4,Elian IralaSan Lorenzo
Argentine Primera División,San Lorenzo,Andres Vombergar,si SVN,FW,30-201,13.4,3,0,0,18,7,9,5,1,6,0.0,0.0,1,29.0,77.0,94.0,45.0,Andres VombergarSan Lorenzo
Argentine Primera División,San Lorenzo,Matias Reali,ar ARG,"MF,FW",27-207,11.4,3,0,0,16,24,6,101,10,4,1.0,0.0,0,47.0,4.0,7.0,36.4,Matias RealiSan Lorenzo
Argentine Primera División,San Lorenzo,Alexis Cuello,ar ARG,"FW,MF",25-111,9.9,2,0,0,15,19,1,6,2,6,1.0,0.0,0,36.0,35.0,40.0,46.7,Alexis CuelloSan Lorenzo
Argentine Primera División,San Lorenzo,Nicolas Tripichio,ar ARG,MF,29-155,10.7,3,0,0,8,15,1,7,10,15,0.0,0.0,0,57.0,14.0,14.0,50.0,Nicolas TripichioSan Lorenzo
Argentine Primera División,San Lorenzo,Daniel Herrera,ar ARG,DF,21-123,10.5,2,0,0,10,3,0,1,15,11,0.0,0.0,0,22.0,22.0,19.0,53.7,Daniel HerreraSan Lorenzo
Argentine Primera División,San Lorenzo,Ezequiel Cerutti,ar ARG,FW,33-143,7.3,5,0,0,9,20,0,38,3,9,0.0,0.0,0,38.0,1.0,6.0,14.3,Ezequiel CeruttiSan Lorenzo
Argentine Primera División,San Lorenzo,Gaston Hernandez,ar ARG,DF,27-141,6.0,3,1,1,7,4,0,1,11,4,0.0,0.0,0,19.0,15.0,8.0,65.2,Gaston HernandezSan Lorenzo
Argentine Primera División,San Lorenzo,Emanuel Cecchini,ar ARG,MF,28-167,6.5,3,0,0,16,8,1,2,3,6,0.0,0.0,0,30.0,7.0,13.0,35.0,Emanuel CecchiniSan Lorenzo
Argentine Primera División,San Lorenzo,Iker Muniain,es ESP,MF,32-172,5.7,0,0,0,2,9,0,17,2,4,0.0,0.0,0,27.0,1.0,4.0,20.0,Iker MuniainSan Lorenzo
Argentine Primera División,San Lorenzo,Nery Dominguez,ar ARG,"MF,DF",35-061,2.5,1,0,0,3,1,0,2,3,6,0.0,0.0,0,14.0,9.0,1.0,90.0,Nery DominguezSan Lorenzo
Argentine Primera División,San Lorenzo,Fabricio Lopez,ar ARG,DF,22-200,1.0,0,0,0,0,2,0,3,0,1,0.0,0.0,0,5.0,2.0,0.0,100.0,Fabricio LopezSan Lorenzo
Argentine Primera División,San Lorenzo,Ignacio Perruzzi,ar ARG,MF,20-065,1.0,0,0,0,2,2,0,0,1,3,0.0,0.0,0,6.0,2.0,1.0,66.7,Ignacio PerruzziSan Lorenzo
Argentine Primera División,San Lorenzo,Jaime Peralta,co COL,"FW,MF",20-129,1.1,4,0,0,5,2,1,2,0,1,0.0,0.0,0,3.0,9.0,1.0,90.0,Jaime PeraltaSan Lorenzo
Argentine Primera División,San Lorenzo,Manuel Insaurralde,ar ARG,MF,26-129,0.7,1,0,0,1,0,0,3,0,0,0.0,0.0,0,5.0,2.0,1.0,66.7,Manuel InsaurraldeSan Lorenzo
Argentine Primera División,San Lorenzo,Agustin Ladstatter,ar ARG,"FW,MF",20-004,0.3,1,0,0,2,0,0,3,0,0,0.0,0.0,0,1.0,0.0,2.0,0.0,Agustin LadstatterSan Lorenzo
Argentine Primera División,San Lorenzo,Teo Rodriguez,ar ARG,DF,19-240,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,,Teo RodriguezSan Lorenzo
Argentine Primera División,San Lorenzo,Valentin Escalante,ar ARG,FW,20-342,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,,Valentin EscalanteSan Lorenzo
Argentine Primera División,San Lorenzo,Opponent Total,,,28.2,16.0,55,0,0,237,177,23,321,155,184,0.0,4.0,1,658.0,301.0,327.0,47.9,Opponent TotalSan Lorenzo
Argentine Primera División,Independiente Rivadavia,Ezequiel Centurion,ar ARG,GK,28-020,16.0,0,0,0,1,2,0,0,0,0,0.0,1.0,0,10.0,1.0,0.0,100.0,Ezequiel CenturionIndependiente Rivadavia
Argentine Primera División,Independiente Rivadavia,Sebastian Villa,co COL,FW,29-021,15.9,2,0,0,16,23,20,177,4,4,1.0,0.0,0,40.0,7.0,16.0,30.4,Sebastian VillaIndependiente Rivadavia
Argentine Primera División,Independiente Rivadavia,Sheyko Studer,ar ARG,DF,22-209,14.6,4,0,0,10,19,1,0,19,13,0.0,1.0,0,54.0,30.0,29.0,50.8,Sheyko StuderIndependiente Rivadavia
