Squad,Player,Rk,Nation,Pos,Comp,Age,Born,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,PlSqu
Las Palmas,Mika Marmol,1630,es ESP,DF,es La Liga,23,2001,26.7,1112,1495,74.4,20092,8991,499,560,89.1,470,579,81.2,125,298,41.9,1,1.5,2.0,-0.5,16,119,16,7,106,Mika MarmolLas Palmas
Manchester City,Omar Marmoush,1631,eg EGY,"FW,MF",eng Premier League,25,1999,13.1,252,318,79.2,3443,849,164,193,85.0,69,88,78.4,9,16,56.3,0,2.8,2.1,-2.8,15,10,29,4,37,Omar MarmoushManchester City
Eint Frankfurt,Omar Marmoush,1632,eg EGY,FW,de Bundesliga,25,1999,16.1,300,430,69.8,4868,1774,159,193,82.4,87,121,71.9,39,83,47.0,9,6.2,4.1,+2.8,34,30,22,1,50,Omar MarmoushEint Frankfurt
Valladolid,Mario Maroto,1633,es ESP,MF,es La Liga,20,2003,0.7,31,41,75.6,568,112,14,16,87.5,14,18,77.8,3,4,75.0,1,0.1,0.0,+0.9,1,3,0,0,2,Mario MarotoValladolid
Paris S-G,Marquinhos,1634,br BRA,DF,fr Ligue 1,30,1994,19.2,1736,1830,94.9,33775,10072,524,539,97.2,1012,1039,97.4,186,225,82.7,0,0.8,1.0,-0.8,9,184,4,1,151,MarquinhosParis S-G
Real Sociedad,Unai Marrero,1635,es ESP,GK,es La Liga,22,2001,2.0,46,57,80.7,1155,682,9,9,100.0,25,26,96.2,12,21,57.1,0,0.0,0.0,0.0,0,0,0,0,0,Unai MarreroReal Sociedad
Reims,Ange Martial Tia,1636,ml MLI,"MF,DF",fr Ligue 1,17,2006,1.9,44,62,71.0,605,192,32,38,84.2,7,11,63.6,3,6,50.0,0,0.0,0.0,0.0,2,3,1,0,8,Ange Martial TiaReims
Genoa,Aaron Martin,1637,es ESP,DF,it Serie A,27,1997,34.3,1221,1685,72.5,23065,8738,485,544,89.2,557,708,78.7,160,368,43.5,8,5.5,6.1,+2.5,65,77,30,21,90,Aaron MartinGenoa
Alaves,Carlos Martin,1638,es ESP,"FW,MF",es La Liga,22,2002,14.8,261,400,65.3,3767,914,141,196,71.9,97,131,74.0,11,33,33.3,2,2.7,1.4,-0.7,13,15,7,4,21,Carlos MartinAlaves
Las Palmas,Diego Martin,1639,es ESP,FW,es La Liga,20,2003,0.4,8,15,53.3,123,40,5,7,71.4,2,4,50.0,1,2,50.0,0,0.0,0.0,0.0,0,1,0,0,2,Diego MartinLas Palmas
Barcelona,Gerard Martin,1640,es ESP,DF,es La Liga,22,2002,11.5,656,789,83.1,9965,2760,349,385,90.6,268,304,88.2,23,50,46.0,3,1.1,1.7,+1.9,12,27,16,4,40,Gerard MartinBarcelona
Girona,Ivan Martin,1641,es ESP,MF,es La Liga,25,1999,22.7,1251,1387,90.2,19711,3825,630,680,92.6,510,552,92.4,72,85,84.7,1,1.9,2.1,-0.9,22,101,15,3,131,Ivan MartinGirona
Real Sociedad,Jon Martin,1642,es ESP,DF,es La Liga,18,2006,10.0,468,539,86.8,9130,2975,136,155,87.7,292,314,93.0,37,59,62.7,1,0.2,0.2,+0.8,4,19,2,0,34,Jon MartinReal Sociedad
Brest,Jonas Martin,1643,fr FRA,MF,fr Ligue 1,34,1990,5.5,277,312,88.8,4280,1049,154,166,92.8,99,108,91.7,16,22,72.7,0,0.3,0.4,-0.3,3,21,3,2,21,Jonas MartinBrest
Valladolid,Mario Martin,1644,es ESP,MF,es La Liga,20,2004,19.4,677,801,84.5,11986,2955,278,319,87.1,319,349,91.4,57,85,67.1,1,1.4,1.2,-0.4,12,52,3,1,66,Mario MartinValladolid
Arsenal,Gabriel Martinelli,1645,br BRA,"FW,MF",eng Premier League,23,2001,25.4,499,699,71.4,7113,1534,324,385,84.2,135,193,69.9,26,52,50.0,4,5.0,4.7,-1.0,40,11,37,15,52,Gabriel MartinelliArsenal
Girona,Arnau Martinez,1646,es ESP,"DF,MF",es La Liga,21,2003,29.2,1603,1855,86.4,25826,6911,806,864,93.3,686,771,89.0,89,150,59.3,2,2.2,1.8,-0.2,18,155,14,4,162,Arnau MartinezGirona
Aston Villa,Emiliano Martinez,1647,ar ARG,GK,eng Premier League,31,1992,35.5,1091,1387,78.7,28659,17513,194,198,98.0,629,640,98.3,268,542,49.4,0,0.5,0.1,-0.5,2,27,0,0,4,Emiliano MartinezAston Villa
Barcelona,Inigo Martinez,1648,es ESP,DF,es La Liga,33,1991,27.7,2217,2435,91.0,41890,14576,820,866,94.7,1168,1229,95.0,208,288,72.2,4,2.6,1.8,+1.4,16,259,9,1,260,Inigo MartinezBarcelona
Osasuna,Javi Martinez,1649,es ESP,MF,es La Liga,24,1999,0.1,9,9,100.0,126,55,6,6,100.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,Javi MartinezOsasuna
Inter,Josep Martinez,1650,es ESP,GK,it Serie A,26,1998,5.0,206,241,85.5,5110,3113,35,35,100.0,124,126,98.4,47,80,58.8,0,0.1,0.0,-0.1,1,0,0,0,0,Josep MartinezInter
Inter,Lautaro Martinez,1651,ar ARG,FW,it Serie A,26,1997,28.5,472,634,74.4,7494,1609,264,324,81.5,152,198,76.8,41,56,73.2,3,4.3,4.3,-1.3,36,41,22,1,68,Lautaro MartinezInter
Manchester Utd,Lisandro Martinez,1652,ar ARG,DF,eng Premier League,26,1998,19.5,1200,1342,89.4,20292,7055,522,554,94.2,601,646,93.0,64,116,55.2,1,1.1,1.3,-0.1,9,91,18,2,117,Lisandro MartinezManchester Utd
Fiorentina,Lucas Martinez Quarta,1653,ar ARG,DF,it Serie A,28,1996,3.9,226,255,88.6,4391,1769,78,83,94.0,121,132,91.7,26,36,72.2,0,0.0,0.1,0.0,1,15,0,0,14,Lucas Martinez QuartaFiorentina
Sevilla,Ramon Martinez,1654,es ESP,DF,es La Liga,21,2002,2.9,119,130,91.5,2397,541,34,34,100.0,67,75,89.3,17,19,89.5,0,0.1,0.0,-0.1,1,10,0,0,5,Ramon MartinezSevilla
Alaves,Toni Martinez,1655,es ESP,FW,es La Liga,27,1997,11.2,140,240,58.3,1676,280,96,132,72.7,32,67,47.8,3,10,30.0,0,0.6,0.9,-0.6,11,11,4,1,11,Toni MartinezAlaves
Monza,Kevin Martins,1656,it ITA,"MF,DF",it Serie A,19,2005,2.0,38,56,67.9,633,139,18,24,75.0,18,23,78.3,2,5,40.0,1,0.4,0.2,+0.6,2,6,1,1,6,Kevin MartinsMonza
Athletic Club,Javi Marton,1657,es ESP,"FW,MF",es La Liga,25,1999,0.6,6,7,85.7,68,2,4,5,80.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,Javi MartonAthletic Club
Lazio,Adam Marusic,1658,me MNE,DF,it Serie A,31,1992,26.0,1053,1240,84.9,16214,5156,556,603,92.2,414,479,86.4,56,109,51.4,0,0.6,0.6,-0.6,13,72,16,9,84,Adam MarusicLazio
Las Palmas,Marvin,1659,es ESP,"DF,FW",es La Liga,24,2000,11.5,370,502,73.7,6233,1918,182,208,87.5,147,192,76.6,31,62,50.0,0,1.1,1.2,-1.1,6,24,14,10,30,MarvinLas Palmas
Mallorca,Omar Mascarell,1660,gq EQG,MF,es La Liga,31,1993,22.1,809,963,84.0,14242,3936,370,406,91.1,339,378,89.7,81,133,60.9,0,0.2,0.3,-0.2,3,72,3,0,75,Omar MascarellMallorca
Torino,Adam Masina,1661,ma MAR,DF,it Serie A,30,1994,21.3,1066,1267,84.1,19972,7055,392,428,91.6,559,630,88.7,106,185,57.3,2,0.3,0.7,+1.7,4,72,6,2,73,Adam MasinaTorino
Genoa,Patrizio Masini,1662,it ITA,MF,it Serie A,23,2001,17.1,499,649,76.9,7915,1746,236,284,83.1,201,239,84.1,40,71,56.3,0,0.2,0.4,-0.2,6,29,4,3,44,Patrizio MasiniGenoa
Bochum,Giorgos Masouras,1663,gr GRE,"FW,MF",de Bundesliga,30,1994,11.7,200,284,70.4,2740,688,135,167,80.8,51,70,72.9,10,20,50.0,1,1.1,1.1,-0.1,10,11,7,4,19,Giorgos MasourasBochum
Bochum,Erhan Masovic,1664,rs SRB,DF,de Bundesliga,25,1998,10.1,349,422,82.7,7445,2958,87,98,88.8,213,240,88.8,49,76,64.5,1,0.9,0.5,+0.1,3,28,0,0,35,Erhan MasovicBochum
Auxerre,Han-Noah Massengo,1665,fr FRA,MF,fr Ligue 1,23,2001,11.6,375,443,84.7,5808,1487,187,214,87.4,153,168,91.1,20,35,57.1,0,0.4,0.6,-0.4,3,23,3,2,28,Han-Noah MassengoAuxerre
Lyon,Clinton Mata,1666,ao ANG,DF,fr Ligue 1,31,1992,26.3,1448,1636,88.5,23759,8137,678,706,96.0,684,739,92.6,66,150,44.0,4,1.4,2.2,+2.6,11,86,14,7,88,Clinton MataLyon
Las Palmas,Jaime Mata,1667,es ESP,"FW,MF",es La Liga,35,1988,7.3,127,187,67.9,1817,282,76,101,75.2,37,52,71.2,7,13,53.8,0,0.1,0.3,-0.1,3,8,3,1,10,Jaime MataLas Palmas
Eint Frankfurt,Igor Matanovic,1668,hr CRO,FW,de Bundesliga,21,2003,3.5,57,75,76.0,837,209,33,40,82.5,19,24,79.2,3,4,75.0,0,0.0,0.1,0.0,1,8,1,0,6,Igor MatanovicEint Frankfurt
Tottenham,Pape Matar Sarr,1669,sn SEN,MF,eng Premier League,21,2002,21.3,888,1028,86.4,13607,3107,461,508,90.7,346,385,89.9,46,63,73.0,2,1.6,0.8,+0.4,15,85,12,2,88,Pape Matar SarrTottenham
Monaco,Eliot Matazo,1670,be BEL,MF,fr Ligue 1,22,2002,0.8,35,41,85.4,533,168,16,20,80.0,16,16,100.0,1,1,100.0,0,0.1,0.0,-0.1,1,1,0,0,7,Eliot MatazoMonaco
Crystal Palace,Jean-Philippe Mateta,1671,fr FRA,FW,eng Premier League,27,1997,29.4,291,447,65.1,3856,1025,175,231,75.8,84,131,64.1,7,23,30.4,2,3.2,2.3,-1.2,29,35,16,2,53,Jean-Philippe MatetaCrystal Palace
Lyon,Nemanja Matic,1672,rs SRB,MF,fr Ligue 1,35,1988,22.3,1230,1415,86.9,20931,6355,576,636,90.6,525,570,92.1,99,141,70.2,1,1.3,2.0,-0.3,17,164,16,1,150,Nemanja MaticLyon
Auxerre,Rudy Matondo,1673,fr FRA,MF,fr Ligue 1,16,2008,0.7,22,24,91.7,340,65,10,11,90.9,12,12,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,2,Rudy MatondoAuxerre
Augsburg,Chrislain Matsima,1674,fr FRA,DF,de Bundesliga,22,2002,28.3,1139,1324,86.0,20152,6622,451,508,88.8,600,647,92.7,72,122,59.0,1,0.3,0.7,+0.7,5,95,7,0,84,Chrislain MatsimaAugsburg
Eint Frankfurt,Jean Matteo Bahoya,1675,fr FRA,"MF,FW",de Bundesliga,19,2005,10.2,260,350,74.3,3692,1155,139,166,83.7,86,111,77.5,15,30,50.0,3,1.7,2.3,+1.3,18,15,11,4,28,Jean Matteo BahoyaEint Frankfurt
Genoa,Alan Matturro,1676,uy URU,DF,it Serie A,19,2004,10.0,280,359,78.0,5637,1806,72,89,80.9,181,205,88.3,25,50,50.0,0,0.2,0.3,-0.2,3,10,4,2,15,Alan MatturroGenoa
Rennes,Azor Matusiwa,1677,nl NED,MF,fr Ligue 1,26,1998,23.1,975,1119,87.1,16247,4831,477,543,87.8,407,447,91.1,78,88,88.6,3,1.8,1.6,+1.2,17,109,18,1,134,Azor MatusiwaRennes
Marseille,Neal Maupay,1678,fr FRA,FW,fr Ligue 1,27,1996,11.6,250,297,84.2,3404,651,148,169,87.6,69,81,85.2,14,16,87.5,4,2.2,1.3,+1.8,13,15,12,0,37,Neal MaupayMarseille
St. Pauli,Maurides,1679,br BRA,FW,de Bundesliga,30,1994,0.0,1,2,50.0,12,0,1,2,50.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,MauridesSt. Pauli
Leicester City,Stephy Mavididi,1680,eng ENG,FW,eng Premier League,26,1998,17.9,460,613,75.0,6191,1429,286,314,91.1,124,184,67.4,18,43,41.9,1,2.6,3.3,-1.6,22,32,26,7,57,Stephy MavididiLeicester City
West Ham,Konstantinos Mavropanos,1681,gr GRE,DF,eng Premier League,26,1997,22.7,1092,1265,86.3,21548,7277,341,373,91.4,643,693,92.8,102,176,58.0,0,0.5,0.4,-0.5,5,64,4,1,61,Konstantinos MavropanosWest Ham
Monaco,Christian Mawissa,1682,fr FRA,DF,fr Ligue 1,19,2005,16.7,827,945,87.5,13430,4378,393,422,93.1,395,437,90.4,31,55,56.4,0,0.0,0.1,0.0,1,51,0,0,44,Christian MawissaMonaco
Werder Bremen,Keke Maximilian Topp,1683,de GER,"FW,MF",de Bundesliga,20,2004,2.8,48,88,54.5,637,193,31,47,66.0,15,25,60.0,0,2,0.0,2,2.0,0.8,0.0,10,4,5,2,9,Keke Maximilian ToppWerder Bremen
Getafe,Borja Mayoral,1684,es ESP,FW,es La Liga,27,1997,12.4,197,254,77.6,2876,459,113,133,85.0,57,70,81.4,13,17,76.5,1,0.9,0.3,+0.1,8,11,2,0,13,Borja MayoralGetafe
Paris S-G,Senny Mayulu,1685,fr FRA,MF,fr Ligue 1,18,2006,9.0,404,460,87.8,6268,1045,213,234,91.0,148,160,92.5,25,29,86.2,2,2.1,2.0,-0.1,12,32,14,1,46,Senny MayuluParis S-G
Manchester Utd,Noussair Mazraoui,1686,ma MAR,DF,eng Premier League,26,1997,31.5,1526,1781,85.7,23059,8056,834,913,91.3,574,644,89.1,73,130,56.2,1,1.5,1.9,-0.5,20,125,20,5,115,Noussair MazraouiManchester Utd
Monza,Andrea Mazza,1687,it ITA,GK,it Serie A,20,2004,0.1,6,7,85.7,134,94,4,4,100.0,1,1,100.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0,Andrea MazzaMonza
Como,Luca Mazzitelli,1688,it ITA,MF,it Serie A,28,1995,3.7,156,197,79.2,2770,917,73,80,91.3,60,75,80.0,19,29,65.5,1,0.6,0.6,+0.4,6,21,4,0,27,Luca MazzitelliComo
Napoli,Pasquale Mazzocchi,1689,it ITA,"DF,FW",it Serie A,29,1995,7.8,244,304,80.3,3786,1012,127,137,92.7,101,125,80.8,11,26,42.3,0,0.4,0.6,-0.4,5,6,8,3,23,Pasquale MazzocchiNapoli
Juventus,Samuel Mbangula,1690,be BEL,FW,it Serie A,20,2004,7.9,230,269,85.5,3018,589,152,169,89.9,62,75,82.7,7,10,70.0,3,1.4,0.8,+1.6,15,15,10,4,17,Samuel MbangulaJuventus
Lille,Ethan Mbappe,1691,fr FRA,"MF,FW",fr Ligue 1,17,2006,2.5,105,139,75.5,1752,478,54,67,80.6,33,40,82.5,13,20,65.0,0,1.5,1.2,-1.5,6,8,5,3,8,Ethan MbappeLille
Real Madrid,Kylian Mbappe,1692,fr FRA,FW,es La Liga,25,1998,32.3,949,1145,82.9,13622,2382,575,652,88.2,250,292,85.6,62,78,79.5,3,7.7,6.6,-4.7,51,75,52,3,140,Kylian MbappeReal Madrid
Paris S-G,Ibrahim Mbaye,1693,fr FRA,"FW,MF",fr Ligue 1,16,2008,3.8,128,148,86.5,1753,259,75,83,90.4,46,53,86.8,3,4,75.0,1,1.1,0.3,-0.1,3,6,3,0,9,Ibrahim MbayeParis S-G
Brentford,Bryan Mbeumo,1694,cm CMR,FW,eng Premier League,24,1999,37.9,872,1319,66.1,13902,4325,476,602,79.1,313,441,71.0,68,183,37.2,7,8.3,9.3,-1.3,70,63,59,19,141,Bryan MbeumoBrentford
Manchester City,James Mcatee,1695,eng ENG,"MF,FW",eng Premier League,21,2002,3.9,100,125,80.0,1491,254,57,65,87.7,40,45,88.9,3,9,33.3,0,0.5,0.8,-0.5,3,7,2,0,7,James McateeManchester City
Leicester City,Kasey McAteer,1696,ie IRL,FW,eng Premier League,22,2001,9.5,183,252,72.6,2556,613,118,140,84.3,54,72,75.0,6,12,50.0,1,0.7,0.6,+0.3,9,13,6,2,14,Kasey McAteerLeicester City
Las Palmas,Oliver McBurnie,1697,sct SCO,FW,es La Liga,28,1996,20.4,276,419,65.9,3391,779,185,253,73.1,63,106,59.4,6,9,66.7,6,2.8,1.0,+3.2,24,23,7,1,27,Oliver McBurnieLas Palmas
Southampton,Alex McCarthy,1698,eng ENG,GK,eng Premier League,34,1989,5.0,117,156,75.0,2823,1985,41,43,95.3,45,49,91.8,30,61,49.2,0,0.0,0.0,0.0,0,5,0,0,0,Alex McCarthySouthampton
Aston Villa,John McGinn,1699,sct SCO,"MF,FW",eng Premier League,29,1994,24.7,699,854,81.9,11807,3243,336,367,91.6,285,332,85.8,64,111,57.7,4,3.5,2.7,+0.5,31,70,29,8,103,John McGinnAston Villa
Las Palmas,Scott McKenna,1700,sct SCO,DF,es La Liga,27,1996,27.4,1276,1471,86.7,23646,7874,441,479,92.1,735,801,91.8,85,158,53.8,0,0.7,0.4,-0.7,4,50,1,0,45,Scott McKennaLas Palmas
Juventus,Weston McKennie,1701,us USA,"MF,DF",it Serie A,25,1998,25.7,928,1117,83.1,14100,3768,535,602,88.9,303,354,85.6,60,92,65.2,4,3.6,3.5,+0.4,32,70,22,2,101,Weston McKennieJuventus
Toulouse,Mark McKenzie,1702,us USA,DF,fr Ligue 1,25,1999,27.7,1167,1356,86.1,21104,8135,462,506,91.3,610,680,89.7,83,143,58.0,1,0.5,0.2,+0.5,4,101,0,0,97,Mark McKenzieToulouse
Everton,Dwight McNeil,1703,eng ENG,"MF,FW",eng Premier League,24,1999,15.2,461,619,74.5,8501,2790,215,246,87.4,165,200,82.5,70,136,51.5,6,5.2,4.3,+0.8,37,40,36,10,69,Dwight McNeilEverton
Manchester Utd,Scott McTominay,1704,sct SCO,MF,eng Premier League,27,1996,0.2,10,10,100.0,186,99,5,5,100.0,3,3,100.0,2,2,100.0,0,0.0,0.0,0.0,0,2,0,0,1,Scott McTominayManchester Utd
Napoli,Scott McTominay,1705,sct SCO,MF,it Serie A,27,1996,32.6,777,924,84.1,12625,2930,386,435,88.7,299,343,87.2,62,86,72.1,4,2.7,1.7,+1.3,26,72,22,1,112,Scott McTominayNapoli
Bochum,Jakov Medic,1706,hr CRO,DF,de Bundesliga,25,1998,17.8,667,763,87.4,13727,4502,181,199,91.0,394,436,90.4,89,118,75.4,0,0.2,0.5,-0.2,3,31,4,1,27,Jakov MedicBochum
Lens,Facundo Medina,1707,ar ARG,DF,fr Ligue 1,25,1999,28.3,1655,1889,87.6,27012,9960,827,873,94.7,684,744,91.9,116,209,55.5,1,2.0,3.4,-1.0,24,157,30,2,174,Facundo MedinaLens
Brentford,Ben Mee,1708,eng ENG,DF,eng Premier League,34,1989,2.0,93,120,77.5,1751,688,34,38,89.5,51,60,85.0,8,20,40.0,0,0.0,0.0,0.0,0,10,0,0,11,Ben MeeBrentford
Brentford,Jayden Meghoma,1709,eng ENG,DF,eng Premier League,18,2006,0.1,3,3,100.0,28,7,3,3,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Jayden MeghomaBrentford
Rennes,Henrik Meister,1710,dk DEN,FW,fr Ligue 1,20,2003,0.7,11,14,78.6,94,32,9,9,100.0,0,1,0.0,0,0,,0,0.3,0.0,-0.3,2,1,0,0,1,Henrik MeisterRennes
Montpellier,Bamo Meite,1711,ci CIV,DF,fr Ligue 1,22,2001,4.7,153,173,88.4,2471,785,72,76,94.7,71,77,92.2,7,13,53.8,0,0.0,0.0,0.0,0,4,0,0,7,Bamo MeiteMontpellier
Marseille,Bamo Meite,1712,ci CIV,DF,fr Ligue 1,22,2001,0.3,26,28,92.9,333,121,18,19,94.7,7,7,100.0,0,0,,0,0.0,0.0,0.0,0,2,0,0,0,Bamo MeiteMarseille
Rennes,Mohamed Meite,1713,fr FRA,FW,fr Ligue 1,16,2007,6.0,62,94,66.0,781,184,36,51,70.6,12,21,57.1,5,6,83.3,0,0.6,0.4,-0.6,5,3,3,0,6,Mohamed MeiteRennes
Sevilla,Mateo Mejia,1714,es ESP,FW,es La Liga,21,2003,0.1,0,1,0.0,0,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Mateo MejiaSevilla
Angers,Farid El Melali,1715,dz ALG,FW,fr Ligue 1,27,1997,21.0,372,532,69.9,5612,1779,218,253,86.2,103,151,68.2,33,82,40.2,3,3.1,3.0,-0.1,25,18,14,2,43,Farid El MelaliAngers
Genoa,Filippo Melegoni,1716,it ITA,"MF,FW",it Serie A,25,1999,1.0,9,16,56.3,197,105,2,2,100.0,6,8,75.0,1,2,50.0,1,0.5,0.2,+0.5,1,1,1,0,1,Filippo MelegoniGenoa
Girona,Arthur Melo,1717,br BRA,MF,es La Liga,27,1996,10.5,668,723,92.4,12132,2545,256,270,94.8,341,361,94.5,61,74,82.4,0,0.2,0.6,-0.2,5,70,4,1,70,Arthur MeloGirona
Paris S-G,Nuno Mendes,1718,pt POR,DF,fr Ligue 1,22,2002,18.6,1293,1488,86.9,22683,6256,574,626,91.7,591,662,89.3,109,148,73.6,3,5.0,4.1,-2.0,30,119,34,13,127,Nuno MendesParis S-G
Real Sociedad,Brais Mendez,1719,es ESP,MF,es La Liga,27,1997,17.0,631,810,77.9,9572,2725,357,406,87.9,201,251,80.1,46,93,49.5,2,2.0,2.3,0.0,23,68,13,3,91,Brais MendezReal Sociedad
Nice,Antoine Mendy,1720,sn SEN,DF,fr Ligue 1,20,2004,9.2,394,486,81.1,6764,2080,164,179,91.6,197,229,86.0,29,62,46.8,0,0.1,0.3,-0.1,2,29,7,3,35,Antoine MendyNice
Real Madrid,Ferland Mendy,1721,fr FRA,DF,es La Liga,29,1995,11.2,630,671,93.9,9091,2431,387,399,97.0,199,212,93.9,32,38,84.2,1,0.5,0.7,+0.5,3,44,1,0,36,Ferland MendyReal Madrid
Lens,Nampalys Mendy,1722,sn SEN,MF,fr Ligue 1,32,1992,6.5,260,290,89.7,4085,1076,142,149,95.3,87,97,89.7,21,27,77.8,1,0.1,0.2,+0.9,1,34,2,1,28,Nampalys MendyLens
Betis,Nobel Mendy,1723,fr FRA,DF,es La Liga,19,2004,1.2,46,53,86.8,1082,444,13,13,100.0,25,27,92.6,8,13,61.5,0,0.0,0.0,0.0,0,5,0,0,3,Nobel MendyBetis
Auxerre,Gideon Mensah,1724,gh GHA,DF,fr Ligue 1,26,1998,25.3,1056,1321,79.9,17277,6655,563,614,91.7,369,459,80.4,94,173,54.3,1,2.6,1.7,-1.6,22,68,26,14,93,Gideon MensahAuxerre
Napoli,Alex Meret,1725,it ITA,GK,it Serie A,27,1997,33.4,1050,1223,85.9,26863,16237,139,139,100.0,649,659,98.5,262,424,61.8,0,0.0,0.0,0.0,0,5,0,0,1,Alex MeretNapoli
Arsenal,Mikel Merino,1726,es ESP,"MF,FW",eng Premier League,28,1996,17.6,451,577,78.2,6182,1776,285,328,86.9,128,165,77.6,17,31,54.8,2,2.0,1.2,0.0,17,40,24,4,69,Mikel MerinoArsenal
Marseille,Quentin Merlin,1727,fr FRA,DF,fr Ligue 1,22,2002,17.7,943,1145,82.4,15694,3325,445,497,89.5,417,488,85.5,60,105,57.1,3,3.0,2.4,0.0,25,57,27,9,86,Quentin MerlinMarseille
Valladolid,Victor Meseguer,1728,es ESP,MF,es La Liga,25,1999,4.6,148,189,78.3,2262,703,76,89,85.4,57,71,80.3,6,11,54.5,0,0.0,0.3,0.0,1,17,1,1,22,Victor MeseguerValladolid
Toulouse,Rafik Messali,1729,fr FRA,DF,fr Ligue 1,21,2003,5.1,166,227,73.1,2756,890,81,95,85.3,65,89,73.0,13,23,56.5,1,1.0,1.0,0.0,11,15,8,3,21,Rafik MessaliToulouse
Genoa,Junior Messias,1730,br BRA,"MF,FW",it Serie A,33,1991,9.4,149,234,63.7,2611,897,77,98,78.6,49,80,61.3,20,37,54.1,1,0.7,0.6,+0.3,8,23,8,2,32,Junior MessiasGenoa
St. Pauli,Connor Metcalfe,1731,au AUS,"MF,FW",de Bundesliga,24,1999,4.0,76,118,64.4,1191,445,42,54,77.8,28,35,80.0,6,20,30.0,0,0.2,0.2,-0.2,3,6,2,1,8,Connor MetcalfeSt. Pauli
St. Pauli,Karol Mets,1732,ee EST,DF,de Bundesliga,31,1993,10.0,526,631,83.4,10181,3728,165,186,88.7,302,330,91.5,53,101,52.5,0,0.2,0.4,-0.2,3,49,3,1,54,Karol MetsSt. Pauli
Lille,Thomas Meunier,1733,be BEL,DF,fr Ligue 1,32,1991,21.4,1188,1477,80.4,20433,6391,527,592,89.0,543,656,82.8,95,168,56.5,0,0.7,2.4,-0.7,13,123,31,7,136,Thomas MeunierLille
Dortmund,Alexander Meyer,1734,de GER,GK,de Bundesliga,33,1991,2.0,54,83,65.1,1541,1064,7,7,100.0,28,29,96.6,19,47,40.4,0,0.1,0.0,-0.1,1,2,0,0,0,Alexander MeyerDortmund
Chelsea,Shumaira Mheuka,1735,eng ENG,MF,eng Premier League,16,2007,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Shumaira MheukaChelsea
Monaco,Lucas Michal,1736,fr FRA,"FW,MF",fr Ligue 1,19,2005,1.3,36,44,81.8,411,71,21,23,91.3,10,13,76.9,0,1,0.0,0,0.9,0.6,-0.9,1,0,2,0,4,Lucas MichalMonaco
Hoffenheim,Florian Micheler,1737,at AUT,MF,de Bundesliga,19,2005,0.4,11,12,91.7,158,45,6,6,100.0,5,5,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,Florian MichelerHoffenheim
Leganes,Miguel,1738,es ESP,FW,es La Liga,24,1999,19.2,139,237,58.6,2021,381,77,114,67.5,46,72,63.9,6,15,40.0,3,1.4,0.8,+1.6,7,9,5,1,16,MiguelLeganes
Parma,Valentin Mihaila,1739,ro ROU,"FW,MF",it Serie A,24,2000,14.3,325,431,75.4,4879,1423,181,217,83.4,103,130,79.2,24,50,48.0,3,1.2,1.1,+1.8,17,28,17,3,41,Valentin MihailaParma
Lyon,Georges Mikautadze,1740,ge GEO,FW,fr Ligue 1,23,2000,16.1,326,426,76.5,4382,925,191,231,82.7,94,122,77.0,13,17,76.5,6,4.3,3.7,+1.7,21,21,14,0,54,Georges MikautadzeLyon
Saint-Etienne,Igor Miladinovic,1741,rs SRB,"FW,MF",fr Ligue 1,21,2003,0.3,12,15,80.0,199,27,7,9,77.8,4,4,100.0,1,1,100.0,0,0.0,0.0,0.0,0,2,0,0,1,Igor MiladinovicSaint-Etienne
Nott'ham Forest,Nikola Milenkovic,1742,rs SRB,DF,eng Premier League,26,1997,37.0,850,1033,82.3,17093,6325,258,293,88.1,475,538,88.3,103,167,61.7,2,1.1,0.5,+0.9,9,53,2,0,51,Nikola MilenkovicNott'ham Forest
Newcastle Utd,Lewis Miley,1743,eng ENG,MF,eng Premier League,18,2006,3.5,168,191,88.0,2439,402,94,105,89.5,59,61,96.7,7,10,70.0,0,0.0,0.3,0.0,1,11,4,0,17,Lewis MileyNewcastle Utd
Torino,Vanja Milinkovic-Savic,1744,rs SRB,GK,it Serie A,27,1997,37.0,1107,1628,68.0,33277,23338,160,163,98.2,557,566,98.4,388,888,43.7,0,0.1,0.3,-0.1,3,61,6,0,0,Vanja Milinkovic-SavicTorino
Real Madrid,Eder Militao,1745,br BRA,DF,es La Liga,26,1998,10.4,636,712,89.3,13095,4633,189,201,94.0,372,394,94.4,72,110,65.5,1,0.5,0.2,+0.5,6,56,3,0,46,Eder MilitaoReal Madrid
